pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOBP_ATP_METABOLIC_PROCESS,0.00555252861391078,0.0249863787625985,0.407017918923954,0.777777777777778,1.8295866744176,7,mt-Co2|mt-Nd2|Pfkp|mt-Nd1|mt-Atp6|mt-Co1|mt-Co3
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.00555252861391078,0.0249863787625985,0.407017918923954,0.777777777777778,1.8295866744176,7,mt-Co2|mt-Nd2|Pfkp|mt-Nd1|mt-Atp6|mt-Co1|mt-Co3
GOBP_AEROBIC_RESPIRATION,0.0435413642960813,0.0653120464441219,0.261663521711573,0.7,1.60978505507154,6,mt-Co2|mt-Nd2|mt-Nd1|mt-Atp6|mt-Co1|mt-Co3
GOBP_CELLULAR_RESPIRATION,0.0435413642960813,0.0653120464441219,0.261663521711573,0.7,1.60978505507154,6,mt-Co2|mt-Nd2|mt-Nd1|mt-Atp6|mt-Co1|mt-Co3
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,0.0435413642960813,0.0653120464441219,0.261663521711573,0.7,1.60978505507154,6,mt-Co2|mt-Nd2|mt-Nd1|mt-Atp6|mt-Co1|mt-Co3
GOBP_OXIDATIVE_PHOSPHORYLATION,0.0435413642960813,0.0653120464441219,0.261663521711573,0.7,1.60978505507154,6,mt-Co2|mt-Nd2|mt-Nd1|mt-Atp6|mt-Co1|mt-Co3
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,0.136296296296296,0.136296296296296,0.143758989039275,0.636363636363636,1.39898752419291,5,mt-Co2|mt-Nd2|mt-Nd1|mt-Co1|mt-Co3
GOBP_ELECTRON_TRANSPORT_CHAIN,0.136296296296296,0.136296296296296,0.143758989039275,0.636363636363636,1.39898752419291,5,mt-Co2|mt-Nd2|mt-Nd1|mt-Co1|mt-Co3
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN,0.136296296296296,0.136296296296296,0.143758989039275,0.636363636363636,1.39898752419291,5,mt-Co2|mt-Nd2|mt-Nd1|mt-Co1|mt-Co3
