"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0050807","GO:0050807",1,"GO:0050807",14.1629745177843,309,"regulation of synapse organization","regulation of synapse organization",0.7294375,0.4818,0
"GO:0050803","GO:0050803",1,"GO:0050807",13.5552611114107,317,"regulation of synapse structure or activity","regulation of synapse organization",0.8917,0.4812,0.995
"GO:0099173","GO:0099173",2,"GO:0099173",12.2707312378748,252,"postsynapse organization","postsynapse organization",0.816625,0.309375,0
"GO:0007409","GO:0007409",3,"GO:0007409",11.0205733696783,501,"axonogenesis","axonogenesis",0.729,0.325357142857143,0
"GO:0016358","GO:0016358",3,"GO:0007409",10.9714309205209,327,"dendrite development","axonogenesis",0.7376625,0.286071428571429,0.762
"GO:0031346","GO:0031346",3,"GO:0007409",10.3309866561362,463,"positive regulation of cell projection organization","axonogenesis",0.72795,0.373071428571429,0.687
"GO:0007416","GO:0007416",2,"GO:0099173",7.3461962158332,222,"synapse assembly","postsynapse organization",0.7454875,0.2385,0.818
"GO:0060996","GO:0060996",3,"GO:0007409",7.23103753426289,134,"dendritic spine development","axonogenesis",0.7503875,0.302857142857143,0.702
"GO:0099175","GO:0099175",2,"GO:0099173",6.77617401149921,139,"regulation of postsynapse organization","postsynapse organization",0.7432,0.31275,0.937
"GO:1903829","GO:1903829",4,"GO:1903829",6.55125654405306,531,"positive regulation of protein localization","positive regulation of protein localization",0.773025,0.2515,0
"GO:0034329","GO:0034329",2,"GO:0099173",6.01827002786187,481,"cell junction assembly","postsynapse organization",0.8082,0.244625,0.804
"GO:0099003","GO:0099003",5,"GO:0099003",5.97984159722066,270,"vesicle-mediated transport in synapse","vesicle-mediated transport in synapse",0.884075,0.31725,0
"GO:0001764","GO:0001764",6,"GO:0001764",5.94531473880937,206,"neuron migration","neuron migration",0.8366,0.7155,0
"GO:1901888","GO:1901888",2,"GO:0099173",5.73842904179706,246,"regulation of cell junction assembly","postsynapse organization",0.7639625,0.238875,0.753
"GO:0048813","GO:0048813",3,"GO:0007409",5.55786283065915,192,"dendrite morphogenesis","axonogenesis",0.7395875,0.287928571428571,0.83
"GO:0048588","GO:0048588",7,"GO:0048588",5.54195566290804,291,"developmental cell growth","developmental cell growth",0.790475,0.2128,0
"GO:0042391","GO:0042391",1,"GO:0050807",5.47704119758868,491,"regulation of membrane potential","regulation of synapse organization",0.9050125,0.4852,0.559
"GO:0051963","GO:0051963",2,"GO:0099173",5.43440914611382,144,"regulation of synapse assembly","postsynapse organization",0.681525,0.21225,0.779
"GO:0010976","GO:0010976",3,"GO:0007409",5.08146634055337,239,"positive regulation of neuron projection development","axonogenesis",0.69135,0.358714285714286,0.729
"GO:0001508","GO:0001508",1,"GO:0050807",4.81689503099004,158,"action potential","regulation of synapse organization",0.91205,0.5144,0.51
"GO:0106027","GO:0106027",3,"GO:0007409",4.77149746790907,118,"neuron projection organization","axonogenesis",0.829,0.424857142857143,0.618
"GO:0050890","GO:0050890",8,"GO:0050890",4.44406006941762,371,"cognition","cognition",0.9368125,0.506,0
"GO:0051962","GO:0051962",9,"GO:0051962",4.39874898449319,391,"positive regulation of nervous system development","positive regulation of nervous system development",0.7761375,0.5105,0
"GO:1904951","GO:1904951",4,"GO:1903829",4.28423646863219,362,"positive regulation of establishment of protein localization","positive regulation of protein localization",0.777375,0.244625,0.959
"GO:0097061","GO:0097061",3,"GO:0007409",4.19025871219156,108,"dendritic spine organization","axonogenesis",0.78145,0.427928571428571,0.612
"GO:0051222","GO:0051222",4,"GO:1903829",4.0832110974348,346,"positive regulation of protein transport","positive regulation of protein localization",0.776975,0.244875,0.956
"GO:0099504","GO:0099504",5,"GO:0099003",4.01267793437397,230,"synaptic vesicle cycle","vesicle-mediated transport in synapse",0.8597375,0.31,0.982
"GO:1902414","GO:1902414",10,"GO:1902414",3.9867528367834,133,"protein localization to cell junction","protein localization to cell junction",0.876075,0.47825,0
"GO:0022898","GO:0022898",11,"GO:0022898",3.96497916244985,294,"regulation of transmembrane transporter activity","regulation of transmembrane transporter activity",0.813725,0.3596,0
"GO:0032409","GO:0032409",11,"GO:0022898",3.91742435304624,307,"regulation of transporter activity","regulation of transmembrane transporter activity",0.92035,0.3598,0.995
"GO:0060998","GO:0060998",3,"GO:0007409",3.81972664323762,86,"regulation of dendritic spine development","axonogenesis",0.7321125,0.322428571428571,0.671
"GO:0016049","GO:0016049",7,"GO:0048588",3.6892679319807,556,"cell growth","developmental cell growth",0.8842375,0.2126,0.95
"GO:1990138","GO:1990138",7,"GO:0048588",3.65722036148229,211,"neuron projection extension","developmental cell growth",0.6915,0.2085,0.973
"GO:0030307","GO:0030307",7,"GO:0048588",3.61625235600262,210,"positive regulation of cell growth","developmental cell growth",0.7236375,0.2146,0.865
"GO:0045927","GO:0045927",7,"GO:0048588",3.59657442558706,324,"positive regulation of growth","developmental cell growth",0.83305,0.2473,0.769
"GO:0050773","GO:0050773",3,"GO:0007409",3.5601724807908,145,"regulation of dendrite development","axonogenesis",0.69645,0.284571428571429,0.701
"GO:0090316","GO:0090316",4,"GO:1903829",3.42417537269951,150,"positive regulation of intracellular protein transport","positive regulation of protein localization",0.7797875,0.20875,0.887
"GO:0048638","GO:0048638",7,"GO:0048588",3.2209991081323,405,"regulation of developmental growth","developmental cell growth",0.788175,0.2315,0.832
"GO:0048167","GO:0048167",1,"GO:0050807",3.2062835068842,393,"regulation of synaptic plasticity","regulation of synapse organization",0.8939875,0.5778,0.527
"GO:0032386","GO:0032386",4,"GO:1903829",3.14408408717732,346,"regulation of intracellular transport","positive regulation of protein localization",0.8049125,0.25525,0.811
"GO:0050770","GO:0050770",3,"GO:0007409",3.14070514446444,186,"regulation of axonogenesis","axonogenesis",0.6936875,0.334642857142857,0.882
"GO:0018105","GO:0018105",12,"GO:0018105",3.10205495399322,331,"peptidyl-serine phosphorylation","peptidyl-serine phosphorylation",0.955125,0.495,0
"GO:0007163","GO:0007163",13,"GO:0007163",3.06696883092878,239,"establishment or maintenance of cell polarity","establishment or maintenance of cell polarity",0.9705375,0.517,0
"GO:0032412","GO:0032412",11,"GO:0022898",2.93272028038389,283,"regulation of monoatomic ion transmembrane transporter activity","regulation of transmembrane transporter activity",0.81415,0.361,0.995
"GO:0033157","GO:0033157",4,"GO:1903829",2.92594314145956,232,"regulation of intracellular protein transport","positive regulation of protein localization",0.8034,0.2345,0.803
"GO:0060999","GO:0060999",3,"GO:0007409",2.86719823156777,66,"positive regulation of dendritic spine development","axonogenesis",0.71905,0.336857142857143,0.653
"GO:0099072","GO:0099072",14,"GO:0099072",2.78744403126903,133,"regulation of postsynaptic membrane neurotransmitter receptor levels","regulation of postsynaptic membrane neurotransmitter receptor levels",0.9179375,1,0
"GO:1901653","GO:1901653",15,"GO:1901653",2.66027973670397,346,"cellular response to peptide","cellular response to peptide",0.9240375,0.327857142857143,0
