"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:1905475","GO:1905475",4,"GO:1903829",2.64451744721758,212,"regulation of protein localization to membrane","positive regulation of protein localization",0.8189625,0.340375,0.802
"GO:0032388","GO:0032388",4,"GO:1903829",2.62329199060518,192,"positive regulation of intracellular transport","positive regulation of protein localization",0.787125,0.273875,0.77
"GO:0018209","GO:0018209",12,"GO:0018105",2.60685443710273,343,"peptidyl-serine modification","peptidyl-serine phosphorylation",0.974475,0.494333333333333,0.995
"GO:0060560","GO:0060560",7,"GO:0048588",2.56150926987709,292,"developmental growth involved in morphogenesis","developmental cell growth",0.833975,0.2507,0.825
"GO:0031503","GO:0031503",16,"GO:0031503",2.54752734359166,244,"protein-containing complex localization","protein-containing complex localization",0.92495,1,0
"GO:0007611","GO:0007611",8,"GO:0050890",2.4398820274303,331,"learning or memory","cognition",0.9372875,0.506,0.988
"GO:1901890","GO:1901890",2,"GO:0099173",2.4152386875559,129,"positive regulation of cell junction assembly","postsynapse organization",0.749825,0.265,0.704
"GO:1990778","GO:1990778",10,"GO:1902414",2.26917792359996,400,"protein localization to cell periphery","protein localization to cell junction",0.8688125,0.488,0.575
"GO:0050769","GO:0050769",9,"GO:0051962",2.14619152360786,329,"positive regulation of neurogenesis","positive regulation of nervous system development",0.751875,0.5105,0.979
"GO:0050772","GO:0050772",3,"GO:0007409",2.14495809417736,101,"positive regulation of axonogenesis","axonogenesis",0.6754625,0.3545,0.831
"GO:0043254","GO:0043254",17,"GO:0043254",2.07327860767656,437,"regulation of protein-containing complex assembly","regulation of protein-containing complex assembly",0.7927375,1,0
"GO:0048675","GO:0048675",7,"GO:0048588",2.03759579467252,143,"axon extension","developmental cell growth",0.6969375,0.2279,0.946
"GO:0000209","GO:0000209",12,"GO:0018105",2.03732932138334,254,"protein polyubiquitination","peptidyl-serine phosphorylation",0.9804,0.652666666666667,0.52
"GO:0060997","GO:0060997",3,"GO:0007409",2.02071241169377,76,"dendritic spine morphogenesis","axonogenesis",0.697625,0.239642857142857,0.767
"GO:0071375","GO:0071375",15,"GO:1901653",1.91258660029542,296,"cellular response to peptide hormone stimulus","cellular response to peptide",0.922225,0.305,0.987
"GO:0021859","GO:0021859",18,"GO:0021859",1.87182163648917,18,"pyramidal neuron differentiation","pyramidal neuron differentiation",0.8619375,1,0
"GO:0032870","GO:0032870",15,"GO:1901653",1.83789029732295,580,"cellular response to hormone stimulus","cellular response to peptide",0.931775,0.425857142857143,0.74
"GO:0021953","GO:0021953",6,"GO:0001764",1.78395422999993,212,"central nervous system neuron differentiation","neuron migration",0.8327125,0.7155,0.569
"GO:0045860","GO:0045860",11,"GO:0022898",1.75178501172868,369,"positive regulation of protein kinase activity","regulation of transmembrane transporter activity",0.85035,0.4976,0.608
"GO:0036465","GO:0036465",5,"GO:0099003",1.71216261495188,90,"synaptic vesicle recycling","vesicle-mediated transport in synapse",0.8699125,0.3095,0.881
"GO:0048639","GO:0048639",7,"GO:0048588",1.69521997672903,221,"positive regulation of developmental growth","developmental cell growth",0.7704625,0.2427,0.786
"GO:0051965","GO:0051965",2,"GO:0099173",1.61157575135122,82,"positive regulation of synapse assembly","postsynapse organization",0.6547125,0.238875,0.73
"GO:0071870","GO:0071870",15,"GO:1901653",1.61085119179719,69,"cellular response to catecholamine stimulus","cellular response to peptide",0.919575,0.256285714285714,0.782
"GO:0071868","GO:0071868",15,"GO:1901653",1.61085119179719,69,"cellular response to monoamine stimulus","cellular response to peptide",0.919525,0.256,0.783
"GO:0071869","GO:0071869",15,"GO:1901653",1.52172959777126,72,"response to catecholamine","cellular response to peptide",0.9386,0.298285714285714,0.706
"GO:0071867","GO:0071867",15,"GO:1901653",1.52172959777126,72,"response to monoamine","cellular response to peptide",0.9385625,0.297857142857143,0.707
"GO:0043087","GO:0043087",11,"GO:0022898",1.47301824056981,345,"regulation of GTPase activity","regulation of transmembrane transporter activity",0.92925,0.5,0.604
"GO:0035418","GO:0035418",10,"GO:1902414",1.47047198184428,100,"protein localization to synapse","protein localization to cell junction",0.8776625,0.48225,0.985
"GO:0030010","GO:0030010",13,"GO:0007163",1.40969614787253,170,"establishment of cell polarity","establishment or maintenance of cell polarity",0.9711125,0.517,0.966
"GO:0001558","GO:0001558",7,"GO:0048588",1.40280891285575,459,"regulation of cell growth","developmental cell growth",0.72765,0.1934,0.926
"GO:0048488","GO:0048488",5,"GO:0099003",1.3581007676617,78,"synaptic vesicle endocytosis","vesicle-mediated transport in synapse",0.8716625,0.31625,0.868
"GO:1904375","GO:1904375",10,"GO:1902414",1.32004070518724,156,"regulation of protein localization to cell periphery","protein localization to cell junction",0.8188375,0.512,0.527
