"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0007409","GO:0007409",1,"GO:0007409",10.5492273885276,501,"axonogenesis","axonogenesis",0.494469387755102,0.293888888888889,0
"GO:0050807","GO:0050807",2,"GO:0050807",8.93083534147666,309,"regulation of synapse organization","regulation of synapse organization",0.632061224489796,0.5025,0
"GO:0050803","GO:0050803",2,"GO:0050807",8.70775858141925,317,"regulation of synapse structure or activity","regulation of synapse organization",0.907183673469388,0.5025,0.995
"GO:0099173","GO:0099173",3,"GO:0099173",8.42627105309756,252,"postsynapse organization","postsynapse organization",0.682469387755102,0.3287,0
"GO:0034329","GO:0034329",3,"GO:0099173",7.57208802951093,481,"cell junction assembly","postsynapse organization",0.669959183673469,0.2361,0.804
"GO:0021955","GO:0021955",4,"GO:0021955",6.37457532370565,45,"central nervous system neuron axonogenesis","central nervous system neuron axonogenesis",0.539979591836735,0.3234,0
"GO:0021952","GO:0021952",4,"GO:0021955",6.132029330253,32,"central nervous system projection neuron axonogenesis","central nervous system neuron axonogenesis",0.547387755102041,0.3307,0.983
"GO:0021954","GO:0021954",4,"GO:0021955",5.89451147411717,98,"central nervous system neuron development","central nervous system neuron axonogenesis",0.639612244897959,0.3116,0.95
"GO:0021953","GO:0021953",4,"GO:0021955",5.57021109219156,212,"central nervous system neuron differentiation","central nervous system neuron axonogenesis",0.636959183673469,0.308,0.882
"GO:1901888","GO:1901888",3,"GO:0099173",5.07623144906595,246,"regulation of cell junction assembly","postsynapse organization",0.653571428571429,0.2409,0.753
"GO:0016358","GO:0016358",1,"GO:0007409",4.826578971145,327,"dendrite development","axonogenesis",0.540836734693878,0.377333333333333,0.762
"GO:0051962","GO:0051962",5,"GO:0051962",4.71548037675414,391,"positive regulation of nervous system development","positive regulation of nervous system development",0.677612244897959,1,0
"GO:0030900","GO:0030900",4,"GO:0021955",4.44436490132741,425,"forebrain development","central nervous system neuron axonogenesis",0.663938775510204,0.3201,0.649
"GO:0097485","GO:0097485",1,"GO:0007409",4.33175001012104,252,"neuron projection guidance","axonogenesis",0.523612244897959,0.313333333333333,0.859
"GO:0007411","GO:0007411",1,"GO:0007409",4.33175001012104,252,"axon guidance","axonogenesis",0.517530612244898,0.297555555555556,0.927
"GO:0048813","GO:0048813",1,"GO:0007409",4.31528943178358,192,"dendrite morphogenesis","axonogenesis",0.535367346938776,0.341888888888889,0.83
"GO:0031346","GO:0031346",1,"GO:0007409",4.21120749599485,463,"positive regulation of cell projection organization","axonogenesis",0.651448979591837,0.419888888888889,0.687
"GO:0097061","GO:0097061",6,"GO:0097061",3.93596893550018,108,"dendritic spine organization","dendritic spine organization",0.624571428571429,0.27025,0
"GO:1902667","GO:1902667",1,"GO:0007409",3.91521812452653,13,"regulation of axon guidance","axonogenesis",0.591673469387755,0.411555555555556,0.711
"GO:0051965","GO:0051965",3,"GO:0099173",3.8862601382226,82,"positive regulation of synapse assembly","postsynapse organization",0.498816326530612,0.2698,0.73
"GO:0051963","GO:0051963",3,"GO:0099173",3.81090525353641,144,"regulation of synapse assembly","postsynapse organization",0.497632653061225,0.2409,0.779
"GO:0007416","GO:0007416",3,"GO:0099173",3.64630821109653,222,"synapse assembly","postsynapse organization",0.52130612244898,0.2427,0.818
