"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0048167","GO:0048167",9,"GO:0048167",2.58036309750641,393,"regulation of synaptic plasticity","regulation of synaptic plasticity",0.844618181818182,0.4505,0
"GO:0061001","GO:0061001",5,"GO:0097061",2.54200406282792,59,"regulation of dendritic spine morphogenesis","dendritic spine organization",0.559436363636364,0.2315,0.954
"GO:0001952","GO:0001952",10,"GO:0001952",2.44584981546463,128,"regulation of cell-matrix adhesion","regulation of cell-matrix adhesion",0.926690909090909,1,0
"GO:0060996","GO:0060996",5,"GO:0097061",2.32953840838153,134,"dendritic spine development","dendritic spine organization",0.727818181818182,0.360125,0.537
"GO:0060997","GO:0060997",5,"GO:0097061",2.30108507183489,76,"dendritic spine morphogenesis","dendritic spine organization",0.628309090909091,0.259125,0.974
"GO:0048675","GO:0048675",3,"GO:1990138",2.2419782076646,143,"axon extension","neuron projection extension",0.677763636363636,0.2495,0.971
"GO:0051963","GO:0051963",4,"GO:0099173",2.1138336062497,144,"regulation of synapse assembly","postsynapse organization",0.604072727272727,0.2523,0.779
"GO:0031623","GO:0031623",6,"GO:0099504",2.03045813312715,150,"receptor internalization","synaptic vesicle cycle",0.882472727272727,0.4625,0.6
"GO:0006898","GO:0006898",6,"GO:0099504",1.98470582030612,272,"receptor-mediated endocytosis","synaptic vesicle cycle",0.876618181818182,0.444,0.637
"GO:0007626","GO:0007626",8,"GO:0090659",1.95601430410154,273,"locomotory behavior","walking behavior",0.907454545454546,0.33125,0.877
"GO:0150116","GO:0150116",4,"GO:0099173",1.90265674478147,69,"regulation of cell-substrate junction organization","postsynapse organization",0.7302,0.3079,0.67
"GO:0043270","GO:0043270",11,"GO:0043270",1.86325646520219,277,"positive regulation of monoatomic ion transport","positive regulation of monoatomic ion transport",0.846036363636364,1,0
"GO:0016358","GO:0016358",5,"GO:0097061",1.77111472953705,327,"dendrite development","dendritic spine organization",0.713636363636364,0.35675,0.575
"GO:0099643","GO:0099643",9,"GO:0048167",1.72243241719076,174,"signal release from synapse","regulation of synaptic plasticity",0.836418181818182,0.34075,0.722
"GO:0007269","GO:0007269",9,"GO:0048167",1.72243241719076,174,"neurotransmitter secretion","regulation of synaptic plasticity",0.759872727272727,0.33825,0.732
"GO:1904375","GO:1904375",7,"GO:0035418",1.71235068062925,156,"regulation of protein localization to cell periphery","protein localization to synapse",0.829,0.4532,0.519
"GO:0046928","GO:0046928",9,"GO:0048167",1.6972021316757,106,"regulation of neurotransmitter secretion","regulation of synaptic plasticity",0.757490909090909,0.3555,0.744
"GO:0022898","GO:0022898",12,"GO:0022898",1.62432079408431,294,"regulation of transmembrane transporter activity","regulation of transmembrane transporter activity",0.818163636363636,0.336666666666667,0
"GO:0008344","GO:0008344",8,"GO:0090659",1.55289421068357,112,"adult locomotory behavior","walking behavior",0.910145454545455,0.32725,0.822
"GO:0150115","GO:0150115",4,"GO:0099173",1.50601124491113,105,"cell-substrate junction organization","postsynapse organization",0.757,0.3003,0.694
"GO:0001764","GO:0001764",13,"GO:0001764",1.48601436694908,206,"neuron migration","neuron migration",0.846509090909091,1,0
"GO:0008361","GO:0008361",1,"GO:0050807",1.44664591643247,222,"regulation of cell size","regulation of synapse organization",0.774127272727273,0.5046,0.504
"GO:0032535","GO:0032535",1,"GO:0050807",1.39817804073236,411,"regulation of cellular component size","regulation of synapse organization",0.762509090909091,0.486,0.534
"GO:0090109","GO:0090109",4,"GO:0099173",1.37447701717288,64,"regulation of cell-substrate junction assembly","postsynapse organization",0.719109090909091,0.2406,0.665
"GO:0051893","GO:0051893",4,"GO:0099173",1.37447701717288,64,"regulation of focal adhesion assembly","postsynapse organization",0.703672727272727,0.2406,0.665
"GO:0032409","GO:0032409",12,"GO:0022898",1.33943263139779,307,"regulation of transporter activity","regulation of transmembrane transporter activity",0.924672727272727,0.337666666666667,0.995
"GO:0050775","GO:0050775",2,"GO:0007409",1.31162410646106,64,"positive regulation of dendrite morphogenesis","axonogenesis",0.668290909090909,0.451666666666667,0.753
"GO:0032412","GO:0032412",12,"GO:0022898",1.30869318660799,283,"regulation of monoatomic ion transmembrane transporter activity","regulation of transmembrane transporter activity",0.8186,0.337666666666667,0.995
