"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0050807","GO:0050807",1,"GO:0050807",11.3118655804926,309,"regulation of synapse organization","regulation of synapse organization",0.648254545454545,0.4816,0
"GO:0050803","GO:0050803",1,"GO:0050807",10.9223994964846,317,"regulation of synapse structure or activity","regulation of synapse organization",0.849890909090909,0.481,0.995
"GO:0007409","GO:0007409",2,"GO:0007409",7.75880125289187,501,"axonogenesis","axonogenesis",0.691763636363636,0.49,0
"GO:1990138","GO:1990138",3,"GO:1990138",7.18596755587192,211,"neuron projection extension","neuron projection extension",0.671345454545454,0.2325,0
"GO:0048588","GO:0048588",3,"GO:1990138",6.84207968246667,291,"developmental cell growth","neuron projection extension",0.822636363636364,0.2535,0.973
"GO:0060560","GO:0060560",3,"GO:1990138",6.71844486457423,292,"developmental growth involved in morphogenesis","neuron projection extension",0.8518,0.2765,0.968
"GO:0099173","GO:0099173",4,"GO:0099173",6.39377615340596,252,"postsynapse organization","postsynapse organization",0.736981818181818,0.3215,0
"GO:0034329","GO:0034329",4,"GO:0099173",6.20312693740511,481,"cell junction assembly","postsynapse organization",0.732527272727273,0.2612,0.804
"GO:0099175","GO:0099175",4,"GO:0099173",5.88730763769745,139,"regulation of postsynapse organization","postsynapse organization",0.662309090909091,0.3423,0.937
"GO:0007416","GO:0007416",4,"GO:0099173",5.8239160966019,222,"synapse assembly","postsynapse organization",0.6798,0.2697,0.818
"GO:0016049","GO:0016049",3,"GO:1990138",5.53901775035204,556,"cell growth","neuron projection extension",0.902563636363636,0.271666666666667,0.926
"GO:0022604","GO:0022604",2,"GO:0007409",5.16493336197235,277,"regulation of cell morphogenesis","axonogenesis",0.837418181818182,0.443666666666667,0.777
"GO:1901888","GO:1901888",4,"GO:0099173",5.13746311733402,246,"regulation of cell junction assembly","postsynapse organization",0.705472727272727,0.2646,0.753
"GO:0097061","GO:0097061",5,"GO:0097061",4.60799786878832,108,"dendritic spine organization","dendritic spine organization",0.703981818181818,0.35425,0
"GO:0099504","GO:0099504",6,"GO:0099504",4.08803258012879,230,"synaptic vesicle cycle","synaptic vesicle cycle",0.852690909090909,0.44525,0
"GO:0106027","GO:0106027",5,"GO:0097061",4.0528505280596,118,"neuron projection organization","dendritic spine organization",0.784836363636364,0.354,0.991
"GO:0099003","GO:0099003",6,"GO:0099504",3.90840649102951,270,"vesicle-mediated transport in synapse","synaptic vesicle cycle",0.872745454545454,0.44125,0.982
"GO:0031346","GO:0031346",5,"GO:0097061",3.80281842122501,463,"positive regulation of cell projection organization","dendritic spine organization",0.716054545454545,0.422375,0.58
"GO:0035418","GO:0035418",7,"GO:0035418",3.31301694673728,100,"protein localization to synapse","protein localization to synapse",0.875218181818182,0.4714,0
"GO:0010976","GO:0010976",5,"GO:0097061",3.13185837793445,239,"positive regulation of neuron projection development","dendritic spine organization",0.677763636363636,0.411875,0.555
"GO:1902414","GO:1902414",7,"GO:0035418",3.09554051508058,133,"protein localization to cell junction","protein localization to synapse",0.873672727272727,0.4664,0.985
"GO:1903829","GO:1903829",7,"GO:0035418",3.09087169435695,531,"positive regulation of protein localization","protein localization to synapse",0.808854545454545,0.487,0.572
"GO:0090659","GO:0090659",8,"GO:0090659",3.04062162587818,53,"walking behavior","walking behavior",0.912345454545455,0.327,0
"GO:0042391","GO:0042391",1,"GO:0050807",2.95887726614336,491,"regulation of membrane potential","regulation of synapse organization",0.876072727272727,0.5588,0.559
"GO:0035264","GO:0035264",3,"GO:1990138",2.83650038524269,230,"multicellular organism growth","neuron projection extension",0.873490909090909,0.356,0.767
"GO:1990778","GO:1990778",7,"GO:0035418",2.7722248797909,400,"protein localization to cell periphery","protein localization to synapse",0.867218181818182,0.4644,0.567
"GO:0007628","GO:0007628",8,"GO:0090659",2.59161346398422,47,"adult walking behavior","walking behavior",0.910563636363636,0.299,0.993
