"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0007409","GO:0007409",1,"GO:0007409",22.6293196152882,501,"axonogenesis","axonogenesis",0.712936416184971,0.35925,0
"GO:0050807","GO:0050807",2,"GO:0050807",20.9967641294303,309,"regulation of synapse organization","regulation of synapse organization",0.712242774566474,0.492,0
"GO:0050803","GO:0050803",2,"GO:0050807",20.4070841177589,317,"regulation of synapse structure or activity","regulation of synapse organization",0.872393063583815,0.491666666666667,0.995
"GO:0034329","GO:0034329",3,"GO:0034329",16.6502022176471,481,"cell junction assembly","cell junction assembly",0.805959537572254,0.24615,0
"GO:0007416","GO:0007416",3,"GO:0034329",16.3796854156893,222,"synapse assembly","cell junction assembly",0.726543352601156,0.22415,0.948
"GO:0099173","GO:0099173",3,"GO:0034329",16.2542970023244,252,"postsynapse organization","cell junction assembly",0.811196531791908,0.2602,0.804
"GO:1990138","GO:1990138",4,"GO:1990138",12.2495647386139,211,"neuron projection extension","neuron projection extension",0.70171098265896,0.192,0
"GO:0060560","GO:0060560",4,"GO:1990138",12.2336349077846,292,"developmental growth involved in morphogenesis","neuron projection extension",0.854046242774567,0.2245,0.968
"GO:0031345","GO:0031345",5,"GO:0031345",12.1511599083473,221,"negative regulation of cell projection organization","negative regulation of cell projection organization",0.767803468208093,0.326307692307692,0
"GO:0016358","GO:0016358",5,"GO:0031345",11.9727967582406,327,"dendrite development","negative regulation of cell projection organization",0.737947976878613,0.307846153846154,0.602
"GO:0048588","GO:0048588",4,"GO:1990138",11.6627602136451,291,"developmental cell growth","neuron projection extension",0.820543352601156,0.196,0.973
"GO:0097485","GO:0097485",1,"GO:0007409",11.5472153215708,252,"neuron projection guidance","axonogenesis",0.729699421965318,0.35375,0.859
"GO:0007411","GO:0007411",1,"GO:0007409",11.5472153215708,252,"axon guidance","axonogenesis",0.726838150289017,0.33725,0.927
"GO:0031346","GO:0031346",5,"GO:0031345",11.5437761536338,463,"positive regulation of cell projection organization","negative regulation of cell projection organization",0.750364161849711,0.298923076923077,0.823
"GO:0098742","GO:0098742",6,"GO:0098742",10.363232417643,211,"cell-cell adhesion via plasma-membrane adhesion molecules","cell-cell adhesion via plasma-membrane adhesion molecules",0.968699421965318,0.3285,0
"GO:0048167","GO:0048167",7,"GO:0048167",9.97089353652591,393,"regulation of synaptic plasticity","regulation of synaptic plasticity",0.841462427745665,0.331,0
"GO:0010977","GO:0010977",5,"GO:0031345",9.34995223837183,165,"negative regulation of neuron projection development","negative regulation of cell projection organization",0.700127167630058,0.295230769230769,0.978
"GO:0048638","GO:0048638",4,"GO:1990138",9.12809676517529,405,"regulation of developmental growth","neuron projection extension",0.814531791907514,0.241071428571429,0.812
"GO:0048813","GO:0048813",5,"GO:0031345",9.10899253884966,192,"dendrite morphogenesis","negative regulation of cell projection organization",0.737508670520231,0.301692307692308,0.574
"GO:0001764","GO:0001764",8,"GO:0001764",8.91675101850009,206,"neuron migration","neuron migration",0.823774566473988,0.5505,0
"GO:1901888","GO:1901888",3,"GO:0034329",8.84926449872626,246,"regulation of cell junction assembly","cell junction assembly",0.757381502890173,0.2633,0.93
"GO:0048675","GO:0048675",4,"GO:1990138",8.70867289021354,143,"axon extension","neuron projection extension",0.70657225433526,0.208071428571429,0.971
