"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","log_p_adj","GeneRatio_numeric","BgRatio_numeric","Fold_enrichment","score","cell_type","comparison"
"GO:0048813","GO:0048813","dendrite morphogenesis","12/215","187/17643",3.24083394156489e-06,0.00796272899442494,0.000153751191646334,"Pak3/Hecw2/Hecw1/Cntnap2/Dscam/Grin1/Ptprd/Klf7/Prex2/Cacna1a/Nrp1/Ppfia2",12,2.09893806491278,0.0558139534883721,0.0105991044606926,5.26591219997513,11.0528235630164,"Astrocytes","24hrvs1hr_SAL"
"GO:0099504","GO:0099504","synaptic vesicle cycle","13/215","222/17643",3.46903816982021e-06,0.00852342678324826,0.000160837224237119,"Cacna1b/Cacnb4/Snap25/Syt1/Cacna1e/Snap91/Prkcb/Stxbp5l/Actg1/Actb/Rapgef4/Cacna1a/Ppfia2",13,2.06938576511023,0.0604651162790698,0.0125828940656351,4.80534255185418,9.94410747328552,"Astrocytes","24hrvs1hr_SAL"
"GO:0099003","GO:0099003","vesicle-mediated transport in synapse","14/215","262/17643",4.23368688800206e-06,0.0104021686838211,0.00019192713892276,"Cacna1b/Cacnb4/Snap25/Syt1/Cacna1e/Snap91/Prkcb/Stxbp5l/Actg1/Actb/Nrg1/Rapgef4/Cacna1a/Ppfia2",14,1.98287610789067,0.0651162790697674,0.0148500821855693,4.38491034972484,8.69473396771191,"Astrocytes","24hrvs1hr_SAL"
"GO:0071805","GO:0071805","potassium ion transmembrane transport","12/215","194/17643",4.73784912976932e-06,0.0116408953118432,0.000210113309233248,"Slc24a2/Nalcn/Hcn1/Atp1b1/Ank3/Kcnip4/Kcnb2/Dpp6/Dpp10/Kcnj3/Kcnh7/Kcnq3",12,1.93401361641808,0.0558139534883721,0.0109958623816811,5.07590505873891,9.81686949924647,"Astrocytes","24hrvs1hr_SAL"
"GO:0048588","GO:0048588","developmental cell growth","14/215","270/17643",5.98537516825269e-06,0.0147060667883969,0.000259790751983734,"Syt1/Tnr/Hsp90aa1/Dscam/Mapt/Sorbs2/Slit3/Sema6d/Bcl11a/Map1b/Tmem108/Epha7/Hsp90ab1/Nrp1",14,1.83250346598795,0.0651162790697674,0.0153035198095562,4.25498708010336,7.79727857202333,"Astrocytes","24hrvs1hr_SAL"
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","12/215","200/17643",6.47442553626587e-06,0.0159076635426053,0.000269547512122089,"Ubb/Dlg2/Tuba1a/Agbl4/Dync1i1/Ank3/Hspa8/Mapt/Map1b/Tmem108/Myo10/Ppfia2",12,1.79839360319871,0.0558139534883721,0.0113359405996713,4.92362790697674,8.85462093243761,"Astrocytes","24hrvs1hr_SAL"
"GO:1990138","GO:1990138","neuron projection extension","12/215","200/17643",6.47442553626587e-06,0.0159076635426053,0.000269547512122089,"Syt1/Tnr/Hsp90aa1/Dscam/Mapt/Slit3/Sema6d/Bcl11a/Map1b/Tmem108/Hsp90ab1/Nrp1",12,1.79839360319871,0.0558139534883721,0.0113359405996713,4.92362790697674,8.85462093243761,"Astrocytes","24hrvs1hr_SAL"
"GO:0016079","GO:0016079","synaptic vesicle exocytosis","9/215","110/17643",8.02890618650773e-06,0.0197270225002495,0.000327579372409515,"Cacna1b/Cacnb4/Snap25/Syt1/Cacna1e/Prkcb/Stxbp5l/Cacna1a/Ppfia2",9,1.70493846007445,0.0418604651162791,0.00623476732981919,6.71403805496829,11.4470217023189,"Astrocytes","24hrvs1hr_SAL"
"GO:0033555","GO:0033555","multicellular organismal response to stress","9/215","111/17643",8.64609115234331e-06,0.0212434459613075,0.000345843646093733,"Cacna1b/Grm7/Cacna1e/Hcn1/Cntnap2/Brinp1/Grin2b/Scn3a/Cacna1a",9,1.67277503370199,0.0418604651162791,0.00629144703281755,6.65355122564425,11.129894375715,"Astrocytes","24hrvs1hr_SAL"
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","15/215","321/17643",9.73226173121662e-06,0.0239121670735992,0.000381804114070806,"Hecw2/Cacnb4/Hecw1/Hcn1/Atp1b1/Grin2a/Ank3/Asic2/Kcnip4/Grin1/Cacna2d1/Dpp6/Dpp10/Cacna1a/Slc8a1",15,1.62138106355556,0.0697674418604651,0.0181941846624724,3.8346011736579,6.21734972925686,"Astrocytes","24hrvs1hr_SAL"
"GO:0010959","GO:0010959","regulation of metal ion transport","17/215","407/17643",1.08201090442172e-05,0.0265850079216416,0.000416472121701944,"Cacna1b/Hecw2/Cacnb4/Hecw1/Atp1b1/Ank3/Kcnip4/Grin1/Cntn1/Nkain2/Gnao1/Nkain3/Cacna2d1/Dpp6/Dpp10/Cacna1a/Slc8a1",17,1.57536320594131,0.0790697674418605,0.023068639120331,3.42758699502886,5.39969443713141,"Astrocytes","24hrvs1hr_SAL"
"GO:0048265","GO:0048265","response to pain","6/215","42/17643",1.11089896372511e-05,0.027294787538726,0.000419672941851708,"Cacna1b/Cacna1e/Cntnap2/Grin2b/Scn3a/Cacna1a",6,1.5639202818716,0.027906976744186,0.00238054752593096,11.7229235880399,18.3337179621665,"Astrocytes","24hrvs1hr_SAL"
"GO:0006816","GO:0006816","calcium ion transport","17/215","413/17643",1.30776563893945e-05,0.0321318017487423,0.000485062164261178,"Slc24a2/Cacna1b/Cacnb4/Nalcn/Cacna1e/Prkcb/Ryr3/Atp1b1/Grin2a/Grin1/Trpm3/Grin2b/Cacna2d3/Gnao1/Cacna2d1/Cacna1a/Slc8a1",17,1.49306492127084,0.0790697674418605,0.0234087173383211,3.37779154231657,5.0432620631982,"Astrocytes","24hrvs1hr_SAL"
"GO:0051899","GO:0051899","membrane depolarization","8/215","90/17643",1.40472584572689e-05,0.0345141140295097,0.000511721558086224,"Hcn1/Scn2a/Ank3/Scn3a/Scn8a/Cacna2d1/Cacna1a/Kcnq3",8,1.46200327038617,0.0372093023255814,0.00510117326985207,7.29426356589147,10.664237188392,"Astrocytes","24hrvs1hr_SAL"
"GO:0002028","GO:0002028","regulation of sodium ion transport","8/215","93/17643",1.78882006611543e-05,0.043951309024456,0.000640209286820258,"Hecw2/Hecw1/Atp1b1/Ank3/Cntn1/Nkain2/Nkain3/Slc8a1",8,1.35702818558152,0.0372093023255814,0.00527121237884714,7.0589647411853,9.57921411481461,"Astrocytes","24hrvs1hr_SAL"
"GO:0008038","GO:0008038","neuron recognition","6/215","46/17643",1.90474357757607e-05,0.0467995497010441,0.000669944292802619,"Epha3/Cntnap2/Dscam/Dscaml1/Cntn5/Nrp1",6,1.32975832562871,0.027906976744186,0.00260726633792439,10.7035389282103,14.2331200034786,"Astrocytes","24hrvs1hr_SAL"
"GO:0048266","GO:0048266","behavioral response to pain","5/215","28/17643",2.00615743681126e-05,0.0492912882224527,0.00069365443577881,"Cacna1e/Cntnap2/Grin2b/Scn3a/Cacna1a",5,1.30722983145794,0.0232558139534884,0.00158703168395398,14.6536544850498,19.1556942827346,"Astrocytes","24hrvs1hr_SAL"
