"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","log_p_adj","GeneRatio_numeric","BgRatio_numeric","Fold_enrichment","score","cell_type","comparison"
"GO:0007409","GO:0007409","axonogenesis","30/215","456/17643",4.7727271667867e-14,1.17265906487949e-10,9.73636342024488e-11,"Pak3/Plppr4/Unc5d/Tenm2/Epha3/Cntnap2/Snap91/Tnr/Hsp90aa1/Ank3/Dscam/Tubb2b/Grin1/Mapt/Cntn1/Slit3/Sema6d/Actg1/Bcl11a/Map1b/Dscaml1/Gli3/Epha6/Actb/Klf7/Cntn5/Epha7/Hsp90ab1/Cacna1a/Nrp1",30,9.93082823491225,0.13953488372093,0.0258459445672505,5.39871481028152,53.6137094701826,"Astrocytes","24hrvs1hr_SAL"
"GO:0007626","GO:0007626","locomotory behavior","22/215","250/17643",4.52448291127968e-13,1.11166545130142e-09,4.61497256950527e-10,"Cacna1b/Cacnb4/Tuba1a/Snap25/Slc4a10/Cacna1e/Cntnap2/Tnr/Adam22/Grin2a/Npas3/Grm1/Dscam/Grin1/Mapt/Cntn1/Scn8a/Gnao1/Sobp/Nrg1/Prex2/Cacna1a",22,8.95402589127373,0.102325581395349,0.0141699257495891,7.22132093023256,64.6598945784992,"Astrocytes","24hrvs1hr_SAL"
"GO:0019226","GO:0019226","transmission of nerve impulse","14/215","93/17643",6.61709221958438e-12,1.62581955835188e-08,4.49962270931738e-09,"Cacnb4/Grm7/Cacna1e/Hcn1/Cntnap2/Scn2a/Tnr/Ank3/Scn3a/Scn8a/Dpp6/Rapgef4/Cacna1a/Kcnq3",14,7.78892765625768,0.0651162790697674,0.00527121237884714,12.3531882970743,96.2180899700405,"Astrocytes","24hrvs1hr_SAL"
"GO:0042391","GO:0042391","regulation of membrane potential","27/215","455/17643",1.08431194496734e-11,2.66415444878475e-08,5.52999091933342e-09,"Gabrb2/Ubb/Cacnb4/Nalcn/Celf4/Hcn1/Cntnap2/Scn2a/Atp1b1/Grin2a/Ank3/Asic2/Grin1/Mapt/Grin2b/Pex5l/Scn3a/Gabrb3/Tmem108/Scn8a/Cacna2d1/Dpp6/Rapgef4/Cacna1a/Slc8a1/Kcnh7/Kcnq3",27,7.57444060145721,0.125581395348837,0.0257892648642521,4.86952210580118,36.8839059478739,"Astrocytes","24hrvs1hr_SAL"
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","26/215","430/17643",1.77669066037105e-11,4.36532895253167e-08,7.24889789431389e-09,"Cacna1b/Hecw2/Cacnb4/Hecw1/Nalcn/Cacna1e/Hcn1/Scn2a/Atp1b1/Grin2a/Ank3/Asic2/Kcnip4/Grin1/Scn3a/Cacna2d3/Scn8a/Kcnb2/Cacna2d1/Dpp6/Dpp10/Cacna1a/Kcnj3/Slc8a1/Kcnh7/Kcnq3",26,7.35998302414938,0.12093023255814,0.0243722722892932,4.96179556517036,36.5187311289535,"Astrocytes","24hrvs1hr_SAL"
"GO:0099173","GO:0099173","postsynapse organization","20/215","248/17643",2.72129368618944e-11,6.68621858696745e-08,9.25239853304409e-09,"Pak3/Zfp804a/Dlg2/Cntnap2/Frmpd4/Shisa6/Grin2a/Cnksr2/Grin1/Ptprd/Lrrtm4/Hspa8/Grin2b/Sorbs2/Tmem108/Actb/Rapgef4/Epha7/Nrp1/Ppfia2",20,7.1748194294841,0.0930232558139535,0.0140565663435924,6.61777944486122,47.4813725410308,"Astrocytes","24hrvs1hr_SAL"
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic","14/215","119/17643",1.99736667388794e-10,4.90752991774267e-07,5.820897163902e-08,"Plppr4/Cacnb4/Gria3/Grm7/Syt1/Gria4/Tnr/Grin2a/Grm1/Cdh8/Grin1/Grin2b/Grm3/Cacna1a",14,6.30913704413326,0.0651162790697674,0.0067448846568044,9.65417236662107,60.9094965086967,"Astrocytes","24hrvs1hr_SAL"
"GO:0001508","GO:0001508","action potential","14/215","146/17643",3.04973994089778e-09,7.49321103478584e-06,7.77683684928934e-07,"Cacnb4/Hcn1/Cntnap2/Scn2a/Grin2a/Ank3/Grin2b/Scn3a/Scn8a/Cacna2d1/Dpp6/Rapgef4/Kcnh7/Kcnq3",14,5.12533203599227,0.0651162790697674,0.00827523663776002,7.86881172347881,40.3302728115375,"Astrocytes","24hrvs1hr_SAL"
"GO:0050807","GO:0050807","regulation of synapse organization","19/215","298/17643",4.56051962125835e-09,1.12051967094318e-05,1.03371778081856e-06,"Pak3/Zfp804a/Lrfn5/Tuba1a/Lingo2/Snap91/Frmpd4/Asic2/Cdh8/Grin1/Ptprd/Lrrtm4/Hspa8/Grin2b/Gpr158/Nrg1/Rapgef4/Epha7/Ppfia2",19,4.95058051493696,0.0883720930232558,0.0168905514935102,5.23204307788356,25.9016505146812,"Astrocytes","24hrvs1hr_SAL"
"GO:0050803","GO:0050803","regulation of synapse structure or activity","19/215","306/17643",7.03503082818261e-09,1.72850707448447e-05,1.43514628894925e-06,"Pak3/Zfp804a/Lrfn5/Tuba1a/Lingo2/Snap91/Frmpd4/Asic2/Cdh8/Grin1/Ptprd/Lrrtm4/Hspa8/Grin2b/Gpr158/Nrg1/Rapgef4/Epha7/Ppfia2",19,4.76232883862474,0.0883720930232558,0.017343989117497,5.0952576379389,24.2652923893794,"Astrocytes","24hrvs1hr_SAL"
"GO:1902414","GO:1902414","protein localization to cell junction","13/215","132/17643",8.18284274834557e-09,2.01052446326851e-05,1.51754538242045e-06,"Dlg2/Snap25/Adam22/Grin2a/Asic2/Grin1/Mapt/Actg1/Actb/Lrrc7/Rapgef4/Nbea/Gpc6",13,4.696690638205,0.0604651162790698,0.00748172079578303,8.08171247357294,37.9573033152946,"Astrocytes","24hrvs1hr_SAL"
"GO:0007411","GO:0007411","axon guidance","16/215","222/17643",1.41914830840978e-08,3.48684739376283e-05,2.22697119165843e-06,"Unc5d/Tenm2/Epha3/Ank3/Dscam/Tubb2b/Cntn1/Slit3/Sema6d/Dscaml1/Gli3/Epha6/Klf7/Cntn5/Epha7/Nrp1",16,4.45756705964926,0.0744186046511628,0.0125828940656351,5.91426775612822,26.3632451316629,"Astrocytes","24hrvs1hr_SAL"
"GO:0097485","GO:0097485","neuron projection guidance","16/215","222/17643",1.41914830840978e-08,3.48684739376283e-05,2.22697119165843e-06,"Unc5d/Tenm2/Epha3/Ank3/Dscam/Tubb2b/Cntn1/Slit3/Sema6d/Dscaml1/Gli3/Epha6/Klf7/Cntn5/Epha7/Nrp1",16,4.45756705964926,0.0744186046511628,0.0125828940656351,5.91426775612822,26.3632451316629,"Astrocytes","24hrvs1hr_SAL"
"GO:0034329","GO:0034329","cell junction assembly","22/215","431/17643",1.58443942778446e-08,3.89296767406643e-05,2.25409735068264e-06,"Cdh12/Gabrb2/Nrg3/Lrfn5/Epha3/Cntnap2/Lingo2/Asic2/Cdh8/Grin1/Ptprd/Lrrtm4/Ptprk/Mapt/Actg1/Gabrb3/Actb/Nrg1/Cntn5/Epha7/Cacna1a/Nrp1",22,4.40971920250656,0.102325581395349,0.0244289519922916,4.18870123563373,18.4709962723371,"Astrocytes","24hrvs1hr_SAL"
"GO:0019228","GO:0019228","neuronal action potential","9/215","54/17643",1.65742452256077e-08,4.0722920519318e-05,2.25409735068264e-06,"Hcn1/Cntnap2/Scn2a/Ank3/Scn3a/Scn8a/Dpp6/Rapgef4/Kcnq3",9,4.390161083325,0.0418604651162791,0.00306070396191124,13.6767441860465,60.0431100721728,"Astrocytes","24hrvs1hr_SAL"
"GO:0035418","GO:0035418","protein localization to synapse","11/215","99/17643",3.36083785705769e-08,8.25757861479075e-05,4.27906332053822e-06,"Dlg2/Snap25/Adam22/Grin2a/Asic2/Grin1/Mapt/Lrrc7/Rapgef4/Nbea/Gpc6",11,4.08314728299443,0.0511627906976744,0.00561129059683727,9.11782945736434,37.2294405756438,"Astrocytes","24hrvs1hr_SAL"
"GO:0006814","GO:0006814","sodium ion transport","16/215","237/17643",3.56588610044852e-08,8.76138214880201e-05,4.27906332053822e-06,"Slc24a2/Hecw2/Slc4a10/Hecw1/Nalcn/Hcn1/Scn2a/Atp1b1/Ank3/Asic2/Cntn1/Scn3a/Nkain2/Scn8a/Nkain3/Slc8a1",16,4.05742737645195,0.0744186046511628,0.0134330896106104,5.53994701206947,22.4779326708639,"Astrocytes","24hrvs1hr_SAL"
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic","10/215","81/17643",5.1775743207094e-08,0.00012721300105983,5.86791756347065e-06,"Plppr4/Grm7/Syt1/Gria4/Tnr/Grin2a/Grm1/Grin1/Grin2b/Grm3",10,3.89546850189507,0.0465116279069767,0.00459105594286686,10.1309216192937,39.4646860631265,"Astrocytes","24hrvs1hr_SAL"
"GO:0007416","GO:0007416","synapse assembly","15/215","213/17643",5.53882439938356e-08,0.000136088915492854,5.94694830249604e-06,"Gabrb2/Nrg3/Lrfn5/Cntnap2/Lingo2/Asic2/Grin1/Ptprd/Lrrtm4/Mapt/Gabrb3/Nrg1/Cntn5/Epha7/Cacna1a",15,3.86617724684907,0.0697674418604651,0.0120727767386499,5.77890599410416,22.3422748660852,"Astrocytes","24hrvs1hr_SAL"
"GO:0007613","GO:0007613","memory","13/215","158/17643",7.11508843126433e-08,0.000174817722756165,7.25739019988962e-06,"Slc24a2/Tuba1a/Grm7/Snap25/Scn2a/Brinp1/Grin2a/Grin1/Mapt/Grin2b/Gabrb3/Nrg1/Tafa2",13,3.7574145413524,0.0604651162790698,0.00895539307374029,6.75181042095967,25.3693506561685,"Astrocytes","24hrvs1hr_SAL"
"GO:1903539","GO:1903539","protein localization to postsynaptic membrane","9/215","66/17643",1.01658873414602e-07,0.000249775851979677,9.87543341741846e-06,"Dlg2/Snap25/Adam22/Grin2a/Grin1/Lrrc7/Rapgef4/Nbea/Gpc6",9,3.60244955098555,0.0418604651162791,0.00374086039789152,11.1900634249471,40.3116389607006,"Astrocytes","24hrvs1hr_SAL"
"GO:0062237","GO:0062237","protein localization to postsynapse","9/215","67/17643",1.16203182534047e-07,0.000285511219486153,1.00801505148318e-05,"Dlg2/Snap25/Adam22/Grin2a/Grin1/Lrrc7/Rapgef4/Nbea/Gpc6",9,3.54437682099015,0.0418604651162791,0.00379754010088987,11.023047552933,39.069834243288,"Astrocytes","24hrvs1hr_SAL"
"GO:0007269","GO:0007269","neurotransmitter secretion","13/215","165/17643",1.18590006056845e-07,0.000291375644881669,1.00801505148318e-05,"Cacna1b/Cacnb4/Snap25/Syt1/Cacna1e/Snap91/Prkcb/Ptprn2/Stxbp5l/Mctp1/Gpr158/Cacna1a/Ppfia2",13,3.53554675227621,0.0604651162790698,0.00935215099472879,6.46536997885835,22.8586178310167,"Astrocytes","24hrvs1hr_SAL"
"GO:0099643","GO:0099643","signal release from synapse","13/215","165/17643",1.18590006056845e-07,0.000291375644881669,1.00801505148318e-05,"Cacna1b/Cacnb4/Snap25/Syt1/Cacna1e/Snap91/Prkcb/Ptprn2/Stxbp5l/Mctp1/Gpr158/Cacna1a/Ppfia2",13,3.53554675227621,0.0604651162790698,0.00935215099472879,6.46536997885835,22.8586178310167,"Astrocytes","24hrvs1hr_SAL"
"GO:0050890","GO:0050890","cognition","18/215","343/17643",2.26938138987469e-07,0.000557587007492212,1.85181521413775e-05,"Slc24a2/Tuba1a/Grm7/Snap25/Cacna1e/Cntnap2/Scn2a/Tnr/Brinp1/Grin2a/Grin1/Mapt/Grin2b/Gabrb3/Gpr158/Sobp/Nrg1/Tafa2",18,3.25368735442256,0.0837209302325581,0.0194411381284362,4.30638009356567,14.0116144537716,"Astrocytes","24hrvs1hr_SAL"
"GO:0031644","GO:0031644","regulation of nervous system process","12/215","148/17643",2.68999322501058e-07,0.000660931335385099,2.11061006885445e-05,"Celf4/Cntnap2/Tnr/Shisa6/Grin2a/Grm1/Grin1/Grin2b/Dlgap2/Grm3/Tmem108/Rapgef4",12,3.17984365732577,0.0558139534883721,0.00838859604375673,6.65355122564425,21.157252663557,"Astrocytes","24hrvs1hr_SAL"
"GO:0046928","GO:0046928","regulation of neurotransmitter secretion","10/215","100/17643",3.90189640971946e-07,0.000958695947868071,2.94809950956581e-05,"Cacna1b/Cacnb4/Syt1/Cacna1e/Prkcb/Stxbp5l/Mctp1/Gpr158/Cacna1a/Ppfia2",10,3.01831910826265,0.0465116279069767,0.00566797029983563,8.20604651162791,24.7684669893386,"Astrocytes","24hrvs1hr_SAL"
"GO:0035725","GO:0035725","sodium ion transmembrane transport","12/215","156/17643",4.75929965546622e-07,0.00116935992534805,3.46748974898253e-05,"Slc24a2/Hecw2/Hecw1/Nalcn/Hcn1/Scn2a/Atp1b1/Ank3/Asic2/Scn3a/Scn8a/Slc8a1",12,2.93205179377087,0.0558139534883721,0.00884203366774358,6.312343470483,18.5081179955275,"Astrocytes","24hrvs1hr_SAL"
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","11/215","132/17643",6.49779331938798e-07,0.00159650781857363,4.57086150743155e-05,"Dlg2/Snap25/Cntnap2/Hsp90aa1/Adam22/Shisa6/Nrg1/Lrrc7/Rapgef4/Nbea/Gpc6",11,2.79682895025008,0.0511627906976744,0.00748172079578303,6.83837209302326,19.1257570423497,"Astrocytes","24hrvs1hr_SAL"
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","13/215","192/17643",6.83514756915124e-07,0.00167939575774046,4.64790034702284e-05,"Cdh12/Tenm1/Lrfn5/Unc5d/Tenm2/Epha3/Dscam/Cdh8/Ptprd/Dscaml1/Nrg1/Cntn5/Palld",13,2.77484694820404,0.0604651162790698,0.0108825029756844,5.5561773255814,15.41754169557,"Astrocytes","24hrvs1hr_SAL"
"GO:1990778","GO:1990778","protein localization to cell periphery","18/215","379/17643",9.72083236098915e-07,0.00238840851109503,6.39693484400576e-05,"Dlg2/Snap25/Epha3/Adam22/Atp1b1/Grin2a/Ank3/Kcnip4/Grin1/Gpr158/Actb/Kcnb2/Dpp6/Lrrc7/Rapgef4/Nbea/Dpp10/Gpc6",18,2.62189138987888,0.0837209302325581,0.021481607436377,3.89733079707922,10.2183780603718,"Astrocytes","24hrvs1hr_SAL"
"GO:0097120","GO:0097120","receptor localization to synapse","9/215","86/17643",1.02324307515261e-06,0.00251410823564996,6.52317460409789e-05,"Dlg2/Snap25/Anks1b/Adam22/Shisa6/Lrrc7/Rapgef4/Nbea/Gpc6",9,2.59961602930174,0.0418604651162791,0.00487445445785864,8.58772309356409,22.324782609234,"Astrocytes","24hrvs1hr_SAL"
"GO:0007611","GO:0007611","learning or memory","16/215","308/17643",1.24609838959761e-06,0.00306166374324134,7.70315368114888e-05,"Slc24a2/Tuba1a/Grm7/Snap25/Cacna1e/Cntnap2/Scn2a/Tnr/Brinp1/Grin2a/Grin1/Mapt/Grin2b/Gabrb3/Nrg1/Tafa2",16,2.51404250876311,0.0744186046511628,0.0174573485234937,4.26288130474177,10.7170648099324,"Astrocytes","24hrvs1hr_SAL"
"GO:0099565","GO:0099565","chemical synaptic transmission, postsynaptic","10/215","114/17643",1.32291545950408e-06,0.00325040328400153,7.9374927570245e-05,"Gabrb2/Celf4/Anks1b/Cntnap2/Grin2a/Grm1/Grin1/Grin2b/Gabrb3/Tmem108",10,2.4880627518978,0.0465116279069767,0.00646148614181262,7.19828641370869,17.9097883034406,"Astrocytes","24hrvs1hr_SAL"
"GO:0008306","GO:0008306","associative learning","10/215","117/17643",1.6796466470906e-06,0.0041268918119016,9.78994045732805e-05,"Tuba1a/Grm7/Snap25/Cacna1e/Cntnap2/Tnr/Grin2a/Grin1/Grin2b/Tafa2",10,2.38437691617468,0.0465116279069767,0.00663152525080769,7.01371496720334,16.7233400644285,"Astrocytes","24hrvs1hr_SAL"
"GO:0001505","GO:0001505","regulation of neurotransmitter levels","13/215","209/17643",1.77785954489605e-06,0.0043682009018096,0.000100053146680942,"Cacna1b/Cacnb4/Snap25/Syt1/Cacna1e/Snap91/Prkcb/Ptprn2/Stxbp5l/Mctp1/Gpr158/Cacna1a/Ppfia2",13,2.35969739582052,0.0604651162790698,0.0118460579266565,5.10423945699343,12.0444605543117,"Astrocytes","24hrvs1hr_SAL"
"GO:0016358","GO:0016358","dendrite development","16/215","317/17643",1.81468942509552e-06,0.00445869191745969,0.000100053146680942,"Pak3/Hecw2/Hecw1/Cntnap2/Csmd3/Dscam/Grin1/Ptprd/Bcl11a/Map1b/Klf7/Rapgef4/Prex2/Cacna1a/Nrp1/Ppfia2",16,2.35079253508921,0.0744186046511628,0.0179674658504789,4.14185312889737,9.7366374168478,"Astrocytes","24hrvs1hr_SAL"
"GO:0051588","GO:0051588","regulation of neurotransmitter transport","10/215","119/17643",1.96161289848686e-06,0.0048196828915822,0.000105307639813505,"Cacna1b/Cacnb4/Syt1/Cacna1e/Prkcb/Stxbp5l/Mctp1/Gpr158/Cacna1a/Ppfia2",10,2.31698153499071,0.0465116279069767,0.0067448846568044,6.89583740472933,15.9775279350561,"Astrocytes","24hrvs1hr_SAL"
"GO:0030534","GO:0030534","adult behavior","12/215","180/17643",2.17757639947896e-06,0.00535030521351982,0.000113903996280438,"Cacnb4/Tuba1a/Grm7/Cntnap2/Adam22/Grin1/Mapt/Scn8a/Unc79/Rnf180/Prex2/Cacna1a",12,2.27162144250838,0.0558139534883721,0.0102023465397041,5.4706976744186,12.42735414269,"Astrocytes","24hrvs1hr_SAL"
"GO:0050770","GO:0050770","regulation of axonogenesis","12/215","181/17643",2.3074952288674e-06,0.0056695157773272,0.000117682256672237,"Pak3/Snap91/Tnr/Dscam/Grin1/Mapt/Sema6d/Bcl11a/Map1b/Epha7/Cacna1a/Nrp1",12,2.24645403179757,0.0558139534883721,0.0102590262427025,5.44047282538867,12.2217721134795,"Astrocytes","24hrvs1hr_SAL"
"GO:0007612","GO:0007612","learning","12/215","182/17643",2.44421250497995e-06,0.00600543012473573,0.000121614475857539,"Slc24a2/Tuba1a/Grm7/Snap25/Cacna1e/Cntnap2/Tnr/Grin2a/Grin1/Grin2b/Gabrb3/Tafa2",12,2.22145588183151,0.0558139534883721,0.0103157059457008,5.41058011755686,12.0193650262673,"Astrocytes","24hrvs1hr_SAL"
"GO:0006836","GO:0006836","neurotransmitter transport","13/215","217/17643",2.69844078191369e-06,0.00663006900116194,0.000131067123692951,"Cacna1b/Cacnb4/Snap25/Syt1/Cacna1e/Snap91/Prkcb/Ptprn2/Stxbp5l/Mctp1/Gpr158/Cacna1a/Ppfia2",13,2.17848195173581,0.0604651162790698,0.0122994955506433,4.91606473046833,10.7095582888902,"Astrocytes","24hrvs1hr_SAL"
