"","venn_group","gene","comparison","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type","Regulation"
"1","Shared","Gm42418","PTZvsSAL_1hr",4.44582873695577e-71,-0.48306769541633,1,1,1.04223563080454e-66,"ExcitatoryNeuronsCA1","Down"
"2","Shared","Gm42418","PTZvsSAL_1hr",4.9074329523167e-37,-0.410720998148956,1,1,1.1504495070116e-32,"ExcitatoryNeuronsCA3","Down"
"3","Shared","Gm42418","PTZvsSAL_1hr",8.82474658484364e-23,-0.410873017927217,1,1,2.06878534188489e-18,"ExcitatoryNeuronsMatureDG","Down"
"4","Shared","AY036118","PTZvsSAL_1hr",6.76339204833392e-58,-0.721792188448518,0.925,0.943,1.58554199789092e-53,"ExcitatoryNeuronsCA1","Down"
"5","Shared","AY036118","PTZvsSAL_1hr",1.08075389406024e-38,-0.697344496239929,0.933,0.962,2.53361135384542e-34,"ExcitatoryNeuronsCA3","Down"
"6","Shared","AY036118","PTZvsSAL_1hr",3.18093186962319e-23,-0.660768404771215,0.857,0.953,7.45705858195764e-19,"ExcitatoryNeuronsMatureDG","Down"
"7","Shared","Ddx5","PTZvsSAL_1hr",1.28550288092248e-35,-0.650245964279953,0.839,0.886,3.01360440374656e-31,"ExcitatoryNeuronsCA1","Down"
"8","Shared","Ddx5","PTZvsSAL_1hr",3.2921664813418e-14,-0.541810783266923,0.878,0.922,7.71782588220958e-10,"ExcitatoryNeuronsCA3","Down"
"9","Shared","Ddx5","PTZvsSAL_1hr",5.99936580689686e-20,-0.641782807156547,0.893,0.938,1.40643132611083e-15,"ExcitatoryNeuronsMatureDG","Down"
"10","Shared","Snhg11","PTZvsSAL_1hr",6.42556853580598e-35,-0.43393755721414,0.994,0.996,1.506346031849e-30,"ExcitatoryNeuronsCA1","Down"
"11","Shared","Snhg11","PTZvsSAL_1hr",3.92114173201861e-14,-0.347861145718362,0.987,0.986,9.19233256237122e-10,"ExcitatoryNeuronsCA3","Down"
"12","Shared","Snhg11","PTZvsSAL_1hr",4.82997552971811e-19,-0.80439991710854,0.5,0.753,1.13229116343182e-14,"ExcitatoryNeuronsMatureDG","Down"
"13","Shared","Snrnp70","PTZvsSAL_1hr",2.82272700655417e-32,-0.796816344267975,0.661,0.749,6.61731892146494e-28,"ExcitatoryNeuronsCA1","Down"
"14","Shared","Snrnp70","PTZvsSAL_1hr",1.10783597209843e-21,-0.761074530018229,0.733,0.818,2.59709986939036e-17,"ExcitatoryNeuronsCA3","Down"
"15","Shared","Snrnp70","PTZvsSAL_1hr",7.45687935077896e-08,-0.514149943556542,0.681,0.727,0.00174811622620311,"ExcitatoryNeuronsMatureDG","Down"
"16","Shared","Tuba1a","PTZvsSAL_1hr",3.74348271163959e-30,-0.702254751852363,0.795,0.902,8.77584652089669e-26,"ExcitatoryNeuronsCA1","Down"
"17","Shared","Tuba1a","PTZvsSAL_1hr",7.97453146459765e-11,-0.507175034563056,0.838,0.908,1.86946941124563e-06,"ExcitatoryNeuronsCA3","Down"
"18","Shared","Tuba1a","PTZvsSAL_1hr",6.78009574375061e-21,-0.793780047358816,0.694,0.857,1.58945784520746e-16,"ExcitatoryNeuronsMatureDG","Down"
"19","Shared","Meg3","PTZvsSAL_1hr",5.40830688642516e-26,-0.266312712963454,1,1,1.26786938338465e-21,"ExcitatoryNeuronsCA1","Down"
"20","Shared","Meg3","PTZvsSAL_1hr",2.46237302287173e-23,-0.316862161532516,1,1,5.77254107751821e-19,"ExcitatoryNeuronsCA3","Down"
"21","Shared","Meg3","PTZvsSAL_1hr",2.23383713444023e-16,-0.614026669718638,0.979,0.982,5.23678439426823e-12,"ExcitatoryNeuronsMatureDG","Down"
"22","Shared","Actb","PTZvsSAL_1hr",8.17693120968728e-26,-0.835446105348661,0.673,0.731,1.91691798348699e-21,"ExcitatoryNeuronsCA1","Down"
"23","Shared","Actb","PTZvsSAL_1hr",8.09798652926941e-12,-0.78896341566147,0.641,0.711,1.89841098205663e-07,"ExcitatoryNeuronsCA3","Down"
"24","Shared","Actb","PTZvsSAL_1hr",1.99412527876751e-07,-0.709265232309274,0.569,0.604,0.00467482789101466,"ExcitatoryNeuronsMatureDG","Down"
"25","Shared","Fhit","PTZvsSAL_1hr",1.54469216854463e-21,0.959731810436197,0.456,0.25,3.62122185071918e-17,"ExcitatoryNeuronsCA1","Up"
"26","Shared","Fhit","PTZvsSAL_1hr",3.21936162765975e-16,0.928235791867003,0.584,0.353,7.54714946372275e-12,"ExcitatoryNeuronsCA3","Up"
"27","Shared","Fhit","PTZvsSAL_1hr",9.0916108162195e-14,1.22380819001768,0.382,0.164,2.13134632364634e-09,"ExcitatoryNeuronsMatureDG","Up"
"28","Shared","Ptprs","PTZvsSAL_1hr",2.2416422524631e-15,-0.43153044971357,0.839,0.831,5.25508193244925e-11,"ExcitatoryNeuronsCA1","Down"
"29","Shared","Ptprs","PTZvsSAL_1hr",4.95925766815634e-10,-0.479340793848026,0.84,0.85,1.16259877514589e-05,"ExcitatoryNeuronsCA3","Down"
"30","Shared","Ptprs","PTZvsSAL_1hr",1.2657285504693e-10,-0.586565208393267,0.636,0.729,2.96724744086519e-06,"ExcitatoryNeuronsMatureDG","Down"
"31","Shared","Son","PTZvsSAL_1hr",1.07025463822837e-12,-0.383262355313903,0.773,0.764,2.50899794839877e-08,"ExcitatoryNeuronsCA1","Down"
"32","Shared","Son","PTZvsSAL_1hr",4.69315850143679e-07,-0.412418732541411,0.801,0.786,0.0110021714749183,"ExcitatoryNeuronsCA3","Down"
"33","Shared","Son","PTZvsSAL_1hr",7.01647560302306e-07,-0.367209297156518,0.765,0.799,0.016448723756167,"ExcitatoryNeuronsMatureDG","Down"
"34","Shared","Pde4d","PTZvsSAL_1hr",1.82527733085594e-07,0.386249979487343,0.889,0.821,0.00427899764672559,"ExcitatoryNeuronsCA1","Up"
"35","Shared","Pde4d","PTZvsSAL_1hr",3.54481917479588e-08,0.341317200124832,0.983,0.986,0.00083101195914739,"ExcitatoryNeuronsCA3","Up"
"36","Shared","Pde4d","PTZvsSAL_1hr",4.57390416038952e-11,-0.489712664467782,0.614,0.779,1.07226035232011e-06,"ExcitatoryNeuronsMatureDG","Down"
"37","Shared","Rian","PTZvsSAL_1hr",3.06533168456923e-07,-0.228006773291498,0.986,0.972,0.00718605706813564,"ExcitatoryNeuronsCA1","Down"
"38","Shared","Rian","PTZvsSAL_1hr",1.9992578295135e-09,-0.247439982571372,0.996,0.996,4.6868601297285e-05,"ExcitatoryNeuronsCA3","Down"
"39","Shared","Rian","PTZvsSAL_1hr",2.00340396346403e-18,-0.679177835536865,0.752,0.896,4.69657991154873e-14,"ExcitatoryNeuronsMatureDG","Down"
"40","Shared","Robo2","PTZvsSAL_1hr",3.77319910116888e-07,0.296663524749242,0.809,0.75,0.00884551065287022,"ExcitatoryNeuronsCA1","Up"
"41","Shared","Robo2","PTZvsSAL_1hr",2.78484268031838e-07,0.343714338198263,0.897,0.858,0.00652850669547038,"ExcitatoryNeuronsCA3","Up"
"42","Shared","Robo2","PTZvsSAL_1hr",3.38210806108437e-07,0.463930653254157,0.876,0.831,0.00792867592760009,"ExcitatoryNeuronsMatureDG","Up"
"43","Shared","Rtl4","PTZvsSAL_1hr",4.91097777340247e-07,0.292980645250251,0.723,0.582,0.0115128051941874,"ExcitatoryNeuronsCA1","Up"
"44","Shared","Rtl4","PTZvsSAL_1hr",1.05045307160998e-08,0.453366235946042,0.755,0.599,0.00024625771357752,"ExcitatoryNeuronsCA3","Up"
"45","Shared","Rtl4","PTZvsSAL_1hr",1.84113978669657e-07,0.646447249912357,0.459,0.271,0.00431618400195277,"ExcitatoryNeuronsMatureDG","Up"
"46","CA3_DG","Ano3","PTZvsSAL_1hr",7.5809003421762e-11,0.763746955195416,0.656,0.501,1.77719046721637e-06,"ExcitatoryNeuronsCA3","Up"
"47","CA3_DG","Ano3","PTZvsSAL_1hr",1.5110611714599e-15,0.88924147269632,0.685,0.445,3.54238070425344e-11,"ExcitatoryNeuronsMatureDG","Up"
"48","CA3_DG","Grin2a","PTZvsSAL_1hr",1.32597108341006e-08,0.234401350452711,0.981,0.968,0.00031084740108382,"ExcitatoryNeuronsCA3","Up"
"49","CA3_DG","Grin2a","PTZvsSAL_1hr",3.9946595447695e-11,0.339000719211028,0.979,0.958,9.36468037080315e-07,"ExcitatoryNeuronsMatureDG","Up"
"50","CA3_DG","Nptx1","PTZvsSAL_1hr",3.66417500596506e-08,0.643711622435889,0.46,0.293,0.00085899254664838,"ExcitatoryNeuronsCA3","Up"
"51","CA3_DG","Nptx1","PTZvsSAL_1hr",2.11793584076069e-07,0.580487603652004,0.373,0.203,0.00496507699149529,"ExcitatoryNeuronsMatureDG","Up"
"52","CA3_DG","Cdk14","PTZvsSAL_1hr",5.88493765895067e-08,0.313559832851345,0.927,0.84,0.00137960593538781,"ExcitatoryNeuronsCA3","Up"
"53","CA3_DG","Cdk14","PTZvsSAL_1hr",1.55001905149644e-10,0.614694905730752,0.723,0.508,3.63370966242311e-06,"ExcitatoryNeuronsMatureDG","Up"
"54","CA3_DG","Slit1","PTZvsSAL_1hr",6.21692072008372e-08,0.500471871066491,0.638,0.483,0.00145743272440923,"ExcitatoryNeuronsCA3","Up"
"55","CA3_DG","Slit1","PTZvsSAL_1hr",2.11954736880666e-13,0.964294379742818,0.469,0.224,4.96885489669345e-09,"ExcitatoryNeuronsMatureDG","Up"
"56","CA3_DG","Cwc22","PTZvsSAL_1hr",7.99933029951536e-08,0.448765641227561,0.829,0.846,0.00187528300211539,"ExcitatoryNeuronsCA3","Up"
"57","CA3_DG","Cwc22","PTZvsSAL_1hr",4.46923010389313e-14,1.16428704097433,0.985,0.927,1.04772161325567e-09,"ExcitatoryNeuronsImmatureDG","Up"
"58","CA3_DG","Cwc22","PTZvsSAL_1hr",5.61211698320955e-13,-0.417809347131403,0.624,0.833,1.31564858437382e-08,"ExcitatoryNeuronsMatureDG","Down"
"59","CA3_DG","Ptprn2","PTZvsSAL_1hr",9.16266574142456e-08,-0.392566333879506,0.882,0.874,0.00214800372976216,"ExcitatoryNeuronsCA3","Down"
"60","CA3_DG","Ptprn2","PTZvsSAL_1hr",4.68040681634021e-10,-0.512300461297889,0.703,0.799,1.09722776995464e-05,"ExcitatoryNeuronsMatureDG","Down"
"61","CA3_DG","Mgat4c","PTZvsSAL_1hr",1.84450897772853e-06,0.225414498874877,0.995,0.994,0.0432408239648898,"ExcitatoryNeuronsCA3","Up"
"62","CA3_DG","Mgat4c","PTZvsSAL_1hr",7.6340667308733e-16,-1.09375457284365,0.237,0.453,1.78965426371863e-11,"ExcitatoryNeuronsMatureDG","Down"
"63","CA1_DG","Kcnh7","PTZvsSAL_1hr",3.21312860987551e-26,0.636481786191429,0.927,0.875,7.53253740013115e-22,"ExcitatoryNeuronsCA1","Up"
"64","CA1_DG","Kcnh7","PTZvsSAL_1hr",5.39125732007871e-12,-0.559079215424528,0.734,0.867,1.26387245354605e-07,"ExcitatoryNeuronsMatureDG","Down"
"65","CA1_DG","Cnksr2","PTZvsSAL_1hr",1.72503609022158e-21,0.48309078278563,0.969,0.921,4.04400210630646e-17,"ExcitatoryNeuronsCA1","Up"
"66","CA1_DG","Cnksr2","PTZvsSAL_1hr",2.1200465865037e-09,0.357438473186089,0.977,0.927,4.97002521274062e-05,"ExcitatoryNeuronsMatureDG","Up"
"67","CA1_DG","Wipf3","PTZvsSAL_1hr",2.92800554397881e-21,0.972976180213505,0.507,0.3,6.86412339674952e-17,"ExcitatoryNeuronsCA1","Up"
"68","CA1_DG","Wipf3","PTZvsSAL_1hr",1.52799436800462e-15,0.944126151935054,0.603,0.344,3.58207719691324e-11,"ExcitatoryNeuronsMatureDG","Up"
"69","CA1_DG","Cacna1c","PTZvsSAL_1hr",1.87372815343965e-20,-0.525968449046111,0.725,0.814,4.39258091010857e-16,"ExcitatoryNeuronsCA1","Down"
"70","CA1_DG","Cacna1c","PTZvsSAL_1hr",2.56809598482099e-08,-0.336537812793733,0.964,0.982,0.00060203874172158,"ExcitatoryNeuronsMatureDG","Down"
"71","CA1_DG","Negr1","PTZvsSAL_1hr",7.51073600891505e-18,-0.633517039875755,0.717,0.818,1.76074184256995e-13,"ExcitatoryNeuronsCA1","Down"
"72","CA1_DG","Negr1","PTZvsSAL_1hr",6.10155765255484e-15,-0.412650299090234,0.993,1,1.43038816048843e-10,"ExcitatoryNeuronsMatureDG","Down"
"73","CA1_DG","Cadm1","PTZvsSAL_1hr",3.85050550035673e-16,-0.434487393848822,0.947,0.971,9.02674004448628e-12,"ExcitatoryNeuronsCA1","Down"
"74","CA1_DG","Cadm1","PTZvsSAL_1hr",9.22781497729318e-11,-0.523255123096281,0.963,0.969,2.16327666512684e-06,"ExcitatoryNeuronsMatureDG","Down"
"75","CA1_DG","Kcnip4","PTZvsSAL_1hr",1.26774509924928e-15,0.38486161363072,0.966,0.957,2.97197483617008e-11,"ExcitatoryNeuronsCA1","Up"
"76","CA1_DG","Kcnip4","PTZvsSAL_1hr",4.43378730079428e-07,0.190362929919183,1,1,0.010394127569252,"ExcitatoryNeuronsMatureDG","Up"
"77","CA1_DG","Gm47283","PTZvsSAL_1hr",6.72769910750741e-15,-0.673079066503284,0.638,0.701,1.57717450177296e-10,"ExcitatoryNeuronsCA1","Down"
"78","CA1_DG","Gm47283","PTZvsSAL_1hr",6.11155182353317e-08,-0.872373963941135,0.509,0.555,0.00143273109399088,"ExcitatoryNeuronsMatureDG","Down"
"79","CA1_DG","Ndst4","PTZvsSAL_1hr",1.73880436084172e-14,0.728557226190542,0.576,0.409,4.07627906312125e-10,"ExcitatoryNeuronsCA1","Up"
"80","CA1_DG","Ndst4","PTZvsSAL_1hr",1.51110335237815e-11,1.12471723757623,0.389,0.188,3.54247958898009e-07,"ExcitatoryNeuronsMatureDG","Up"
"81","CA1_DG","Mir100hg","PTZvsSAL_1hr",6.52984168031355e-14,-0.466059777475673,0.735,0.776,1.5307907851159e-09,"ExcitatoryNeuronsCA1","Down"
"82","CA1_DG","Mir100hg","PTZvsSAL_1hr",6.53011563649785e-14,-1.24889922063675,0.122,0.292,1.53085500866419e-09,"ExcitatoryNeuronsMatureDG","Down"
"83","CA1_DG","Ncam1","PTZvsSAL_1hr",7.74973282729584e-13,-0.361056419001513,0.889,0.905,1.81676986670296e-08,"ExcitatoryNeuronsCA1","Down"
"84","CA1_DG","Ncam1","PTZvsSAL_1hr",9.12489987948444e-12,-0.39874523449712,0.924,0.943,2.13915027874754e-07,"ExcitatoryNeuronsMatureDG","Down"
"85","CA1_DG","2010300C02Rik","PTZvsSAL_1hr",1.12089897883092e-12,0.727249265790041,0.382,0.235,2.62772347607333e-08,"ExcitatoryNeuronsCA1","Up"
"86","CA1_DG","2010300C02Rik","PTZvsSAL_1hr",1.24114033660489e-14,0.802907230493652,0.66,0.406,2.90960529110284e-10,"ExcitatoryNeuronsMatureDG","Up"
"87","CA1_DG","Camk1d","PTZvsSAL_1hr",2.34209057911773e-12,-0.328116912043491,0.89,0.905,5.4905629446257e-08,"ExcitatoryNeuronsCA1","Down"
"88","CA1_DG","Camk1d","PTZvsSAL_1hr",7.11942435190375e-11,-0.538688461474165,0.672,0.784,1.6690066508168e-06,"ExcitatoryNeuronsMatureDG","Down"
"89","CA1_DG","Cdh2","PTZvsSAL_1hr",5.30494609824242e-12,-0.437330759608775,0.767,0.799,1.24363851381097e-07,"ExcitatoryNeuronsCA1","Down"
"90","CA1_DG","Cdh2","PTZvsSAL_1hr",1.26754225280931e-07,-0.380535216881039,0.78,0.857,0.00297149930326087,"ExcitatoryNeuronsMatureDG","Down"
"91","CA1_DG","Nnat","PTZvsSAL_1hr",2.38557221829423e-11,-0.561917064894478,0.419,0.546,5.59249695134716e-07,"ExcitatoryNeuronsCA1","Down"
"92","CA1_DG","Nnat","PTZvsSAL_1hr",1.03167873975367e-06,-0.423519640470677,0.333,0.477,0.0241856446960454,"ExcitatoryNeuronsMatureDG","Down"
"93","CA1_DG","Celf4","PTZvsSAL_1hr",4.25594118339529e-11,-0.489350375633173,0.718,0.723,9.97720291623358e-07,"ExcitatoryNeuronsCA1","Down"
"94","CA1_DG","Celf4","PTZvsSAL_1hr",2.42302029001542e-13,-0.641961263658784,0.654,0.768,5.68028646588314e-09,"ExcitatoryNeuronsMatureDG","Down"
"95","CA1_DG","Chrm3","PTZvsSAL_1hr",2.03539864773557e-10,0.393200913546939,0.741,0.627,4.77158504988651e-06,"ExcitatoryNeuronsCA1","Up"
"96","CA1_DG","Chrm3","PTZvsSAL_1hr",9.59887344403066e-13,-0.675308821740165,0.301,0.513,2.25026390148411e-08,"ExcitatoryNeuronsMatureDG","Down"
"97","CA1_DG","Dpp6","PTZvsSAL_1hr",5.01572492723794e-10,-0.259463326219292,0.947,0.939,1.17583639469239e-05,"ExcitatoryNeuronsCA1","Down"
"98","CA1_DG","Dpp6","PTZvsSAL_1hr",1.94721826654526e-07,-0.315765482907731,0.944,0.971,0.00456486378226206,"ExcitatoryNeuronsMatureDG","Down"
"99","CA1_DG","Ank3","PTZvsSAL_1hr",2.12322059482137e-09,-0.214113815381956,0.997,0.991,4.97746604043973e-05,"ExcitatoryNeuronsCA1","Down"
"100","CA1_DG","Ank3","PTZvsSAL_1hr",6.61471235479471e-08,-0.249301802100246,0.992,1,0.00155068701733452,"ExcitatoryNeuronsMatureDG","Down"
"101","CA1_DG","Strbp","PTZvsSAL_1hr",6.57129513130954e-09,-0.239042127427056,0.935,0.908,0.00015405087176329,"ExcitatoryNeuronsCA1","Down"
"102","CA1_DG","Strbp","PTZvsSAL_1hr",3.63731617003529e-11,-0.450484433351204,0.78,0.883,8.52696029741372e-07,"ExcitatoryNeuronsMatureDG","Down"
"103","CA1_DG","Hs6st3","PTZvsSAL_1hr",7.01182398420547e-09,0.202116205949335,0.976,0.956,0.00016437818966172,"ExcitatoryNeuronsCA1","Up"
"104","CA1_DG","Hs6st3","PTZvsSAL_1hr",5.37388735809818e-15,-0.561698114969203,0.762,0.917,1.25980041335896e-10,"ExcitatoryNeuronsMatureDG","Down"
"105","CA1_DG","Plppr1","PTZvsSAL_1hr",7.19572850563818e-09,-0.474853061999448,0.561,0.607,0.00016868946335767,"ExcitatoryNeuronsCA1","Down"
"106","CA1_DG","Plppr1","PTZvsSAL_1hr",4.22307483344698e-10,-0.694768858199073,0.455,0.591,9.90015433204975e-06,"ExcitatoryNeuronsMatureDG","Down"
"107","CA1_DG","Runx2","PTZvsSAL_1hr",7.38739707462596e-09,0.756345014946993,0.405,0.291,0.00017318274962045,"ExcitatoryNeuronsCA1","Up"
"108","CA1_DG","Runx2","PTZvsSAL_1hr",1.3288045580405e-11,1.25587696416205,0.289,0.104,3.11511652541435e-07,"ExcitatoryNeuronsMatureDG","Up"
"109","CA1_DG","Clasp2","PTZvsSAL_1hr",8.92669948337771e-09,-0.337288681469492,0.823,0.792,0.00020926861598882,"ExcitatoryNeuronsCA1","Down"
"110","CA1_DG","Clasp2","PTZvsSAL_1hr",6.87822069505671e-12,-0.508903814466688,0.642,0.755,1.61246127754215e-07,"ExcitatoryNeuronsMatureDG","Down"
"111","CA1_DG","Sorl1","PTZvsSAL_1hr",1.18180905174751e-08,0.370888997508329,0.62,0.465,0.00027705149600117,"ExcitatoryNeuronsCA1","Up"
"112","CA1_DG","Sorl1","PTZvsSAL_1hr",1.07494486480424e-08,0.601178350522122,0.567,0.357,0.00025199932465605,"ExcitatoryNeuronsMatureDG","Up"
"113","CA1_DG","Itga8","PTZvsSAL_1hr",1.56874990122854e-08,0.494418860148944,0.575,0.43,0.000367762039345,"ExcitatoryNeuronsCA1","Up"
"114","CA1_DG","Itga8","PTZvsSAL_1hr",3.83307571943854e-16,1.00789033406963,0.605,0.339,8.98587940907977e-12,"ExcitatoryNeuronsMatureDG","Up"
"115","CA1_DG","Robo1","PTZvsSAL_1hr",2.17025014565911e-08,-0.287357575468971,0.867,0.9,0.00050877174164686,"ExcitatoryNeuronsCA1","Down"
"116","CA1_DG","Robo1","PTZvsSAL_1hr",1.66771665529162e-22,-0.693812923102767,0.696,0.919,3.90962815500014e-18,"ExcitatoryNeuronsMatureDG","Down"
"117","CA1_DG","Trpc4","PTZvsSAL_1hr",2.72743694363588e-08,0.276074286184766,0.825,0.714,0.00063939304269655,"ExcitatoryNeuronsCA1","Up"
"118","CA1_DG","Trpc4","PTZvsSAL_1hr",2.30290437611597e-12,1.13003772717826,0.405,0.182,5.39869872892868e-08,"ExcitatoryNeuronsMatureDG","Up"
"119","CA1_DG","Iqgap2","PTZvsSAL_1hr",3.01084529875324e-08,0.245370930080504,0.674,0.525,0.00070583246338672,"ExcitatoryNeuronsCA1","Up"
"120","CA1_DG","Iqgap2","PTZvsSAL_1hr",1.8029562713476e-14,0.718093997409143,0.641,0.372,4.22667038692018e-10,"ExcitatoryNeuronsMatureDG","Up"
"121","CA1_DG","Arhgap39","PTZvsSAL_1hr",3.40616578163667e-08,0.317267778763465,0.595,0.429,0.00079850744418908,"ExcitatoryNeuronsCA1","Up"
"122","CA1_DG","Arhgap39","PTZvsSAL_1hr",1.94249715999643e-09,0.600707490879139,0.623,0.396,4.55379609217964e-05,"ExcitatoryNeuronsMatureDG","Up"
"123","CA1_DG","Lncpint","PTZvsSAL_1hr",4.0709094701899e-08,0.703929606972118,0.506,0.397,0.00095434330709661,"ExcitatoryNeuronsCA1","Up"
"124","CA1_DG","Lncpint","PTZvsSAL_1hr",1.07103419846612e-11,0.74613361809757,0.597,0.354,2.51082547146413e-07,"ExcitatoryNeuronsMatureDG","Up"
"125","CA1_DG","Tanc1","PTZvsSAL_1hr",6.3847279908491e-08,0.70193023737306,0.314,0.206,0.00149677178289476,"ExcitatoryNeuronsCA1","Up"
"126","CA1_DG","Tanc1","PTZvsSAL_1hr",4.68579974666098e-19,1.08802502262328,0.551,0.253,1.09849203460973e-14,"ExcitatoryNeuronsMatureDG","Up"
"127","CA1_DG","Atg10","PTZvsSAL_1hr",6.52719063490255e-08,0.600019826745425,0.27,0.161,0.0015301693005402,"ExcitatoryNeuronsCA1","Up"
"128","CA1_DG","Atg10","PTZvsSAL_1hr",6.22250077667308e-11,1.54528811095819,0.253,0.089,1.45874085707547e-06,"ExcitatoryNeuronsMatureDG","Up"
"129","CA1_DG","Arpp21","PTZvsSAL_1hr",1.51142327522999e-07,-0.203161638510609,0.987,0.973,0.00354322958412167,"ExcitatoryNeuronsCA1","Down"
"130","CA1_DG","Arpp21","PTZvsSAL_1hr",3.41350830986252e-10,-0.418765248583063,0.86,0.922,8.0022875308107e-06,"ExcitatoryNeuronsMatureDG","Down"
"131","CA1_DG","Khdrbs3","PTZvsSAL_1hr",2.12578724960392e-07,0.244194632843731,0.883,0.77,0.00498348304924648,"ExcitatoryNeuronsCA1","Up"
"132","CA1_DG","Khdrbs3","PTZvsSAL_1hr",3.43536360175192e-14,-1.09227650574455,0.152,0.331,8.05352289158702e-10,"ExcitatoryNeuronsMatureDG","Down"
"133","CA1_DG","Ppp4r4","PTZvsSAL_1hr",2.48962765719827e-07,0.451288252937917,0.605,0.466,0.00583643411676989,"ExcitatoryNeuronsCA1","Up"
"134","CA1_DG","Ppp4r4","PTZvsSAL_1hr",3.34776120406823e-09,0.980040924615242,0.296,0.128,7.84815659069714e-05,"ExcitatoryNeuronsMatureDG","Up"
"135","CA1_DG","Galntl6","PTZvsSAL_1hr",5.24184657441407e-07,0.265481995255663,0.966,0.951,0.0122884609243989,"ExcitatoryNeuronsCA1","Up"
"136","CA1_DG","Galntl6","PTZvsSAL_1hr",3.08174069962388e-22,-0.68720644149034,0.618,0.883,7.22452472212827e-18,"ExcitatoryNeuronsMatureDG","Down"
"137","CA1_DG","Dmd","PTZvsSAL_1hr",7.8555784177394e-07,0.191093930882714,0.986,0.965,0.0184158324847065,"ExcitatoryNeuronsCA1","Up"
"138","CA1_DG","Dmd","PTZvsSAL_1hr",9.00275412646868e-07,-0.300641852707587,0.856,0.914,0.0211051564986805,"ExcitatoryNeuronsMatureDG","Down"
"139","CA1_DG","Kcnj3","PTZvsSAL_1hr",1.0509220241688e-06,0.182676459323688,0.942,0.884,0.0246367650125892,"ExcitatoryNeuronsCA1","Up"
"140","CA1_DG","Kcnj3","PTZvsSAL_1hr",2.41830186160087e-08,0.392841764008389,0.962,0.953,0.00056692250541509,"ExcitatoryNeuronsMatureDG","Up"
"141","CA1_DG","Dcc","PTZvsSAL_1hr",1.53536006745817e-06,-0.224140597914629,0.868,0.904,0.0359934460614218,"ExcitatoryNeuronsCA1","Down"
"142","CA1_DG","Dcc","PTZvsSAL_1hr",1.71999507272972e-09,-0.374940897359074,0.929,0.984,4.03218444900029e-05,"ExcitatoryNeuronsMatureDG","Down"
"143","CA1_DG","Diaph2","PTZvsSAL_1hr",1.58950159262295e-06,0.244406407743947,0.79,0.66,0.0372626858358599,"ExcitatoryNeuronsCA1","Up"
"144","CA1_DG","Diaph2","PTZvsSAL_1hr",9.03651420034658e-22,0.988960983824508,0.716,0.435,2.11843002398725e-17,"ExcitatoryNeuronsMatureDG","Up"
"145","CA1_DG","Spred1","PTZvsSAL_1hr",1.61293532411934e-06,0.491194100969074,0.346,0.231,0.0378120428033297,"ExcitatoryNeuronsCA1","Up"
"146","CA1_DG","Spred1","PTZvsSAL_1hr",9.44728603901105e-10,1.03475786136022,0.263,0.099,2.21472726612536e-05,"ExcitatoryNeuronsMatureDG","Up"
"147","DG","Adarb2","PTZvsSAL_1hr",6.60066559251249e-36,1.83605373139776,0.654,0.326,1.5473940348527e-31,"ExcitatoryNeuronsMatureDG","Up"
"148","DG","Pcdh15","PTZvsSAL_1hr",5.84460023574192e-25,-0.767796143179763,0.507,0.805,1.37014963326498e-20,"ExcitatoryNeuronsMatureDG","Down"
"149","DG","Ntm","PTZvsSAL_1hr",2.79690027120332e-24,-0.855159505662634,0.422,0.706,6.55677330578195e-20,"ExcitatoryNeuronsMatureDG","Down"
"150","DG","Gpc5","PTZvsSAL_1hr",1.25952893548838e-20,-0.884208200392649,0.256,0.526,2.95271368346541e-16,"ExcitatoryNeuronsMatureDG","Down"
"151","DG","Tcf4","PTZvsSAL_1hr",6.03477488021036e-20,-0.517214285668886,0.995,1,1.41473227516771e-15,"ExcitatoryNeuronsMatureDG","Down"
"152","DG","Rasal2","PTZvsSAL_1hr",1.7093776120594e-19,0.852146644827937,0.866,0.685,4.00729393595084e-15,"ExcitatoryNeuronsMatureDG","Up"
"153","DG","Cntnap2","PTZvsSAL_1hr",2.20668107940787e-19,-0.750015000581242,0.719,0.922,5.17312245445586e-15,"ExcitatoryNeuronsMatureDG","Down"
"154","DG","Ahcyl2","PTZvsSAL_1hr",3.97032191597628e-19,0.828238346203612,0.836,0.656,9.30762566762319e-15,"ExcitatoryNeuronsMatureDG","Up"
"155","DG","Ptprg","PTZvsSAL_1hr",1.38416916254363e-18,-0.616456442829826,0.755,0.898,3.24490776775103e-14,"ExcitatoryNeuronsMatureDG","Down"
"156","DG","Slc8a1","PTZvsSAL_1hr",1.13946630974859e-17,-0.594988614823036,0.659,0.891,2.67125086994362e-13,"ExcitatoryNeuronsMatureDG","Down"
"157","DG","Ppp2r2b","PTZvsSAL_1hr",1.45087774711024e-17,-0.871054130665195,0.303,0.518,3.40129270255054e-13,"ExcitatoryNeuronsMatureDG","Down"
"158","DG","Dpp10","PTZvsSAL_1hr",3.95741376203375e-17,-0.557902122978462,0.293,0.518,9.27736508233571e-13,"ExcitatoryNeuronsMatureDG","Down"
"159","DG","Nrg1","PTZvsSAL_1hr",2.41691892731999e-16,-0.643701599429872,0.749,0.914,5.66598304131625e-12,"ExcitatoryNeuronsMatureDG","Down"
