"","venn_group","gene","comparison","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cell_type","Regulation"
"1914","CA3","Unc5c","24hrvs1hr_PTZ",5.13622963820298e-07,-0.348340917602095,0.55,0.722,0.0120408631408393,"ExcitatoryNeuronsImmatureDG","Down"
"1915","CA3","Mib1","24hrvs1hr_PTZ",1.06138097943758e-08,-0.515630267754826,0.546,0.687,0.00024881954300955,"ExcitatoryNeuronsCA3","Down"
"1916","CA3","5330438D12Rik","24hrvs1hr_PTZ",2.81746326465873e-08,0.719760799744972,0.533,0.38,0.00066049791313394,"ExcitatoryNeuronsCA3","Up"
"1917","CA3","Trim46","24hrvs1hr_PTZ",3.1658772393089e-08,0.673642383519999,0.458,0.317,0.00074217660121118,"ExcitatoryNeuronsCA3","Up"
"1918","CA3","Mctp1","24hrvs1hr_PTZ",3.71301862331263e-08,-0.355935175522839,0.905,0.949,0.00087044295586318,"ExcitatoryNeuronsCA3","Down"
"1919","CA3","Nckap1","24hrvs1hr_PTZ",5.25700231014576e-08,-0.37689815722425,0.76,0.883,0.00123239905156747,"ExcitatoryNeuronsCA3","Down"
"1920","CA3","Arhgef26","24hrvs1hr_PTZ",9.41598988435522e-08,-0.865767199081054,0.242,0.385,0.00220739050858939,"ExcitatoryNeuronsCA3","Down"
"1921","CA3","Opcml","24hrvs1hr_PTZ",9.60240064118932e-08,-0.228697942148336,0.993,0.997,0.00225109078231401,"ExcitatoryNeuronsCA3","Down"
"1922","CA3","Ints6l","24hrvs1hr_PTZ",1.32816713789333e-07,0.840820830310417,0.399,0.262,0.00311362222136334,"ExcitatoryNeuronsCA3","Up"
"1923","CA3","Gm16105","24hrvs1hr_PTZ",1.66462930963774e-07,1.04856889046336,0.256,0.141,0.00390239049058376,"ExcitatoryNeuronsCA3","Up"
"1924","CA3","Thsd4","24hrvs1hr_PTZ",2.30588819465003e-07,-0.587564538393485,0.302,0.445,0.00540569369471806,"ExcitatoryNeuronsCA3","Down"
"1925","CA3","Pom121","24hrvs1hr_PTZ",2.58186464022215e-07,-0.954418439315814,0.13,0.259,0.0060526652760728,"ExcitatoryNeuronsCA3","Down"
"1926","CA3","Ndfip1","24hrvs1hr_PTZ",2.92035426013693e-07,-0.431673807378925,0.498,0.653,0.006846186492039,"ExcitatoryNeuronsCA3","Down"
"1927","CA3","Cmip","24hrvs1hr_PTZ",2.99042459705701e-07,0.570197343095505,0.579,0.453,0.00701045238288076,"ExcitatoryNeuronsCA3","Up"
"1928","CA3","Nlk","24hrvs1hr_PTZ",3.3774606779335e-07,0.706345508132593,0.529,0.416,0.00791778106727951,"ExcitatoryNeuronsCA3","Up"
"1929","CA3","Srsf5","24hrvs1hr_PTZ",3.41244196725992e-07,0.635095271593565,0.575,0.471,0.00799978770384743,"ExcitatoryNeuronsCA3","Up"
"1930","CA3","Gpr176","24hrvs1hr_PTZ",3.7141472288613e-07,1.00981396674322,0.251,0.142,0.00870707534861954,"ExcitatoryNeuronsCA3","Up"
"1931","CA3","Epha6","24hrvs1hr_PTZ",3.89763457915036e-07,-0.332993750113572,0.967,0.976,0.00913722474390218,"ExcitatoryNeuronsCA3","Down"
"1932","CA3","Oga","24hrvs1hr_PTZ",4.25609208728049e-07,-0.472480389766909,0.419,0.579,0.00997755668021166,"ExcitatoryNeuronsCA3","Down"
"1933","CA3","Azin1","24hrvs1hr_PTZ",4.35650708444334e-07,-0.861056756645253,0.178,0.306,0.0102129595580605,"ExcitatoryNeuronsCA3","Down"
"1934","CA3","Hpca","24hrvs1hr_PTZ",4.4348219927707e-07,-0.870367278751576,0.24,0.379,0.0103965531976524,"ExcitatoryNeuronsCA3","Down"
"1935","CA3","Slc25a4","24hrvs1hr_PTZ",4.90654272963098e-07,-0.646189657180027,0.306,0.443,0.0115024081210739,"ExcitatoryNeuronsCA3","Down"
"1936","CA3","Fam173a","24hrvs1hr_PTZ",7.16567104553291e-07,0.851025368680757,0.326,0.209,0.0167984826320428,"ExcitatoryNeuronsCA3","Up"
"1937","CA3","Pacsin1","24hrvs1hr_PTZ",8.98920811778956e-07,0.573359758425952,0.548,0.427,0.0210734005905341,"ExcitatoryNeuronsCA3","Up"
"1938","CA3","Neurod6","24hrvs1hr_PTZ",9.08250051221575e-07,-0.525391856554241,0.396,0.549,0.0212921059507874,"ExcitatoryNeuronsCA3","Down"
"1939","CA3","Ntng2","24hrvs1hr_PTZ",9.46252419199175e-07,0.776570538321865,0.319,0.2,0.0221829954632863,"ExcitatoryNeuronsCA3","Up"
"1940","CA3","Lmo4","24hrvs1hr_PTZ",1.0391274239646e-06,0.715282508339664,0.381,0.254,0.024360264200002,"ExcitatoryNeuronsCA3","Up"
"1941","CA3","Kirrel3","24hrvs1hr_PTZ",1.05837831380868e-06,0.769856797730917,0.54,0.434,0.0248115628106169,"ExcitatoryNeuronsCA3","Up"
"1942","CA3","Nbr1","24hrvs1hr_PTZ",1.14711987634768e-06,0.879833398641566,0.289,0.178,0.0268919312612186,"ExcitatoryNeuronsCA3","Up"
"1943","CA3","Rcor1","24hrvs1hr_PTZ",1.20217921389966e-06,0.813408445096571,0.304,0.193,0.0281826873114497,"ExcitatoryNeuronsCA3","Up"
"1944","CA3","Rpl23","24hrvs1hr_PTZ",1.28389562317417e-06,-0.650337641755105,0.134,0.253,0.030098365094072,"ExcitatoryNeuronsCA3","Down"
"1945","CA3","Ppp2ca","24hrvs1hr_PTZ",1.3102739497317e-06,-0.609285118199953,0.24,0.374,0.0307167522035602,"ExcitatoryNeuronsCA3","Down"
"1946","CA3","Gigyf1","24hrvs1hr_PTZ",1.4900004692952e-06,0.784312875382209,0.262,0.151,0.0349300810016875,"ExcitatoryNeuronsCA3","Up"
"1947","CA3","Usp4","24hrvs1hr_PTZ",1.64446512725245e-06,0.779467045661961,0.317,0.199,0.0385511959781793,"ExcitatoryNeuronsCA3","Up"
"1948","CA3","AI480526","24hrvs1hr_PTZ",1.66577517899452e-06,1.01543267475574,0.256,0.154,0.0390507675211686,"ExcitatoryNeuronsCA3","Up"
"1949","CA3","Stmn2","24hrvs1hr_PTZ",1.73983801631547e-06,-0.422010414761537,0.628,0.728,0.0407870226164836,"ExcitatoryNeuronsCA3","Down"
"1950","CA3","Atp5o","24hrvs1hr_PTZ",1.81778548534519e-06,-0.85168782982178,0.161,0.279,0.0426143451329472,"ExcitatoryNeuronsCA3","Down"
"1951","CA3","Arl5b","24hrvs1hr_PTZ",1.83648526052855e-06,-1.12503068695284,0.178,0.295,0.0430527239625709,"ExcitatoryNeuronsCA3","Down"
"1952","CA3","Amph","24hrvs1hr_PTZ",2.049291019196e-06,-0.287131028587614,0.833,0.897,0.0480415293630118,"ExcitatoryNeuronsCA3","Down"
"1953","CA1","Gm44257","24hrvs1hr_PTZ",1.49475242327333e-33,1.43929329838389,0.427,0.23,3.50414810587966e-29,"ExcitatoryNeuronsCA1","Up"
"1954","CA1","9530059O14Rik","24hrvs1hr_PTZ",1.92928329627204e-30,0.674466469920981,0.776,0.668,4.52281883145055e-26,"ExcitatoryNeuronsCA1","Up"
"1955","CA1","Rimbp2","24hrvs1hr_PTZ",5.49037671291883e-27,0.75340728765789,0.675,0.533,1.28710901280956e-22,"ExcitatoryNeuronsCA1","Up"
"1956","CA1","Ank2","24hrvs1hr_PTZ",4.02137088037377e-26,0.249554267342176,1,0.999,9.42729975486022e-22,"ExcitatoryNeuronsCA1","Up"
"1957","CA1","Pbx1","24hrvs1hr_PTZ",4.54549235765775e-26,0.432958307212501,0.942,0.927,1.06559977340571e-21,"ExcitatoryNeuronsCA1","Up"
"1958","CA1","Cck","24hrvs1hr_PTZ",4.13371279140433e-24,-1.11976007611658,0.397,0.583,9.69066289688916e-20,"ExcitatoryNeuronsCA1","Down"
"1959","CA1","Gpi1","24hrvs1hr_PTZ",1.0420594567091e-23,0.794636050030582,0.588,0.444,2.44289998436315e-19,"ExcitatoryNeuronsCA1","Up"
"1960","CA1","Fibcd1","24hrvs1hr_PTZ",9.27060337509606e-23,-1.50323516699486,0.101,0.265,2.17330754922377e-18,"ExcitatoryNeuronsCA1","Down"
"1961","CA1","Hnrnpll","24hrvs1hr_PTZ",4.17083169574234e-20,-0.909826531414294,0.29,0.47,9.77768074432876e-16,"ExcitatoryNeuronsCA1","Down"
"1962","CA1","Atp11b","24hrvs1hr_PTZ",7.1681765531582e-20,0.598217843182524,0.713,0.597,1.68043562935688e-15,"ExcitatoryNeuronsCA1","Up"
"1963","CA1","Bcl11a","24hrvs1hr_PTZ",8.2741405610767e-20,0.470369782693123,0.852,0.801,1.93970677173321e-15,"ExcitatoryNeuronsCA1","Up"
"1964","CA1","Bcl6","24hrvs1hr_PTZ",1.73378186908791e-19,0.889314068282528,0.449,0.305,4.06450483570278e-15,"ExcitatoryNeuronsCA1","Up"
"1965","CA1","Arap2","24hrvs1hr_PTZ",4.76961041383539e-19,-1.41893179829641,0.135,0.282,1.11813976931543e-14,"ExcitatoryNeuronsCA1","Down"
"1966","CA1","Galnt18","24hrvs1hr_PTZ",1.53516957809242e-18,0.489325571568301,0.765,0.666,3.59889804192206e-14,"ExcitatoryNeuronsCA1","Up"
"1967","CA1","Nr3c1","24hrvs1hr_PTZ",4.04634808570714e-18,0.744423940811926,0.458,0.312,9.48585381732325e-14,"ExcitatoryNeuronsCA1","Up"
"1968","CA1","Ankrd33b","24hrvs1hr_PTZ",7.93747559228631e-18,-1.43481101023468,0.126,0.264,1.86078240309968e-13,"ExcitatoryNeuronsCA1","Down"
"1969","CA1","Syt4","24hrvs1hr_PTZ",3.39924450115134e-17,-0.843221662467528,0.295,0.467,7.96884888404909e-13,"ExcitatoryNeuronsCA1","Down"
"1970","CA1","Srrm3","24hrvs1hr_PTZ",4.80818292372931e-17,0.761126600176027,0.414,0.272,1.12718232280986e-12,"ExcitatoryNeuronsCA1","Up"
"1971","CA1","Srgap1","24hrvs1hr_PTZ",1.1547951016421e-16,0.509495945996164,0.668,0.529,2.70718615677957e-12,"ExcitatoryNeuronsCA1","Up"
"1972","CA1","Mapk10","24hrvs1hr_PTZ",1.91537903426332e-16,-0.376593604766343,0.883,0.924,4.49022307002351e-12,"ExcitatoryNeuronsCA1","Down"
"1973","CA1","Kcnq3","24hrvs1hr_PTZ",5.33265834731829e-16,0.296568097745241,0.947,0.915,1.25013509636183e-11,"ExcitatoryNeuronsCA1","Up"
"1974","CA1","4930509J09Rik","24hrvs1hr_PTZ",1.69044224263175e-15,0.766533531790362,0.53,0.425,3.96290374940161e-11,"ExcitatoryNeuronsCA1","Up"
"1975","CA1","Xylt1","24hrvs1hr_PTZ",2.84694875810287e-15,0.444631032794698,0.724,0.605,6.67410197362055e-11,"ExcitatoryNeuronsCA1","Up"
"1976","CA1","Foxp1","24hrvs1hr_PTZ",3.18111563747732e-15,0.290870934352418,0.944,0.926,7.45748938893809e-11,"ExcitatoryNeuronsCA1","Up"
"1977","CA1","Susd6","24hrvs1hr_PTZ",4.00374324504869e-15,-0.804191033076116,0.297,0.451,9.38597528936764e-11,"ExcitatoryNeuronsCA1","Down"
"1978","CA1","Klhl29","24hrvs1hr_PTZ",5.99238215705961e-15,0.57777300319859,0.633,0.544,1.40479414907948e-10,"ExcitatoryNeuronsCA1","Up"
"1979","CA1","Nckap5","24hrvs1hr_PTZ",6.70178984460241e-15,0.283611728188304,0.819,0.656,1.57110059327014e-10,"ExcitatoryNeuronsCA1","Up"
"1980","CA1","Polb","24hrvs1hr_PTZ",9.06015855352756e-15,0.696759190664119,0.514,0.394,2.12397296970347e-10,"ExcitatoryNeuronsCA1","Up"
"1981","CA1","Syt14","24hrvs1hr_PTZ",1.44146973374798e-14,-0.601630715253008,0.51,0.648,3.37923749682538e-10,"ExcitatoryNeuronsCA1","Down"
"1982","CA1","Gm28750","24hrvs1hr_PTZ",1.44868141674154e-14,0.967571599349954,0.279,0.163,3.39614384526718e-10,"ExcitatoryNeuronsCA1","Up"
"1983","CA1","Mical3","24hrvs1hr_PTZ",1.62462139604035e-14,0.554884898205544,0.559,0.446,3.8085999387374e-10,"ExcitatoryNeuronsCA1","Up"
"1984","CA1","Gm48749","24hrvs1hr_PTZ",2.15284300589606e-14,0.904239321522098,0.367,0.247,5.04690985872213e-10,"ExcitatoryNeuronsCA1","Up"
"1985","CA1","Rpl9","24hrvs1hr_PTZ",2.44244326313597e-14,-0.873857562110132,0.128,0.264,5.72581974176965e-10,"ExcitatoryNeuronsCA1","Down"
"1986","CA1","March4","24hrvs1hr_PTZ",2.82141235129321e-14,0.830272449073124,0.342,0.217,6.61423697513667e-10,"ExcitatoryNeuronsCA1","Up"
"1987","CA1","Atp6v0a1","24hrvs1hr_PTZ",3.01457317762118e-14,0.48855324524066,0.704,0.613,7.06706390029732e-10,"ExcitatoryNeuronsCA1","Up"
"1988","CA1","Gm44151","24hrvs1hr_PTZ",3.39591104925577e-14,0.940594426731804,0.282,0.166,7.96103427277029e-10,"ExcitatoryNeuronsCA1","Up"
"1989","CA1","Slc17a7","24hrvs1hr_PTZ",6.26830962117311e-14,0.525621511455223,0.616,0.513,1.46947982449161e-09,"ExcitatoryNeuronsCA1","Up"
"1990","CA1","9330159F19Rik","24hrvs1hr_PTZ",6.31884462528473e-14,0.609721878370884,0.564,0.454,1.4813267455055e-09,"ExcitatoryNeuronsCA1","Up"
"1991","CA1","9330159F19Rik","24hrvs1hr_PTZ",6.09759185423985e-10,1.07966062583927,0.389,0.18,1.42945845838945e-05,"ExcitatoryNeuronsImmatureDG","Up"
"1992","CA1","Lrp1b","24hrvs1hr_PTZ",2.20771720672219e-13,-0.484415079875105,0.772,0.816,5.17555144771884e-09,"ExcitatoryNeuronsCA1","Down"
"1993","CA1","Cx3cl1","24hrvs1hr_PTZ",2.40082365140693e-13,-0.913203215817358,0.141,0.268,5.62825088599327e-09,"ExcitatoryNeuronsCA1","Down"
"1994","CA1","Ppp3r1","24hrvs1hr_PTZ",2.60945980510765e-13,-0.961114365633573,0.16,0.282,6.11735662111387e-09,"ExcitatoryNeuronsCA1","Down"
"1995","CA1","Nol4l","24hrvs1hr_PTZ",3.04013137561415e-13,0.797587333454056,0.326,0.206,7.12697998385225e-09,"ExcitatoryNeuronsCA1","Up"
"1996","CA1","Ap2b1","24hrvs1hr_PTZ",4.41588638150342e-13,-0.61099437137801,0.447,0.587,1.03521624441585e-08,"ExcitatoryNeuronsCA1","Down"
"1997","CA1","Gm9801","24hrvs1hr_PTZ",8.7340448711892e-13,0.484594983134838,0.642,0.542,2.04752213915288e-08,"ExcitatoryNeuronsCA1","Up"
"1998","CA1","Gm13986","24hrvs1hr_PTZ",1.90900660239224e-12,0.914768912647191,0.284,0.172,4.47528417798813e-08,"ExcitatoryNeuronsCA1","Up"
"1999","CA1","Vrk2","24hrvs1hr_PTZ",2.19767099386631e-12,1.18825446899214,0.257,0.155,5.15200011092079e-08,"ExcitatoryNeuronsCA1","Up"
"2000","CA1","Pantr1","24hrvs1hr_PTZ",2.37589904560052e-12,0.747870434033763,0.436,0.329,5.5698201326013e-08,"ExcitatoryNeuronsCA1","Up"
"2001","CA1","Sdc3","24hrvs1hr_PTZ",2.55683560376985e-12,-0.758277977814822,0.141,0.265,5.99398970591765e-08,"ExcitatoryNeuronsCA1","Down"
"2002","CA1","Mindy3","24hrvs1hr_PTZ",2.69627246108286e-12,-0.550162982519883,0.397,0.548,6.32087153051656e-08,"ExcitatoryNeuronsCA1","Down"
"2003","CA1","Etv1","24hrvs1hr_PTZ",2.9219756983922e-12,-0.834662771788353,0.235,0.366,6.84998762974084e-08,"ExcitatoryNeuronsCA1","Down"
"2004","CA1","Vezt","24hrvs1hr_PTZ",3.01759503333056e-12,0.586719088879076,0.537,0.436,7.07414803663683e-08,"ExcitatoryNeuronsCA1","Up"
"2005","CA1","Adam12","24hrvs1hr_PTZ",3.28316455220693e-12,0.761732236030784,0.357,0.243,7.69672265973871e-08,"ExcitatoryNeuronsCA1","Up"
"2006","CA1","Ulk4","24hrvs1hr_PTZ",3.34142379684927e-12,0.661282502716944,0.463,0.357,7.83329980695376e-08,"ExcitatoryNeuronsCA1","Up"
"2007","CA1","Ddx3x","24hrvs1hr_PTZ",3.83932253864079e-12,-0.874587381960379,0.151,0.272,9.00052382733561e-08,"ExcitatoryNeuronsCA1","Down"
"2008","CA1","Rbm5","24hrvs1hr_PTZ",4.19741681952802e-12,0.542912184369862,0.643,0.56,9.84000425001953e-08,"ExcitatoryNeuronsCA1","Up"
"2009","CA1","4930532I03Rik","24hrvs1hr_PTZ",4.67545996958263e-12,0.903700176318721,0.254,0.148,1.09606808066926e-07,"ExcitatoryNeuronsCA1","Up"
"2010","CA1","Chd4","24hrvs1hr_PTZ",4.85996382274984e-12,-0.534793579942479,0.339,0.489,1.13932131896725e-07,"ExcitatoryNeuronsCA1","Down"
"2011","CA1","Pik3c2b","24hrvs1hr_PTZ",4.89848465626435e-12,0.755250296165271,0.367,0.256,1.14835175796805e-07,"ExcitatoryNeuronsCA1","Up"
"2012","CA1","2900097C17Rik","24hrvs1hr_PTZ",6.46201219816447e-12,-0.789932721090839,0.152,0.275,1.5148895196157e-07,"ExcitatoryNeuronsCA1","Down"
"2013","CA1","Snap25","24hrvs1hr_PTZ",7.33625742288616e-12,-0.384838100727501,0.649,0.781,1.7198388276472e-07,"ExcitatoryNeuronsCA1","Down"
"2014","CA1","Srgap3","24hrvs1hr_PTZ",8.3127173154325e-12,0.320516213778572,0.842,0.815,1.94875032025684e-07,"ExcitatoryNeuronsCA1","Up"
"2015","CA1","Dnaja1","24hrvs1hr_PTZ",9.65433607509289e-12,-0.517311061856853,0.266,0.408,2.26326600608403e-07,"ExcitatoryNeuronsCA1","Down"
"2016","CA1","Luzp2","24hrvs1hr_PTZ",1.00331435831497e-11,-1.35108576710223,0.204,0.314,2.35206985019779e-07,"ExcitatoryNeuronsCA1","Down"
"2017","CA1","Mir124a-1hg","24hrvs1hr_PTZ",1.0667456208494e-11,0.427008000205812,0.709,0.651,2.50077175895726e-07,"ExcitatoryNeuronsCA1","Up"
"2018","CA1","Gria1","24hrvs1hr_PTZ",1.07228848009665e-11,0.206325311465775,0.996,0.992,2.51376588389059e-07,"ExcitatoryNeuronsCA1","Up"
"2019","CA1","Schip1","24hrvs1hr_PTZ",1.11059724161138e-11,-0.319105106570413,0.954,0.97,2.60357311350955e-07,"ExcitatoryNeuronsCA1","Down"
"2020","CA1","Gpr137c","24hrvs1hr_PTZ",1.21353970160445e-11,0.644628803719624,0.505,0.402,2.84490112247131e-07,"ExcitatoryNeuronsCA1","Up"
"2021","CA1","Celf5","24hrvs1hr_PTZ",1.96530706977232e-11,0.437259747490848,0.647,0.572,4.60726936366726e-07,"ExcitatoryNeuronsCA1","Up"
"2022","CA1","Rsrc1","24hrvs1hr_PTZ",2.05162165500703e-11,-0.499270148004346,0.335,0.477,4.80961664583297e-07,"ExcitatoryNeuronsCA1","Down"
"2023","CA1","Lmo7","24hrvs1hr_PTZ",2.13463424382255e-11,-0.487401506091281,0.541,0.665,5.00422305779319e-07,"ExcitatoryNeuronsCA1","Down"
"2024","CA1","Flrt2","24hrvs1hr_PTZ",2.29680537633674e-11,0.505726900689974,0.609,0.511,5.38440084374622e-07,"ExcitatoryNeuronsCA1","Up"
"2025","CA1","Frmpd4","24hrvs1hr_PTZ",2.33293871501819e-11,-0.489941991213531,0.852,0.844,5.46910822961714e-07,"ExcitatoryNeuronsCA1","Down"
"2026","CA1","Frmpd4","24hrvs1hr_PTZ",1.27091782224653e-07,-0.401581195806189,0.705,0.877,0.00297941265069255,"ExcitatoryNeuronsImmatureDG","Down"
"2027","CA1","Rprml","24hrvs1hr_PTZ",2.59283838822032e-11,-0.78352014495687,0.145,0.26,6.0783910335049e-07,"ExcitatoryNeuronsCA1","Down"
"2028","CA1","Agap1","24hrvs1hr_PTZ",2.75970005137224e-11,0.557296402454911,0.556,0.458,6.46956483043194e-07,"ExcitatoryNeuronsCA1","Up"
"2029","CA1","Ubc","24hrvs1hr_PTZ",3.05841876270126e-11,-0.777351549011641,0.147,0.265,7.16985110540056e-07,"ExcitatoryNeuronsCA1","Down"
"2030","CA1","Reps1","24hrvs1hr_PTZ",3.30029682787928e-11,-0.687763190684936,0.265,0.405,7.7368858535974e-07,"ExcitatoryNeuronsCA1","Down"
"2031","CA1","Tubb4b","24hrvs1hr_PTZ",3.392889846156e-11,-0.648347003843915,0.158,0.278,7.9539516663435e-07,"ExcitatoryNeuronsCA1","Down"
"2032","CA1","Rpl17","24hrvs1hr_PTZ",3.77875957835297e-11,-0.776077426326711,0.167,0.285,8.85854607953286e-07,"ExcitatoryNeuronsCA1","Down"
"2033","CA1","Rps23","24hrvs1hr_PTZ",4.49764129521733e-11,-0.736979086818718,0.144,0.257,1.0543820488378e-06,"ExcitatoryNeuronsCA1","Down"
"2034","CA1","Atp5g1","24hrvs1hr_PTZ",5.41602668399187e-11,-0.738429313144557,0.152,0.27,1.26967913552821e-06,"ExcitatoryNeuronsCA1","Down"
"2035","CA1","Mif","24hrvs1hr_PTZ",5.59378742151345e-11,-0.696978349087933,0.189,0.312,1.3113515852254e-06,"ExcitatoryNeuronsCA1","Down"
"2036","CA1","Fhod3","24hrvs1hr_PTZ",6.05652495898248e-11,0.789552133320946,0.305,0.201,1.41983114613426e-06,"ExcitatoryNeuronsCA1","Up"
"2037","CA1","Clmp","24hrvs1hr_PTZ",6.39906071515327e-11,0.676994786649638,0.335,0.224,1.50013180345338e-06,"ExcitatoryNeuronsCA1","Up"
"2038","CA1","Hs3st4","24hrvs1hr_PTZ",7.40053373354592e-11,-0.489496736365056,0.345,0.479,1.73490712315517e-06,"ExcitatoryNeuronsCA1","Down"
"2039","CA1","Dgkg","24hrvs1hr_PTZ",1.03407660283216e-10,0.368769626548183,0.762,0.703,2.42418578001944e-06,"ExcitatoryNeuronsCA1","Up"
"2040","CA1","Epc1","24hrvs1hr_PTZ",1.13722221411361e-10,0.51995450121864,0.515,0.412,2.66599003654654e-06,"ExcitatoryNeuronsCA1","Up"
"2041","CA1","Epc1","24hrvs1hr_PTZ",7.89543684990973e-07,0.767879894537479,0.367,0.192,0.0185092726072434,"ExcitatoryNeuronsImmatureDG","Up"
"2042","CA1","Arf3","24hrvs1hr_PTZ",1.16485789171786e-10,-0.734431798607251,0.174,0.29,2.73077635555419e-06,"ExcitatoryNeuronsCA1","Down"
"2043","CA1","Rap1gap2","24hrvs1hr_PTZ",1.34658990836324e-10,0.76419060722244,0.31,0.206,3.15681072217594e-06,"ExcitatoryNeuronsCA1","Up"
"2044","CA1","Gm48678","24hrvs1hr_PTZ",2.51841250845459e-10,0.622402129814174,0.404,0.306,5.90391444357009e-06,"ExcitatoryNeuronsCA1","Up"
"2045","CA1","Cnih2","24hrvs1hr_PTZ",2.53019494269467e-10,-0.682142431589956,0.195,0.317,5.93153600415912e-06,"ExcitatoryNeuronsCA1","Down"
"2046","CA1","Cacng8","24hrvs1hr_PTZ",2.77409624617269e-10,0.689429856334332,0.338,0.241,6.50331382990263e-06,"ExcitatoryNeuronsCA1","Up"
"2047","CA1","Ints3","24hrvs1hr_PTZ",3.36473012295412e-10,0.802891056065795,0.275,0.179,7.88793682724134e-06,"ExcitatoryNeuronsCA1","Up"
"2048","CA1","Galnt16","24hrvs1hr_PTZ",3.65716652893036e-10,-0.80257440936537,0.163,0.273,8.57349549377145e-06,"ExcitatoryNeuronsCA1","Down"
"2049","CA1","Man1a","24hrvs1hr_PTZ",3.79926967202186e-10,-0.677385222041902,0.571,0.64,8.90662789212085e-06,"ExcitatoryNeuronsCA1","Down"
"2050","CA1","Pacs1","24hrvs1hr_PTZ",3.84610503423691e-10,0.506673044352833,0.549,0.455,9.0164240317616e-06,"ExcitatoryNeuronsCA1","Up"
"2051","CA1","Shank2","24hrvs1hr_PTZ",4.08272259875764e-10,0.432222808314036,0.618,0.543,9.57112658826754e-06,"ExcitatoryNeuronsCA1","Up"
"2052","CA1","Mylip","24hrvs1hr_PTZ",5.01746233616124e-10,0.634434620235141,0.387,0.288,1.17624369546628e-05,"ExcitatoryNeuronsCA1","Up"
"2053","CA1","Trip12","24hrvs1hr_PTZ",5.10687994218718e-10,-0.361931344027296,0.635,0.753,1.19720586484694e-05,"ExcitatoryNeuronsCA1","Down"
"2054","CA1","D130043K22Rik","24hrvs1hr_PTZ",5.46593783515664e-10,0.765864621607361,0.312,0.213,1.28137980669577e-05,"ExcitatoryNeuronsCA1","Up"
"2055","CA1","Tnrc6c","24hrvs1hr_PTZ",5.48599126308976e-10,0.363133096693202,0.771,0.735,1.28608093180613e-05,"ExcitatoryNeuronsCA1","Up"
"2056","CA1","Unc13b","24hrvs1hr_PTZ",5.50132290849927e-10,0.413221242621401,0.684,0.611,1.28967512943948e-05,"ExcitatoryNeuronsCA1","Up"
"2057","CA1","Map1b","24hrvs1hr_PTZ",5.58941637720375e-10,0.301493785214557,0.859,0.838,1.31032688130787e-05,"ExcitatoryNeuronsCA1","Up"
"2058","CA1","Gm15398","24hrvs1hr_PTZ",5.65084884065059e-10,0.850154294739019,0.255,0.158,1.32472849371372e-05,"ExcitatoryNeuronsCA1","Up"
"2059","CA1","Camk1d","24hrvs1hr_PTZ",6.70057662625666e-10,0.266960441542488,0.891,0.89,1.57081617849335e-05,"ExcitatoryNeuronsCA1","Up"
"2060","CA1","Cox4i1","24hrvs1hr_PTZ",7.03249262507886e-10,-0.483317793207887,0.267,0.411,1.64862724609724e-05,"ExcitatoryNeuronsCA1","Down"
"2061","CA1","Gm20713","24hrvs1hr_PTZ",7.08041240990043e-10,0.758928668674367,0.303,0.207,1.65986108125296e-05,"ExcitatoryNeuronsCA1","Up"
"2062","CA1","Tmem108","24hrvs1hr_PTZ",8.20593731829159e-10,0.455284893175669,0.516,0.411,1.9237178855271e-05,"ExcitatoryNeuronsCA1","Up"
"2063","CA1","Dlgap1","24hrvs1hr_PTZ",8.59988502562879e-10,-0.212215119359123,1,0.996,2.01607104655816e-05,"ExcitatoryNeuronsCA1","Down"
"2064","CA1","Luc7l3","24hrvs1hr_PTZ",9.19903765228432e-10,0.388329502643568,0.664,0.592,2.15653039682501e-05,"ExcitatoryNeuronsCA1","Up"
"2065","CA1","Csde1","24hrvs1hr_PTZ",9.4378894494447e-10,-0.48014328414693,0.33,0.46,2.21252442363332e-05,"ExcitatoryNeuronsCA1","Down"
"2066","CA1","March3","24hrvs1hr_PTZ",9.45805866408989e-10,0.707382345195793,0.338,0.243,2.21725269262259e-05,"ExcitatoryNeuronsCA1","Up"
"2067","CA1","5031425E22Rik","24hrvs1hr_PTZ",9.51862764095405e-10,0.6272690792266,0.393,0.295,2.23145187786886e-05,"ExcitatoryNeuronsCA1","Up"
"2068","CA1","Vcl","24hrvs1hr_PTZ",1.20038704857753e-09,-0.645261947803198,0.382,0.502,2.8140673579803e-05,"ExcitatoryNeuronsCA1","Down"
"2069","CA1","Setbp1","24hrvs1hr_PTZ",1.41856314488991e-09,0.305170705691711,0.888,0.885,3.32553758056541e-05,"ExcitatoryNeuronsCA1","Up"
"2070","CA1","Rgs11","24hrvs1hr_PTZ",1.59580755706277e-09,0.673382818117621,0.388,0.292,3.74105165602226e-05,"ExcitatoryNeuronsCA1","Up"
"2071","CA1","Arhgef2","24hrvs1hr_PTZ",1.67305010763007e-09,0.559727477815855,0.373,0.27,3.92213136731717e-05,"ExcitatoryNeuronsCA1","Up"
"2072","CA1","Nsg1","24hrvs1hr_PTZ",1.68185919826617e-09,-0.599280158575542,0.267,0.384,3.94278251849538e-05,"ExcitatoryNeuronsCA1","Down"
"2073","CA1","Zfand5","24hrvs1hr_PTZ",1.71493820683956e-09,-0.523905828439889,0.283,0.408,4.02032963829398e-05,"ExcitatoryNeuronsCA1","Down"
