"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
2.9623969544194e-07,0.557270325771019,0.535,0.323,0.0069447471802454,"Clk1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
3.08980831331139e-07,0.984052873489756,0.258,0.121,0.0072434376288959,"Bean1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
3.21743193371365e-07,0.633849419139122,0.399,0.221,0.00754262568220491,"Rapgef1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
3.42676224431033e-07,0.473917841427923,0.543,0.346,0.00803335872933671,"Ppp2r5c","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
3.53255711260985e-07,0.804278312273405,0.323,0.173,0.00828137363909127,"Map3k3","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
3.5403859143623e-07,0.776235919497047,0.404,0.24,0.00829972669903954,"Efr3a","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
3.58172004015298e-07,0.711372576206436,0.357,0.193,0.00839662629013064,"2900026A02Rik","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
3.58335376439624e-07,0.621145945239417,0.337,0.177,0.00840045622987411,"Safb","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
3.60304424916351e-07,0.893766282323611,0.268,0.128,0.00844661663331403,"Rnf25","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
3.85227628442748e-07,-1.19563984806022,0.22,0.323,0.00903089129358334,"Prnp","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
4.03201536740639e-07,-1.19529153648381,0.168,0.266,0.00945225362581081,"Rnasek","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
4.11363557226842e-07,0.759695154569289,0.285,0.136,0.00964359587206886,"2610037D02Rik","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
4.16002728223068e-07,0.632909636629358,0.43,0.249,0.00975235195773337,"Hectd2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
4.79931299099023e-07,0.766815458888309,0.366,0.221,0.0112510294447784,"L3mbtl4","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
5.0036813442056e-07,0.596259425292933,0.41,0.242,0.0117301301752212,"Kdm2a","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
5.23083582552207e-07,-0.331018268099966,0.95,0.916,0.0122626484257714,"Nell2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
5.52077392180419e-07,0.793921375689841,0.303,0.158,0.0129423503048856,"Lrrc28","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
5.86167054938048e-07,0.231358355093988,0.997,0.994,0.0137415142689127,"Nlgn1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
5.94673543419175e-07,0.583145446155731,0.605,0.411,0.0139409318783757,"Wdr17","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
6.10270154884715e-07,-0.373248419219069,0.983,0.972,0.0143065632409624,"Gpm6a","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
6.22803262277433e-07,0.661952454697191,0.351,0.19,0.0146003768775699,"St7l","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
6.25478436933419e-07,0.244703480582929,0.977,0.92,0.0146630909970302,"Gabrb1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
6.3518029904501e-07,-0.254999950262846,0.991,0.996,0.0148905317505122,"Lsamp","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
6.44256647427652e-07,0.892146859741273,0.262,0.13,0.0151033085856464,"Nek10","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
7.10130428365358e-07,0.377493600785307,0.709,0.519,0.0166475876321691,"Gria3","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
7.69168665352192e-07,-0.336119404653623,0.976,0.959,0.0180316210218514,"Pbx1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
7.70849988206036e-07,-0.635887336019608,0.738,0.79,0.0180710362735141,"Epha6","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
7.78772669935086e-07,0.738029125274993,0.303,0.16,0.0182567677012882,"Sorbs2os","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
8.19194260175055e-07,0.597983174553072,0.367,0.197,0.0192043710412838,"Phc2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
8.48740744667878e-07,0.744942253756651,0.393,0.238,0.0198970292772491,"Pde8b","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
8.73283654156802e-07,0.193921679785639,0.966,0.898,0.0204723887043979,"Hivep2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
8.75258120955525e-07,0.437952515056145,0.564,0.364,0.0205186761295604,"Ksr2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
8.83189079776313e-07,0.552889544326915,0.45,0.266,0.0207046015971961,"Atxn7l1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
9.58622233434656e-07,0.756016122268578,0.32,0.169,0.0224729810184086,"Pla2g4e","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
9.6344727938706e-07,0.774357088655467,0.29,0.149,0.0225860945706708,"Rsbn1l","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
9.94545180012487e-07,0.560444240401482,0.511,0.32,0.0233151226550327,"Pknox2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.01588987502663e-06,0.657339163673215,0.341,0.188,0.0238155063402492,"Kcnb1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.01836002597985e-06,-0.447326189856756,0.686,0.74,0.0238734140890456,"Kirrel3","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
1.02515786742927e-06,0.845903580682609,0.303,0.162,0.0240327758861444,"Myo1d","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.07633323882848e-06,-0.913434632829599,0.299,0.39,0.0252324801178562,"Maged1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
1.10971735066789e-06,0.37236977900245,0.684,0.446,0.0260151038517074,"Mcu","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.13941686525434e-06,-0.313173522222968,0.945,0.924,0.0267113495721574,"Ttc3","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
1.14191706490656e-06,0.543308740808691,0.492,0.303,0.0267699617526045,"Bicdl1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.17337468220907e-06,-0.875801602343575,0.502,0.554,0.0275074226750272,"Syt4","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
1.21581153574846e-06,-0.292223607135067,0.994,0.987,0.0285022698325511,"Gabrb3","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
1.22352452109733e-06,0.535569244082908,0.418,0.255,0.0286830853480847,"Ube2b","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.25846734032695e-06,0.502696461444228,0.558,0.374,0.0295022498592848,"Vps13a","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.29418734313331e-06,0.55685605465751,0.375,0.214,0.0303396338850741,"Cdyl2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.36520625113733e-06,-0.341538678620998,0.904,0.87,0.0320045301454123,"Mbd5","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
1.39983052973655e-06,-0.338004773336634,0.889,0.842,0.0328162271086139,"Kif1b","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
1.40666862694242e-06,0.633089242483514,0.372,0.214,0.0329765326214112,"Sesn1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.43922865173018e-06,0.569845741844593,0.375,0.214,0.0337398372825107,"Dop1b","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.4508840559494e-06,0.515195348225321,0.465,0.279,0.0340130749236217,"Itch","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.53241261040096e-06,-1.03780426188887,0.191,0.286,0.0359243488256296,"Dynll1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
1.57803804739283e-06,0.475979930270578,0.52,0.327,0.0369939459450301,"Phf24","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.59813709296314e-06,0.585119953811652,0.473,0.299,0.0374651278703349,"Ttll7","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.69039992301504e-06,0.620401150489791,0.323,0.175,0.0396280453952415,"Mphosph9","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.76944821199117e-06,0.374011124995886,0.8,0.597,0.0414811744337089,"Camta1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.77308661729135e-06,0.337447263494053,0.607,0.4,0.0415664695691611,"Galnt18","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.80859524684856e-06,0.884790119559241,0.268,0.139,0.0423988983718708,"Cacul1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.84195252952789e-06,0.582702049452207,0.428,0.249,0.0431808931497224,"Sgsm1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.84897264363117e-06,0.233969092762237,0.992,0.957,0.0433454656846456,"Kcnma1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.9045955495303e-06,0.689829040458422,0.285,0.149,0.0446494334676389,"Pde4a","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.91491633075259e-06,0.689988359999314,0.387,0.232,0.044891383541833,"Map3k5","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.96507402671888e-06,0.98691276681973,0.264,0.134,0.0460672304083707,"Cemip2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
1.97595595735775e-06,0.763523052432984,0.305,0.169,0.0463223355083377,"Adamts20","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
2.03299547499638e-06,0.698841624556275,0.317,0.175,0.0476595129203402,"Jakmip3","L45ExcitatoryNeurons","24hrvs1hr_SAL","Up"
2.04208730128401e-06,-0.263079311157982,0.963,0.968,0.0478726526040011,"Ppfia2","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
2.05427478736852e-06,-0.904910338520097,0.258,0.355,0.0481583638402801,"Rplp1","L45ExcitatoryNeurons","24hrvs1hr_SAL","Down"
1.44190431872293e-88,1.83132381146769,0.958,0.671,3.38025629438217e-84,"Cwc22","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
6.71359933945639e-53,-1.57122906610108,0.664,0.864,1.57386909314876e-48,"Gm47283","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
5.71273666229579e-31,-0.859313240452684,0.92,0.942,1.339236855742e-26,"AY036118","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
7.66325460045916e-29,-0.421798436210012,1,1,1.79649677598564e-24,"Malat1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
5.64110280802582e-23,-0.444411874936168,1,1,1.32244373128549e-18,"Gm42418","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
1.27192628161038e-18,-1.69775189305542,0.199,0.433,2.98177678197922e-14,"Mid1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
5.05276849803542e-15,1.02591934825108,0.571,0.316,1.18452051899444e-10,"Pcdh11x","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
3.86754447007518e-14,-0.322211970876042,1,1,9.06668450119724e-10,"Meg3","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
9.31306963631689e-14,0.776857509227222,0.801,0.673,2.18326291484177e-09,"Gm20754","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
2.14423189875782e-13,0.545076787406039,0.909,0.807,5.02672284025795e-09,"Egfem1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
3.26303891497715e-13,-0.354668263801131,1,1,7.64954212838094e-09,"Gria2","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
1.80869369244908e-12,-0.726806384013682,0.658,0.742,4.24012062320838e-08,"Snrnp70","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
4.41380933271661e-12,-0.61815737741451,0.75,0.803,1.03472932186875e-07,"Ddx5","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
2.84903013625764e-11,-0.48886654246765,0.915,0.952,6.67898134842878e-07,"Snhg11","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
3.30976952816743e-10,-0.449212985843277,0.875,0.874,7.7590927048829e-06,"Camk1d","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
3.32332456192331e-10,-1.01229187390465,0.346,0.524,7.79086977051683e-06,"Sox5","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
6.48123556147551e-10,-0.276610288782653,1,0.998,1.5193960526767e-05,"Ctnna2","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
6.76726316300016e-10,0.987008363600725,0.316,0.134,1.58644950330213e-05,"Tmtc4","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
1.47357440011743e-09,0.493352621732171,0.936,0.92,3.4545004661953e-05,"Nrxn3","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
2.05914762681918e-09,-0.313796720420687,0.98,0.994,4.82725978155221e-05,"Ncam1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
6.21610576621905e-09,-0.568562591347023,0.775,0.79,0.000145724167477473,"Arglu1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
1.24250370758759e-08,-0.311730793212007,0.966,0.961,0.000291280144169758,"Map2","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
3.24248982106715e-08,-0.450711476991637,0.899,0.892,0.000760136888752771,"Chl1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
7.88772474645632e-08,0.845048976568139,0.414,0.249,0.00184911931231176,"Nrip1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
1.14332005819735e-07,-0.382930630332698,0.825,0.864,0.00268028521243204,"Pfkp","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
1.76683665988665e-07,-0.415952524491674,0.853,0.842,0.00414199518177227,"Cacna1b","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
2.17077516210463e-07,0.673935712913903,0.429,0.238,0.00508894821252187,"Lekr1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
2.22201791419151e-07,0.667880180503844,0.364,0.203,0.00520907659623916,"Glis3","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
2.43748638921382e-07,0.909079505863977,0.38,0.227,0.00571419934223396,"Hbb-bs","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
3.1717620097368e-07,0.8142992438232,0.549,0.394,0.00743556167942598,"Kcnh5","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
3.37597776439583e-07,0.591932732322208,0.431,0.251,0.00791430467307315,"Gm45159","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
3.51966307304112e-07,-0.656027592417893,0.581,0.63,0.0082511461421303,"Pabpn1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
3.93286278577021e-07,-0.385480538722073,0.863,0.833,0.0092198102286811,"Cacna1d","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
4.26093863144739e-07,-0.637970174926693,0.71,0.758,0.00998891843370213,"Unc5c","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
4.27634069700283e-07,0.655485352201675,0.567,0.416,0.0100250254959837,"Nectin3","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
4.57131339061615e-07,0.55016775866648,0.66,0.498,0.0107165299816214,"Thrb","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
5.03608352420475e-07,-0.677033764593826,0.431,0.53,0.0118060906057932,"Lars2","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
5.26423298740019e-07,0.70416021843522,0.465,0.297,0.0123409413923623,"Cdh6","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
7.92953963553102e-07,-0.828815218969494,0.658,0.688,0.0185892197675754,"Nfib","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
9.51083709579848e-07,0.84001128724698,0.29,0.149,0.0222962554036804,"Nr3c1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
9.64436062593482e-07,0.32484360181924,0.845,0.641,0.022609274615379,"Csmd2","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
1.32386816223891e-06,0.590182026342473,0.569,0.426,0.0310354413273668,"Efna5","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
1.39953051976118e-06,-0.904041759162899,0.203,0.325,0.0328091939747613,"Rpl38","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
1.49188563450658e-06,0.700895864837129,0.412,0.24,0.0349742749297378,"Efr3a","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
1.55221991103147e-06,-0.353437939543629,0.871,0.939,0.0363886913743107,"Cntnap2","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
1.62831276125054e-06,0.651083637290043,0.28,0.139,0.0381725360619963,"Dleu2","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
1.77400805424946e-06,-0.823141577318871,0.306,0.416,0.0415880708157702,"Dalrd3","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
1.79942503008115e-06,-0.571762888147964,0.642,0.68,0.0421839209801924,"Actb","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
1.98687361187068e-06,0.332731367782166,0.783,0.619,0.0465782780830843,"Pde1a","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
2.11084683473425e-06,0.805602563395875,0.364,0.212,0.049484582346675,"Gpr137c","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
2.49946086804049e-45,-1.17531740456637,0.543,0.936,5.85948611294731e-41,"Cwc22","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
1.41085789550945e-43,1.63979009388105,0.756,0.422,3.30747416444281e-39,"mt-Co3","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
2.25595528246378e-38,2.00076527206909,0.611,0.277,5.28863596867984e-34,"mt-Nd1","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.43063359627837e-28,1.53232190248819,0.639,0.377,3.35383433975539e-24,"mt-Co2","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
5.6580078314266e-28,1.41583377198428,0.651,0.375,1.32640677592134e-23,"mt-Atp6","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.90694202063636e-24,1.47567530585012,0.482,0.22,4.47044417897782e-20,"mt-Cytb","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
4.88298331975551e-24,1.39798392088273,0.569,0.316,1.14471777965028e-19,"mt-Co1","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.22389025352349e-18,1.15303525619592,0.778,0.701,2.86916592133513e-14,"Tuba1a","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
9.9104123293581e-18,1.3181961258408,0.478,0.259,2.32329796237142e-13,"mt-Nd2","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.59362306469228e-17,0.396720072563161,0.993,0.959,3.73593055055811e-13,"Dab1","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.0802567323329e-16,1.2753459202156,0.522,0.309,2.53244585760802e-12,"Tubb2b","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.01367398839771e-14,1.14664914805055,0.412,0.215,2.37635593100074e-10,"mt-Nd4","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.235378419778e-14,-1.67660337406898,0.119,0.326,2.89609762948557e-10,"Mkx","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
4.86856728685704e-14,0.807840926914816,0.768,0.628,1.1413382290579e-09,"Edil3","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
5.12228638275658e-14,0.527362921447099,0.948,0.86,1.20081759670962e-09,"Egfem1","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
5.7643469484777e-14,1.18822525540557,0.501,0.32,1.35133585513163e-09,"Hsp90ab1","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
4.00365909118705e-13,1.24381923969532,0.415,0.221,9.38577800746979e-09,"Pbx3","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
7.84913040528902e-13,-1.26528696142646,0.288,0.483,1.84007164091191e-08,"Pcdh17","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
8.50275048264885e-13,-0.750583868753056,0.539,0.739,1.99329979564737e-08,"Fat3","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
1.0181314339511e-12,1.09897944227107,0.492,0.314,2.38680552061157e-08,"Actb","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.34620576743651e-12,-1.12136560724765,0.358,0.564,3.15591018060141e-08,"Klhl29","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
1.89789795224919e-12,1.20622311794558,0.569,0.416,4.44924216945777e-08,"Tubb2a","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
3.48619546305996e-11,0.896705242731851,0.562,0.412,8.17268802405145e-07,"Tubb5","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
6.01379484448307e-11,0.759665620676414,0.66,0.527,1.40981392539217e-06,"Las1l","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.02650812086876e-10,-0.240876135400095,1,1,2.40644298775264e-06,"Gm42418","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
1.03453684961427e-10,0.428047761453241,0.972,0.899,2.42526473655073e-06,"5730522E02Rik","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
4.89379725376925e-10,-0.355423177476325,0.967,0.989,1.14725289020112e-05,"Kcnh7","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
7.45221479464929e-10,-0.291163241142692,0.82,0.97,1.74702271430963e-05,"Snhg11","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
7.93491063334343e-10,0.546223337603251,0.843,0.832,1.8601810997747e-05,"Ddx5","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
9.65996009355057e-10,1.27604674068064,0.274,0.137,2.26458444473106e-05,"mt-Nd3","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.83954819437143e-09,-0.605993025018777,0.372,0.575,4.31245283206494e-05,"Kcnh1","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
2.45753963616519e-09,1.34581261749676,0.276,0.143,5.76121016906204e-05,"Gapdh","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
2.99551539621046e-09,-0.776307869369616,0.391,0.57,7.02238674333618e-05,"Lhfp","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
3.99656131944752e-09,0.949202952721925,0.487,0.357,9.36913870118082e-05,"Hspa8","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
4.48288546986487e-09,-0.268906727182562,0.986,0.997,0.000105092284070042,"Nlgn1","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
5.49723738719174e-09,0.440794771012774,0.759,0.642,0.000128871736067936,"Epha3","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
6.4690382454831e-09,-0.82369787102723,0.393,0.582,0.00015165366358886,"Pex5l","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
9.45739028407544e-09,-0.793520827842286,0.304,0.492,0.000221709600429581,"Slc35f4","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
9.45866999963224e-09,0.564220039645818,0.789,0.716,0.000221739600801379,"Snrnp70","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.3989058120625e-08,1.18126337067988,0.33,0.198,0.000327945489521811,"Ckb","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.85377792814039e-08,0.410445612756273,0.974,0.921,0.000434581159693951,"Hs6st3","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.92486767781449e-08,-0.914048079587884,0.431,0.598,0.000451246729710052,"Rora","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
2.04481353704489e-08,-1.11862744965658,0.164,0.319,0.000479365637489434,"Gm34544","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
2.05541049889071e-08,0.644325085167298,0.625,0.53,0.00048184988325495,"Jph4","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
3.35721664303914e-08,-0.6720804860221,0.468,0.619,0.000787032297627667,"Grm3","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
5.88069373335712e-08,0.295382149288578,1,0.994,0.00137861103191091,"Adgrl3","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
7.39894006940698e-08,0.356435491866698,0.965,0.91,0.00173453352047108,"Cadm1","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
8.53218826223781e-08,0.240529462272669,0.993,0.994,0.00200020089431641,"Tenm2","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.05555611968112e-07,-0.398996981469605,0.436,0.623,0.00247454021136845,"Adgrl2","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
1.06220278455022e-07,-1.02633544037166,0.26,0.405,0.00249012198782107,"Fstl5","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
1.22679888268772e-07,0.940767734990812,0.391,0.265,0.00287598462068482,"Hsp90aa1","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
1.46681474346638e-07,1.01303081346121,0.309,0.188,0.00343865380310822,"Cox8a","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
2.19114395658828e-07,0.316232697352755,0.998,0.991,0.00513669877742991,"Tcf4","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
2.2982652783967e-07,0.873614637927621,0.415,0.291,0.00538782329214537,"Cox7b","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
2.4890524302188e-07,0.370206305520388,0.963,0.927,0.00583508561216193,"Epha5","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
2.50875644314167e-07,-0.685310000232334,0.222,0.38,0.00588127772965701,"Hs3st2","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
3.18122354350624e-07,0.94957758299014,0.337,0.206,0.00745774235304168,"Cpne7","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
3.32107430026397e-07,0.791052419397561,0.405,0.279,0.00778559448210882,"Sbf1","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
4.78911248220962e-07,-0.726038627787138,0.309,0.451,0.011227116392044,"Adamts3","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
5.30145843052716e-07,-0.49376903879493,0.333,0.498,0.0124282089986848,"Sox5","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
5.88655712130695e-07,0.793114176159731,0.412,0.29,0.0137998558594799,"Utrn","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
5.93051182827022e-07,0.802055017902882,0.525,0.428,0.0139028988790139,"Camkv","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
6.71895109537548e-07,-0.91162675310281,0.129,0.259,0.0157512370528887,"9630014M24Rik","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
8.60856060525931e-07,-0.708145841033817,0.183,0.334,0.0201810486269094,"Hexb","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
1.31407481263147e-06,-0.587472190254218,0.445,0.598,0.0308058558325196,"Adcy2","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
1.45669251998554e-06,-0.469495795777062,0.609,0.759,0.034149242746021,"Sh3gl2","L45ExcitatoryNeurons","PTZvsSAL_24hr","Down"
1.51434250751035e-06,1.02768458934367,0.293,0.191,0.0355007314035652,"Cox7c","L45ExcitatoryNeurons","PTZvsSAL_24hr","Up"
