"","gene","cell_type","24hrvs1hr_PTZ","24hrvs1hr_SAL","PTZvsSAL_1hr","PTZvsSAL_24hr","pattern"
"1428","Nptx1","ExcitatoryNeuronsCA3",-0.998477970919468,NA,0.643711622435889,NA,"Increase then Baseline"
"1429","Mast1","ExcitatoryNeuronsCA3",0.909135827240151,NA,NA,0.703483776806415,"Late Upregulation"
"1430","Arpp21","ExcitatoryNeuronsCA3",0.33116437716073,0.205999129663778,NA,NA,"Increase in PTZ"
"1431","Dynlt1a","ExcitatoryNeuronsCA3",1.58627123592929,1.48449410294508,NA,NA,"Increase in PTZ"
"1432","Atp2b1","ExcitatoryNeuronsCA3",-0.334651022359646,NA,NA,NA,"Decrease in PTZ"
"1433","Tuba1a","ExcitatoryNeuronsCA3",-0.643616159843689,-2.18718437205002,-0.507175034563056,1.03639317764328,"Decrease then Reversal"
"1434","Las1l","ExcitatoryNeuronsCA3",0.834468440661761,NA,-0.898239736784949,NA,"Decrease then Baseline"
"1435","Ube3a","ExcitatoryNeuronsCA3",0.443214688453212,NA,NA,NA,"Increase in PTZ"
"1436","Nell2","ExcitatoryNeuronsCA3",-0.33727736789455,NA,NA,NA,"Decrease in PTZ"
"1437","Mirg","ExcitatoryNeuronsCA3",0.579130963391389,NA,NA,NA,"Increase in PTZ"
"1438","Stxbp5l","ExcitatoryNeuronsCA3",-0.476258256914616,NA,0.48191725409883,NA,"Increase then Baseline"
"1439","Actg1","ExcitatoryNeuronsCA3",-0.768168773059829,-1.77990254068447,NA,NA,"Decrease in PTZ"
"1440","Rnf182","ExcitatoryNeuronsCA3",-0.604576578820484,NA,0.588916012905956,NA,"Increase then Baseline"
"1441","Tubb2a","ExcitatoryNeuronsCA3",-0.596836354052484,-2.11776251827708,-0.526915924983042,0.99401023924155,"Decrease then Reversal"
"1442","Gm36975","ExcitatoryNeuronsCA3",0.912602138020424,NA,NA,NA,"Increase in PTZ"
"1443","Pkp2","ExcitatoryNeuronsCA3",-0.940001459338061,NA,NA,NA,"Decrease in PTZ"
"1444","4921511C10Rik","ExcitatoryNeuronsCA3",1.17497488385122,NA,NA,NA,"Increase in PTZ"
"1445","Jph4","ExcitatoryNeuronsCA3",0.726668882067502,NA,NA,NA,"Increase in PTZ"
"1446","Fhit","ExcitatoryNeuronsCA3",-0.820494017855493,NA,0.928235791867003,NA,"Increase then Baseline"
"1447","Ptbp2","ExcitatoryNeuronsCA3",-0.536198055059847,NA,NA,NA,"Decrease in PTZ"
"1448","Tubb2b","ExcitatoryNeuronsCA3",-0.767253438763827,-2.47839263204016,NA,1.2476858406427,"Late Upregulation"
"1449","Rasal1","ExcitatoryNeuronsCA3",1.03448204277669,NA,NA,NA,"Increase in PTZ"
"1450","Serinc1","ExcitatoryNeuronsCA3",-0.662471607226024,-0.858410381295331,NA,NA,"Decrease in PTZ"
"1451","Pnkp","ExcitatoryNeuronsCA3",1.36193541568923,NA,NA,NA,"Increase in PTZ"
"1452","Zc3h13","ExcitatoryNeuronsCA3",-0.77497588784488,NA,NA,NA,"Decrease in PTZ"
"1453","Kpnb1","ExcitatoryNeuronsCA3",-0.862337318139917,-1.25275025398551,NA,NA,"Decrease in PTZ"
"1454","Calm3","ExcitatoryNeuronsCA3",-1.08495928325163,-1.45983931220118,NA,NA,"Decrease in PTZ"
"1455","Ranbp2","ExcitatoryNeuronsCA3",-0.856259376679541,NA,NA,NA,"Decrease in PTZ"
"1456","Itm2b","ExcitatoryNeuronsCA3",-0.517243351656024,NA,NA,NA,"Decrease in PTZ"
"1457","Fstl5","ExcitatoryNeuronsCA3",-0.511155898903215,NA,0.377400160760308,NA,"Increase then Baseline"
"1458","Dmd","ExcitatoryNeuronsCA3",-0.461580567197343,NA,NA,NA,"Decrease in PTZ"
"1459","Uchl1","ExcitatoryNeuronsCA3",-0.662038997428804,-1.29660165031888,NA,NA,"Decrease in PTZ"
"1460","Rims2","ExcitatoryNeuronsCA3",-0.353677670007182,NA,NA,NA,"Decrease in PTZ"
"1461","Galnt17","ExcitatoryNeuronsCA3",-0.326384639747669,NA,0.289459136885556,NA,"Increase then Baseline"
"1462","Rab3a","ExcitatoryNeuronsCA3",-1.06398305898446,-1.72859713573143,NA,NA,"Decrease in PTZ"
"1463","Gtdc1","ExcitatoryNeuronsCA3",-0.460683054253331,NA,NA,NA,"Decrease in PTZ"
"1464","Cox7b","ExcitatoryNeuronsCA3",1.0770331481256,NA,NA,0.988281966317629,"Late Upregulation"
"1465","Kansl1","ExcitatoryNeuronsCA3",0.434213746925914,NA,NA,NA,"Increase in PTZ"
"1466","Ywhaz","ExcitatoryNeuronsCA3",-0.559744236820109,NA,NA,NA,"Decrease in PTZ"
"1467","Olfm1","ExcitatoryNeuronsCA3",-0.728760091546625,NA,NA,NA,"Decrease in PTZ"
"1468","Cnot3","ExcitatoryNeuronsCA3",1.02510315749738,NA,NA,NA,"Increase in PTZ"
"1469","Cacna1d","ExcitatoryNeuronsCA3",0.364440810463961,NA,NA,NA,"Increase in PTZ"
"1470","Tanc1","ExcitatoryNeuronsCA3",-1.61220944663556,NA,NA,NA,"Decrease in PTZ"
"1471","Myl6","ExcitatoryNeuronsCA3",-0.811737738153505,-1.55862545710319,NA,NA,"Decrease in PTZ"
"1472","Ppfia2","ExcitatoryNeuronsCA3",-0.266407438941793,NA,NA,NA,"Decrease in PTZ"
"1473","Clk1","ExcitatoryNeuronsCA3",0.670200909458248,NA,NA,NA,"Increase in PTZ"
"1474","Chchd2","ExcitatoryNeuronsCA3",-0.990468922633931,NA,NA,NA,"Decrease in PTZ"
"1475","Fgf14","ExcitatoryNeuronsCA3",-0.188956203982663,NA,NA,NA,"Decrease in PTZ"
"1476","Homer1","ExcitatoryNeuronsCA3",-0.822299125702401,NA,0.683596298755503,NA,"Increase then Baseline"
"1477","Leng8","ExcitatoryNeuronsCA3",0.780687164182875,NA,NA,NA,"Increase in PTZ"
"1478","Pigk","ExcitatoryNeuronsCA3",0.65963999459255,NA,NA,NA,"Increase in PTZ"
"1479","Tmsb4x","ExcitatoryNeuronsCA3",-0.6678886445122,-1.04270539172024,NA,NA,"Decrease in PTZ"
"1480","Cyp7b1","ExcitatoryNeuronsCA3",-0.590172874451963,NA,0.533185021148982,NA,"Increase then Baseline"
"1481","Srrm2","ExcitatoryNeuronsCA3",0.532025884652266,NA,NA,0.550263353941332,"Late Upregulation"
"1482","Hsp90ab1","ExcitatoryNeuronsCA3",-0.518618196972766,-1.66310464638338,NA,NA,"Decrease in PTZ"
"1483","Cacna1b","ExcitatoryNeuronsCA3",0.385568025973841,NA,NA,NA,"Increase in PTZ"
"1484","Cltc","ExcitatoryNeuronsCA3",-0.509741606454663,NA,NA,NA,"Decrease in PTZ"
"1485","Rufy3","ExcitatoryNeuronsCA3",0.622359699948769,0.430514750835831,NA,NA,"Increase in PTZ"
"1486","Nav3","ExcitatoryNeuronsCA3",-0.279923398821713,NA,0.255907006746382,NA,"Increase then Baseline"
"1487","Cpe","ExcitatoryNeuronsCA3",-0.294135822269478,NA,NA,NA,"Decrease in PTZ"
"1488","Ankrd13d","ExcitatoryNeuronsCA3",0.830574098283435,NA,NA,NA,"Increase in PTZ"
"1489","Ubb","ExcitatoryNeuronsCA3",-0.837289070842075,-2.60353174639136,NA,NA,"Decrease in PTZ"
"1490","Nefl","ExcitatoryNeuronsCA3",-0.948290278386759,-1.56479520118194,NA,NA,"Decrease in PTZ"
"1491","Ccser1","ExcitatoryNeuronsCA3",-0.209086851905665,NA,0.134293656613397,NA,"Increase then Baseline"
"1492","Enc1","ExcitatoryNeuronsCA3",-0.721872542403144,-1.52991869445488,NA,NA,"Decrease in PTZ"
"1493","Peak1","ExcitatoryNeuronsCA3",-0.84816175054993,NA,0.627667972130133,NA,"Increase then Baseline"
"1494","Chgb","ExcitatoryNeuronsCA3",-1.19445428216743,NA,NA,NA,"Decrease in PTZ"
"1495","Ifrd1","ExcitatoryNeuronsCA3",-1.07947492007324,NA,1.0182032069241,NA,"Increase then Baseline"
"1496","Fam189b","ExcitatoryNeuronsCA3",0.970397456835171,NA,NA,1.27246590587429,"Late Upregulation"
"1497","Gm49179","ExcitatoryNeuronsCA3",1.09741145997047,0.815504777497182,NA,NA,"Increase in PTZ"
"1498","Mir100hg","ExcitatoryNeuronsCA3",0.746715508133267,NA,NA,NA,"Increase in PTZ"
"1499","Wipf3","ExcitatoryNeuronsCA3",-0.655862385614644,NA,NA,NA,"Decrease in PTZ"
"1500","Cnksr2","ExcitatoryNeuronsCA3",-0.434192688256466,NA,NA,NA,"Decrease in PTZ"
"1501","Akap8l","ExcitatoryNeuronsCA3",0.763379856514471,NA,NA,NA,"Increase in PTZ"
"1502","Mpp6","ExcitatoryNeuronsCA3",0.675200295648937,NA,NA,NA,"Increase in PTZ"
"1503","Jakmip2","ExcitatoryNeuronsCA3",0.411690042994115,0.415736872773401,NA,NA,"Increase in PTZ"
"1504","Gm20642","ExcitatoryNeuronsCA3",0.716939194717822,NA,NA,NA,"Increase in PTZ"
"1505","Unc5c","ExcitatoryNeuronsCA3",-0.37971326429105,NA,NA,NA,"Decrease in PTZ"
"1506","Ywhah","ExcitatoryNeuronsCA3",-0.723793543810421,-1.05260850341273,NA,NA,"Decrease in PTZ"
"1507","Grik2","ExcitatoryNeuronsCA3",-0.244989778682621,NA,0.168007152604021,NA,"Increase then Baseline"
"1508","Rps10","ExcitatoryNeuronsCA3",-0.922171174526455,NA,NA,NA,"Decrease in PTZ"
"1509","Mib1","ExcitatoryNeuronsCA3",-0.515630267754826,NA,0.550922169447181,NA,"Increase then Baseline"
"1510","Kcnq5","ExcitatoryNeuronsCA3",-0.375004371446262,NA,NA,NA,"Decrease in PTZ"
"1511","Fth1","ExcitatoryNeuronsCA3",-0.835634642574768,-1.18513586576864,NA,NA,"Decrease in PTZ"
"1512","Dock4","ExcitatoryNeuronsCA3",-0.267093412022323,NA,0.236972372660345,NA,"Increase then Baseline"
"1513","Mgat4c","ExcitatoryNeuronsCA3",-0.284056487903639,NA,0.225414498874877,NA,"Increase then Baseline"
"1514","Pcsk2","ExcitatoryNeuronsCA3",0.448842095011157,0.406007082662391,NA,NA,"Increase in PTZ"
"1515","Oxr1","ExcitatoryNeuronsCA3",-0.417646067146358,NA,NA,NA,"Decrease in PTZ"
"1516","Atp1b1","ExcitatoryNeuronsCA3",-0.389938229665198,-0.800663794324745,NA,NA,"Decrease in PTZ"
"1517","Carmil3","ExcitatoryNeuronsCA3",0.80435198600485,NA,NA,NA,"Increase in PTZ"
"1518","Rpl13","ExcitatoryNeuronsCA3",-0.615183284529647,NA,NA,NA,"Decrease in PTZ"
"1519","Prkcg","ExcitatoryNeuronsCA3",0.521175148798685,NA,NA,NA,"Increase in PTZ"
"1520","5330438D12Rik","ExcitatoryNeuronsCA3",0.719760799744972,NA,NA,NA,"Increase in PTZ"
"1521","Trim46","ExcitatoryNeuronsCA3",0.673642383519999,NA,NA,NA,"Increase in PTZ"
"1522","Lrp1","ExcitatoryNeuronsCA3",0.702517634570924,NA,NA,NA,"Increase in PTZ"
"1523","Mctp1","ExcitatoryNeuronsCA3",-0.355935175522839,NA,0.342933889813419,NA,"Increase then Baseline"
"1524","Hspa8","ExcitatoryNeuronsCA3",-0.379160343228081,-1.99255324484613,NA,1.17878583944367,"Late Upregulation"
"1525","Magi2","ExcitatoryNeuronsCA3",-0.198900366194009,NA,0.215102394371259,NA,"Increase then Baseline"
"1526","Rian","ExcitatoryNeuronsCA3",0.217189549629432,NA,-0.247439982571372,NA,"Decrease then Baseline"
"1527","Odf2","ExcitatoryNeuronsCA3",0.700676335688152,NA,NA,NA,"Increase in PTZ"
"1528","Vwa5b2","ExcitatoryNeuronsCA3",1.13641313362994,NA,NA,NA,"Increase in PTZ"
"1529","AC149090.1","ExcitatoryNeuronsCA3",0.692323273927775,NA,NA,NA,"Increase in PTZ"
"1530","Cep290","ExcitatoryNeuronsCA3",0.882060698451639,NA,NA,NA,"Increase in PTZ"
"1531","Nckap1","ExcitatoryNeuronsCA3",-0.37689815722425,NA,NA,NA,"Decrease in PTZ"
"1532","Rufy2","ExcitatoryNeuronsCA3",0.695043329180552,NA,NA,NA,"Increase in PTZ"
"1533","Lsamp","ExcitatoryNeuronsCA3",-0.16124793982407,NA,0.142626895965383,NA,"Increase then Baseline"
"1534","Rpl19","ExcitatoryNeuronsCA3",-0.863186730001257,-1.45856054751678,NA,NA,"Decrease in PTZ"
"1535","Nisch","ExcitatoryNeuronsCA3",0.55551656792974,NA,NA,NA,"Increase in PTZ"
"1536","Snhg11","ExcitatoryNeuronsCA3",0.300300787156613,NA,-0.347861145718362,NA,"Decrease then Baseline"
"1537","Mbd5","ExcitatoryNeuronsCA3",-0.278614140861376,-0.39078282974019,NA,NA,"Decrease in PTZ"
"1538","Ankrd12","ExcitatoryNeuronsCA3",-0.475202611900395,NA,NA,NA,"Decrease in PTZ"
"1539","Lrba","ExcitatoryNeuronsCA3",-0.427999331619529,NA,NA,NA,"Decrease in PTZ"
"1540","Actb","ExcitatoryNeuronsCA3",-0.391346489867385,-1.93277147902521,-0.78896341566147,NA,"Decrease then Baseline"
"1541","Wasl","ExcitatoryNeuronsCA3",-0.669087894006907,NA,NA,NA,"Decrease in PTZ"
"1542","Arhgef26","ExcitatoryNeuronsCA3",-0.865767199081054,NA,NA,NA,"Decrease in PTZ"
"1543","Taf1d","ExcitatoryNeuronsCA3",0.812203955908573,NA,NA,NA,"Increase in PTZ"
"1544","Sbf1","ExcitatoryNeuronsCA3",0.711210084774532,NA,NA,NA,"Increase in PTZ"
"1545","Opcml","ExcitatoryNeuronsCA3",-0.228697942148336,NA,NA,NA,"Decrease in PTZ"
"1546","Ckb","ExcitatoryNeuronsCA3",-0.700201531316676,-1.95069032074074,NA,NA,"Decrease in PTZ"
"1547","Atp2a2","ExcitatoryNeuronsCA3",-0.456485415558825,NA,NA,NA,"Decrease in PTZ"
"1548","Ints6l","ExcitatoryNeuronsCA3",0.840820830310417,NA,NA,NA,"Increase in PTZ"
"1549","1810026B05Rik","ExcitatoryNeuronsCA3",-0.905268984683015,NA,NA,NA,"Decrease in PTZ"
"1550","Tafa1","ExcitatoryNeuronsCA3",-0.555204976137169,NA,NA,NA,"Decrease in PTZ"
"1551","Upp2","ExcitatoryNeuronsCA3",0.737473803798672,1.06429743004086,NA,NA,"Increase in PTZ"
"1552","Eif4a2","ExcitatoryNeuronsCA3",-0.553655035832183,NA,NA,NA,"Decrease in PTZ"
"1553","Mdh1","ExcitatoryNeuronsCA3",-0.642358438577972,-1.16480109120663,NA,NA,"Decrease in PTZ"
"1554","Gm16105","ExcitatoryNeuronsCA3",1.04856889046336,NA,NA,NA,"Increase in PTZ"
"1555","Hdac7","ExcitatoryNeuronsCA3",0.888182982068734,NA,NA,NA,"Increase in PTZ"
"1556","Cdk14","ExcitatoryNeuronsCA3",-0.336144336597316,NA,0.313559832851345,NA,"Increase then Baseline"
"1557","Cntnap5c","ExcitatoryNeuronsCA3",-0.646056107142969,NA,0.599907898603374,NA,"Increase then Baseline"
"1558","Dnm1","ExcitatoryNeuronsCA3",-0.536391752384275,NA,NA,NA,"Decrease in PTZ"
"1559","Srrm4","ExcitatoryNeuronsCA3",0.647072156045636,NA,NA,NA,"Increase in PTZ"
"1560","Chl1","ExcitatoryNeuronsCA3",0.546552674473465,NA,NA,NA,"Increase in PTZ"
"1561","Plxna1","ExcitatoryNeuronsCA3",-0.701413484987909,NA,NA,NA,"Decrease in PTZ"
"1562","Nrxn1","ExcitatoryNeuronsCA3",-0.130461196446503,NA,NA,NA,"Decrease in PTZ"
"1563","Thsd4","ExcitatoryNeuronsCA3",-0.587564538393485,NA,NA,NA,"Decrease in PTZ"
"1564","Xpo1","ExcitatoryNeuronsCA3",-0.5023801585765,NA,NA,NA,"Decrease in PTZ"
"1565","Ppp2r1a","ExcitatoryNeuronsCA3",-0.914298045624667,-1.86824081900622,NA,NA,"Decrease in PTZ"
"1566","Pom121","ExcitatoryNeuronsCA3",-0.954418439315814,NA,NA,NA,"Decrease in PTZ"
"1567","Supt20","ExcitatoryNeuronsCA3",0.793467083616853,NA,NA,NA,"Increase in PTZ"
"1568","Gm4258","ExcitatoryNeuronsCA3",0.469016154555434,0.807987875126795,NA,NA,"Increase in PTZ"
"1569","B830012L14Rik","ExcitatoryNeuronsCA3",0.310601352386028,NA,NA,NA,"Increase in PTZ"
"1570","Tra2a","ExcitatoryNeuronsCA3",0.622839614472973,NA,NA,NA,"Increase in PTZ"
"1571","Ndfip1","ExcitatoryNeuronsCA3",-0.431673807378925,NA,NA,NA,"Decrease in PTZ"
"1572","Cmip","ExcitatoryNeuronsCA3",0.570197343095505,NA,NA,NA,"Increase in PTZ"
"1573","Brd9","ExcitatoryNeuronsCA3",0.646954353340344,NA,NA,NA,"Increase in PTZ"
"1574","Tuba1b","ExcitatoryNeuronsCA3",-0.680539256557771,-1.81452046470425,NA,NA,"Decrease in PTZ"
"1575","Nlk","ExcitatoryNeuronsCA3",0.706345508132593,NA,NA,NA,"Increase in PTZ"
"1576","Srsf5","ExcitatoryNeuronsCA3",0.635095271593565,NA,NA,NA,"Increase in PTZ"
"1577","Mkln1","ExcitatoryNeuronsCA3",-0.448810870575958,NA,NA,NA,"Decrease in PTZ"
"1578","Immp2l","ExcitatoryNeuronsCA3",-0.502361593040754,NA,NA,NA,"Decrease in PTZ"
"1579","Gpr176","ExcitatoryNeuronsCA3",1.00981396674322,NA,NA,NA,"Increase in PTZ"
"1580","Gpatch8","ExcitatoryNeuronsCA3",0.400485032803195,NA,NA,NA,"Increase in PTZ"
"1581","Exoc4","ExcitatoryNeuronsCA3",-0.288738084827059,NA,NA,NA,"Decrease in PTZ"
"1582","Epha6","ExcitatoryNeuronsCA3",-0.332993750113572,NA,0.339489666294842,NA,"Increase then Baseline"
"1583","Dnmt3a","ExcitatoryNeuronsCA3",0.71449653341382,NA,NA,NA,"Increase in PTZ"
"1584","Oga","ExcitatoryNeuronsCA3",-0.472480389766909,NA,NA,NA,"Decrease in PTZ"
"1585","Azin1","ExcitatoryNeuronsCA3",-0.861056756645253,NA,NA,NA,"Decrease in PTZ"
"1586","Hpca","ExcitatoryNeuronsCA3",-0.870367278751576,NA,NA,NA,"Decrease in PTZ"
"1587","Ralyl","ExcitatoryNeuronsCA3",-0.220296935978444,NA,NA,-0.243292404720704,"Late Downregulation"
"1588","Zeb2","ExcitatoryNeuronsCA3",0.260080384588133,NA,NA,NA,"Increase in PTZ"
"1589","Slc25a4","ExcitatoryNeuronsCA3",-0.646189657180027,-0.964114495097157,NA,NA,"Decrease in PTZ"
"1590","Arglu1","ExcitatoryNeuronsCA3",0.383443499462848,NA,NA,NA,"Increase in PTZ"
"1591","Rplp1","ExcitatoryNeuronsCA3",-0.688213834051687,-0.936862662387076,NA,NA,"Decrease in PTZ"
"1592","Itm2c","ExcitatoryNeuronsCA3",-0.818412700433383,-1.18388481196209,NA,NA,"Decrease in PTZ"
"1593","Lncpint","ExcitatoryNeuronsCA3",-0.710651939730488,NA,NA,NA,"Decrease in PTZ"
"1594","Pabpc4","ExcitatoryNeuronsCA3",0.963170004816207,NA,NA,NA,"Increase in PTZ"
"1595","Ano3","ExcitatoryNeuronsCA3",-0.539124162772006,NA,0.763746955195416,NA,"Increase then Baseline"
"1596","Ube2d3","ExcitatoryNeuronsCA3",-0.592800204489836,NA,NA,NA,"Decrease in PTZ"
"1597","Dync1i2","ExcitatoryNeuronsCA3",0.42520164249552,NA,-0.462764572078331,NA,"Decrease then Baseline"
"1598","Eif2s3y","ExcitatoryNeuronsCA3",0.629020805833039,NA,NA,NA,"Increase in PTZ"
"1599","Fam173a","ExcitatoryNeuronsCA3",0.851025368680757,NA,NA,NA,"Increase in PTZ"
"1600","Gpm6a","ExcitatoryNeuronsCA3",-0.179004259901601,NA,NA,NA,"Decrease in PTZ"
"1601","Rnmt","ExcitatoryNeuronsCA3",-0.807757116225756,NA,NA,NA,"Decrease in PTZ"
"1602","Pacsin1","ExcitatoryNeuronsCA3",0.573359758425952,0.611871691642447,NA,NA,"Increase in PTZ"
"1603","Neurod6","ExcitatoryNeuronsCA3",-0.525391856554241,NA,NA,NA,"Decrease in PTZ"
"1604","Atp6v1a","ExcitatoryNeuronsCA3",-0.640371559895131,NA,NA,NA,"Decrease in PTZ"
"1605","Ntng2","ExcitatoryNeuronsCA3",0.776570538321865,NA,NA,NA,"Increase in PTZ"
"1606","Rpsa","ExcitatoryNeuronsCA3",-0.74351797505151,NA,NA,NA,"Decrease in PTZ"
"1607","Lmo4","ExcitatoryNeuronsCA3",0.715282508339664,NA,NA,NA,"Increase in PTZ"
"1608","Calm2","ExcitatoryNeuronsCA3",-0.361599780332651,NA,NA,NA,"Decrease in PTZ"
"1609","Atp5g3","ExcitatoryNeuronsCA3",-0.830696947780511,-1.5771210815532,NA,NA,"Decrease in PTZ"
"1610","Kirrel3","ExcitatoryNeuronsCA3",0.769856797730917,NA,NA,NA,"Increase in PTZ"
"1611","Capza2","ExcitatoryNeuronsCA3",-0.668418398404269,NA,NA,NA,"Decrease in PTZ"
"1612","Pkm","ExcitatoryNeuronsCA3",-0.791327510466295,NA,NA,NA,"Decrease in PTZ"
"1613","Nbr1","ExcitatoryNeuronsCA3",0.879833398641566,NA,NA,NA,"Increase in PTZ"
"1614","Selenow","ExcitatoryNeuronsCA3",-0.722628091088758,NA,NA,NA,"Decrease in PTZ"
"1615","Hectd2os","ExcitatoryNeuronsCA3",0.718014449225452,NA,NA,NA,"Increase in PTZ"
"1616","Rcor1","ExcitatoryNeuronsCA3",0.813408445096571,NA,NA,NA,"Increase in PTZ"
"1617","Myt1l","ExcitatoryNeuronsCA3",0.299164730061022,NA,NA,NA,"Increase in PTZ"
"1618","Faf1","ExcitatoryNeuronsCA3",-0.322952903979084,NA,NA,NA,"Decrease in PTZ"
"1619","Rpl23","ExcitatoryNeuronsCA3",-0.650337641755105,NA,NA,NA,"Decrease in PTZ"
"1620","Ppp2ca","ExcitatoryNeuronsCA3",-0.609285118199953,NA,NA,NA,"Decrease in PTZ"
"1621","Dmxl1","ExcitatoryNeuronsCA3",-0.39579115973551,NA,NA,NA,"Decrease in PTZ"
"1622","Gigyf1","ExcitatoryNeuronsCA3",0.784312875382209,NA,NA,NA,"Increase in PTZ"
"1623","Cep78","ExcitatoryNeuronsCA3",0.877407180466433,NA,NA,NA,"Increase in PTZ"
"1624","Usp4","ExcitatoryNeuronsCA3",0.779467045661961,NA,NA,NA,"Increase in PTZ"
"1625","AI480526","ExcitatoryNeuronsCA3",1.01543267475574,NA,NA,NA,"Increase in PTZ"
"1626","Stmn2","ExcitatoryNeuronsCA3",-0.422010414761537,NA,NA,NA,"Decrease in PTZ"
"1627","Atp5o","ExcitatoryNeuronsCA3",-0.85168782982178,NA,NA,NA,"Decrease in PTZ"
"1628","Arl5b","ExcitatoryNeuronsCA3",-1.12503068695284,NA,NA,NA,"Decrease in PTZ"
"1629","Ddx24","ExcitatoryNeuronsCA3",-0.673729879719338,NA,NA,NA,"Decrease in PTZ"
"1630","Nrg1","ExcitatoryNeuronsCA3",0.464240860754216,NA,NA,NA,"Increase in PTZ"
"1631","Klf9","ExcitatoryNeuronsCA3",-0.903518256422449,NA,NA,NA,"Decrease in PTZ"
"1632","Amph","ExcitatoryNeuronsCA3",-0.287131028587614,NA,NA,NA,"Decrease in PTZ"
"1633","D5Ertd579e","ExcitatoryNeuronsCA3",-0.72022483304581,NA,NA,NA,"Decrease in PTZ"
"1634","mt-Co3","ExcitatoryNeuronsCA3",NA,-1.73778365223934,NA,1.48443909129488,"Late Upregulation"
"1635","mt-Co1","ExcitatoryNeuronsCA3",NA,-2.02099502401311,NA,1.69972871042101,"Late Upregulation"
"1636","Gm47283","ExcitatoryNeuronsCA3",NA,-1.79289149431469,NA,1.09161891831205,"Late Upregulation"
"1637","Tubb5","ExcitatoryNeuronsCA3",NA,-1.76325168910128,-0.608765777272972,NA,"Decrease then Baseline"
"1638","Atp5b","ExcitatoryNeuronsCA3",NA,-1.32740178724739,NA,NA,"No change in PTZvsSAL"
"1639","Stmn3","ExcitatoryNeuronsCA3",NA,-1.22092974282719,NA,NA,"No change in PTZvsSAL"
"1640","mt-Co2","ExcitatoryNeuronsCA3",NA,-1.42264145989375,NA,1.42623978015389,"Late Upregulation"
"1641","Rtn1","ExcitatoryNeuronsCA3",NA,-0.670798137295632,NA,NA,"No change in PTZvsSAL"
"1642","Rapgef4","ExcitatoryNeuronsCA3",NA,0.503036656445243,NA,NA,"No change in PTZvsSAL"
"1643","Aplp1","ExcitatoryNeuronsCA3",NA,-1.21741391280567,NA,NA,"No change in PTZvsSAL"
"1644","mt-Cytb","ExcitatoryNeuronsCA3",NA,-1.48461476276674,NA,1.41888423583508,"Late Upregulation"
"1645","Ndn","ExcitatoryNeuronsCA3",NA,-1.93063684887642,NA,NA,"No change in PTZvsSAL"
"1646","mt-Atp6","ExcitatoryNeuronsCA3",NA,-1.15516749767402,NA,1.25810805568209,"Late Upregulation"
"1647","Ndufa4","ExcitatoryNeuronsCA3",NA,-1.56996422007407,NA,NA,"No change in PTZvsSAL"
"1648","Ttr","ExcitatoryNeuronsCA3",NA,-3.1665383342502,-2.94822074597533,NA,"Decrease then Baseline"
"1649","Gm16183","ExcitatoryNeuronsCA3",NA,1.02658867868002,NA,NA,"No change in PTZvsSAL"
"1650","mt-Nd2","ExcitatoryNeuronsCA3",NA,-1.42837427468024,NA,NA,"No change in PTZvsSAL"
"1651","Tubb4b","ExcitatoryNeuronsCA3",NA,-1.86592315085973,NA,NA,"No change in PTZvsSAL"
"1652","Stmn1","ExcitatoryNeuronsCA3",NA,-1.55210255866686,NA,NA,"No change in PTZvsSAL"
"1653","mt-Nd1","ExcitatoryNeuronsCA3",NA,-1.48207176665558,NA,1.64168027142284,"Late Upregulation"
"1654","Pcsk1n","ExcitatoryNeuronsCA3",NA,-1.26617028009141,NA,NA,"No change in PTZvsSAL"
"1655","Frmd4a","ExcitatoryNeuronsCA3",NA,0.310917961293739,NA,NA,"No change in PTZvsSAL"
"1656","Tubb3","ExcitatoryNeuronsCA3",NA,-1.22921813142177,NA,NA,"No change in PTZvsSAL"
"1657","2900097C17Rik","ExcitatoryNeuronsCA3",NA,-1.48868421334304,NA,NA,"No change in PTZvsSAL"
"1658","mt-Nd4","ExcitatoryNeuronsCA3",NA,-1.37245485491786,NA,1.21023386177756,"Late Upregulation"
"1659","Bex3","ExcitatoryNeuronsCA3",NA,-1.6819048366633,NA,NA,"No change in PTZvsSAL"
"1660","Gm26871","ExcitatoryNeuronsCA3",NA,0.317197084730782,NA,NA,"No change in PTZvsSAL"
"1661","Smarcc2","ExcitatoryNeuronsCA3",NA,-1.11389368575523,NA,NA,"No change in PTZvsSAL"
"1662","Ncdn","ExcitatoryNeuronsCA3",NA,-1.47811107608029,NA,NA,"No change in PTZvsSAL"
"1663","Pabpc1","ExcitatoryNeuronsCA3",NA,0.749428236836049,NA,-0.49636364899533,"Late Downregulation"
"1664","Cox4i1","ExcitatoryNeuronsCA3",NA,-1.36657108854669,NA,NA,"No change in PTZvsSAL"
"1665","Cox8a","ExcitatoryNeuronsCA3",NA,-1.32537702314501,NA,NA,"No change in PTZvsSAL"
"1666","Kcnq1ot1","ExcitatoryNeuronsCA3",NA,0.629383569100712,NA,-0.504986147456175,"Late Downregulation"
"1667","Eef1a1","ExcitatoryNeuronsCA3",NA,-0.945839035587199,NA,NA,"No change in PTZvsSAL"
"1668","Gm28750","ExcitatoryNeuronsCA3",NA,0.994298044280301,NA,NA,"No change in PTZvsSAL"
"1669","Ptms","ExcitatoryNeuronsCA3",NA,-1.35710733344319,NA,NA,"No change in PTZvsSAL"
