pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_OXIDATIVE_PHOSPHORYLATION,0.0458015267175573,0.0458015267175573,0.261663521711573,0.7,1.63716565549354,6,mt-Co2|mt-Nd2|mt-Nd1|mt-Atp6|mt-Co1|mt-Co3
KEGG_PARKINSONS_DISEASE,0.0458015267175573,0.0458015267175573,0.261663521711573,0.7,1.63716565549354,6,mt-Co2|mt-Nd2|mt-Nd1|mt-Atp6|mt-Co1|mt-Co3
