pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,0.0741324921135647,0.0741324921135647,0.206587922696891,-0.652173913043478,-1.48910961957597,5,Tubb2a|Actg1|Tubb2b|Tuba1a|Tubb5
