pathway,pval,padj,log2err,ES,NES,size,leadingEdge
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,0.582022471910112,0.582022471910112,0.077274697304471,0.375,0.883780310955837,5,Grik4|Grm1|Grin2a|Grik2|Gria2
