condition,gene,go_term_count
ExcitatoryNeuronsImmatureDG_24hrvs1hr_SAL,Malat1,2
ExcitatoryNeuronsImmatureDG_24hrvs1hr_SAL,Tuba1a,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Abhd12,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ablim1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Actr3,9
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Adcy1,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Adgrb1,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Adgrb2,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Akt3,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Alcam,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ank3,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Apba1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Apba2,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Apc,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Aplp1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Arhgap39,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Asic2,10
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Atl1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Atp1a1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Atp1a3,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Atp1b1,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Atp2a2,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Atp2b2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Bhlhb9,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Brinp1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Bsn,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Btbd9,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,C1ql3,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cacna1a,10
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cacna1b,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cacna1c,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cacna1d,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cacna1e,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cacna2d1,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cacnb2,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cadm1,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Calm1,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Calm2,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Camk4,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ccdc88a,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cdh10,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cdh11,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cdh12,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cdh13,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cdh2,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Celf4,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cemip,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Chrm3,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Clasp2,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cltc,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cnih3,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cnksr2,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cntn5,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cntnap2,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cpeb1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cpne6,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Csmd1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ctnna2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ctnnd2,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cttnbp2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cyfip2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Cyp7b1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dab1,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dapk1,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dcc,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dlg1,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dlg2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dnm3,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dock10,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dpp10,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dpp6,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dpysl5,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dscam,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Dscaml1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Efr3a,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Epha4,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ephb2,15
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Eps8,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Erc2,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Fat3,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Fgf12,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Fgf13,13
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Fgf14,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Frrs1l,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Gabra4,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Gabrg3,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Glrb,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Gnaq,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Gpm6a,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Gpr158,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Grid1,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Grid2,9
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Grik2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Grin2a,11
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Grin2b,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Grip1,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Grm1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Grm5,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Grm7,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Gsk3b,10
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Hcn1,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Hectd1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Hecw1,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Hnrnpm,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Hsp90aa1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Icam5,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Il1rap,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Il1rapl1,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Il1rapl2,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Impact,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Itga8,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Jph4,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Kalrn,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Kcnb2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Kcnd2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Kcnd3,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Kcnh7,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Kcnip4,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Kcnj3,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Kcnn2,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Kif1b,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Kif26b,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,L1cam,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Large1,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Lin7a,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Lingo2,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Lnpep,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Lrfn5,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Lrp6,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Lrrc7,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Lrrtm4,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Lsamp,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Macf1,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Magi2,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Malat1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Map4k4,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Map7,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Mapk1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Mapt,9
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Mdga2,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Mef2c,13
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Mpdz,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Mycbp2,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Myo5a,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Myo5b,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nav2,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nbea,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ncam1,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ncdn,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nedd4l,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Negr1,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Neurod2,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nfix,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nkain2,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nkain3,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nos1ap,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nptn,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nptx1,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nptxr,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nr3c2,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nrcam,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nrg1,9
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nrg3,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nrn1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nrp2,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Nrxn1,14
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ntng1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ntrk3,9
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Olfm1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Parp1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Pcdh15,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Pcdh17,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Pcdh20,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Pde4b,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Pde4d,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Pde8b,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Pgrmc1,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Pias1,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Pja2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Plcb1,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Plxna4,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ppfia2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ppp3ca,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ppp3cb,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Prepl,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Prickle1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Prkd1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Prkg1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Prnp,12
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Prrt1,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ptk2b,13
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ptprk,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ptpro,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ptprs,9
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ptprz1,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Rapgef2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Rasgrf1,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Rasgrf2,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Rims1,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Rims2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Robo1,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Robo2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Scn3b,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Sema3e,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Sema4d,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Sema6d,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Sez6l2,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Slc12a5,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Slc24a2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Slc4a10,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Slc4a4,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Slc4a7,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Slc8a1,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Slc8a2,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Slit1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Slit3,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Snca,13
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Sorbs1,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Sorbs2,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Sorcs2,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Sorl1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Sparcl1,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Specc1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Sptbn1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Srgap2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Stim2,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Stk39,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Synj1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Syt1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Syt11,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Syt7,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Tanc1,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Tanc2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Tenm1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Tenm3,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Tenm4,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Trpc4,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Trpc6,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Tspan18,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Tuba1a,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ubb,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Uchl3,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Unc13a,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Unc5a,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Unc5d,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ust,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Wasf1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ywhah,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Ywhaz,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Zeb2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_PTZ,Zfp804a,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Actb,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Actg1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Akap13,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Akt3,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Apba1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Apbb2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Aplp1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,App,12
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Atp1a3,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Auts2,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,C1ql3,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Cacna1c,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Cacna1e,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Ccnd2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Cntn5,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Ctnna2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Cxadr,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,D130043K22Rik,14
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Dab1,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Dleu2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Dnm2,11
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Dnm3,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Epha4,10
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Eps8,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Gnao1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Gpm6a,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Grin2a,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Hsp90aa1,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Hsp90ab1,7
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Hspa8,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Il1rapl1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Kif26b,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Klf7,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,L1cam,13
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Large1,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Lgi1,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Lingo2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Lrfn2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Malat1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Map2,14
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Mbd5,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Mycbp2,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Myo5b,13
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Ntf3,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Ntm,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Oxr1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Pcdh15,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Plppr4,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Plxna2,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Prex2,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Ptpro,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Rap1gap2,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Raph1,6
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Rims2,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Robo1,10
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Rufy3,14
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Sema3c,16
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Sema3e,16
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Sema4d,18
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Sema5a,16
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Sema6d,16
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Shank2,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Shtn1,11
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Slc4a10,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Slit3,8
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Sparcl1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Syt1,5
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Tgfbr1,2
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Tmem108,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Ttc3,14
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Tuba1a,4
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Tubb2b,3
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Uba6,1
ExcitatoryNeuronsMatureDG_24hrvs1hr_SAL,Unc5d,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Actb,6
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Akap6,7
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Ank3,10
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,App,14
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Arhgap39,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Asic2,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Btbd9,2
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Cacna1c,7
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Cacna2d1,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Cadm1,6
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Camk1d,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Ccdc88a,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Cdh11,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Cdh12,2
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Cdh2,8
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Celf4,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Chrm3,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Clasp2,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Cnih3,5
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Cnksr2,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Cntnap2,11
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Ctnna2,3
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Ctnnd2,5
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Dab1,4
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Dcc,1
ExcitatoryNeuronsMatureDG_PTZvsSAL_1hr,Dmd,8
