condition,gene,go_term_count
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Lsamp,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Malat1,2
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Marcks,8
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Meis2,3
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Mycbp2,4
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Ndn,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Neo1,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Nfix,5
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Nrxn1,13
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Oxr1,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Pak3,9
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Pbx3,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Pgrmc1,6
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Phactr1,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Pja2,3
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Prickle1,2
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Prkca,6
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Prrt1,3
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Ptprt,3
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Rufy3,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Sema6d,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Syt4,4
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Tafa2,4
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Tenm1,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Tenm3,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Tshz3,2
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Tuba1a,9
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Tubb2b,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Tubb3,1
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Tubb5,2
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Uchl1,3
L45ExcitatoryNeurons_24hrvs1hr_PTZ,Ywhaz,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ablim1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Actb,6
L45ExcitatoryNeurons_24hrvs1hr_SAL,Actg1,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Adcy8,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Adgrb3,6
L45ExcitatoryNeurons_24hrvs1hr_SAL,Adgrl3,7
L45ExcitatoryNeurons_24hrvs1hr_SAL,Agrn,9
L45ExcitatoryNeurons_24hrvs1hr_SAL,Akap7,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ank2,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Apba1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Aplp1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Arl13b,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Asap1,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,Astn2,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Atp1a3,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Atp1b1,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Atp2b2,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Atxn1,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Auts2,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Brinp1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Cacna1a,9
L45ExcitatoryNeurons_24hrvs1hr_SAL,Cacna1i,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Cacng3,6
L45ExcitatoryNeurons_24hrvs1hr_SAL,Cadm1,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Calm1,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Calm2,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Calm3,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Camkv,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Cdh11,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Cdh2,9
L45ExcitatoryNeurons_24hrvs1hr_SAL,Cdh6,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Cdh8,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Cfl1,9
L45ExcitatoryNeurons_24hrvs1hr_SAL,Chl1,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Chrm3,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Cit,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Clstn2,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,Crhr1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Crmp1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Csmd3,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ctnna2,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ctnnb1,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,D130043K22Rik,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Dab1,6
L45ExcitatoryNeurons_24hrvs1hr_SAL,Dleu2,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Dlgap1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Dop1b,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Dpp10,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Dpp6,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Dpysl3,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Dtnbp1,8
L45ExcitatoryNeurons_24hrvs1hr_SAL,Dynll1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Efr3a,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Epha4,9
L45ExcitatoryNeurons_24hrvs1hr_SAL,Epha5,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Epha6,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Flrt2,6
L45ExcitatoryNeurons_24hrvs1hr_SAL,Fmn1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Gabra4,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Gabrb1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Gabrb3,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Gnas,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Gphn,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Gpm6a,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,Gria2,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Gria3,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Grik2,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Grin2a,10
L45ExcitatoryNeurons_24hrvs1hr_SAL,Grip1,6
L45ExcitatoryNeurons_24hrvs1hr_SAL,Grm3,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Grm5,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,Hecw2,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Hnrnpk,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,Hsp90aa1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Hsp90ab1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Hspa8,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Iqsec1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Kalrn,11
L45ExcitatoryNeurons_24hrvs1hr_SAL,Kcnb1,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Kcnh1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Kcnh5,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Kcnh7,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Kcnj3,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Kcnma1,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Kcnq5,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Kif1b,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Kirrel3,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,L1cam,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Large1,6
L45ExcitatoryNeurons_24hrvs1hr_SAL,Lgi1,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Limch1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Lin7a,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Lmo4,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Lrfn5,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Lrrc7,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Lsamp,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Map2,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Marcks,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,Mphosph9,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Mycbp2,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,Mylip,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Nbea,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ncam1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ndn,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ndufa4,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Nectin3,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Neo1,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Nfib,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Nlgn1,14
L45ExcitatoryNeurons_24hrvs1hr_SAL,Npas2,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Nptxr,6
L45ExcitatoryNeurons_24hrvs1hr_SAL,Nr3c1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Nrg3,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Nrxn1,14
L45ExcitatoryNeurons_24hrvs1hr_SAL,Nrxn3,7
L45ExcitatoryNeurons_24hrvs1hr_SAL,Nsg1,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ntm,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Numb,9
L45ExcitatoryNeurons_24hrvs1hr_SAL,Oga,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Pacsin1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Pank2,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Pde8b,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Phactr1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Pip5k1a,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ppfia2,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,Prickle1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Prkca,8
L45ExcitatoryNeurons_24hrvs1hr_SAL,Prnp,9
L45ExcitatoryNeurons_24hrvs1hr_SAL,Psap,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ptchd1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ptprs,10
L45ExcitatoryNeurons_24hrvs1hr_SAL,Rab11fip2,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Rab27b,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Rap1gap2,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Rapgef1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ryr2,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Scn8a,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Sema3c,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Sema6d,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Shank2,9
L45ExcitatoryNeurons_24hrvs1hr_SAL,Slc24a2,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Slc8a1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Stmn1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Stmn2,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Syndig1,4
L45ExcitatoryNeurons_24hrvs1hr_SAL,Syt4,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Tafa2,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Trpc1,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Trpc4,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ttc3,3
L45ExcitatoryNeurons_24hrvs1hr_SAL,Tuba1a,5
L45ExcitatoryNeurons_24hrvs1hr_SAL,Tubb2b,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Tubb3,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Tubb5,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ubb,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Uchl1,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Unc5c,2
L45ExcitatoryNeurons_24hrvs1hr_SAL,Vps13a,1
L45ExcitatoryNeurons_24hrvs1hr_SAL,Ywhaz,2
L45ExcitatoryNeurons_PTZvsSAL_1hr,Actb,1
L45ExcitatoryNeurons_PTZvsSAL_1hr,Chl1,1
L45ExcitatoryNeurons_PTZvsSAL_1hr,Cntnap2,1
L45ExcitatoryNeurons_PTZvsSAL_1hr,Ctnna2,1
L45ExcitatoryNeurons_PTZvsSAL_1hr,Efna5,1
L45ExcitatoryNeurons_PTZvsSAL_1hr,Map2,1
L45ExcitatoryNeurons_PTZvsSAL_1hr,Ncam1,1
L45ExcitatoryNeurons_PTZvsSAL_1hr,Nfib,1
L45ExcitatoryNeurons_PTZvsSAL_1hr,Unc5c,1
L45ExcitatoryNeurons_PTZvsSAL_24hr,Actb,3
L45ExcitatoryNeurons_PTZvsSAL_24hr,Adgrl2,5
L45ExcitatoryNeurons_PTZvsSAL_24hr,Adgrl3,9
L45ExcitatoryNeurons_PTZvsSAL_24hr,Cadm1,11
L45ExcitatoryNeurons_PTZvsSAL_24hr,Camkv,2
L45ExcitatoryNeurons_PTZvsSAL_24hr,Cox7b,1
L45ExcitatoryNeurons_PTZvsSAL_24hr,Cox7c,1
L45ExcitatoryNeurons_PTZvsSAL_24hr,Cox8a,1
L45ExcitatoryNeurons_PTZvsSAL_24hr,Dab1,4
L45ExcitatoryNeurons_PTZvsSAL_24hr,Epha3,4
L45ExcitatoryNeurons_PTZvsSAL_24hr,Epha5,3
L45ExcitatoryNeurons_PTZvsSAL_24hr,Fat3,1
L45ExcitatoryNeurons_PTZvsSAL_24hr,Grid2,15
L45ExcitatoryNeurons_PTZvsSAL_24hr,Hexb,1
L45ExcitatoryNeurons_PTZvsSAL_24hr,Hsp90aa1,2
L45ExcitatoryNeurons_PTZvsSAL_24hr,Hsp90ab1,2
L45ExcitatoryNeurons_PTZvsSAL_24hr,Hspa8,3
L45ExcitatoryNeurons_PTZvsSAL_24hr,Jph4,1
L45ExcitatoryNeurons_PTZvsSAL_24hr,Kcnh1,2
L45ExcitatoryNeurons_PTZvsSAL_24hr,Nlgn1,14
L45ExcitatoryNeurons_PTZvsSAL_24hr,Pcdh15,3
L45ExcitatoryNeurons_PTZvsSAL_24hr,Pcdh17,5
L45ExcitatoryNeurons_PTZvsSAL_24hr,Rora,2
L45ExcitatoryNeurons_PTZvsSAL_24hr,Sh3gl2,1
L45ExcitatoryNeurons_PTZvsSAL_24hr,Slit2,8
L45ExcitatoryNeurons_PTZvsSAL_24hr,Sox5,1
L45ExcitatoryNeurons_PTZvsSAL_24hr,Tenm2,5
L45ExcitatoryNeurons_PTZvsSAL_24hr,Tuba1a,6
L45ExcitatoryNeurons_PTZvsSAL_24hr,Tubb2a,1
L45ExcitatoryNeurons_PTZvsSAL_24hr,Tubb2b,2
L45ExcitatoryNeurons_PTZvsSAL_24hr,Tubb5,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Agbl4,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Aldoa,3
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Atp1b1,7
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Atp2a2,7
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Auts2,4
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Bcl11a,9
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Cacna1a,5
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Cacna1b,3
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Cacna1c,9
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Cacna1d,8
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Calm1,8
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Clasp2,4
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Cnksr2,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Cx3cl1,3
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Dab1,4
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Dlg2,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Dmd,9
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Dpp10,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Dpysl3,3
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Dpysl5,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Dync1i2,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Ephb1,3
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Ephb2,9
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Eps8,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Farp1,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Fgf13,15
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Fgf14,3
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Flrt2,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Fnbp1l,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Foxp1,6
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Grik2,3
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Grin2b,5
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Homer1,5
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Hsp90aa1,5
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Itm2c,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Jph4,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Kcnd2,7
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Kcnmb2,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Kcnq5,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,L1cam,7
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Lrfn2,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Macf1,7
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Map4,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Map6,4
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Mapt,9
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Mbd5,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Myl6,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Ncam1,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Nfix,4
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Nin,7
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Nos1ap,4
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Nptx1,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Ntm,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Ntrk3,10
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Plcb1,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Prkd1,5
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Ptk2,7
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Rasgrf1,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Rims2,5
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Rora,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Rufy3,9
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Sema6a,7
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Sgcd,5
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Sgcz,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Slc4a10,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Slc8a1,7
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Smpd3,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Snap25,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Snap91,4
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Sorcs2,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Sox5,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Spock1,3
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Taco1,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Tanc2,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Tiam2,4
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Tmem108,4
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Tmod3,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Tshz3,3
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Unc13b,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Uty,5
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Vgll4,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Wwc1,1
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Zdhhc2,2
L56ExcitatoryNeurons_24hrvs1hr_PTZ,Zeb2,7
L56ExcitatoryNeurons_24hrvs1hr_SAL,Actb,3
L56ExcitatoryNeurons_24hrvs1hr_SAL,Actg1,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Adgrb3,5
L56ExcitatoryNeurons_24hrvs1hr_SAL,Apbb2,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Aplp1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Arhgef1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Asap1,4
L56ExcitatoryNeurons_24hrvs1hr_SAL,Asph,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Atp1a3,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Auts2,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Cadm1,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Cfl1,8
L56ExcitatoryNeurons_24hrvs1hr_SAL,Cntn5,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Cpeb3,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Csmd3,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,D130043K22Rik,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Epha5,3
L56ExcitatoryNeurons_24hrvs1hr_SAL,Ephb1,6
L56ExcitatoryNeurons_24hrvs1hr_SAL,Ephb2,9
L56ExcitatoryNeurons_24hrvs1hr_SAL,Fgfr2,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Flrt2,4
L56ExcitatoryNeurons_24hrvs1hr_SAL,Foxp2,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Grid1,3
L56ExcitatoryNeurons_24hrvs1hr_SAL,Grm5,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Hdgfl3,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Hsp90aa1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Hsp90ab1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Hspa8,4
L56ExcitatoryNeurons_24hrvs1hr_SAL,Iqgap1,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Jam3,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Kcnb1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Kcnn2,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Kmt2a,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Lingo2,3
L56ExcitatoryNeurons_24hrvs1hr_SAL,Lrfn2,3
L56ExcitatoryNeurons_24hrvs1hr_SAL,Malat1,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Map6,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Marcks,4
L56ExcitatoryNeurons_24hrvs1hr_SAL,Mark1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Mef2c,7
L56ExcitatoryNeurons_24hrvs1hr_SAL,Mical2,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Mid1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Mir124-2hg,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Ndn,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Ngef,4
L56ExcitatoryNeurons_24hrvs1hr_SAL,Nrxn1,6
L56ExcitatoryNeurons_24hrvs1hr_SAL,Nrxn3,3
L56ExcitatoryNeurons_24hrvs1hr_SAL,Oprm1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Pacsin1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Pde9a,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Peak1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Prickle1,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Prkar2b,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Ptprs,6
L56ExcitatoryNeurons_24hrvs1hr_SAL,Rapgef4,4
L56ExcitatoryNeurons_24hrvs1hr_SAL,Rph3a,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Sdk2,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Sema5a,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Sema5b,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Sgk1,3
L56ExcitatoryNeurons_24hrvs1hr_SAL,Slc24a2,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Slc4a10,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Slc8a3,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Snca,4
L56ExcitatoryNeurons_24hrvs1hr_SAL,Stmn1,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Stmn2,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Stmn3,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Tafa2,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Ttc3,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Tuba1a,3
L56ExcitatoryNeurons_24hrvs1hr_SAL,Tubb2b,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Tubb3,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Tubb5,2
L56ExcitatoryNeurons_24hrvs1hr_SAL,Uchl1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Unc5c,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Vmp1,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Wdpcp,1
L56ExcitatoryNeurons_24hrvs1hr_SAL,Zdhhc2,3
L56ExcitatoryNeurons_24hrvs1hr_SAL,Zzef1,2
L56ExcitatoryNeurons_PTZvsSAL_1hr,Actg1,2
