"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","log_p_adj","GeneRatio_numeric","BgRatio_numeric","Fold_enrichment","score","cell_type","comparison"
"GO:0007409","GO:0007409","axonogenesis","19/176","456/17643",1.56007072960444e-07,0.00036193640926823,0.000331556084533827,"Hsp90ab1/Actb/Apc/Tenm2/Apoe/Itgb1/Tnr/Ptpro/Ptprs/Prkg1/Neo1/Zeb2/Nrcam/Numb/Ntn1/Sema6a/Raph1/Epha5/Cdh11",19,3.44136772651068,0.107954545454545,0.0258459445672505,4.17684659090909,14.3740650565407,"OPCs","24hrvs1hr_SAL"
