"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"Gm42418",2.06706266992717e-55,-1.1390754154839,0.93,0.993,5.17737186936658e-51,"Gm42418","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Cwc22",4.71904007286814e-41,-2.07460025730974,0.353,0.71,1.18197796705128e-36,"Cwc22","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Ptprz1",4.85656619359501e-12,-0.466009433031786,0.997,0.995,1.21642413450974e-07,"Ptprz1","OPCs","24hrvs1hr_PTZ","Down","Sig"
"C430049B03Rik",1.17561737372858e-11,1.60626273092396,0.362,0.146,2.94456883597798e-07,"C430049B03Rik","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Usp24",5.34475751098455e-09,-0.572739570370534,0.76,0.893,0.00013387014137763,"Usp24","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Slc22a17",1.51474287198201e-08,-0.931302892049186,0.356,0.518,0.000379397647145335,"Slc22a17","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Tcf4",7.09467142507759e-08,0.412381888128881,0.957,0.929,0.00177700235183918,"Tcf4","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Pid1",9.37060644389292e-08,0.557007189521369,0.796,0.676,0.00234705579600186,"Pid1","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Scd2",1.15621267820945e-07,-0.899220867689176,0.304,0.479,0.00289596589511122,"Scd2","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Cpt1c",5.01878680352955e-07,1.20138124385163,0.337,0.151,0.0125705553068005,"Cpt1c","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Gpc5",5.465575124969e-07,-0.406209541764743,0.921,0.932,0.0136896260155099,"Gpc5","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Sulf2",6.6057582249753e-07,-0.782473663505413,0.371,0.543,0.0165454426260956,"Sulf2","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Sparcl1",6.76920003227277e-07,-1.31436304319906,0.137,0.253,0.0169548153208336,"Sparcl1","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Zeb2",1.2012349527923e-06,0.709364137864945,0.669,0.455,0.0300873318625888,"Zeb2","OPCs","24hrvs1hr_PTZ","Up","Sig"
"AY036118",1.5854433161581e-06,-0.738153845442696,0.438,0.543,0.0397105987398119,"AY036118","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Pitpnc1",1.74368661178954e-06,0.856786356898052,0.538,0.331,0.0436741185654925,"Pitpnc1","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Tnpo1",1.89096317383043e-06,-0.840248005975105,0.426,0.535,0.0473629546149309,"Tnpo1","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Chl1",1.94825237973368e-06,-0.613563247711967,0.441,0.586,0.0487978773551894,"Chl1","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Pabpn1",2.55516040616027e-06,0.592900825993488,0.638,0.462,0.0639991026930963,"Pabpn1","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Mir9-3hg",3.0594123361915e-06,0.414815083094592,0.781,0.674,0.0766291007845884,"Mir9-3hg","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Ckb",4.56605732543849e-06,-0.843407329420439,0.219,0.358,0.114366037830258,"Ckb","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Rims2",4.62999600625575e-06,-0.449446587007195,0.833,0.859,0.115967509968688,"Rims2","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Mmp15",7.2794888802699e-06,-0.856508640821616,0.316,0.465,0.18232935798412,"Mmp15","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Cspg4",7.93210010626902e-06,-0.704718903410738,0.435,0.579,0.19867531136172,"Cspg4","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Ptbp2",1.40947194758094e-05,-0.581612084908826,0.568,0.662,0.353030438710597,"Ptbp2","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Samd4",1.61911813119877e-05,0.910748862439312,0.359,0.19,0.405540518321355,"Samd4","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Apoe",1.71703185937786e-05,-0.981221908079401,0.289,0.372,0.430064969818373,"Apoe","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Znrf1",1.80509404199932e-05,1.17090591347574,0.274,0.117,0.45212190469957,"Znrf1","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Kank1",2.82305740352002e-05,0.692640849582614,0.459,0.302,0.707091187859659,"Kank1","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Cd81",5.01519901668162e-05,-0.821894325128671,0.255,0.392,1,"Cd81","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Plppr1",5.09114258010999e-05,0.37448818495587,0.812,0.657,1,"Plppr1","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Kcnd2",6.5799505804979e-05,-0.242421421263874,0.994,1,1,"Kcnd2","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Cux1",6.65578045003689e-05,0.828978823424845,0.304,0.153,1,"Cux1","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Grik2",7.04332867084082e-05,-0.350608796739583,0.86,0.92,1,"Grik2","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Prpf4b",9.30347065023355e-05,0.599553467022248,0.596,0.436,1,"Prpf4b","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Alcam",0.000108781368073529,0.446597543543366,0.784,0.679,1,"Alcam","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Calr",0.000108934736937163,-0.752862108315515,0.185,0.297,1,"Calr","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Rev3l",0.000119054796619418,-0.411144957511383,0.866,0.922,1,"Rev3l","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Zfp536",0.000124245316646244,0.832575785610453,0.395,0.221,1,"Zfp536","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Usp29",0.000124373487738228,1.14161181538818,0.264,0.119,1,"Usp29","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Mllt3",0.000147919877875015,0.744008770928496,0.477,0.297,1,"Mllt3","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Itgav",0.000148175766906117,-0.714392095763774,0.319,0.44,1,"Itgav","OPCs","24hrvs1hr_PTZ","Down","Sig"
"Gm38505",0.00018185443603616,0.760046015736516,0.35,0.217,1,"Gm38505","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Rere",0.000186776171876838,0.405534299139604,0.775,0.655,1,"Rere","OPCs","24hrvs1hr_PTZ","Up","Sig"
"Snrnp70",0.00018699372360028,0.474736041667514,0.678,0.55,1,"Snrnp70","OPCs","24hrvs1hr_PTZ","Up","Sig"
