"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"Cwc22",1.83990001006475e-113,-1.21523296084871,0.631,0.974,4.60839755520918e-109,"Cwc22","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Gm42418",1.56527057175336e-45,-0.390293503109707,0.986,0.997,3.92053320107064e-41,"Gm42418","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Gm47283",2.37727751218135e-29,0.946872331100523,0.672,0.646,5.95436698476063e-25,"Gm47283","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"mt-Co1",4.17540323642333e-23,1.16551095906179,0.604,0.43,1.04581324862695e-18,"mt-Co1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"mt-Co3",8.32484291557713e-22,1.17247213141192,0.741,0.6,2.0851234050646e-17,"mt-Co3","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"mt-Atp6",3.46045458506515e-21,1.17873444804568,0.654,0.491,8.66740059921268e-17,"mt-Atp6","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"mt-Nd1",9.4907159995052e-21,1.40564569619373,0.562,0.408,2.37713963639607e-16,"mt-Nd1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"mt-Co2",4.86733151879499e-20,1.08210889249122,0.669,0.503,1.21912052551258e-15,"mt-Co2","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Tubb2a",1.38855881680857e-16,0.982760825006521,0.704,0.648,3.47792326846042e-12,"Tubb2a","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Sema3c",1.92210472759403e-13,-0.517968379501483,0.29,0.509,4.81429571120478e-09,"Sema3c","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"mt-Nd4",5.32690069174058e-13,1.22098258922878,0.397,0.291,1.33422881626026e-08,"mt-Nd4","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Pabpc1",4.95038482851478e-12,-0.428274914930841,0.434,0.641,1.2399228879981e-07,"Pabpc1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Srrm2",5.14024029758218e-12,0.453239505780123,0.812,0.812,1.28747598733541e-07,"Srrm2","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Actg1",6.27826687336615e-12,0.862840934234332,0.546,0.493,1.57251750377202e-07,"Actg1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Itga8",3.19828161784871e-11,-0.640612532894428,0.399,0.622,8.01073596822565e-07,"Itga8","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"mt-Nd2",4.46932998385318e-11,1.07581357346262,0.446,0.346,1.11943308105571e-06,"mt-Nd2","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Malat1",1.0251828106898e-10,0.215276185859283,1,1,2.56777538593473e-06,"Malat1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Las1l",1.04249113883566e-10,0.680754788558485,0.755,0.745,2.61112755544168e-06,"Las1l","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Tuba1a",5.2731204128846e-10,0.77853620152273,0.855,0.871,1.32075846981521e-05,"Tuba1a","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"AY036118",2.19120503664813e-09,-0.203765336126014,0.81,0.932,5.48831125529258e-05,"AY036118","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Rnf121",3.79834400435898e-09,-0.557705034833395,0.445,0.627,9.51371222771795e-05,"Rnf121","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"mt-Cytb",5.42751547645846e-09,0.986456140451537,0.42,0.325,0.000135942980138855,"mt-Cytb","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Tubb2b",5.63062456994224e-09,0.906493958950979,0.591,0.544,0.000141030253603343,"Tubb2b","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Gapdh",9.20786548799513e-09,1.08669695030951,0.291,0.228,0.000230629406877814,"Gapdh","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Ddx5",1.69783501384684e-08,0.487747492417195,0.962,0.959,0.000425256735918218,"Ddx5","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Ubb",3.26793759070399e-08,1.14707990731973,0.261,0.191,0.000818520328343628,"Ubb","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Hsp90ab1",3.66788132139649e-08,0.677072437366288,0.587,0.574,0.000918694234570178,"Hsp90ab1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Camk1d",4.45957892835144e-08,-0.269356707478368,0.89,0.97,0.00111699073418419,"Camk1d","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Klhl26",6.340915595824e-08,-0.834274953702311,0.118,0.261,0.00158820912928604,"Klhl26","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Kif1a",6.43333823929425e-08,0.34293209577152,0.521,0.578,0.00161135822879603,"Kif1a","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Atp11b",6.83842957639589e-08,0.396132338880545,0.77,0.806,0.00171282145599988,"Atp11b","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Tmem132d",1.01305993657412e-07,0.32071045159239,0.472,0.459,0.0025374112231372,"Tmem132d","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Gm16105",1.23239714012706e-07,-0.576845979120645,0.253,0.434,0.00308678511687625,"Gm16105","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Safb",1.43746901441422e-07,-0.559213097106092,0.261,0.461,0.0036004286404033,"Safb","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Gpi1",1.4823208000805e-07,0.401497552644614,0.655,0.703,0.00371276890796162,"Gpi1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Uty",1.82563146054216e-07,0.287982515920952,0.649,0.646,0.00457265911921994,"Uty","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Fhl1",1.99274089181397e-07,0.424979103745868,0.481,0.524,0.00499121811172646,"Fhl1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Camk2b",3.21941641890072e-07,0.315709985660852,0.759,0.802,0.00806367230442064,"Camk2b","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Prkcg",3.93630341611392e-07,0.328307880385897,0.755,0.796,0.00985925916634053,"Prkcg","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Shank1",5.4173701404899e-07,0.387345445517322,0.598,0.66,0.0135688869908851,"Shank1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Celf5",5.90093117690257e-07,0.406569064517526,0.701,0.723,0.0147800623187879,"Celf5","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Atp6v1b2",7.8713014217157e-07,0.251114936856176,0.449,0.557,0.0197152486709713,"Atp6v1b2","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"B830012L14Rik",1.02108159965156e-06,0.214810453294508,0.897,0.932,0.0255750308264726,"B830012L14Rik","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Gm9801",1.31750239720699e-06,0.299196735517346,0.704,0.763,0.0329994825428436,"Gm9801","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Gm32647",1.56625709992574e-06,-0.36593209744398,0.241,0.355,0.03923004158184,"Gm32647","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Rasal1",2.89421545428787e-06,0.479304645343458,0.445,0.436,0.0724914144835482,"Rasal1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Tmem243",2.93397591687617e-06,-0.621298993667278,0.153,0.293,0.0734872947899974,"Tmem243","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Dalrd3",3.69801418944292e-06,0.643126554188133,0.815,0.813,0.0926241614029768,"Dalrd3","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Ulk4",4.09537818502109e-06,0.325619048108861,0.513,0.592,0.102576937400223,"Ulk4","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Eipr1",7.17295398735894e-06,0.324846372813346,0.232,0.274,0.179660978521379,"Eipr1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Brsk2",7.5051493244243e-06,0.462696906103763,0.305,0.34,0.187981475128856,"Brsk2","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Grin1",8.09899715475811e-06,0.222085723998563,0.793,0.882,0.202855581735226,"Grin1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Pitpnc1",9.10975251024762e-06,0.239305978325654,0.393,0.411,0.228171971124172,"Pitpnc1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Camkv",9.13509455671958e-06,0.50694041190812,0.731,0.742,0.228806713362155,"Camkv","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Eno2",1.17535672324538e-05,0.556162927327801,0.358,0.357,0.294391598471271,"Eno2","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Ralyl",1.38561336369739e-05,-0.238807408586169,0.989,0.997,0.347054579205285,"Ralyl","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Dtx3",1.50910157613269e-05,0.605963176480398,0.464,0.426,0.377984671773954,"Dtx3","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Actr3b",1.53020665820796e-05,0.318484340654763,0.738,0.754,0.383270861681347,"Actr3b","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
"Hbb-bs",1.59219999098983e-05,-0.233297542524685,0.255,0.394,0.398798331743222,"Hbb-bs","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Dlgap1",1.62366451210913e-05,-0.207054465067637,0.996,1,0.406679250347975,"Dlgap1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down","Sig"
"Pkd1",1.639001194204e-05,0.38551183119566,0.557,0.578,0.410520629112276,"Pkd1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up","Sig"
