"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"Gm42418",1.17825673109948e-35,-0.948964341674812,0.99,1,2.95117963438487e-31,"Gm42418","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Tubb2a",6.2254980361809e-21,-1.994344731946,0.387,0.673,1.55930049312223e-16,"Tubb2a","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"AY036118",1.51369298432854e-20,-1.24883132690649,0.749,0.85,3.79134681784769e-16,"AY036118","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Tuba1a",2.11643033828092e-18,-1.52718471128978,0.668,0.85,5.30102306829222e-14,"Tuba1a","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Gm47283",5.19976165032304e-18,-2.07238330353917,0.417,0.64,1.30238430055641e-13,"Gm47283","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Ubb",3.49391637727047e-17,-3.22887423514328,0.095,0.36,8.75121235014935e-13,"Ubb","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Hspa8",1.02855289748531e-12,-1.57810019291255,0.372,0.551,2.57621644233145e-08,"Hspa8","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Actg1",1.39730111874708e-12,-1.93321683837643,0.266,0.467,3.4998201121258e-08,"Actg1","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Tubb2b",5.22517574636524e-12,-1.70122863479244,0.352,0.519,1.3087497691921e-07,"Tubb2b","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Ckb",5.31113051004399e-12,-1.95583871543651,0.246,0.439,1.33027885885072e-07,"Ckb","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Ppia",9.85905862259896e-11,-1.6770408436528,0.312,0.486,2.46939841320236e-06,"Ppia","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Hsp90ab1",1.04955162438612e-10,-1.30164328638512,0.387,0.505,2.62881195359992e-06,"Hsp90ab1","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"mt-Co3",1.90319884419453e-10,-1.2293719057024,0.628,0.79,4.76694214505403e-06,"mt-Co3","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Gapdh",3.97484708880311e-10,-2.51642603502822,0.116,0.336,9.95579950332515e-06,"Gapdh","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"mt-Co1",1.09294835258929e-09,-1.51119457879339,0.482,0.65,2.7375077387304e-05,"mt-Co1","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Snhg11",2.61709347536968e-09,-0.464631329614428,0.884,0.911,6.55503402775843e-05,"Snhg11","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Tubb5",2.6594530196713e-09,-1.41863720228988,0.362,0.523,6.66113197837071e-05,"Tubb5","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Cfl1",5.60199454811868e-09,-1.94399289252131,0.141,0.308,0.000140313157446729,"Cfl1","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"A230006K03Rik",1.01358303306319e-08,-0.705135233049868,0.477,0.636,0.000253872142291337,"A230006K03Rik","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"mt-Nd2",1.69319175265658e-08,-1.6127647883979,0.307,0.537,0.000424093738287894,"mt-Nd2","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Atp1b1",1.79325495332407e-08,-0.856624943907784,0.719,0.715,0.000449156568159079,"Atp1b1","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Actb",4.69463630642903e-08,-1.10542398262487,0.392,0.491,0.00117586555567128,"Actb","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Tubb3",7.84578318816609e-08,-1.31592451812296,0.347,0.439,0.00196513331513996,"Tubb3","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Hsp90aa1",8.63826162410593e-08,-1.31895744052024,0.286,0.425,0.00216362538898981,"Hsp90aa1","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Ptprn",1.00050733933194e-07,-0.987019991080864,0.563,0.556,0.00250597073282472,"Ptprn","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Calm1",1.35253431589635e-07,-1.11283422143493,0.317,0.379,0.00338769270102559,"Calm1","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Ptprm",1.48835709947387e-07,-0.559238242885762,0.462,0.612,0.0037278880270522,"Ptprm","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Tuba1b",4.69905705477319e-07,-1.8034616551174,0.156,0.299,0.0117697282050904,"Tuba1b","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Hcn1",6.03809839867234e-07,-0.70727169048181,0.693,0.621,0.0151236250591546,"Hcn1","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Fgf14",6.45221532672339e-07,-0.330002398325321,0.91,0.949,0.0161608637288441,"Fgf14","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Auts2",7.56588779301798e-07,0.463310577667263,1,0.986,0.0189502791551721,"Auts2","InN_CGE","24hrvs1hr_SAL","Up","Sig"
"Lrfn5",1.12167281252432e-06,-0.471841253901598,0.824,0.869,0.0280945389352966,"Lrfn5","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Agbl4",1.2705590053266e-06,-0.488050039857674,0.548,0.617,0.0318236914064153,"Agbl4","InN_CGE","24hrvs1hr_SAL","Down","Sig"
"Cck",1.77179165845123e-06,-1.26198180573635,0.171,0.28,0.044378065669228,"Cck","InN_CGE","24hrvs1hr_SAL","Down","Sig"
