"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"Gm42418",2.50557161087937e-76,-1.27165951008376,0.908,0.985,6.27570521376955e-72,"Gm42418","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down","Sig"
"Cwc22",2.41544944633535e-50,-1.88802286368077,0.469,0.811,6.04997622823615e-46,"Cwc22","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down","Sig"
"AY036118",2.32640121908167e-21,-1.35393210773599,0.334,0.584,5.82693713343387e-17,"AY036118","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down","Sig"
"Tuba1a",5.52515932477488e-12,-0.816982783329259,0.6,0.74,1.38388665607636e-07,"Tuba1a","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down","Sig"
"Tubb2b",2.84038400031684e-10,-1.05523088181895,0.345,0.464,7.11430980559358e-06,"Tubb2b","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down","Sig"
"Actg1",8.77112912766794e-10,-1.17688971278159,0.19,0.326,2.19690471260699e-05,"Actg1","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down","Sig"
"Serinc1",7.61557372318798e-08,-1.03426799712518,0.256,0.362,0.00190747275044689,"Serinc1","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down","Sig"
"Ptbp2",8.12856311837286e-08,-0.593636515946364,0.71,0.76,0.00203596120425885,"Ptbp2","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down","Sig"
"Zeb2",5.70842713833889e-07,0.465265553576529,0.895,0.769,0.0142978974533974,"Zeb2","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Up","Sig"
"Sh3gl2",6.03991749999605e-07,1.4495088563026,0.325,0.132,0.0151281813622401,"Sh3gl2","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Up","Sig"
