"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Cwc22",1.10192804717362e-96,1.92439975337243,0.96,0.669,2.75999917975577e-92,"Cwc22","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
"Gm47283",1.73140774030903e-49,-1.51413923427731,0.765,0.874,4.33665696715202e-45,"Gm47283","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
"AY036118",5.90829597227402e-24,-0.753273835108775,0.94,0.924,1.47985089217547e-19,"AY036118","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
"Gm20754",2.54857332382078e-19,0.896983534416531,0.851,0.652,6.3834116041739e-15,"Gm20754","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
"Malat1",1.33132927750966e-17,-0.284498380277921,1,1,3.33458044137845e-13,"Malat1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
"Mid1",5.67602641388362e-17,-1.81143643572263,0.239,0.446,1.42167433588543e-12,"Mid1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
"Pcdh11x",2.59432713388285e-16,0.978454760094558,0.604,0.338,6.49801117223639e-12,"Pcdh11x","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
"Egfem1",1.09539885149495e-15,0.601345047645016,0.928,0.805,2.74364550333941e-11,"Egfem1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
"Gm42418",1.27894813507201e-14,-0.327810487550564,1,1,3.20338139391487e-10,"Gm42418","L45ExcitatoryNeurons","PTZvsSAL_1hr","Down"
"Nrxn3",4.76691966315416e-14,0.599192910287496,0.948,0.874,1.19397036803022e-09,"Nrxn3","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
"Nrip1",1.63693807145581e-11,0.826185034415492,0.479,0.253,4.10003878757538e-07,"Nrip1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
"Celf2",3.54514080957736e-11,0.226685682907863,1,1,8.8795141857484e-07,"Celf2","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
"Lekr1",1.49085282448764e-10,0.60950288174708,0.501,0.258,3.7341390694942e-06,"Lekr1","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
"Rims2",2.53718566512724e-10,0.362687894282513,0.974,0.92,6.35488893544419e-06,"Rims2","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
"Hbb-bs",4.64684643254491e-10,0.755236830723385,0.437,0.238,1.16389562595952e-05,"Hbb-bs","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
"Tmtc4",4.90161988204555e-10,0.750955709408379,0.334,0.145,1.22770873185595e-05,"Tmtc4","L45ExcitatoryNeurons","PTZvsSAL_1hr","Up"
