"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Adarb2",1.17268593306716e-34,1.71160102777831,0.656,0.326,2.93722645655331e-30,"Adarb2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Diaph2",4.98960830068302e-23,1.00564436436064,0.717,0.427,1.24974719107207e-18,"Diaph2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Rasal2",3.70772516838886e-22,0.903538444737391,0.854,0.63,9.28673922926359e-18,"Rasal2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Kctd16",1.64274559602852e-20,0.698566530945265,0.936,0.786,4.11458489437264e-16,"Kctd16","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Ahcyl2",4.58870250463633e-19,0.802763310575819,0.836,0.656,1.14933231633626e-14,"Ahcyl2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Tanc1",6.04673793536874e-19,0.992262375073186,0.552,0.253,1.51452645067181e-14,"Tanc1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Cacna2d1",4.63937685605789e-18,0.545438033698297,0.922,0.745,1.16202472113682e-13,"Cacna2d1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Cdk14",5.43796747072782e-17,0.788778371272961,0.716,0.424,1.3620477123932e-12,"Cdk14","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Syne1",2.43558490965402e-16,0.802300545680501,0.739,0.521,6.10040952321041e-12,"Syne1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Itga8",5.16867325112184e-16,0.95238900472691,0.611,0.341,1.29459758920849e-11,"Itga8","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Ano3",1.22587268114784e-15,0.844537110234597,0.687,0.448,3.070443304471e-11,"Ano3","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Acap2",1.51477454065662e-15,0.808524100684864,0.634,0.362,3.79405579198265e-11,"Acap2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Erc2",4.22386967679969e-15,0.425075110990687,0.962,0.909,1.05795263794802e-10,"Erc2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"AY036118",4.81193136009059e-15,-0.606988623119408,0.826,0.859,1.20524444776189e-10,"AY036118","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
"Wipf3",7.76569166295891e-15,0.833330440106618,0.604,0.352,1.94507279082132e-10,"Wipf3","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Lrrtm4",1.60237988371597e-14,0.324483423924608,0.996,0.992,4.01348089474338e-10,"Lrrtm4","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Hectd2",1.72316497835445e-14,0.983815782997643,0.549,0.294,4.3160113212844e-10,"Hectd2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Pitpnm2",2.79021387252758e-14,0.753427818735794,0.546,0.279,6.98864868651982e-10,"Pitpnm2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Ldlrad4",3.08008519448257e-14,1.02147500479987,0.434,0.198,7.71468938662048e-10,"Ldlrad4","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Ppfia2",3.08102080707315e-14,0.307671040617587,0.992,0.977,7.71703281547613e-10,"Ppfia2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Iqgap2",3.47230199385289e-14,0.671653712854802,0.644,0.378,8.69707480400334e-10,"Iqgap2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Fhit",3.72360683847397e-14,1.21003321693664,0.389,0.169,9.32651804832575e-10,"Fhit","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"2010300C02Rik",4.2274690107465e-14,0.709051589319626,0.662,0.406,1.05885416312168e-09,"2010300C02Rik","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Gm42418",4.74517618121246e-14,-0.328729514003128,0.996,0.997,1.18852427810829e-09,"Gm42418","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
"St18",6.74721018746754e-14,0.911204070722481,0.592,0.341,1.68997373565499e-09,"St18","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Grin2a",7.39993056281735e-14,0.415407002671677,0.936,0.849,1.85346060806886e-09,"Grin2a","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Robo2",9.04822807481855e-14,0.651088097950258,0.825,0.633,2.2663096858998e-09,"Robo2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Ddx5",1.06302642924712e-13,-0.60456033342627,0.872,0.852,2.66256229733526e-09,"Ddx5","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
"Plcb1",1.22669251008117e-13,0.516905039204483,0.898,0.753,3.0724967300003e-09,"Plcb1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Zmat4",1.45825790741384e-13,0.840589205936034,0.548,0.299,3.65249858069945e-09,"Zmat4","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Trpm3",1.49020892344659e-13,0.482279643685764,0.897,0.841,3.73252629055666e-09,"Trpm3","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Cnksr2",2.25232423008988e-13,0.47491687328875,0.92,0.773,5.64139649910612e-09,"Cnksr2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Slit1",2.67235950118475e-13,0.908212984580009,0.471,0.227,6.69345884261744e-09,"Slit1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Trpc4",5.27701111873028e-13,1.14548035991465,0.411,0.182,1.32173297490837e-08,"Trpc4","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Rasgrf1",6.82296848272819e-13,0.614845098916464,0.688,0.424,1.70894891586893e-08,"Rasgrf1","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Tcf4",1.12692972348687e-12,-0.420841307508853,0.978,0.964,2.82262087841757e-08,"Tcf4","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Down"
"Dock10",1.39533331607889e-12,0.563071952131005,0.804,0.612,3.4948913567828e-08,"Dock10","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Lncpint",2.11363700357374e-12,0.734245569910348,0.605,0.357,5.29402660285115e-08,"Lncpint","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
"Maml2",5.03702929875898e-12,0.57525122597798,0.72,0.497,1.26162472846016e-07,"Maml2","ExcitatoryNeuronsMatureDG","PTZvsSAL_1hr","Up"
