"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Gm42418",1.07769782369036e-59,-0.952316965257658,1,0.998,2.69930973899724e-55,"Gm42418","MGE","24hrvs1hr_SAL","Down"
"Tuba1a",5.85341720458343e-46,-1.93412204651994,0.801,0.888,1.46610540723201e-41,"Tuba1a","MGE","24hrvs1hr_SAL","Down"
"mt-Co3",2.25353300441264e-40,-1.57296457026793,0.641,0.867,5.64442411615234e-36,"mt-Co3","MGE","24hrvs1hr_SAL","Down"
"AY036118",5.02719289143362e-37,-1.12404205650556,0.895,0.912,1.25916100351738e-32,"AY036118","MGE","24hrvs1hr_SAL","Down"
"Gm47283",2.19905632839625e-31,-2.27305457478263,0.564,0.748,5.5079763857341e-27,"Gm47283","MGE","24hrvs1hr_SAL","Down"
"mt-Co1",2.59370668109942e-25,-1.74118060989385,0.516,0.712,6.49645712414971e-21,"mt-Co1","MGE","24hrvs1hr_SAL","Down"
"Cwc22",7.26625703395833e-24,0.826812951928756,0.955,0.682,1.81997939929554e-19,"Cwc22","MGE","24hrvs1hr_SAL","Up"
"Tubb2b",1.5013944822009e-23,-1.92415452008634,0.467,0.673,3.76054275956859e-19,"Tubb2b","MGE","24hrvs1hr_SAL","Down"
"Upp2",3.55444638005846e-22,1.25782989081798,0.547,0.17,8.90282184813244e-18,"Upp2","MGE","24hrvs1hr_SAL","Up"
"Tubb2a",3.48457307875701e-21,-1.62227492327833,0.627,0.72,8.72781019036269e-17,"Tubb2a","MGE","24hrvs1hr_SAL","Down"
"Gm16183",1.37806016295493e-17,1.05654533344855,0.571,0.224,3.4516272901532e-13,"Gm16183","MGE","24hrvs1hr_SAL","Up"
"Gm49179",1.63856981014755e-17,0.850836281884082,0.662,0.284,4.10412580347658e-13,"Gm49179","MGE","24hrvs1hr_SAL","Up"
"Rnf25",4.4229945926174e-17,0.99317631145974,0.474,0.159,1.10782745561288e-12,"Rnf25","MGE","24hrvs1hr_SAL","Up"
"N4bp2l2",1.62296617965821e-16,0.780987304473335,0.711,0.333,4.06504339018992e-12,"N4bp2l2","MGE","24hrvs1hr_SAL","Up"
"Hspa8",1.73626406468062e-16,-1.65386568143801,0.523,0.634,4.34882060280556e-12,"Hspa8","MGE","24hrvs1hr_SAL","Down"
"Dnajc6",5.82318734361827e-16,0.770949951671115,0.794,0.445,1.45853373395607e-11,"Dnajc6","MGE","24hrvs1hr_SAL","Up"
"Gm26936",7.36806745138557e-16,0.989063914955408,0.47,0.163,1.84547985454854e-11,"Gm26936","MGE","24hrvs1hr_SAL","Up"
"5031425E22Rik",7.7507525535814e-16,0.773645823050288,0.603,0.245,1.94133099209553e-11,"5031425E22Rik","MGE","24hrvs1hr_SAL","Up"
"Zfp949",9.5114023756404e-16,1.80200308344327,0.272,0.058,2.38232095302665e-11,"Zfp949","MGE","24hrvs1hr_SAL","Up"
"Pcnx2",1.15701605352387e-15,0.908604865801638,0.557,0.228,2.89797810926123e-11,"Pcnx2","MGE","24hrvs1hr_SAL","Up"
"Kcnq1ot1",1.35352568336911e-15,0.675398302171107,0.763,0.389,3.39017577913462e-11,"Kcnq1ot1","MGE","24hrvs1hr_SAL","Up"
"Gm16105",2.03329508093898e-15,1.28760385574224,0.303,0.073,5.09279418922786e-11,"Gm16105","MGE","24hrvs1hr_SAL","Up"
"Nfyc",2.44101590889821e-15,0.920601509254479,0.551,0.222,6.11401254701734e-11,"Nfyc","MGE","24hrvs1hr_SAL","Up"
"Actb",2.5324499754477e-15,-1.57764905627541,0.523,0.626,6.34302745350385e-11,"Actb","MGE","24hrvs1hr_SAL","Down"
