"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","log_p_adj","GeneRatio_numeric","BgRatio_numeric","Fold_enrichment","score","cell_type","comparison"
"GO:0071006","GO:0071006","U2-type catalytic step 1 spliceosome","1/2","13/17673",0.00147067122029287,0.035296109287029,NA,"Cwc22",1,1.45227316453568,0.5,0.000735585356193063,679.730769230769,987.154755263044,"InN","Ndnf_24hrvs1hr_PTZ"
"GO:0071012","GO:0071012","catalytic step 1 spliceosome","1/2","13/17673",0.00147067122029287,0.035296109287029,NA,"Cwc22",1,1.45227316453568,0.5,0.000735585356193063,679.730769230769,987.154755263044,"InN","Ndnf_24hrvs1hr_PTZ"
