"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","log_p_adj","GeneRatio_numeric","BgRatio_numeric","Fold_enrichment","score","cell_type","comparison"
"GO:0097060","GO:0097060","synaptic membrane","33/241","500/17673",5.7621957565127e-14,2.34521367290067e-11,1.50423636591068e-11,"Ptprz1/Rims2/Kcnd2/Grik2/Bcan/Cspg5/Cacna1d/Ank3/Cacna1a/Slc6a1/Neto1/Synj1/Dmd/Dcc/Cacna1c/Cacna2d1/Canx/Il1rapl1/Abhd17b/Dlg2/Ptpro/Pcdh17/Olfm2/Gabrb1/Akap9/Hspa8/Gphn/Nrxn2/Erc2/Dlg1/Grik3/Syt11/Grip1",33,10.6298175824866,0.136929460580913,0.028291744468964,4.83990871369295,51.4473467424432,"OPCs","24hrvs1hr_PTZ"
"GO:0099572","GO:0099572","postsynaptic specialization","28/241","425/17673",5.63807679820938e-12,2.29469725687122e-09,7.35917392608382e-10,"Ptprz1/Kcnd2/Grik2/Arhgap32/Zdhhc2/Eif4g2/Neto1/Dmd/Eps8/Kalrn/Dcc/Pkp4/Cacna1c/Il1rapl1/Abhd17b/Dlg2/Ptpro/Gabrb1/Akap9/Mpdz/Hspa8/Gphn/Hnrnph1/Dlg1/Grik3/Syt11/Grip1/Dst",28,8.63927460352238,0.116182572614108,0.0240479827986194,4.83128142543324,41.7387669212148,"OPCs","24hrvs1hr_PTZ"
"GO:0014069","GO:0014069","postsynaptic density","26/241","377/17673",1.22575441799123e-11,4.9888204812243e-09,1.0666213882871e-09,"Ptprz1/Grik2/Arhgap32/Zdhhc2/Eif4g2/Neto1/Dmd/Eps8/Kalrn/Dcc/Pkp4/Cacna1c/Il1rapl1/Abhd17b/Dlg2/Ptpro/Akap9/Mpdz/Hspa8/Gphn/Hnrnph1/Dlg1/Grik3/Syt11/Grip1/Dst",26,8.30200212352452,0.107883817427386,0.0213319753295988,5.05737587637716,41.9863452651449,"OPCs","24hrvs1hr_PTZ"
"GO:0032279","GO:0032279","asymmetric synapse","26/241","400/17673",4.57296885359344e-11,1.86119832341253e-08,2.98446388339782e-09,"Ptprz1/Grik2/Arhgap32/Zdhhc2/Eif4g2/Neto1/Dmd/Eps8/Kalrn/Dcc/Pkp4/Cacna1c/Il1rapl1/Abhd17b/Dlg2/Ptpro/Akap9/Mpdz/Hspa8/Gphn/Hnrnph1/Dlg1/Grik3/Syt11/Grip1/Dst",26,7.73020734735574,0.107883817427386,0.0226333955751712,4.76657676348548,36.8466267188306,"OPCs","24hrvs1hr_PTZ"
"GO:0045211","GO:0045211","postsynaptic membrane","24/241","344/17673",6.22951953198119e-11,2.53541444951634e-08,3.25246493459228e-09,"Ptprz1/Kcnd2/Grik2/Cspg5/Ank3/Slc6a1/Neto1/Dmd/Dcc/Cacna1c/Cacna2d1/Canx/Il1rapl1/Abhd17b/Dlg2/Ptpro/Pcdh17/Gabrb1/Akap9/Hspa8/Gphn/Dlg1/Grik3/Grip1",24,7.59595103892396,0.0995850622406639,0.0194647201946472,5.11618257261411,38.8622723277728,"OPCs","24hrvs1hr_PTZ"
"GO:0098984","GO:0098984","neuron to neuron synapse","26/241","440/17673",3.64733778777577e-10,1.48446647962474e-07,1.58691187959367e-08,"Ptprz1/Grik2/Arhgap32/Zdhhc2/Eif4g2/Neto1/Dmd/Eps8/Kalrn/Dcc/Pkp4/Cacna1c/Il1rapl1/Abhd17b/Dlg2/Ptpro/Akap9/Mpdz/Hspa8/Gphn/Hnrnph1/Dlg1/Grik3/Syt11/Grip1/Dst",26,6.82842960465491,0.107883817427386,0.0248967351326883,4.33325160316862,29.5893035314949,"OPCs","24hrvs1hr_PTZ"
"GO:0099634","GO:0099634","postsynaptic specialization membrane","14/241","151/17673",1.98821554658103e-08,8.09203727458479e-06,7.41469857973076e-07,"Ptprz1/Kcnd2/Grik2/Neto1/Dcc/Il1rapl1/Abhd17b/Dlg2/Ptpro/Gabrb1/Akap9/Hspa8/Dlg1/Grik3",14,5.09194212539342,0.0580912863070539,0.00854410682962711,6.79898876095738,34.6200572819953,"OPCs","24hrvs1hr_PTZ"
"GO:0042734","GO:0042734","presynaptic membrane","16/241","231/17673",1.19158791360301e-07,4.84976280836423e-05,3.88833950754665e-06,"Rims2/Grik2/Cacna1d/Cacna1a/Slc6a1/Cacna1c/Cacna2d1/Canx/Pcdh17/Gabrb1/Nrxn2/Erc2/Dlg1/Grik3/Syt11/Grip1",16,4.31427950130239,0.0663900414937759,0.0130707859446613,5.0792692784394,21.9133873295661,"OPCs","24hrvs1hr_PTZ"
"GO:0098982","GO:0098982","GABA-ergic synapse","12/241","132/17673",2.59080068854007e-07,0.000105445588023581,7.51483708488815e-06,"Rims2/Kcnd2/Bcan/Cspg5/Slc6a1/Ptpro/Nrg2/Pcdh17/Gabrb1/Gphn/Erc2/Grip1",12,3.97697158697332,0.0497925311203319,0.00746902053980648,6.66654092795172,26.5126438538587,"OPCs","24hrvs1hr_PTZ"
"GO:0042383","GO:0042383","sarcolemma","13/241","160/17673",3.0389491162709e-07,0.000123685229032226,7.93325664037036e-06,"Kcnd2/Cacna1d/Ank3/Dmd/Prkce/Cacna1c/Cacna2d1/Ppp3cb/Svil/Dlg1/Gnas/Agrn/Dst",13,3.90768216239861,0.0539419087136929,0.00905335823006847,5.95822095435685,23.2828337429699,"OPCs","24hrvs1hr_PTZ"
