"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Prox1",0,2.48053265505847,0.774,0.145,0,"0","Prox1"
"C1ql3",0,3.18307296136598,0.745,0.148,0,"0","C1ql3"
"Sema5a",0,1.58278106806051,0.883,0.31,0,"0","Sema5a"
"Synpr",0,2.00056098070667,0.738,0.216,0,"0","Synpr"
"Cdh9",0,1.78101454480911,0.867,0.363,0,"0","Cdh9"
"Zfp536",0,1.37783432334997,0.745,0.244,0,"0","Zfp536"
"Myo5b",0,3.23051095504629,0.584,0.105,0,"0","Myo5b"
"Stxbp6",0,2.15412641698844,0.636,0.174,0,"0","Stxbp6"
"Slc4a4",0,1.48614078791207,0.713,0.251,0,"0","Slc4a4"
"Shisa9",0,1.62970173706295,0.87,0.43,0,"0","Shisa9"
"Col25a1",0,1.64737638441545,0.678,0.243,0,"0","Col25a1"
"Dock10",0,1.59737101755149,0.593,0.188,0,"0","Dock10"
"Zfpm2",0,1.39227542557349,0.991,0.601,0,"0","Zfpm2"
"Cntnap5b",0,1.35932447914131,0.861,0.485,0,"0","Cntnap5b"
"Tspan18",0,2.06198646373357,0.488,0.12,0,"0","Tspan18"
"Ptpro",0,1.32932320090101,0.752,0.384,0,"0","Ptpro"
"Sphkap",0,1.65557931400894,0.765,0.403,0,"0","Sphkap"
"Car12",0,3.00182525671826,0.426,0.07,0,"0","Car12"
"St18",0,0.914807804427498,0.435,0.104,0,"0","St18"
"Nr3c2",0,1.40122848844643,0.961,0.631,0,"0","Nr3c2"
"Tmem108",0,1.30753351743303,0.852,0.543,0,"0","Tmem108"
"Tafa2",0,1.21346889101007,0.985,0.682,0,"0","Tafa2"
"Epha4",0,1.25249428129671,0.858,0.556,0,"0","Epha4"
"Zbtb20",0,1.13821931154206,1,0.728,0,"0","Zbtb20"
"Rfx3",0,2.34879795441347,0.999,0.744,0,"0","Rfx3"
"Mctp1",0,1.11324666651533,0.969,0.721,0,"0","Mctp1"
"Slit3",0,1.033326706832,0.978,0.736,0,"0","Slit3"
"Lrrtm4",0,1.12479748014824,0.999,0.781,0,"0","Lrrtm4"
"Ccdc85a",0,1.24081282968468,0.901,0.689,0,"0","Ccdc85a"
"Plxna4",0,1.17803198835258,0.972,0.791,0,"0","Plxna4"
"Ncam2",0,1.09780073310162,0.997,0.826,0,"0","Ncam2"
"Cacna1c",0,1.28008566030392,0.994,0.873,0,"0","Cacna1c"
"Ryr2",0,1.2521479629518,0.987,0.866,0,"0","Ryr2"
"Lrp1b",0,1.47532706927987,1,0.891,0,"0","Lrp1b"
"Ntrk3",0,1.17416058093156,0.996,0.887,0,"0","Ntrk3"
"Negr1",0,1.19226307449978,1,0.894,0,"0","Negr1"
"Prkce",0,1.00555405862888,0.971,0.873,0,"0","Prkce"
"Dab1",0,1.10363116566373,1,0.961,0,"0","Dab1"
"Ppfia2",0,1.12073002040366,0.999,0.962,0,"0","Ppfia2"
"Nkain2",0,0.851925725283787,1,0.974,0,"0","Nkain2"
"Dlgap1",0,0.769680642915618,1,0.981,0,"0","Dlgap1"
"Calb1",2.09341678761561e-296,2.33322021765651,0.341,0.084,4.93585810184009e-292,"0","Calb1"
"Sorcs2",1.25844619227385e-294,1.67382395699415,0.6,0.255,2.96716443214328e-290,"0","Sorcs2"
"Dscam",7.38929448594951e-283,0.797481580758967,0.958,0.757,1.74224785389718e-278,"0","Dscam"
"Cntnap5a",7.66116385067181e-270,0.825961984709395,0.916,0.6,1.8063492127114e-265,"0","Cntnap5a"
"Camk2b",4.98172399801153e-269,1.30997406022236,0.773,0.498,1.17459088425116e-264,"0","Camk2b"
"Tiam1",2.93495060946072e-266,1.45227576540132,0.713,0.41,6.92002654698648e-262,"0","Tiam1"
"Ppp3ca",1.90957357275814e-265,0.7545826179986,0.999,0.968,4.50239256984915e-261,"0","Ppp3ca"
"Dgkh",1.93229191360028e-263,1.44642734748035,0.723,0.446,4.55595787388673e-259,"0","Dgkh"
"Gria1",5.27766218290465e-262,0.71538694393017,0.998,0.906,1.24436718948526e-257,"0","Gria1"
"Clstn2",1.14609679328711e-259,0.767454410693501,0.968,0.758,2.70226701921235e-255,"0","Clstn2"
"Lingo2",2.17172981687598e-258,0.710054787973417,1,0.859,5.12050456223018e-254,"0","Lingo2"
"Hecw1",3.79280800477104e-255,0.983854766755405,0.901,0.744,8.94268271364916e-251,"0","Hecw1"
"Cacna1e",1.92323625174769e-251,0.818349044214884,0.973,0.841,4.53460643437071e-247,"0","Cacna1e"
"Gm20754",1.84802283169489e-244,0.793421302343809,0.981,0.811,4.35726823257021e-240,"0","Gm20754"
"Kirrel3",2.70569293634427e-244,0.820218365544483,0.933,0.631,6.37948280531251e-240,"0","Kirrel3"
"Jph1",1.69634371243429e-239,1.69765311957233,0.565,0.267,3.99963920517757e-235,"0","Jph1"
"Kif26b",4.29046563161861e-234,1.45207257500504,0.582,0.267,1.01160598662304e-229,"0","Kif26b"
"Prkg1",2.47871259945934e-233,0.743112623775991,0.989,0.861,5.84430856700523e-229,"0","Prkg1"
"Camk2a",5.63254743152796e-233,1.24870578624291,0.737,0.458,1.32804203340566e-228,"0","Camk2a"
"Malat1",1.42697394209511e-230,0.470979435705538,1,1,3.36451916067184e-226,"0","Malat1"
"Galnt17",3.10471810337047e-225,1.07700049355894,0.82,0.551,7.32030434412689e-221,"0","Galnt17"
"Nkain3",1.20753282825187e-216,0.7520355880141,0.956,0.748,2.84712090245226e-212,"0","Nkain3"
"Cntn5",3.81282817046962e-213,0.445464032105549,0.981,0.746,8.98988626033328e-209,"0","Cntn5"
"Gabrb3",1.52949994222084e-212,0.625641813511328,0.999,0.963,3.6062549637683e-208,"0","Gabrb3"
"Ak5",3.74902466882411e-212,1.21931323949885,0.687,0.381,8.83945036415349e-208,"0","Ak5"
"Ablim3",4.7259000327059e-211,1.73337344491719,0.401,0.141,1.1142727097114e-206,"0","Ablim3"
"Lcorl",5.3971850063532e-209,1.25663680652626,0.668,0.373,1.27254828079796e-204,"0","Lcorl"
"Adamts17",6.34508865604444e-206,1.53835348577414,0.494,0.213,1.49604500332216e-201,"0","Adamts17"
"Grb14",1.72742708250597e-205,1.5155304081438,0.557,0.273,4.07292757513258e-201,"0","Grb14"
"Tgfbr1",2.35163748463189e-199,1.85745932369665,0.349,0.115,5.54469086126507e-195,"0","Tgfbr1"
"Frmd4b",1.18764005554025e-198,1.1897531062448,0.596,0.299,2.80021772295281e-194,"0","Frmd4b"
"F730043M19Rik",1.44644621987604e-195,1.74892861693485,0.401,0.152,3.41043089722372e-191,"0","F730043M19Rik"
"Tmeff2",6.41850059492704e-193,0.719098451539759,0.893,0.69,1.5133540702719e-188,"0","Tmeff2"
"2010300C02Rik",3.86083445146571e-192,1.48113451383218,0.466,0.195,9.10307546966585e-188,"0","2010300C02Rik"
"Spon1",4.74535232806259e-183,1.2952993534116,0.557,0.271,1.1188591719106e-178,"0","Spon1"
"Dpf3",2.87134392157557e-182,1.28575038063336,0.436,0.171,6.77005469829088e-178,"0","Dpf3"
"Il1rap",2.99098825141986e-181,1.42849510589526,0.55,0.279,7.05215209919776e-177,"0","Il1rap"
"Htr4",2.11055735127589e-180,1.40946252457265,0.497,0.225,4.97627212283829e-176,"0","Htr4"
"Fat4",6.96965660477881e-180,1.49845354540651,0.472,0.209,1.64330563427475e-175,"0","Fat4"
"Cdh8",1.91384116475523e-178,0.800614130077133,0.875,0.676,4.51245469825989e-174,"0","Cdh8"
"Btbd9",1.50250583327776e-177,0.993893426400268,0.812,0.66,3.5426082537023e-173,"0","Btbd9"
"Dlgap2",1.88155847203504e-176,0.667302688259049,0.978,0.903,4.43633856536422e-172,"0","Dlgap2"
"Sorbs2",9.1460733057689e-175,0.664396012356276,0.932,0.814,2.15646116403419e-170,"0","Sorbs2"
"Ddx5",1.07091868514265e-173,0.705437417598003,0.941,0.862,2.52501207582933e-169,"0","Ddx5"
"Lyst",3.32208711000007e-173,1.4667536877147,0.587,0.345,7.83281698795817e-169,"0","Lyst"
"Spock3",1.92425271993799e-172,0.791718590988158,0.634,0.318,4.5370030630698e-168,"0","Spock3"
"Nfib",1.48727453055606e-170,0.472387837263669,0.976,0.79,3.50669588814509e-166,"0","Nfib"
"Tnik",7.0045750240163e-170,0.619573084114506,0.966,0.909,1.65153869916256e-165,"0","Tnik"
"Cadm2",1.80931086243012e-169,0.53007311197003,0.994,0.98,4.26599315143774e-165,"0","Cadm2"
"Nfia",1.70010256203387e-168,0.515859788135537,0.828,0.508,4.00850182076347e-164,"0","Nfia"
"Rtn1",1.70062352795324e-164,0.693851301843196,0.954,0.89,4.00973015420815e-160,"0","Rtn1"
"Kcnj3",5.42128233455507e-164,0.654073846523671,0.955,0.839,1.27822994884139e-159,"0","Kcnj3"
"Cdh13",2.00080090195813e-161,0.664409337805528,0.701,0.374,4.71748836663687e-157,"0","Cdh13"
"St6galnac3",3.57914444837284e-161,0.78902197418423,0.86,0.703,8.43890678037348e-157,"0","St6galnac3"
"Sema6d",8.1758695751383e-161,0.643179877861223,0.943,0.734,1.92770652842611e-156,"0","Sema6d"
"Kcnc3",1.55018776030869e-160,1.70181025364458,0.336,0.123,3.65503270125584e-156,"0","Kcnc3"
"Epha7",7.71011373654233e-160,0.785370540301471,0.873,0.693,1.81789061680195e-155,"0","Epha7"
"Jph4",6.1139682872002e-158,1.16870314733337,0.626,0.38,1.44155144275606e-153,"0","Jph4"
"Kcnt2",1.32564817001484e-156,0.65681916202685,0.906,0.72,3.12561325526099e-152,"0","Kcnt2"
"Lgi1",6.09406375801802e-156,1.39374282756673,0.542,0.305,1.43685835286549e-151,"0","Lgi1"
"Adamts18",2.18807090087526e-155,1.26096915292359,0.349,0.128,5.15903357008369e-151,"0","Adamts18"
"Nsf",3.11907438451825e-155,0.988633781252846,0.745,0.559,7.35415358381712e-151,"0","Nsf"
"Kcnh1",3.93808924761891e-149,1.34733216962423,0.458,0.218,9.28522682803586e-145,"0","Kcnh1"
"Ptprj",6.41361522067738e-149,1.03322123078668,0.672,0.456,1.51220219673131e-144,"0","Ptprj"
"Eml5",2.64544731103635e-147,0.867111936170827,0.794,0.65,6.2374356699615e-143,"0","Eml5"
"Islr2",4.80555851391383e-147,1.57142658131047,0.33,0.125,1.1330545864106e-142,"0","Islr2"
"Gabrb1",1.79017502578532e-146,0.520632902182975,0.992,0.916,4.22087467579663e-142,"0","Gabrb1"
"Ccser1",4.79767990933156e-146,0.446053954229959,1,0.985,1.1311969690222e-141,"0","Ccser1"
"Il1rapl1",1.03355495393174e-145,0.393656613389687,1,0.961,2.43691587038026e-141,"0","Il1rapl1"
"Thsd7a",1.89305321387379e-145,0.505521670464021,0.693,0.39,4.46344086767163e-141,"0","Thsd7a"
"Grm1",3.17592555144747e-145,0.885975297400711,0.726,0.498,7.48819726520286e-141,"0","Grm1"
"Nrg2",7.30717372264551e-145,1.17151296860427,0.548,0.298,1.72288542032536e-140,"0","Nrg2"
"Gm28376",2.31450720684025e-144,1.75868707393049,0.332,0.132,5.45714509228793e-140,"0","Gm28376"
"Bcl11b",2.53367016919874e-144,1.08682728052692,0.547,0.282,5.9738875249368e-140,"0","Bcl11b"
"Tenm1",2.54178404564749e-144,0.628524293148385,0.897,0.718,5.99301842282765e-140,"0","Tenm1"
"Ahi1",8.30007344684013e-144,0.575091676002641,0.974,0.927,1.95699131729597e-139,"0","Ahi1"
"Edil3",1.08122232135802e-140,0.755670863501306,0.787,0.545,2.54930598929794e-136,"0","Edil3"
"Rapgefl1",2.4083972441405e-140,1.25670140389491,0.553,0.321,5.67851902223446e-136,"0","Rapgefl1"
"Gfra1",2.71806052181161e-140,1.32502885152554,0.314,0.113,6.40864309832743e-136,"0","Gfra1"
"Sorbs1",3.17824704507666e-140,0.785833269540214,0.816,0.689,7.49367088288176e-136,"0","Sorbs1"
"Cyp7b1",3.65674003452752e-138,1.25809479841534,0.502,0.261,8.62186165340899e-134,"0","Cyp7b1"
"Nrp2",7.57034889905053e-137,1.07708742172291,0.528,0.276,1.78493686341814e-132,"0","Nrp2"
"Mmp16",1.17806720549316e-136,0.481715005392773,0.955,0.873,2.77764685711177e-132,"0","Mmp16"
"Kcnj6",1.72704199817818e-136,1.1986098334063,0.547,0.317,4.07201962330452e-132,"0","Kcnj6"
"Btbd3",7.35172297121992e-135,1.5248265727659,0.356,0.15,1.73338924215423e-130,"0","Btbd3"
"Stxbp5l",2.52981570918092e-134,0.517559864883079,0.953,0.851,5.96479947910678e-130,"0","Stxbp5l"
"Fstl4",3.98524769729616e-134,1.18987215662635,0.442,0.209,9.39641702068489e-130,"0","Fstl4"
"Plppr1",1.78643331980667e-132,0.892673244898585,0.775,0.592,4.21205248144018e-128,"0","Plppr1"
"Ank3",1.46001378285451e-131,0.417810677113793,0.998,0.985,3.44242049721437e-127,"0","Ank3"
"Pip5k1b",3.05591816592935e-131,1.34647790690528,0.453,0.228,7.20524385162822e-127,"0","Pip5k1b"
"Kcnk1",3.83525749055567e-130,1.50892619523895,0.301,0.114,9.04277011123216e-126,"0","Kcnk1"
"Elmod1",5.12155389680568e-130,0.900437917608267,0.697,0.486,1.20755997778884e-125,"0","Elmod1"
