"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Prox1",0,2.48700236239413,0.778,0.145,0,"0","Prox1"
"C1ql3",0,3.23935526627704,0.762,0.147,0,"0","C1ql3"
"Sema5a",0,1.54719641226854,0.879,0.311,0,"0","Sema5a"
"Synpr",0,2.03487152485204,0.751,0.215,0,"0","Synpr"
"Cdh9",0,1.82717253336394,0.879,0.363,0,"0","Cdh9"
"Zfp536",0,1.39083672598346,0.751,0.244,0,"0","Zfp536"
"Myo5b",0,3.25541420994309,0.595,0.105,0,"0","Myo5b"
"Slc4a4",0,1.54456735451886,0.731,0.25,0,"0","Slc4a4"
"Stxbp6",0,2.16516251157209,0.646,0.174,0,"0","Stxbp6"
"Shisa9",0,1.66175600460867,0.881,0.43,0,"0","Shisa9"
"Col25a1",0,1.66912448303311,0.689,0.243,0,"0","Col25a1"
"Dock10",0,1.65095809307902,0.612,0.187,0,"0","Dock10"
"Zfpm2",0,1.37983867725392,0.991,0.602,0,"0","Zfpm2"
"Cntnap5b",0,1.36238787473779,0.862,0.486,0,"0","Cntnap5b"
"Car12",0,3.06520858738459,0.442,0.069,0,"0","Car12"
"Sphkap",0,1.67244232740398,0.774,0.403,0,"0","Sphkap"
"Tspan18",0,2.05187182989455,0.491,0.12,0,"0","Tspan18"
"St18",0,0.967268795077275,0.454,0.103,0,"0","St18"
"Nr3c2",0,1.42836685697581,0.963,0.632,0,"0","Nr3c2"
"Tmem108",0,1.32481965443798,0.86,0.543,0,"0","Tmem108"
"Tafa2",0,1.2415930433996,0.985,0.682,0,"0","Tafa2"
"Calb1",0,2.40027125765183,0.356,0.083,0,"0","Calb1"
"Zbtb20",0,1.10614444750674,0.999,0.728,0,"0","Zbtb20"
"Rfx3",0,2.37291221779346,0.998,0.745,0,"0","Rfx3"
"Mctp1",0,1.10623676005823,0.969,0.721,0,"0","Mctp1"
"Slit3",0,1.05471165854651,0.978,0.736,0,"0","Slit3"
"Lrrtm4",0,1.13836987042655,0.998,0.782,0,"0","Lrrtm4"
"Ccdc85a",0,1.26402791688792,0.901,0.689,0,"0","Ccdc85a"
"Plxna4",0,1.18209816073906,0.972,0.791,0,"0","Plxna4"
"Ncam2",0,1.10642776221367,0.997,0.826,0,"0","Ncam2"
"Ryr2",0,1.27557340598138,0.99,0.866,0,"0","Ryr2"
"Cacna1c",0,1.28244647664644,0.994,0.873,0,"0","Cacna1c"
"Lrp1b",0,1.48326142958835,1,0.891,0,"0","Lrp1b"
"Ntrk3",0,1.17584246195223,0.996,0.887,0,"0","Ntrk3"
"Negr1",0,1.20550640272349,1,0.894,0,"0","Negr1"
"Prkce",0,1.03316667203209,0.972,0.873,0,"0","Prkce"
"Dab1",0,1.10591158154713,1,0.961,0,"0","Dab1"
"Ppfia2",0,1.13625926874099,0.999,0.962,0,"0","Ppfia2"
"Nkain2",0,0.87072399871162,1,0.974,0,"0","Nkain2"
"Dlgap1",0,0.781133877440648,1,0.981,0,"0","Dlgap1"
"Ptpro",1.28781167139149e-306,1.29365990984096,0.75,0.385,3.03640235880686e-302,"0","Ptpro"
"Epha4",5.94756356500645e-304,1.24501572110713,0.86,0.556,1.40231653735722e-299,"0","Epha4"
"Sorcs2",5.88418864627571e-303,1.68910412281361,0.609,0.254,1.38737399901889e-298,"0","Sorcs2"
"Dscam",2.40933292727727e-288,0.813508477098573,0.96,0.757,5.68072517593434e-284,"0","Dscam"
"Ppp3ca",5.64945328901667e-280,0.773844260050776,0.998,0.969,1.33202809648435e-275,"0","Ppp3ca"
"Tiam1",1.86135614889318e-277,1.47594594764334,0.724,0.409,4.38870552786034e-273,"0","Tiam1"
"Camk2b",9.45897079264214e-277,1.32929788511496,0.782,0.498,2.23023613348916e-272,"0","Camk2b"
"Dgkh",2.08295059319539e-274,1.47586852595285,0.735,0.445,4.91118090863608e-270,"0","Dgkh"
"Gria1",3.10685766432476e-269,0.730920798203721,0.998,0.906,7.32534900094493e-265,"0","Gria1"
"Cntnap5a",4.19855991974766e-261,0.829937177510132,0.915,0.601,9.89936457878102e-257,"0","Cntnap5a"
"Lingo2",2.54385709578933e-258,0.715918657652251,0.999,0.86,5.99790626045207e-254,"0","Lingo2"
"Cacna1e",7.20166959170814e-254,0.827603494292192,0.974,0.841,1.69800965633294e-249,"0","Cacna1e"
"Camk2a",1.79251532599224e-253,1.2795303876246,0.756,0.457,4.22639263562452e-249,"0","Camk2a"
"Clstn2",2.16616856928088e-253,0.758978776112732,0.969,0.758,5.10739225265046e-249,"0","Clstn2"
