"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Prox1",0,2.41429479296721,0.769,0.147,0,"0","Prox1"
"C1ql3",0,3.17705492711943,0.746,0.149,0,"0","C1ql3"
"Sema5a",0,1.50010236052946,0.879,0.312,0,"0","Sema5a"
"Synpr",0,1.98586997030635,0.738,0.217,0,"0","Synpr"
"Cdh9",0,1.76239369136874,0.86,0.365,0,"0","Cdh9"
"Zfp536",0,1.31732842180302,0.735,0.246,0,"0","Zfp536"
"Myo5b",0,3.13334841261027,0.574,0.108,0,"0","Myo5b"
"Slc4a4",0,1.50171265052959,0.714,0.252,0,"0","Slc4a4"
"Stxbp6",0,2.14478629157514,0.634,0.176,0,"0","Stxbp6"
"Col25a1",0,1.66891052496523,0.684,0.244,0,"0","Col25a1"
"Shisa9",0,1.60330080562128,0.865,0.432,0,"0","Shisa9"
"Dock10",0,1.62345945914585,0.599,0.189,0,"0","Dock10"
"Zfpm2",0,1.3976979948866,0.991,0.602,0,"0","Zfpm2"
"Cntnap5b",0,1.31278535732877,0.856,0.487,0,"0","Cntnap5b"
"Tspan18",0,1.98665147542952,0.479,0.122,0,"0","Tspan18"
"Sphkap",0,1.63325453454227,0.758,0.404,0,"0","Sphkap"
"Car12",0,2.9885677682781,0.424,0.071,0,"0","Car12"
"St18",0,0.890714920110775,0.429,0.105,0,"0","St18"
"Nr3c2",0,1.37108668841276,0.955,0.633,0,"0","Nr3c2"
"Tmem108",0,1.29656186236305,0.853,0.544,0,"0","Tmem108"
"Tafa2",0,1.20144431128412,0.984,0.682,0,"0","Tafa2"
"Zbtb20",0,1.09773171780998,0.999,0.728,0,"0","Zbtb20"
"Rfx3",0,2.34105011565307,0.998,0.745,0,"0","Rfx3"
"Mctp1",0,1.09675947539986,0.969,0.721,0,"0","Mctp1"
"Slit3",0,1.04348207881815,0.977,0.736,0,"0","Slit3"
"Lrrtm4",0,1.11456380821628,0.998,0.782,0,"0","Lrrtm4"
"Ccdc85a",0,1.23517301582799,0.9,0.689,0,"0","Ccdc85a"
"Plxna4",0,1.14292596737084,0.97,0.792,0,"0","Plxna4"
"Ncam2",0,1.03172472115204,0.996,0.826,0,"0","Ncam2"
"Cacna1c",0,1.24189155153282,0.994,0.873,0,"0","Cacna1c"
