"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Crym",0,3.27319621292129,0.799,0.137,0,"0","Crym"
"Gm2164",0,2.67459814883365,0.732,0.13,0,"0","Gm2164"
"Gm10754",0,2.9672482095932,0.699,0.114,0,"0","Gm10754"
"Pex5l",0,1.77883049969547,0.891,0.319,0,"0","Pex5l"
"Gm49678",0,1.83746703101547,0.877,0.336,0,"0","Gm49678"
"Runx1t1",0,1.63717783003059,0.931,0.405,0,"0","Runx1t1"
"Sema3e",0,2.02076884590153,0.789,0.265,0,"0","Sema3e"
"Gpc5",0,1.1906646425542,0.942,0.435,0,"0","Gpc5"
"Nell1",0,1.50272261826297,0.895,0.396,0,"0","Nell1"
"Shisa6",0,1.65169097282521,0.941,0.443,0,"0","Shisa6"
"Fam189a1",0,1.66636684956256,0.921,0.427,0,"0","Fam189a1"
"Zfp462",0,1.75860742442801,0.776,0.289,0,"0","Zfp462"
"Hs6st2",0,1.80402082067919,0.713,0.228,0,"0","Hs6st2"
"Sorcs3",0,1.31613398011296,0.782,0.298,0,"0","Sorcs3"
"Iqgap2",0,1.75373083796842,0.688,0.217,0,"0","Iqgap2"
"Pde1a",0,1.16936653698617,0.936,0.468,0,"0","Pde1a"
"Nckap5",0,1.46433202061066,0.897,0.431,0,"0","Nckap5"
"Cadps2",0,1.21136814518789,0.748,0.3,0,"0","Cadps2"
"Trpc5",0,1.86254267694861,0.682,0.244,0,"0","Trpc5"
"Rasgrp1",0,2.16893755931727,0.57,0.142,0,"0","Rasgrp1"
"Elmod1",0,1.36317076116888,0.835,0.408,0,"0","Elmod1"
"Trpc4",0,1.38387235591156,0.743,0.317,0,"0","Trpc4"
"St6galnac5",0,1.49565382417004,0.955,0.529,0,"0","St6galnac5"
"Itpr1",0,1.30786863838585,0.755,0.333,0,"0","Itpr1"
"Sh3rf1",0,1.48935144019428,0.693,0.277,0,"0","Sh3rf1"
"Cck",0,2.5572834638807,0.559,0.144,0,"0","Cck"
"Bcl11a",0,1.26273362543466,0.857,0.442,0,"0","Bcl11a"
"Ndst4",0,2.03895589205499,0.536,0.122,0,"0","Ndst4"
"Tafa1",0,0.580709169969252,0.878,0.466,0,"0","Tafa1"
"Man1a",0,1.56503627764458,0.599,0.196,0,"0","Man1a"
"Myo16",0,1.06490412723884,0.828,0.428,0,"0","Myo16"
"Snca",0,1.27127580353643,0.812,0.413,0,"0","Snca"
"Pigk",0,1.40671907512476,0.757,0.358,0,"0","Pigk"
"Prkd1",0,1.36910137686161,0.767,0.369,0,"0","Prkd1"
"9530059O14Rik",0,1.25513344126361,0.714,0.316,0,"0","9530059O14Rik"
"Grin3a",0,1.50823923212847,0.616,0.221,0,"0","Grin3a"
"Prkcg",0,1.70018878260504,0.634,0.24,0,"0","Prkcg"
"Hcn1",0,1.72718209135884,0.99,0.596,0,"0","Hcn1"
"Tspan13",0,1.6068884953064,0.654,0.263,0,"0","Tspan13"
"Dgkg",0,1.298654388416,0.692,0.303,0,"0","Dgkg"
"Ano4",0,1.21730734375018,0.742,0.354,0,"0","Ano4"
"Raver2",0,1.59659481807982,0.556,0.169,0,"0","Raver2"
"Kcnn2",0,1.20112790573518,0.886,0.501,0,"0","Kcnn2"
"Actr3b",0,1.68502092224642,0.642,0.258,0,"0","Actr3b"
"Slit3",0,1.5237085667731,0.991,0.613,0,"0","Slit3"
"Lpl",0,2.44511375684774,0.477,0.1,0,"0","Lpl"
"Cdk17",0,1.29482868360951,0.768,0.391,0,"0","Cdk17"
"Samd5",0,1.56000420864595,0.644,0.268,0,"0","Samd5"
"Sertm1",0,2.96418888456125,0.441,0.066,0,"0","Sertm1"
"Itm2b",0,1.36785785036088,0.783,0.412,0,"0","Itm2b"
"Bcl6",0,2.84901359800855,0.438,0.071,0,"0","Bcl6"
"Epb41l4a",0,1.89708922946662,0.506,0.139,0,"0","Epb41l4a"
"Mpped1",0,1.35030796286849,0.608,0.244,0,"0","Mpped1"
"Chl1",0,1.36546065678737,0.962,0.6,0,"0","Chl1"
"Nectin3",0,1.18488693295436,0.611,0.25,0,"0","Nectin3"
"Cdh11",0,1.01220956960129,0.889,0.53,0,"0","Cdh11"
"Bcl11b",0,1.44932943816744,0.601,0.244,0,"0","Bcl11b"
"Sez6",0,1.50079668970408,0.587,0.231,0,"0","Sez6"
"Serpini1",0,1.36291960556831,0.59,0.236,0,"0","Serpini1"
"Gm11906",0,2.62751507987991,0.439,0.086,0,"0","Gm11906"
"Foxp1",0,1.20531964407582,0.914,0.561,0,"0","Foxp1"
"Dock9",0,1.01967785519156,0.882,0.532,0,"0","Dock9"
"Gap43",0,1.07681491963729,0.709,0.362,0,"0","Gap43"
