"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"Adarb2",1.82739387554232e-33,1.71160102777831,0.656,0.326,4.57707344007085e-29,"Adarb2","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Meg3",6.87028758136027e-19,-0.497421417490019,0.952,0.865,1.72080093050331e-14,"Meg3","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Negr1",1.2220774028348e-18,-0.352828116488035,0.974,0.987,3.06093727088032e-14,"Negr1","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"AY036118",3.72852765604101e-18,-0.606988623119408,0.826,0.859,9.33884322008592e-14,"AY036118","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Gm42418",1.04051447537392e-15,-0.328729514003128,0.996,0.997,2.60617660646906e-11,"Gm42418","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Actb",4.15901527417462e-14,-0.749045224028367,0.584,0.607,1.04170855572252e-09,"Actb","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Ddx5",4.41421196806108e-14,-0.60456033342627,0.872,0.852,1.10562767164026e-09,"Ddx5","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Robo1",1.00266836459983e-13,-0.605682077129254,0.588,0.719,2.5113834528132e-09,"Robo1","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Rasal2",1.06093064771361e-13,0.903538444737391,0.854,0.63,2.65731299332829e-09,"Rasal2","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Tanc1",1.11834476087146e-13,0.992262375073186,0.552,0.253,2.80111812255475e-09,"Tanc1","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Galntl6",1.88286064397743e-13,-0.601222134633885,0.485,0.659,4.71600105497028e-09,"Galntl6","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Rian",2.39074018787021e-13,-0.536803464606413,0.652,0.641,5.98808694855851e-09,"Rian","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Gm47283",8.92956472570603e-13,-0.916114146167541,0.521,0.555,2.23658807684759e-08,"Gm47283","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Nrg1",2.70015757151816e-11,-0.554587935047241,0.644,0.688,6.76308466938154e-07,"Nrg1","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"March1",3.94635665060328e-11,-0.398031978840133,0.876,0.878,9.88443950276603e-07,"March1","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Diaph2",4.51422584077887e-11,1.00564436436064,0.717,0.427,1.13067814633988e-06,"Diaph2","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Ntm",2.79742405583038e-10,-0.581015528775507,0.251,0.289,7.00670803263834e-06,"Ntm","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Las1l",3.41023094802867e-10,-1.11181846506147,0.252,0.318,8.5416054555274e-06,"Las1l","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Ppfia2",3.4279747419304e-10,0.307671040617587,0.992,0.977,8.58604833611306e-06,"Ppfia2","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Syne1",3.90780598552716e-10,0.802300545680501,0.739,0.521,9.78788165194988e-06,"Syne1","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Slc8a1",4.89236157012766e-10,-0.458680165676138,0.541,0.641,1.22538980246987e-05,"Slc8a1","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Kctd16",9.9206988695549e-10,0.698566530945265,0.936,0.786,2.48483744585741e-05,"Kctd16","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Ptprg",1.60485796514713e-09,-0.513618355126057,0.674,0.708,4.01968774530401e-05,"Ptprg","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Dab1",1.84309120552283e-09,-0.233873080544805,0.994,1,4.61639054247303e-05,"Dab1","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Pcdh15",2.1573772774123e-09,-0.695622465782904,0.415,0.576,5.40358286673459e-05,"Pcdh15","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Pitpnm2",8.29639646822982e-09,0.753427818735794,0.546,0.279,0.000207799842339752,"Pitpnm2","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Celf4",1.00367302597699e-08,-0.494051660728919,0.632,0.628,0.000251389982816457,"Celf4","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Erc2",1.59703886579071e-08,0.425075110990687,0.962,0.909,0.000400010324714598,"Erc2","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Lrrtm4",1.64106557724622e-08,0.324483423924608,0.996,0.992,0.00041103769513286,"Lrrtm4","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Pcdh7",2.22387718610018e-08,0.185630994379467,0.372,0.201,0.000557014518802513,"Pcdh7","ExN_mDG","PTZvsSAL_1hr","Up","pValue"
"Kcnh7",2.44799913505583e-08,-0.41743711554646,0.638,0.633,0.000613150343357434,"Kcnh7","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Wipf3",2.50083415706685e-08,0.833330440106618,0.604,0.352,0.000626383931320534,"Wipf3","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Kcnj3",2.99563491870346e-08,0.480857137002114,0.934,0.857,0.000750316678087656,"Kcnj3","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Cwc22",3.12696251201902e-08,-0.285528946023718,0.579,0.685,0.000783210300385404,"Cwc22","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Nav1",3.26654551500325e-08,-0.928950666769015,0.351,0.422,0.000818171655142865,"Nav1","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Slit3",3.85785906444361e-08,-0.232711798103133,0.944,0.891,0.000966277959871191,"Slit3","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Tuba1a",4.05859352349101e-08,-0.769383186376122,0.669,0.74,0.00101655591982879,"Tuba1a","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Tcf4",4.08673404441122e-08,-0.420841307508853,0.978,0.964,0.00102360427610368,"Tcf4","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Ptprn2",5.50865438572992e-08,-0.345008942056065,0.618,0.583,0.00137975266399377,"Ptprn2","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Mirg",5.56749307492861e-08,-0.908840548259917,0.238,0.284,0.00139448999047737,"Mirg","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Eml6",6.72784961101468e-08,-0.260626536386441,0.677,0.615,0.00168512449207085,"Eml6","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Pcnx",6.78344104942968e-08,-0.324217731200869,0.545,0.44,0.00169904847965065,"Pcnx","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Rasa1",7.70299442959128e-08,-0.597122623725821,0.491,0.474,0.00192936901477973,"Rasa1","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Plppr1",8.09584011316202e-08,-0.678012397277655,0.458,0.549,0.00202776507314369,"Plppr1","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Cacna2d1",8.36859532159665e-08,0.545438033698297,0.922,0.745,0.00209608207020031,"Cacna2d1","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Robo2",8.50009570833292e-08,0.651088097950258,0.825,0.633,0.00212901897206615,"Robo2","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Xist",9.43993505216025e-08,0.588901894197735,0.335,0.138,0.00236442053251458,"Xist","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"St18",1.09641024411022e-07,0.911204070722481,0.592,0.341,0.00274617873842287,"St18","ExN_mDG","PTZvsSAL_1hr","Up","Sig"
"Cpt1c",1.10132221734496e-07,-0.728872528770226,0.389,0.406,0.00275848175778391,"Cpt1c","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
"Cmss1",1.22409376114825e-07,-0.529196557013318,0.325,0.286,0.00306598764354801,"Cmss1","ExN_mDG","PTZvsSAL_1hr","Down","Sig"
