"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"AY036118",1.92863966307305e-24,-0.593848033962455,0.912,0.912,4.83066376409906e-20,"AY036118","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Gm47283",1.81779796460079e-16,-1.21203060000799,0.702,0.748,4.55303856193559e-12,"Gm47283","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Gm42418",2.45263635554088e-15,-0.302062581719786,0.998,0.998,6.14311827972324e-11,"Gm42418","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Cwc22",1.21545033188381e-14,0.891753467096531,0.84,0.682,3.04433844626938e-10,"Cwc22","InN_MGE","PTZvsSAL_1hr","Up","Sig"
"Tmsb10",9.73996980635299e-13,-1.3783672889828,0.287,0.368,2.43957023739723e-08,"Tmsb10","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Tuba1a",1.37514461015362e-12,-0.837798367439218,0.845,0.888,3.44432470505176e-08,"Tuba1a","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Brd9",1.60293602351148e-12,-0.880991341518996,0.387,0.398,4.01487385808921e-08,"Brd9","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Lars2",1.86502567484142e-12,-0.714039940026123,0.47,0.458,4.6713298077753e-08,"Lars2","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Map1b",4.36498072138266e-12,-0.304934315205971,0.83,0.72,1.09329672128471e-07,"Map1b","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Dync1i2",1.44609192592753e-11,-0.452367903305417,0.723,0.637,3.62202644687068e-07,"Dync1i2","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Cpt1c",1.50974437413326e-11,-1.06945956929652,0.432,0.488,3.78145673389158e-07,"Cpt1c","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Tubb5",1.63481782977957e-11,-0.932646652683024,0.553,0.604,4.09472821824888e-07,"Tubb5","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Camk1d",9.54020286998075e-11,-0.399585302168693,0.867,0.822,2.38953461284408e-06,"Camk1d","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Pabpn1",1.88855360137864e-10,-0.550496819050618,0.758,0.654,4.73026020537307e-06,"Pabpn1","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Camkv",2.62133539362228e-10,-0.595545563879536,0.433,0.355,6.56565876040571e-06,"Camkv","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Actb",3.4398855373421e-10,-0.706774358762382,0.637,0.626,8.61588130538075e-06,"Actb","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Las1l",4.47068103845506e-10,-0.686429189730204,0.757,0.701,1.11977147970184e-05,"Las1l","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Ddx5",2.23651857852731e-09,-0.528500669472757,0.852,0.789,5.60180808363734e-05,"Ddx5","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Msra",3.06434238778154e-09,-0.118273339538307,0.64,0.484,7.67525837867644e-05,"Msra","InN_MGE","PTZvsSAL_1hr","Down","pValue"
"Tubb2b",1.92672653807454e-08,-0.873439767956688,0.61,0.673,0.000482587195991529,"Tubb2b","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Stmn2",2.29201911401025e-08,-0.629030941343862,0.632,0.613,0.000574082027486148,"Stmn2","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Mid1",6.2765241458475e-08,-1.27456587708634,0.197,0.271,0.00157208100281042,"Mid1","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Shank1",6.66102088740298e-08,-0.164860075905254,0.5,0.338,0.00166838590166783,"Shank1","InN_MGE","PTZvsSAL_1hr","Down","pValue"
"Cmss1",7.63866924833476e-08,-0.66941109877721,0.497,0.482,0.00191325748663041,"Cmss1","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Snrnp70",8.53629565722944e-08,-0.523546151698099,0.867,0.778,0.00213808597326626,"Snrnp70","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Kcnq5",9.3483713595016e-08,-0.446255807415507,0.707,0.751,0.00234148657441437,"Kcnq5","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Leng9",1.31411848520592e-07,-0.917482957042318,0.243,0.267,0.00329147256989528,"Leng9","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Nfib",1.35731014424292e-07,-0.35049361520077,0.348,0.333,0.00339965471828525,"Nfib","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Slit3",1.97645688492033e-07,-0.364440647714568,0.432,0.381,0.00495043155965996,"Slit3","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Bdp1",2.77124718035651e-07,0.662129908021788,0.522,0.237,0.00694114281263895,"Bdp1","InN_MGE","PTZvsSAL_1hr","Up","Sig"
"Hmgb1",4.19752602030293e-07,-0.809968739439753,0.257,0.217,0.0105135434230528,"Hmgb1","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Gm49179",5.90676453059049e-07,-1.09635889577099,0.242,0.284,0.01479467311977,"Gm49179","InN_MGE","PTZvsSAL_1hr","Down","Sig"
"Dipk2a",6.15011589337534e-07,0.725560575690495,0.257,0.097,0.0154041952781372,"Dipk2a","InN_MGE","PTZvsSAL_1hr","Up","Sig"
