"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation","Viz"
"AY036118",1.10707933923036e-09,-0.619582279469064,0.844,0.85,2.7729016209703e-05,"AY036118","CGE","PTZvsSAL_1hr","Down","Sig"
"Cpt1c",1.32372567771273e-06,-1.10040793571485,0.438,0.477,0.0331553570496706,"Cpt1c","CGE","PTZvsSAL_1hr","Down","Sig"
"Actg1",2.85806864119172e-06,-0.765778860360974,0.5,0.467,0.0715860452559291,"Actg1","CGE","PTZvsSAL_1hr","Down","Sig"
"Kcnt2",4.57456799786538e-06,0.240309645706807,0.938,0.808,0.114579204642534,"Kcnt2","CGE","PTZvsSAL_1hr","Up","Sig"
"Gm47283",5.34810098357612e-06,-0.83569164374556,0.631,0.64,0.133953885335631,"Gm47283","CGE","PTZvsSAL_1hr","Down","Sig"
"Ptprm",7.30197290600719e-06,-0.155482621118052,0.557,0.612,0.182892515376762,"Ptprm","CGE","PTZvsSAL_1hr","Down","pValue"
"Vip",8.96404922956341e-06,0.776985517033784,0.321,0.238,0.224522541052875,"Vip","CGE","PTZvsSAL_1hr","Up","Sig"
"Unc5d",1.00776348771537e-05,-0.225794110085214,0.619,0.659,0.252414520768068,"Unc5d","CGE","PTZvsSAL_1hr","Down","Sig"
"Cwc22",1.29554080720365e-05,0.798147745969217,0.776,0.626,0.324494105980298,"Cwc22","CGE","PTZvsSAL_1hr","Up","Sig"
"Magi1",1.98258643319037e-05,0.419483126505656,0.906,0.729,0.496578423921191,"Magi1","CGE","PTZvsSAL_1hr","Up","Sig"
"Mapt",2.10909383341912e-05,-0.488021041551284,0.719,0.682,0.528264732456486,"Mapt","CGE","PTZvsSAL_1hr","Down","Sig"
"Gm42418",2.21340696481504e-05,-0.230178939393629,1,1,0.554392042477223,"Gm42418","CGE","PTZvsSAL_1hr","Down","Sig"
"Pabpn1",2.43492101505187e-05,-0.677639780875602,0.656,0.65,0.609874666640043,"Pabpn1","CGE","PTZvsSAL_1hr","Down","Sig"
"Erbb4",2.91197740466721e-05,0.0446672379023125,0.989,0.995,0.729362980546996,"Erbb4","CGE","PTZvsSAL_1hr","Up","pValue"
"Gabra2",3.57692803040024e-05,-0.560577512420787,0.543,0.547,0.895913163774348,"Gabra2","CGE","PTZvsSAL_1hr","Down","Sig"
"Gad1",3.71704004832433e-05,0.432272214262371,0.807,0.575,0.931007020903795,"Gad1","CGE","PTZvsSAL_1hr","Up","Sig"
"Las1l",4.39104776278562e-05,-0.632802529979038,0.534,0.547,1,"Las1l","CGE","PTZvsSAL_1hr","Down","Sig"
"Pigk",5.41119710748266e-05,-0.595630976403911,0.307,0.271,1,"Pigk","CGE","PTZvsSAL_1hr","Down","Sig"
"Cmss1",5.95051672879372e-05,-0.662049177020402,0.429,0.425,1,"Cmss1","CGE","PTZvsSAL_1hr","Down","Sig"
"Col25a1",6.51591748017722e-05,0.313428539415652,0.403,0.393,1,"Col25a1","CGE","PTZvsSAL_1hr","Up","Sig"
"Ralyl",8.88727883387643e-05,-0.161589436910905,0.651,0.603,1,"Ralyl","CGE","PTZvsSAL_1hr","Down","pValue"
"Brd9",9.98076942324416e-05,-0.871651578437122,0.321,0.35,1,"Brd9","CGE","PTZvsSAL_1hr","Down","Sig"
"Ubap2l",0.000116243767429597,-0.176488804960425,0.514,0.346,1,"Ubap2l","CGE","PTZvsSAL_1hr","Down","pValue"
"St6galnac5",0.000134015785339272,-0.344244345227331,0.349,0.346,1,"St6galnac5","CGE","PTZvsSAL_1hr","Down","Sig"
"Ddx5",0.000140421395230322,-0.411422924613597,0.781,0.72,1,"Ddx5","CGE","PTZvsSAL_1hr","Down","Sig"
"Snrnp70",0.000142769313039714,-0.478043066315844,0.753,0.724,1,"Snrnp70","CGE","PTZvsSAL_1hr","Down","Sig"
"Cntn6",0.000159059996365174,0.562409950782665,0.651,0.491,1,"Cntn6","CGE","PTZvsSAL_1hr","Up","Sig"
"Tubb2a",0.000171995765725195,-0.537657992555148,0.673,0.673,1,"Tubb2a","CGE","PTZvsSAL_1hr","Down","Sig"
"Nap1l5",0.000208290991425726,0.943711080092246,0.338,0.126,1,"Nap1l5","CGE","PTZvsSAL_1hr","Up","Sig"
"Ppm1l",0.000231197165409784,0.356106258757081,0.642,0.379,1,"Ppm1l","CGE","PTZvsSAL_1hr","Up","Sig"
