pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOMF_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.104863221884498,0.104863221884498,0.16823816568964,0.636363636363636,1.41867748128234,5,mt-Co2|mt-Nd2|mt-Nd1|mt-Co1|mt-Co3
GOMF_ELECTRON_TRANSFER_ACTIVITY,0.104863221884498,0.104863221884498,0.16823816568964,0.636363636363636,1.41867748128234,5,mt-Co2|mt-Nd2|mt-Nd1|mt-Co1|mt-Co3
GOMF_OXIDOREDUCTASE_ACTIVITY,0.104863221884498,0.104863221884498,0.16823816568964,0.636363636363636,1.41867748128234,5,mt-Co2|mt-Nd2|mt-Nd1|mt-Co1|mt-Co3
GOMF_OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.104863221884498,0.104863221884498,0.16823816568964,0.636363636363636,1.41867748128234,5,mt-Co2|mt-Nd2|mt-Nd1|mt-Co1|mt-Co3
GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,0.104863221884498,0.104863221884498,0.16823816568964,0.636363636363636,1.41867748128234,5,mt-Co2|mt-Nd2|mt-Nd1|mt-Co1|mt-Co3
GOMF_TRANSPORTER_ACTIVITY,0.0531107738998483,0.104863221884498,0.241339976815091,0.7,1.59311502276768,6,mt-Co2|mt-Nd2|mt-Nd1|mt-Atp6|mt-Co1|mt-Co3
