pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOMF_MOLECULAR_FUNCTION_REGULATOR,0.220183486238532,0.320081549439348,0.11146266692298,-0.564436844049159,-1.23439230102779,5,Cck|Hsp90aa1|Kras
GOMF_PROTEIN_CONTAINING_COMPLEX_BINDING,0.240061162079511,0.320081549439348,0.105920292736253,-0.5548500156684,-1.21342643519311,5,H3f3b|Hsp90aa1|Kras|Ppia
GOMF_RNA_BINDING,0.176829268292683,0.320081549439348,0.184706471207739,0.450754453282926,1.28524115014144,8,Dalrd3|Las1l|Pabpn1|Prpf4b|Snrnp70
GOMF_TRANSPORTER_ACTIVITY,1,1,0.0332359307785383,0,0,5,
