pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GOMF_TRANSPORTER_ACTIVITY,0.0436327671009297,0.0436327671009297,0.321775918075361,1,1.7731751541069,5,mt-Nd1|mt-Atp6|mt-Co3|mt-Co2|mt-Co1
