"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Gm42418",8.60069065643485e-18,-1.05684196196114,0.961,1,2.15421498871724e-13,"Gm42418","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Cwc22",1.07145270097605e-07,-1.32218338863691,0.422,0.76,0.00268366758013472,"Cwc22","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Tuba1a",3.62897054813977e-07,-1.05864244292118,0.578,0.875,0.00908948253192569,"Tuba1a","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Snrnp70",2.55168806918227e-06,0.970081631775564,0.843,0.667,0.0639121310688084,"Snrnp70","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Ndn",1.25269080877434e-05,-2.77261882321577,0.039,0.26,0.313761466873709,"Ndn","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Upp2",2.816408258275e-05,2.29238396155374,0.343,0.104,0.705425776450139,"Upp2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Fgfr2",3.465215532209e-05,1.80441370295683,0.441,0.198,0.867932534352388,"Fgfr2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Unc13c",4.22452451748702e-05,-2.75618004626017,0.098,0.323,1,"Unc13c","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Ppia",4.7607920517458e-05,-1.60847884856149,0.186,0.458,1,"Ppia","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Fau",0.000112052088040603,-2.24074778098835,0.059,0.26,1,"Fau","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Nrg3",0.000127332327785725,-0.281276520233257,1,1,1,"Nrg3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Ptprg",0.000242416700623617,0.635229380376067,0.784,0.708,1,"Ptprg","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Nav2",0.000275912199761822,0.413042866708512,0.971,0.938,1,"Nav2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Gabrg3",0.000330871983233216,0.788985183901646,0.755,0.552,1,"Gabrg3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"B3galt1",0.000347296560166095,0.411160101938387,1,0.99,1,"B3galt1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Snapc3",0.000411522161367088,2.4932800386255,0.265,0.083,1,"Snapc3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Serinc3",0.000449617286775084,-1.71941991331017,0.088,0.281,1,"Serinc3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Snhg11",0.000462626907383405,0.387479277592549,1,1,1,"Snhg11","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Ptbp2",0.000515039386277035,-0.739574070262014,0.48,0.719,1,"Ptbp2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Eml5",0.000542269597294392,-0.648640378797145,0.618,0.823,1,"Eml5","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Cpt1c",0.000611684788697397,1.01876426199689,0.637,0.438,1,"Cpt1c","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Zmynd8",0.000686644287971995,1.75943188479419,0.353,0.156,1,"Zmynd8","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Srrm2",0.00069342036600102,0.869873075361232,0.676,0.531,1,"Srrm2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Gls",0.000700537709867082,-0.771775069160241,0.422,0.656,1,"Gls","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Chm",0.000832737071690012,-0.789142432240345,0.275,0.531,1,"Chm","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Tubb5",0.000926790608684094,-0.807863493841059,0.324,0.594,1,"Tubb5","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Ctsb",0.000953248711910634,-1.69920786512876,0.108,0.292,1,"Ctsb","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Pknox2",0.000995206549987258,1.13221618153564,0.529,0.333,1,"Pknox2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Ddx5",0.00104108723593875,0.53675098643807,0.882,0.896,1,"Ddx5","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Nell1",0.00114744736575724,-1.04949911308248,0.235,0.469,1,"Nell1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Scg5",0.00116286335810586,-0.991154162969556,0.167,0.365,1,"Scg5","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Angpt1",0.00118921652589323,-0.449596895799359,0.667,0.823,1,"Angpt1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Rere",0.00119628701857959,0.575935313291251,0.863,0.802,1,"Rere","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Adgrb3",0.00128467791002644,-0.985396290962038,0.333,0.552,1,"Adgrb3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Gm29683",0.00146735992630514,1.20047196512127,0.5,0.312,1,"Gm29683","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Sorcs3",0.00152164091311318,-1.1608312791866,0.176,0.396,1,"Sorcs3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Magi2",0.00166503383325948,-0.414569931511151,0.951,0.969,1,"Magi2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Eya2",0.00180584525090979,1.73056123638485,0.314,0.146,1,"Eya2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Syne1",0.00182707811030523,-0.92287958841555,0.147,0.354,1,"Syne1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Islr2",0.00189146697508333,-1.16382206628726,0.167,0.365,1,"Islr2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Malat1",0.00189830418591846,0.308545551070019,1,1,1,"Malat1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Tubb2b",0.00196214702867109,-1.14734176418396,0.235,0.448,1,"Tubb2b","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Zwint",0.00207536076413272,-1.27261378174778,0.098,0.271,1,"Zwint","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Zfp462",0.00234416544370107,0.998749536076474,0.451,0.25,1,"Zfp462","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Chsy3",0.00248063756919888,-0.499970476031288,0.578,0.781,1,"Chsy3","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"mt-Atp6",0.00252098272900932,0.867153360528582,0.608,0.406,1,"mt-Atp6","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Actg1",0.00252608830011874,-1.03441292849283,0.167,0.365,1,"Actg1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Mpdz",0.00258274202398777,-1.34921906434193,0.127,0.302,1,"Mpdz","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Basp1",0.00260429408388477,1.13661332865133,0.529,0.365,1,"Basp1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"St13",0.00260558821459569,-1.46082846026215,0.088,0.25,1,"St13","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Ncoa1",0.00266034872655408,0.48595454946091,0.882,0.833,1,"Ncoa1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Pbx1",0.00276726831654965,-1.1865166583481,0.186,0.385,1,"Pbx1","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Pcsk5",0.00277770127241544,-1.28027100120144,0.147,0.323,1,"Pcsk5","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Map2k4",0.00280920149344957,-0.916149849392484,0.245,0.448,1,"Map2k4","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Gria2",0.00286449426912675,0.522712823025854,0.912,0.885,1,"Gria2","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Leng9",0.00294376379992567,1.55507337572927,0.294,0.125,1,"Leng9","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Pik3c2g",0.00298864606700135,1.1543590315266,0.343,0.156,1,"Pik3c2g","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Cpe",0.00300159107931379,-0.611302281785345,0.559,0.792,1,"Cpe","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"Kansl1l",0.00302075243855227,0.960395431524503,0.618,0.479,1,"Kansl1l","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Car10",0.00311311862538282,-0.451448239619756,0.863,0.979,1,"Car10","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
"9530059O14Rik",0.00313600394879949,1.49910848922659,0.255,0.094,1,"9530059O14Rik","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Up"
"Calr",0.00331300741968386,-1.19321929750822,0.127,0.302,1,"Calr","NdnfRelnInhibitoryInterneurons","24hrvs1hr_PTZ","Down"
