"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Gm42418",2.8079127274125e-47,-0.36464233121747,0.999,0.998,7.03297900835009e-43,"Gm42418","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Down"
"AY036118",1.14729679156346e-42,-0.621947156816071,0.946,0.933,2.873634273829e-38,"AY036118","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Down"
"Kcnh7",1.10053545741226e-34,0.71567393989869,0.934,0.836,2.75651116018048e-30,"Kcnh7","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Fhit",1.05168223310509e-30,0.938219582670141,0.528,0.263,2.63414848925831e-26,"Fhit","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Cnksr2",2.60995581376993e-29,0.568716428722917,0.964,0.884,6.53715632674954e-25,"Cnksr2","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Wipf3",3.22505115059329e-28,0.875543840475364,0.571,0.308,8.07778561689102e-24,"Wipf3","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Brinp1",2.37563110974357e-24,0.525450455927789,0.892,0.768,5.95024324057473e-20,"Brinp1","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Cadm2",2.53962047876704e-24,0.472319530743459,0.974,0.918,6.3609874131678e-20,"Cadm2","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Snhg11",8.66523892049146e-24,-0.339179550488766,0.994,0.986,2.1703823924155e-19,"Snhg11","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Down"
"Kcnip4",3.41582482093311e-23,0.486956111315195,0.971,0.926,8.55561642899117e-19,"Kcnip4","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Stxbp5l",3.77182624139196e-23,0.596924845767634,0.917,0.817,9.44729318681445e-19,"Stxbp5l","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Epha5",6.84810320036492e-23,0.415517127312614,0.944,0.814,1.7152444085954e-18,"Epha5","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Tuba1a",9.92624920898129e-23,-0.629249527442208,0.895,0.904,2.48622763937354e-18,"Tuba1a","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Down"
"R3hdm1",1.16708881428355e-22,0.376319518490472,0.981,0.905,2.92320735313601e-18,"R3hdm1","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Mlip",1.29647103098416e-22,0.558506605298913,0.796,0.549,3.24727099130602e-18,"Mlip","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Epha6",9.14279254609826e-22,0.440066270717764,0.975,0.931,2.28999524902123e-17,"Epha6","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
"Ppm1e",9.2990420589994e-21,0.497580578826784,0.962,0.887,2.32913106451758e-16,"Ppm1e","ExcitatoryNeuronsCA1","PTZvsSAL_1hr","Up"
