"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Cwc22",1.25334537947838e-112,-1.21523296084871,0.631,0.974,3.13925417197951e-108,"Cwc22","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down"
"Gm42418",1.03599307709547e-49,-0.390293503109707,0.986,0.997,2.59485186020103e-45,"Gm42418","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down"
"mt-Co3",1.22918501326893e-33,1.17247213141192,0.741,0.6,3.07873970273468e-29,"mt-Co3","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up"
"mt-Co2",3.42468418478095e-29,1.08210889249122,0.669,0.503,8.57780647762085e-25,"mt-Co2","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up"
"mt-Atp6",2.01358662677689e-28,1.17873444804568,0.654,0.491,5.04343042408807e-24,"mt-Atp6","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up"
"mt-Co1",4.6186980188845e-27,1.16551095906179,0.604,0.43,1.15684529279e-22,"mt-Co1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up"
"mt-Nd1",3.01809780981308e-24,1.40564569619373,0.562,0.408,7.55942958423881e-20,"mt-Nd1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up"
"Ddx5",1.02719991519278e-21,0.487747492417195,0.962,0.959,2.57282762758336e-17,"Ddx5","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up"
"Tubb2a",1.85251043192599e-19,0.982760825006521,0.704,0.648,4.63998287884503e-15,"Tubb2a","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up"
"Itga8",8.89439273405877e-19,-0.640612532894428,0.399,0.622,2.2277785480997e-14,"Itga8","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down"
"Tuba1a",2.74699205572469e-18,0.77853620152273,0.855,0.871,6.88039100197364e-14,"Tuba1a","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up"
"Kcnq1ot1",5.61910747245905e-18,-0.509297812164191,0.511,0.722,1.40741784862682e-13,"Kcnq1ot1","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down"
"Sema3c",2.77096321975566e-17,-0.517968379501483,0.29,0.509,6.940431576522e-13,"Sema3c","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down"
"Gm47283",3.81552373125766e-17,0.946872331100523,0.672,0.646,9.55674228968107e-13,"Gm47283","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up"
"Safb",2.04573783544166e-16,-0.559213097106092,0.261,0.461,5.12395955643072e-12,"Safb","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down"
"Dalrd3",2.54946860885091e-15,0.643126554188133,0.815,0.813,6.38565402458889e-11,"Dalrd3","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Up"
"Gm16105",1.19376849519579e-14,-0.576845979120645,0.253,0.434,2.99003194991689e-10,"Gm16105","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down"
"Klhl26",1.40328820416026e-14,-0.834274953702311,0.118,0.261,3.51481596496021e-10,"Klhl26","ExcitatoryNeuronsCA1","PTZvsSAL_24hr","Down"
