"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Cwc22",6.00987938398689e-30,-1.32220897678989,0.601,0.955,1.5052944893072e-25,"Cwc22","MGE","PTZvsSAL_24hr","Down"
"mt-Nd1",4.14264956510746e-12,1.29813445262431,0.65,0.436,1.03760943657247e-07,"mt-Nd1","MGE","PTZvsSAL_24hr","Up"
"mt-Co2",1.91132565485498e-11,1.09539447783715,0.771,0.554,4.78729736771527e-07,"mt-Co2","MGE","PTZvsSAL_24hr","Up"
"mt-Co3",2.99041433780277e-11,1.01631206718445,0.798,0.641,7.4900907918946e-07,"mt-Co3","MGE","PTZvsSAL_24hr","Up"
"mt-Atp6",3.55160484582353e-09,0.917790745731982,0.695,0.54,8.89570465733421e-05,"mt-Atp6","MGE","PTZvsSAL_24hr","Up"
"Kcnip1",4.99803600840025e-09,-0.715521558618599,0.592,0.826,0.000125185807902401,"Kcnip1","MGE","PTZvsSAL_24hr","Down"
"Camk1d",1.90976868966409e-08,-0.401637752083634,0.861,0.941,0.000478339763700164,"Camk1d","MGE","PTZvsSAL_24hr","Down"
"mt-Co1",2.68122056112306e-08,1.19854994841616,0.655,0.516,0.000671565313944492,"mt-Co1","MGE","PTZvsSAL_24hr","Up"
"Gm16105",3.64362917544648e-07,-1.41457176409409,0.112,0.303,0.00912619799574081,"Gm16105","MGE","PTZvsSAL_24hr","Down"
"mt-Cytb",5.30498289096023e-07,1.03392409097315,0.529,0.359,0.0132873906469881,"mt-Cytb","MGE","PTZvsSAL_24hr","Up"
"Tuba1a",1.51697840342106e-06,0.82264026105394,0.825,0.801,0.0379957580704872,"Tuba1a","MGE","PTZvsSAL_24hr","Up"
"Dapk1",3.12095378988184e-06,-0.483409564629954,0.516,0.746,0.0781705295751703,"Dapk1","MGE","PTZvsSAL_24hr","Down"
"Snhg11",4.41959865807633e-06,0.209766192782842,1,0.997,0.110697687588838,"Snhg11","MGE","PTZvsSAL_24hr","Up"
"Gm42418",5.34090629539171e-06,-0.221122642250483,0.991,1,0.133773679980676,"Gm42418","MGE","PTZvsSAL_24hr","Down"
"Malat1",1.20948366599226e-05,0.29000451428344,1,1,0.302939373821081,"Malat1","MGE","PTZvsSAL_24hr","Up"
"Ak5",1.21302330489356e-05,-0.73245560274456,0.256,0.449,0.303825947176691,"Ak5","MGE","PTZvsSAL_24hr","Down"
"B230209E15Rik",1.31465001058485e-05,-0.641270883818217,0.368,0.578,0.329280388151188,"B230209E15Rik","MGE","PTZvsSAL_24hr","Down"
"Rgs7bp",1.93660012376581e-05,-0.438908378452114,0.422,0.641,0.485060232999624,"Rgs7bp","MGE","PTZvsSAL_24hr","Down"
"Drg1",2.23756615776407e-05,-0.758429944455952,0.247,0.443,0.560443195535167,"Drg1","MGE","PTZvsSAL_24hr","Down"
"Fbn2",2.82304751254919e-05,-1.14322210707107,0.126,0.282,0.707088710468196,"Fbn2","MGE","PTZvsSAL_24hr","Down"
"Invs",3.64903092436904e-05,-1.08370089593804,0.148,0.31,0.913972775626714,"Invs","MGE","PTZvsSAL_24hr","Down"
"Orc3",3.82571993228054e-05,-0.577690933466249,0.215,0.404,0.958228071438308,"Orc3","MGE","PTZvsSAL_24hr","Down"
"Kcnq1ot1",4.00931508348457e-05,-0.463029687174379,0.578,0.763,1,"Kcnq1ot1","MGE","PTZvsSAL_24hr","Down"
"Zfp407",6.27358654343785e-05,-0.42927603315123,0.457,0.686,1,"Zfp407","MGE","PTZvsSAL_24hr","Down"
"Ptprn2",6.63718434206315e-05,-0.285990411091603,0.874,0.955,1,"Ptprn2","MGE","PTZvsSAL_24hr","Down"
"Slc6a15",6.95557813343178e-05,-0.654308638968934,0.26,0.439,1,"Slc6a15","MGE","PTZvsSAL_24hr","Down"
"Sh3glb1",7.48702210992035e-05,-0.529702090675645,0.247,0.432,1,"Sh3glb1","MGE","PTZvsSAL_24hr","Down"
"Ralgps1",7.88334962322219e-05,-0.442821682172011,0.605,0.753,1,"Ralgps1","MGE","PTZvsSAL_24hr","Down"
"Gpm6b",8.08589449620158e-05,-0.401464450430586,0.511,0.718,1,"Gpm6b","MGE","PTZvsSAL_24hr","Down"
"Pabpc1",8.42646865130607e-05,-0.424709619308614,0.395,0.592,1,"Pabpc1","MGE","PTZvsSAL_24hr","Down"
"Zfp397",9.7688810035e-05,-0.898132584294329,0.126,0.272,1,"Zfp397","MGE","PTZvsSAL_24hr","Down"
"Frmd4a",9.99418755879932e-05,-0.264032490758124,0.955,0.979,1,"Frmd4a","MGE","PTZvsSAL_24hr","Down"
"Snrnp70",0.00010343493686483,0.485918888141953,0.924,0.927,1,"Snrnp70","MGE","PTZvsSAL_24hr","Up"
"Orc2",0.000109116803524156,-0.714924168873207,0.157,0.321,1,"Orc2","MGE","PTZvsSAL_24hr","Down"
"Bdp1",0.000109442599275396,-0.490496875416954,0.377,0.578,1,"Bdp1","MGE","PTZvsSAL_24hr","Down"
"Rian",0.000110708324872093,0.191834260175156,1,0.99,1,"Rian","MGE","PTZvsSAL_24hr","Up"
"Gapdh",0.000113405962983015,1.05374751598842,0.332,0.199,1,"Gapdh","MGE","PTZvsSAL_24hr","Up"
"Ints10",0.000117055589096192,-0.451609445668327,0.354,0.551,1,"Ints10","MGE","PTZvsSAL_24hr","Down"
"Ppp2r5c",0.00011721579020484,-0.520064383404909,0.426,0.61,1,"Ppp2r5c","MGE","PTZvsSAL_24hr","Down"
"Actg1",0.000119001415027697,0.854554653802901,0.516,0.394,1,"Actg1","MGE","PTZvsSAL_24hr","Up"
"Ankrd44",0.000125458340104661,-0.481532358571537,0.43,0.631,1,"Ankrd44","MGE","PTZvsSAL_24hr","Down"
"Prkd1",0.000126948148176983,-0.596267468986612,0.197,0.359,1,"Prkd1","MGE","PTZvsSAL_24hr","Down"
"Adcy2",0.000128450896405925,-0.783494941554933,0.345,0.523,1,"Adcy2","MGE","PTZvsSAL_24hr","Down"
"Chuk",0.000131892548767873,-0.369063019481916,0.242,0.432,1,"Chuk","MGE","PTZvsSAL_24hr","Down"
"Gucy1a2",0.000137356321302045,-0.379962955177398,0.52,0.732,1,"Gucy1a2","MGE","PTZvsSAL_24hr","Down"
"Las1l",0.000138059135745062,0.573558378447448,0.857,0.864,1,"Las1l","MGE","PTZvsSAL_24hr","Up"
"Ppp2r3a",0.000143331211520729,-0.37217203294431,0.484,0.69,1,"Ppp2r3a","MGE","PTZvsSAL_24hr","Down"
"Gtf3c1",0.000143959276725872,-0.903664718566238,0.157,0.31,1,"Gtf3c1","MGE","PTZvsSAL_24hr","Down"
"Arx",0.000151274397261275,-0.837113107571313,0.161,0.314,1,"Arx","MGE","PTZvsSAL_24hr","Down"
"Usp32",0.000157441753168838,-0.334383718930501,0.578,0.787,1,"Usp32","MGE","PTZvsSAL_24hr","Down"
"Slc24a3",0.000162806226278093,-0.395965443474715,0.659,0.819,1,"Slc24a3","MGE","PTZvsSAL_24hr","Down"
"Homer1",0.000168825704057489,-0.45352938286698,0.475,0.648,1,"Homer1","MGE","PTZvsSAL_24hr","Down"
"Mapre2",0.000174063422183708,-0.455670915478948,0.278,0.47,1,"Mapre2","MGE","PTZvsSAL_24hr","Down"
"Iqsec3",0.000177093634912191,-0.709951042444922,0.166,0.324,1,"Iqsec3","MGE","PTZvsSAL_24hr","Down"
"Map4k3",0.000186977591946253,-0.38572116277237,0.578,0.763,1,"Map4k3","MGE","PTZvsSAL_24hr","Down"
"Rims4",0.000198415278410495,-0.674911210376447,0.157,0.314,1,"Rims4","MGE","PTZvsSAL_24hr","Down"
"Csnk1g1",0.000210366927795253,-0.490952393233156,0.327,0.512,1,"Csnk1g1","MGE","PTZvsSAL_24hr","Down"
"E230029C05Rik",0.000216361321352081,-0.321825090924688,0.112,0.254,1,"E230029C05Rik","MGE","PTZvsSAL_24hr","Down"
"Rock1",0.000224354106139352,-0.521186983232236,0.592,0.742,1,"Rock1","MGE","PTZvsSAL_24hr","Down"
"1700109K24Rik",0.000227093990953302,-0.877683999956719,0.148,0.286,1,"1700109K24Rik","MGE","PTZvsSAL_24hr","Down"
"Map4k4",0.000245896537911599,-0.361138787904539,0.475,0.683,1,"Map4k4","MGE","PTZvsSAL_24hr","Down"
"Rgs6",0.000248385659594007,-0.767905631339735,0.197,0.348,1,"Rgs6","MGE","PTZvsSAL_24hr","Down"
"Cnot10",0.000251235406966368,-0.718752013132089,0.242,0.404,1,"Cnot10","MGE","PTZvsSAL_24hr","Down"
"Gm4258",0.000260091455677691,-0.365575658296474,0.834,0.923,1,"Gm4258","MGE","PTZvsSAL_24hr","Down"
"Gsdme",0.000270064666493709,-0.507797878793169,0.26,0.443,1,"Gsdme","MGE","PTZvsSAL_24hr","Down"
"B830012L14Rik",0.000274476750656763,0.335401357631492,0.915,0.951,1,"B830012L14Rik","MGE","PTZvsSAL_24hr","Up"
"Exoc2",0.000279443414804552,-0.485567249460568,0.35,0.554,1,"Exoc2","MGE","PTZvsSAL_24hr","Down"
"Klhl29",0.000282465071607197,-0.395912725289096,0.525,0.7,1,"Klhl29","MGE","PTZvsSAL_24hr","Down"
"Stmn2",0.000288781854794775,-0.261339684381043,0.583,0.798,1,"Stmn2","MGE","PTZvsSAL_24hr","Down"
"Cadm2",0.000292619512633095,-0.445021542390826,0.96,0.99,1,"Cadm2","MGE","PTZvsSAL_24hr","Down"
"Med23",0.000325124322641508,-0.408001445842901,0.233,0.415,1,"Med23","MGE","PTZvsSAL_24hr","Down"
"Hmgcll1",0.000326329018331945,-0.431656178254759,0.39,0.582,1,"Hmgcll1","MGE","PTZvsSAL_24hr","Down"
"Arhgap39",0.000336579432013439,-0.373786156159729,0.404,0.606,1,"Arhgap39","MGE","PTZvsSAL_24hr","Down"
"Rbm28",0.000353699348420181,-0.490586429466281,0.291,0.467,1,"Rbm28","MGE","PTZvsSAL_24hr","Down"
"Cnot1",0.000370997026516989,-0.384033509178321,0.453,0.676,1,"Cnot1","MGE","PTZvsSAL_24hr","Down"
"Pcnx",0.000385027207586105,-0.474391426835708,0.466,0.638,1,"Pcnx","MGE","PTZvsSAL_24hr","Down"
"Tmem164",0.000402661188708937,-0.811515655491543,0.238,0.397,1,"Tmem164","MGE","PTZvsSAL_24hr","Down"
"mt-Nd2",0.000405655062195967,0.860472123286379,0.52,0.408,1,"mt-Nd2","MGE","PTZvsSAL_24hr","Up"
"Lmbrd2",0.000406265335851124,-0.605359396801704,0.287,0.449,1,"Lmbrd2","MGE","PTZvsSAL_24hr","Down"
"Dcbld2",0.000417233080206272,-0.551335644036518,0.242,0.401,1,"Dcbld2","MGE","PTZvsSAL_24hr","Down"
"Kcnq5",0.000421434335574749,-0.440912312866877,0.74,0.829,1,"Kcnq5","MGE","PTZvsSAL_24hr","Down"
"Nova2",0.000446158983201044,-0.510177859641086,0.26,0.432,1,"Nova2","MGE","PTZvsSAL_24hr","Down"
"Bms1",0.000457120804577751,-0.727085910195445,0.17,0.314,1,"Bms1","MGE","PTZvsSAL_24hr","Down"
"Pdzrn4",0.000471945285328094,-0.775467960422997,0.278,0.422,1,"Pdzrn4","MGE","PTZvsSAL_24hr","Down"
"Gtpbp4",0.0004882559374075,-0.605896581604388,0.135,0.265,1,"Gtpbp4","MGE","PTZvsSAL_24hr","Down"
"Zfp398",0.000499090406173435,-0.443726248446196,0.148,0.289,1,"Zfp398","MGE","PTZvsSAL_24hr","Down"
"Vps4b",0.000504167456223139,-0.672137126610501,0.179,0.328,1,"Vps4b","MGE","PTZvsSAL_24hr","Down"
"Smad2",0.000515439013036498,-0.367984792230001,0.211,0.376,1,"Smad2","MGE","PTZvsSAL_24hr","Down"
"Gm20275",0.000541871862166401,-0.457323051466228,0.457,0.624,1,"Gm20275","MGE","PTZvsSAL_24hr","Down"
"Uxs1",0.000575215161340785,-0.755255388890263,0.206,0.348,1,"Uxs1","MGE","PTZvsSAL_24hr","Down"
"Abi2",0.000575516294340311,-0.329062307161445,0.641,0.812,1,"Abi2","MGE","PTZvsSAL_24hr","Down"
"Cacng4",0.000577952017327404,-0.660564542677884,0.179,0.328,1,"Cacng4","MGE","PTZvsSAL_24hr","Down"
"Scaper",0.000598531490981167,-0.363507820267174,0.561,0.707,1,"Scaper","MGE","PTZvsSAL_24hr","Down"
"mt-Nd3",0.000603361234720029,1.12735483433678,0.291,0.181,1,"mt-Nd3","MGE","PTZvsSAL_24hr","Up"
"Srsf6",0.000608795461861779,0.897274434476007,0.444,0.338,1,"Srsf6","MGE","PTZvsSAL_24hr","Up"
"Sema3c",0.000609388187171877,-0.594331104408071,0.247,0.401,1,"Sema3c","MGE","PTZvsSAL_24hr","Down"
"Kcnc2",0.000611698965673624,0.279258865927759,0.987,0.997,1,"Kcnc2","MGE","PTZvsSAL_24hr","Up"
"Cox6a1",0.000627581090998933,1.22586555091187,0.413,0.324,1,"Cox6a1","MGE","PTZvsSAL_24hr","Up"
"Acsl1",0.000644043038599069,-0.630362559057132,0.238,0.394,1,"Acsl1","MGE","PTZvsSAL_24hr","Down"
"Agpat5",0.00065380158147638,-0.335562693726415,0.206,0.366,1,"Agpat5","MGE","PTZvsSAL_24hr","Down"
"Tmem167",0.000657139919758712,-0.918539105293827,0.148,0.279,1,"Tmem167","MGE","PTZvsSAL_24hr","Down"
"Focad",0.000660863413664996,-0.339146961191892,0.668,0.805,1,"Focad","MGE","PTZvsSAL_24hr","Down"
"Bbx",0.000672740498865005,-0.628941595440747,0.166,0.303,1,"Bbx","MGE","PTZvsSAL_24hr","Down"
"Vps50",0.000685793439834647,-0.454282865653203,0.26,0.429,1,"Vps50","MGE","PTZvsSAL_24hr","Down"
"Zfp697",0.000690850789914885,-0.52427055903629,0.247,0.411,1,"Zfp697","MGE","PTZvsSAL_24hr","Down"
"Atf7",0.000693930752164148,-0.401219671236003,0.265,0.439,1,"Atf7","MGE","PTZvsSAL_24hr","Down"
"Ncl",0.000714812515987576,-0.217638931844691,0.152,0.3,1,"Ncl","MGE","PTZvsSAL_24hr","Down"
"Cpeb4",0.000784583098692758,-0.377237538171698,0.538,0.7,1,"Cpeb4","MGE","PTZvsSAL_24hr","Down"
"Vapb",0.000785217979046546,-0.389356437700692,0.17,0.317,1,"Vapb","MGE","PTZvsSAL_24hr","Down"
"Crebzf",0.000793726355033068,-0.336531826831415,0.439,0.627,1,"Crebzf","MGE","PTZvsSAL_24hr","Down"
"C1qtnf4",0.000812241174024252,-0.224735198442542,0.363,0.554,1,"C1qtnf4","MGE","PTZvsSAL_24hr","Down"
"Hs6st2",0.000852680841427344,-0.965725195535045,0.161,0.286,1,"Hs6st2","MGE","PTZvsSAL_24hr","Down"
"Celf4",0.000894034478796535,-0.217918900856099,0.789,0.909,1,"Celf4","MGE","PTZvsSAL_24hr","Down"
"Atp2b1",0.000914567982430584,-0.336204132643299,0.664,0.805,1,"Atp2b1","MGE","PTZvsSAL_24hr","Down"
"Fam214a",0.000917283382567418,-0.49648495709518,0.211,0.359,1,"Fam214a","MGE","PTZvsSAL_24hr","Down"
"Cryzl1",0.000922423391704112,-0.16719031478686,0.3,0.484,1,"Cryzl1","MGE","PTZvsSAL_24hr","Down"
"Brip1os",0.000938302114594508,-0.340819723575083,0.283,0.453,1,"Brip1os","MGE","PTZvsSAL_24hr","Down"
"Rpl5",0.00096152306334422,-0.680064827128473,0.161,0.293,1,"Rpl5","MGE","PTZvsSAL_24hr","Down"
"Slc25a4",0.000969357747437629,0.759588241630504,0.48,0.387,1,"Slc25a4","MGE","PTZvsSAL_24hr","Up"
"Fat3",0.00098036069993666,-0.539452835691681,0.457,0.613,1,"Fat3","MGE","PTZvsSAL_24hr","Down"
"Rragb",0.000980871254567361,-0.57443743105122,0.229,0.369,1,"Rragb","MGE","PTZvsSAL_24hr","Down"
"Pde4b",0.000987326629403425,-0.442272974405243,0.287,0.453,1,"Pde4b","MGE","PTZvsSAL_24hr","Down"
"Aff4",0.00102000796467477,-0.330834713110216,0.543,0.732,1,"Aff4","MGE","PTZvsSAL_24hr","Down"
"Syt14",0.00103378829166331,-0.375633931518445,0.592,0.76,1,"Syt14","MGE","PTZvsSAL_24hr","Down"
"Eif4enif1",0.00104818666194844,-0.527965836720388,0.166,0.307,1,"Eif4enif1","MGE","PTZvsSAL_24hr","Down"
"Ddx55",0.00107980768053577,-0.312516743973357,0.161,0.307,1,"Ddx55","MGE","PTZvsSAL_24hr","Down"
"Dpp6",0.00111601593538181,-0.182645109875974,0.964,0.983,1,"Dpp6","MGE","PTZvsSAL_24hr","Down"
"Scmh1",0.00113263593276305,-0.253645481143407,0.583,0.767,1,"Scmh1","MGE","PTZvsSAL_24hr","Down"
"Fndc3b",0.00116501974024551,-0.594540095397598,0.175,0.317,1,"Fndc3b","MGE","PTZvsSAL_24hr","Down"
