"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Cwc22",1.54652939812451e-40,-1.32920847885803,0.658,0.964,3.87359218348247e-36,"Cwc22","L56ExcitatoryNeurons","PTZvsSAL_24hr","Down"
"mt-Co3",4.36207102104588e-19,1.5137986189745,0.788,0.595,1.09256792864136e-14,"mt-Co3","L56ExcitatoryNeurons","PTZvsSAL_24hr","Up"
"mt-Nd1",9.6631662454782e-19,1.84443544191729,0.695,0.437,2.42033324950493e-14,"mt-Nd1","L56ExcitatoryNeurons","PTZvsSAL_24hr","Up"
"mt-Co2",1.95120289903894e-17,1.66597190563633,0.751,0.519,4.88717790122283e-13,"mt-Co2","L56ExcitatoryNeurons","PTZvsSAL_24hr","Up"
"mt-Co1",9.87588866809463e-14,1.48653188613896,0.688,0.493,2.47361383469766e-09,"mt-Co1","L56ExcitatoryNeurons","PTZvsSAL_24hr","Up"
"Spock1",2.41794814996593e-13,-1.05783895689446,0.528,0.74,6.05623473121968e-09,"Spock1","L56ExcitatoryNeurons","PTZvsSAL_24hr","Down"
"mt-Cytb",4.81178836382458e-12,1.58586642220484,0.532,0.313,1.20520863148714e-07,"mt-Cytb","L56ExcitatoryNeurons","PTZvsSAL_24hr","Up"
"mt-Nd2",8.56415027488687e-12,1.56433745750375,0.543,0.32,2.14506271935091e-07,"mt-Nd2","L56ExcitatoryNeurons","PTZvsSAL_24hr","Up"
"Dmd",9.16743688084412e-12,-0.474131185370497,0.922,0.995,2.29616791554503e-07,"Dmd","L56ExcitatoryNeurons","PTZvsSAL_24hr","Down"
"mt-Atp6",1.79581350014109e-11,1.24392207143611,0.706,0.578,4.49797407380339e-07,"mt-Atp6","L56ExcitatoryNeurons","PTZvsSAL_24hr","Up"
"mt-Nd4",1.3720109217136e-10,1.46726447182034,0.52,0.32,3.43647575561606e-06,"mt-Nd4","L56ExcitatoryNeurons","PTZvsSAL_24hr","Up"
"Kctd8",7.49238282588057e-10,-1.24268105444992,0.212,0.451,1.87661712639831e-05,"Kctd8","L56ExcitatoryNeurons","PTZvsSAL_24hr","Down"
"Htr1f",9.94479532193204e-10,-0.793905947392473,0.468,0.704,2.49087288428432e-05,"Htr1f","L56ExcitatoryNeurons","PTZvsSAL_24hr","Down"
"Magi1",4.63979760767992e-09,-0.634009190222817,0.476,0.728,0.000116213010679559,"Magi1","L56ExcitatoryNeurons","PTZvsSAL_24hr","Down"
"Tuba1a",4.85646822953508e-09,0.923127587707237,0.892,0.852,0.000121639959745165,"Tuba1a","L56ExcitatoryNeurons","PTZvsSAL_24hr","Up"
