"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Gm42418",2.37558336808522e-73,-1.03189111882864,1,0.997,5.95012366204306e-69,"Gm42418","L56ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Tuba1a",6.83229896551778e-47,-2.01671596859411,0.852,0.899,1.71128592189324e-42,"Tuba1a","L56ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Gm47283",3.31548648838944e-46,-2.31718425946707,0.638,0.803,8.30429900746902e-42,"Gm47283","L56ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"mt-Co3",1.15425869914242e-38,-1.83043680726235,0.595,0.817,2.89107176374201e-34,"mt-Co3","L56ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"AY036118",5.07713050761687e-38,-1.23725239069429,0.898,0.918,1.2716688782428e-33,"AY036118","L56ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Tubb2a",1.24678682223837e-31,-2.16163006059434,0.519,0.71,3.12282695366045e-27,"Tubb2a","L56ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Ubb",1.43438111352861e-26,-3.10893431620849,0.163,0.459,3.5926943750551e-22,"Ubb","L56ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Tubb5",4.76874452569256e-25,-1.92534714002839,0.58,0.705,1.19442744135022e-20,"Tubb5","L56ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Cwc22",2.24045152382153e-23,0.72753928520654,0.964,0.689,5.61165893171579e-19,"Cwc22","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Garnl3",1.20528750102604e-22,1.04332575048276,0.9,0.555,3.01888360381991e-18,"Garnl3","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Ephb2",3.81189810266895e-22,0.949782180663807,0.689,0.251,9.54766117775491e-18,"Ephb2","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Tubb2b",9.13737477926968e-22,-2.01072672437421,0.505,0.642,2.28863826096368e-17,"Tubb2b","L56ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Cacnb4",1.69689326592887e-21,0.76273330205658,0.942,0.686,4.25020856317203e-17,"Cacnb4","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Ksr1",1.20417250949731e-20,1.19935391933414,0.502,0.15,3.0160908845379e-16,"Ksr1","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Zfp949",1.62352000881075e-20,1.89766346320659,0.299,0.036,4.06643056606829e-16,"Zfp949","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"mt-Co1",2.75395219934753e-20,-1.80964816704088,0.493,0.639,6.89782407370575e-16,"mt-Co1","L56ExcitatoryNeurons","24hrvs1hr_SAL","Down"
"Gm16183",2.83885053603061e-20,1.15377861053324,0.442,0.112,7.11046893759586e-16,"Gm16183","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Slc16a7",4.10679933816938e-20,1.04752417437011,0.653,0.262,1.02863003023128e-15,"Slc16a7","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Kcnn2",6.78650815451787e-20,0.727575339820187,0.917,0.566,1.69981669746209e-15,"Kcnn2","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Gm1043",1.61227410005861e-19,0.961616918774232,0.515,0.153,4.03826293841681e-15,"Gm1043","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Maml3",1.77800545165426e-19,1.81003215588155,0.427,0.123,4.45337025475843e-15,"Maml3","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Tmem178",3.53474239051975e-19,0.819413331566227,0.701,0.29,8.85346926553483e-15,"Tmem178","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Mical2",3.73315777133679e-19,0.789139963037109,0.786,0.38,9.35044026986727e-15,"Mical2","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Dennd6a",4.18185238336244e-19,0.985381571412155,0.519,0.164,1.04742856646079e-14,"Dennd6a","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Htr1f",1.31654548263594e-18,1.02855775000371,0.704,0.344,3.29755147035824e-14,"Htr1f","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Rcor3",2.42391958130746e-17,0.884005850445997,0.444,0.131,6.07119137530079e-13,"Rcor3","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
"Syt6",2.6374571365409e-17,1.9348822358978,0.33,0.077,6.606038889894e-13,"Syt6","L56ExcitatoryNeurons","24hrvs1hr_SAL","Up"
