"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Cwc22",4.0823054858978e-28,-1.54334564606804,0.353,0.72,1.02249505505282e-23,"Cwc22","OPCs","PTZvsSAL_24hr","Down"
"mt-Atp6",1.48843987137029e-12,1.06253821755241,0.605,0.355,3.72809534582116e-08,"mt-Atp6","OPCs","PTZvsSAL_24hr","Up"
"mt-Nd1",6.38464217444362e-11,1.30468652415689,0.486,0.282,1.59916132543289e-06,"mt-Nd1","OPCs","PTZvsSAL_24hr","Up"
"mt-Co3",3.75600006699888e-10,1.00750664976473,0.672,0.453,9.4076533678121e-06,"mt-Co3","OPCs","PTZvsSAL_24hr","Up"
"Gm42418",2.15224835328784e-08,-0.422671307829337,0.93,0.979,0.000539073645048004,"Gm42418","OPCs","PTZvsSAL_24hr","Down"
"mt-Co2",3.06730991127301e-08,0.891773809362468,0.593,0.404,0.000768269113476551,"mt-Co2","OPCs","PTZvsSAL_24hr","Up"
"Camk1d",7.01373425840125e-08,-0.696982302153101,0.495,0.658,0.00175673001970176,"Camk1d","OPCs","PTZvsSAL_24hr","Down"
"mt-Co1",1.35135422179873e-06,0.851043619181414,0.52,0.345,0.0338473691933928,"mt-Co1","OPCs","PTZvsSAL_24hr","Up"
"Chl1",0.000189667215250838,-0.495155069453545,0.441,0.58,1,"Chl1","OPCs","PTZvsSAL_24hr","Down"
"Asxl3",0.000204981069046391,-0.852697826882374,0.176,0.29,1,"Asxl3","OPCs","PTZvsSAL_24hr","Down"
"Rasgrf1",0.000320694378999438,-0.885808371331962,0.164,0.275,1,"Rasgrf1","OPCs","PTZvsSAL_24hr","Down"
"Kcnd2",0.000872957762634434,-0.174688168544963,0.994,0.997,1,"Kcnd2","OPCs","PTZvsSAL_24hr","Down"
"Ctnna3",0.000877995096533894,-0.502224597942873,0.298,0.412,1,"Ctnna3","OPCs","PTZvsSAL_24hr","Down"
"Cacna1a",0.000888723236244878,0.595495201143944,0.498,0.399,1,"Cacna1a","OPCs","PTZvsSAL_24hr","Up"
"Sgcd",0.000958271983354287,-0.27022402901685,0.878,0.938,1,"Sgcd","OPCs","PTZvsSAL_24hr","Down"
"Csmd2",0.000969042277717247,-0.322296927047813,0.629,0.733,1,"Csmd2","OPCs","PTZvsSAL_24hr","Down"
"Nkain3",0.00100488149474489,-0.425196726468425,0.623,0.705,1,"Nkain3","OPCs","PTZvsSAL_24hr","Down"
"Thsd7b",0.00100604191263827,-0.574278332792136,0.383,0.492,1,"Thsd7b","OPCs","PTZvsSAL_24hr","Down"
"Lsamp",0.00109258709795853,-0.105952177115906,1,1,1,"Lsamp","OPCs","PTZvsSAL_24hr","Down"
"Nalcn",0.00128725089335316,-0.297006107830107,0.477,0.624,1,"Nalcn","OPCs","PTZvsSAL_24hr","Down"
"Cuedc1",0.00153061373097525,-0.767913130942962,0.195,0.288,1,"Cuedc1","OPCs","PTZvsSAL_24hr","Down"
"Magi1",0.00154074493898182,-0.250682137690847,0.757,0.842,1,"Magi1","OPCs","PTZvsSAL_24hr","Down"
"Wdr17",0.00159812706446783,-0.411986415802711,0.301,0.42,1,"Wdr17","OPCs","PTZvsSAL_24hr","Down"
"mt-Nd4",0.00171680241628089,0.787770546588415,0.316,0.22,1,"mt-Nd4","OPCs","PTZvsSAL_24hr","Up"
"Rps6kb1",0.00188747658439532,0.638930342745507,0.307,0.21,1,"Rps6kb1","OPCs","PTZvsSAL_24hr","Up"
"Asic2",0.00220226513525174,-0.340268466263092,0.565,0.689,1,"Asic2","OPCs","PTZvsSAL_24hr","Down"
"Tuba1a",0.00223152663782859,0.769440790330555,0.398,0.313,1,"Tuba1a","OPCs","PTZvsSAL_24hr","Up"
"Inpp4b",0.00230934003549774,-0.748070448666012,0.292,0.391,1,"Inpp4b","OPCs","PTZvsSAL_24hr","Down"
"Ano3",0.00243613717841039,-0.682180679382061,0.191,0.285,1,"Ano3","OPCs","PTZvsSAL_24hr","Down"
"Mdga2",0.00245183124979292,-0.139748243817662,0.982,0.987,1,"Mdga2","OPCs","PTZvsSAL_24hr","Down"
"mt-Nd2",0.0030010804955951,0.496093510658486,0.322,0.223,1,"mt-Nd2","OPCs","PTZvsSAL_24hr","Up"
"Uty",0.00312259036116192,0.455338800077614,0.511,0.407,1,"Uty","OPCs","PTZvsSAL_24hr","Up"
"Brinp2",0.00351162171748419,-0.590220150434662,0.207,0.306,1,"Brinp2","OPCs","PTZvsSAL_24hr","Down"
"Rmdn1",0.00379897191601231,-0.696223114348156,0.182,0.269,1,"Rmdn1","OPCs","PTZvsSAL_24hr","Down"
"Babam2",0.00410692548251298,-0.507537979385023,0.191,0.288,1,"Babam2","OPCs","PTZvsSAL_24hr","Down"
"Slc9a9",0.00423543740781351,-0.294329054376428,0.471,0.606,1,"Slc9a9","OPCs","PTZvsSAL_24hr","Down"
"Gm20713",0.00455776760900803,-0.552600634177974,0.237,0.334,1,"Gm20713","OPCs","PTZvsSAL_24hr","Down"
"Gucy1a2",0.00471881618009973,-0.420187041127016,0.255,0.352,1,"Gucy1a2","OPCs","PTZvsSAL_24hr","Down"
"Tpm1",0.00489635287510564,-0.478748780280788,0.325,0.417,1,"Tpm1","OPCs","PTZvsSAL_24hr","Down"
"Abcc5",0.00609952222960273,0.465712843059348,0.389,0.303,1,"Abcc5","OPCs","PTZvsSAL_24hr","Up"
"Phlpp1",0.00628039385114126,-0.311349518451911,0.502,0.624,1,"Phlpp1","OPCs","PTZvsSAL_24hr","Down"
"Npas3",0.00629655821304145,-0.201825734950601,0.942,0.987,1,"Npas3","OPCs","PTZvsSAL_24hr","Down"
"Kcnd3",0.00698651054928723,-0.38484870046999,0.398,0.497,1,"Kcnd3","OPCs","PTZvsSAL_24hr","Down"
"Lrrc4c",0.00773149620630439,0.146381584573941,0.991,1,1,"Lrrc4c","OPCs","PTZvsSAL_24hr","Up"
"Rps6ka3",0.00773293010469564,-0.452533824506256,0.252,0.342,1,"Rps6ka3","OPCs","PTZvsSAL_24hr","Down"
"Znrf1",0.00780490951128146,0.723598512990572,0.274,0.194,1,"Znrf1","OPCs","PTZvsSAL_24hr","Up"
"Srrm2",0.00835442003273625,0.306342255846516,0.641,0.598,1,"Srrm2","OPCs","PTZvsSAL_24hr","Up"
"Parp8",0.00839274262016049,-0.246288789575334,0.429,0.549,1,"Parp8","OPCs","PTZvsSAL_24hr","Down"
"Ralyl",0.00845855535244484,0.358566756263603,0.541,0.451,1,"Ralyl","OPCs","PTZvsSAL_24hr","Up"
"E130307A14Rik",0.00863098921639367,-0.387798095125788,0.359,0.456,1,"E130307A14Rik","OPCs","PTZvsSAL_24hr","Down"
"Lcor",0.00869316139832839,0.558356402960486,0.362,0.288,1,"Lcor","OPCs","PTZvsSAL_24hr","Up"
"Arhgap31",0.0088973131505393,-0.332619336409656,0.486,0.596,1,"Arhgap31","OPCs","PTZvsSAL_24hr","Down"
"Spag9",0.00898710009153484,0.354642485225866,0.669,0.609,1,"Spag9","OPCs","PTZvsSAL_24hr","Up"
"Clk1",0.00964706694219297,-0.522125003419188,0.271,0.358,1,"Clk1","OPCs","PTZvsSAL_24hr","Down"
"Luzp2",0.00977031541406275,-0.144127644786494,0.888,0.93,1,"Luzp2","OPCs","PTZvsSAL_24hr","Down"
"Schip1",0.00991025543929653,-0.479021334950144,0.498,0.562,1,"Schip1","OPCs","PTZvsSAL_24hr","Down"
"Pum2",0.00991269940261882,-0.321728082683765,0.292,0.383,1,"Pum2","OPCs","PTZvsSAL_24hr","Down"
"Tafa5",0.0101599210787629,-0.442184300609923,0.264,0.355,1,"Tafa5","OPCs","PTZvsSAL_24hr","Down"
"Lrba",0.0110323164463813,-0.291320597596153,0.337,0.438,1,"Lrba","OPCs","PTZvsSAL_24hr","Down"
"Arid1a",0.0127013549403657,0.601620279032374,0.267,0.192,1,"Arid1a","OPCs","PTZvsSAL_24hr","Up"
"Cntln",0.0132062350494101,-0.434185328819869,0.182,0.264,1,"Cntln","OPCs","PTZvsSAL_24hr","Down"
"Shprh",0.0133396316783325,-0.481229406072161,0.191,0.272,1,"Shprh","OPCs","PTZvsSAL_24hr","Down"
"Fgfr2",0.0135736456672324,-0.382109566761233,0.231,0.313,1,"Fgfr2","OPCs","PTZvsSAL_24hr","Down"
"Kcnip1",0.0147608746207357,-0.540720037595548,0.216,0.293,1,"Kcnip1","OPCs","PTZvsSAL_24hr","Down"
"Fmr1",0.0150790374380588,0.675857606735096,0.277,0.21,1,"Fmr1","OPCs","PTZvsSAL_24hr","Up"
"Grid2",0.0151903457256357,-0.116858194046734,0.982,0.992,1,"Grid2","OPCs","PTZvsSAL_24hr","Down"
"Pcsk2",0.0153756466199548,-0.299335500840873,0.313,0.415,1,"Pcsk2","OPCs","PTZvsSAL_24hr","Down"
"Homer1",0.0159544638554187,-0.535285994842559,0.182,0.256,1,"Homer1","OPCs","PTZvsSAL_24hr","Down"
"Kmt2e",0.0163442517060597,0.385564384458691,0.413,0.329,1,"Kmt2e","OPCs","PTZvsSAL_24hr","Up"
"Faf1",0.0164532303541784,-0.266811457716891,0.331,0.425,1,"Faf1","OPCs","PTZvsSAL_24hr","Down"
"Adgrl3",0.0170397617559092,-0.137886324909252,0.991,0.99,1,"Adgrl3","OPCs","PTZvsSAL_24hr","Down"
"Glce",0.0173758498558924,-0.47645072716218,0.243,0.326,1,"Glce","OPCs","PTZvsSAL_24hr","Down"
"Pstpip2",0.0176613715667952,-0.367716746441489,0.28,0.365,1,"Pstpip2","OPCs","PTZvsSAL_24hr","Down"
"Ryr2",0.0182022323932947,-0.391390509460973,0.289,0.376,1,"Ryr2","OPCs","PTZvsSAL_24hr","Down"
"Arhgap32",0.0183073653466726,-0.457697860960703,0.234,0.306,1,"Arhgap32","OPCs","PTZvsSAL_24hr","Down"
"Tdrd3",0.0185948734595962,-0.461487014590246,0.219,0.298,1,"Tdrd3","OPCs","PTZvsSAL_24hr","Down"
"Nmnat2",0.0188913184627575,-0.332088289372041,0.395,0.497,1,"Nmnat2","OPCs","PTZvsSAL_24hr","Down"
"Tra2b",0.0192350018194094,-0.332793541944802,0.204,0.285,1,"Tra2b","OPCs","PTZvsSAL_24hr","Down"
"Cdh6",0.0196979820177982,-0.450167242507933,0.213,0.295,1,"Cdh6","OPCs","PTZvsSAL_24hr","Down"
"Creb5",0.0199235460778986,-0.682892441204161,0.188,0.254,1,"Creb5","OPCs","PTZvsSAL_24hr","Down"
"Fhit",0.0200062353200347,-0.49846182365336,0.432,0.51,1,"Fhit","OPCs","PTZvsSAL_24hr","Down"
"Kif5b",0.0209235260143662,0.453746965073126,0.264,0.189,1,"Kif5b","OPCs","PTZvsSAL_24hr","Up"
"Kank1",0.0210432057038863,0.453103014152915,0.459,0.407,1,"Kank1","OPCs","PTZvsSAL_24hr","Up"
"Brinp1",0.0216656138801561,-0.226764943484303,0.62,0.702,1,"Brinp1","OPCs","PTZvsSAL_24hr","Down"
"Zfp280c",0.0221156858970835,-0.487317267097745,0.204,0.28,1,"Zfp280c","OPCs","PTZvsSAL_24hr","Down"
"Tmem132d",0.022200599212476,-0.325426744745517,0.641,0.689,1,"Tmem132d","OPCs","PTZvsSAL_24hr","Down"
"Gphn",0.023326321030114,-0.202896394599375,0.72,0.782,1,"Gphn","OPCs","PTZvsSAL_24hr","Down"
"Plce1",0.023932801393883,-0.448183349680046,0.188,0.256,1,"Plce1","OPCs","PTZvsSAL_24hr","Down"
"Grik1",0.0243387901273153,-0.294769710313645,0.547,0.624,1,"Grik1","OPCs","PTZvsSAL_24hr","Down"
"Cpe",0.0245381794495948,0.588401871909602,0.401,0.339,1,"Cpe","OPCs","PTZvsSAL_24hr","Up"
"Pcdh7",0.0254042905321379,-0.160422029861623,0.897,0.92,1,"Pcdh7","OPCs","PTZvsSAL_24hr","Down"
"Sos1",0.0255179593725832,-0.43987440841054,0.198,0.272,1,"Sos1","OPCs","PTZvsSAL_24hr","Down"
"Crppa",0.0256283007440813,-0.556933645964133,0.264,0.332,1,"Crppa","OPCs","PTZvsSAL_24hr","Down"
"Pde8b",0.026452686280262,-0.385593762064375,0.255,0.334,1,"Pde8b","OPCs","PTZvsSAL_24hr","Down"
"Gm4876",0.0268861778428101,-0.267794916819141,0.55,0.604,1,"Gm4876","OPCs","PTZvsSAL_24hr","Down"
"Gm47283",0.0268918422527292,0.427654733503402,0.35,0.28,1,"Gm47283","OPCs","PTZvsSAL_24hr","Up"
"Robo1",0.027064501755997,0.235171061246311,0.821,0.806,1,"Robo1","OPCs","PTZvsSAL_24hr","Up"
"Sfswap",0.0271892404623837,-0.231191210265579,0.231,0.316,1,"Sfswap","OPCs","PTZvsSAL_24hr","Down"
"Itm2b",0.027249341696754,-0.426781205093399,0.246,0.319,1,"Itm2b","OPCs","PTZvsSAL_24hr","Down"
"Ube3a",0.0276827952731306,-0.250467166746979,0.407,0.503,1,"Ube3a","OPCs","PTZvsSAL_24hr","Down"
"Huwe1",0.029130441157476,0.324553906927784,0.638,0.611,1,"Huwe1","OPCs","PTZvsSAL_24hr","Up"
"Pde10a",0.0296305023635894,-0.181267310158549,0.432,0.531,1,"Pde10a","OPCs","PTZvsSAL_24hr","Down"
"Agps",0.0302325307286258,0.626497361247126,0.261,0.202,1,"Agps","OPCs","PTZvsSAL_24hr","Up"
"Fut9",0.0302421079088069,0.308680584070278,0.498,0.422,1,"Fut9","OPCs","PTZvsSAL_24hr","Up"
"Pclo",0.0323186507085345,-0.319366880094363,0.389,0.464,1,"Pclo","OPCs","PTZvsSAL_24hr","Down"
"Ecpas",0.032486765431842,-0.274103148079574,0.413,0.495,1,"Ecpas","OPCs","PTZvsSAL_24hr","Down"
"Ubr1",0.0344187665105142,-0.319344682045344,0.292,0.365,1,"Ubr1","OPCs","PTZvsSAL_24hr","Down"
"Mbtd1",0.0347999757979818,-0.560268491226151,0.225,0.288,1,"Mbtd1","OPCs","PTZvsSAL_24hr","Down"
"Gm38505",0.0350383090821914,-0.343575091790016,0.35,0.427,1,"Gm38505","OPCs","PTZvsSAL_24hr","Down"
"Myo16",0.0361206268709401,-0.524856131673587,0.292,0.35,1,"Myo16","OPCs","PTZvsSAL_24hr","Down"
"Bcas1",0.0364758525553278,0.490658715109245,0.392,0.329,1,"Bcas1","OPCs","PTZvsSAL_24hr","Up"
"Wipf1",0.0365888028846264,-0.266938563154384,0.386,0.466,1,"Wipf1","OPCs","PTZvsSAL_24hr","Down"
"Arih1",0.0381300390803658,-0.359668167132904,0.35,0.427,1,"Arih1","OPCs","PTZvsSAL_24hr","Down"
"Cdc14a",0.0395717999369602,-0.419878882262814,0.228,0.293,1,"Cdc14a","OPCs","PTZvsSAL_24hr","Down"
"Frmd5",0.0397814243374511,-0.316994536182365,0.426,0.505,1,"Frmd5","OPCs","PTZvsSAL_24hr","Down"
"Frmd4a",0.0418992280852815,0.440393032307654,0.255,0.192,1,"Frmd4a","OPCs","PTZvsSAL_24hr","Up"
"Serpine2",0.0420267265092951,-0.348634349515311,0.495,0.565,1,"Serpine2","OPCs","PTZvsSAL_24hr","Down"
"Trpm7",0.0420563495374948,-0.31835771034033,0.331,0.407,1,"Trpm7","OPCs","PTZvsSAL_24hr","Down"
"Ddx5",0.0427478679739744,0.21746552572923,0.693,0.653,1,"Ddx5","OPCs","PTZvsSAL_24hr","Up"
"mt-Cytb",0.0430043431101633,0.547582839733025,0.371,0.316,1,"mt-Cytb","OPCs","PTZvsSAL_24hr","Up"
"Scn3a",0.0443628102711539,-0.30146699143237,0.462,0.544,1,"Scn3a","OPCs","PTZvsSAL_24hr","Down"
"Chst11",0.0454906853015975,-0.146600531698603,0.638,0.71,1,"Chst11","OPCs","PTZvsSAL_24hr","Down"
"Slc4a10",0.0457735255084498,0.378153992560086,0.483,0.425,1,"Slc4a10","OPCs","PTZvsSAL_24hr","Up"
"Ntrk3",0.0460673433700116,-0.121614172983068,0.742,0.821,1,"Ntrk3","OPCs","PTZvsSAL_24hr","Down"
"Zfp704",0.0468068611514286,-0.368928055497184,0.228,0.298,1,"Zfp704","OPCs","PTZvsSAL_24hr","Down"
"Pura",0.047077867289778,-0.408328922028912,0.21,0.272,1,"Pura","OPCs","PTZvsSAL_24hr","Down"
"C130071C03Rik",0.0472724105188282,-0.139746092993644,0.599,0.692,1,"C130071C03Rik","OPCs","PTZvsSAL_24hr","Down"
"Nhsl1",0.0473913363686606,-0.0086959837270531,0.191,0.262,1,"Nhsl1","OPCs","PTZvsSAL_24hr","Down"
"Ptprg",0.0474704199967785,-0.19378642052632,0.884,0.93,1,"Ptprg","OPCs","PTZvsSAL_24hr","Down"
"Sema3d",0.0481843923796102,-0.419466837045814,0.322,0.391,1,"Sema3d","OPCs","PTZvsSAL_24hr","Down"
"Pcmtd1",0.0482240801907562,-0.312544836818643,0.295,0.37,1,"Pcmtd1","OPCs","PTZvsSAL_24hr","Down"
"Gm2164",0.048235631167439,-0.492382550814998,0.24,0.298,1,"Gm2164","OPCs","PTZvsSAL_24hr","Down"
"Sbf2",0.0482926200086526,-0.271073915306044,0.535,0.591,1,"Sbf2","OPCs","PTZvsSAL_24hr","Down"
"Meis2",0.0484166031421604,-0.258355516084581,0.319,0.399,1,"Meis2","OPCs","PTZvsSAL_24hr","Down"
