"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Gm42418",2.73779502949975e-68,-1.27165951008376,0.908,0.985,6.85735521038803e-64,"Gm42418","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down"
"Cwc22",9.50541579776908e-46,-1.88802286368077,0.469,0.811,2.38082149486722e-41,"Cwc22","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down"
"AY036118",3.92198784017641e-20,-1.35393210773599,0.334,0.584,9.82340294328985e-16,"AY036118","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down"
"Tuba1a",7.25507383424393e-12,-0.816982783329259,0.6,0.74,1.81717834326308e-07,"Tuba1a","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Down"
"Arpp21",1.35382145778775e-10,0.865491593797661,0.552,0.326,3.39091660532098e-06,"Arpp21","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Up"
"Sh3gl2",2.39768021476286e-10,1.4495088563026,0.325,0.132,6.00546963391654e-06,"Sh3gl2","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Up"
"Mef2c",5.00446509730844e-10,1.08058037035464,0.393,0.186,1.25346837292284e-05,"Mef2c","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Up"
"9330159F19Rik",5.45770810897548e-10,1.08215541249967,0.389,0.18,1.36699215005509e-05,"9330159F19Rik","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Up"
"Zeb2",8.91926466980892e-09,0.465265553576529,0.895,0.769,0.000223400822184704,"Zeb2","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Up"
"Shisa9",1.14183286807194e-08,0.992482676035602,0.448,0.254,0.000285994878465979,"Shisa9","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Up"
"Gm4258",2.01676133664233e-08,1.05782247205055,0.338,0.15,0.000505138211988804,"Gm4258","ExcitatoryNeuronsImmatureDG","24hrvs1hr_PTZ","Up"
