"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Cwc22",3.37233147847916e-41,-1.27230316695762,0.469,0.779,8.44667865414676e-37,"Cwc22","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Down"
"Gm42418",3.96551667682786e-18,-0.49497630584264,0.908,0.968,9.93242962045074e-14,"Gm42418","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Down"
"Camk1d",4.68931418618795e-14,-0.847307898517005,0.321,0.518,1.1745325242145e-09,"Camk1d","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Down"
"mt-Nd1",1.76202775127582e-13,0.926234368318457,0.491,0.306,4.41335090862054e-09,"mt-Nd1","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"mt-Co2",2.16462730055363e-13,0.701991324585374,0.609,0.42,5.42174199969668e-09,"mt-Co2","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"mt-Atp6",1.53016856958833e-11,0.670356693189044,0.59,0.426,3.83261321624789e-07,"mt-Atp6","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"Gm47283",2.00606108958592e-11,1.19281147161701,0.469,0.313,5.02458121108586e-07,"Gm47283","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"mt-Co3",2.41112358497201e-11,0.75471057524481,0.675,0.534,6.03914124327938e-07,"mt-Co3","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"mt-Nd4",2.8534423559804e-08,0.760931759379392,0.382,0.245,0.000714701706902412,"mt-Nd4","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"AY036118",1.2034615965704e-07,-0.648376096290068,0.334,0.466,0.00301431026092987,"AY036118","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Down"
"mt-Cytb",1.41481798296948e-07,0.774982384231408,0.406,0.281,0.00354369460194366,"mt-Cytb","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"Kcnq5",2.23925372908534e-07,-1.19431911719513,0.196,0.313,0.00560865881524005,"Kcnq5","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Down"
"mt-Nd2",1.04516001918942e-06,0.562682886808233,0.358,0.232,0.0261781230006375,"mt-Nd2","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"Rbfox1",7.041000452544e-06,0.198159145633456,0.952,0.914,0.17635593833487,"Rbfox1","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"Nnat",9.53895289831633e-06,0.431847041733728,0.797,0.735,0.238922153244129,"Nnat","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"Tubb2b",1.59217248964695e-05,0.569696440019867,0.345,0.236,0.398791443481872,"Tubb2b","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
"Gria2",1.73433187924489e-05,0.19006328143914,0.974,0.95,0.434398105794468,"Gria2","ExcitatoryNeuronsImmatureDG","PTZvsSAL_24hr","Up"
