"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","comparison","Regulation"
"Cwc22",8.10153093375685e-08,0.798147745969217,0.776,0.626,0.00202919045297808,"Cwc22","CGE","PTZvsSAL_1hr","Up"
"AY036118",1.01210208015105e-07,-0.619582279469064,0.844,0.85,0.00253501208015434,"AY036118","CGE","PTZvsSAL_1hr","Down"
"Vps13b",3.01106391133994e-07,0.509335216788758,0.778,0.561,0.00754181177873314,"Vps13b","CGE","PTZvsSAL_1hr","Up"
"Nap1l5",4.6010194561522e-07,0.943711080092246,0.338,0.126,0.0115241734318244,"Nap1l5","CGE","PTZvsSAL_1hr","Up"
"Hivep2",5.81360597869756e-07,0.631288415006114,0.642,0.397,0.0145613388948438,"Hivep2","CGE","PTZvsSAL_1hr","Up"
"Wdr26",6.54885503049446e-07,0.506959746117774,0.435,0.196,0.0164029171948795,"Wdr26","CGE","PTZvsSAL_1hr","Up"
"Oxr1",8.69614330125284e-07,0.764096300565074,0.699,0.481,0.021781230126648,"Oxr1","CGE","PTZvsSAL_1hr","Up"
"Virma",1.36201228829696e-06,0.991676401829597,0.335,0.136,0.0341143217849739,"Virma","CGE","PTZvsSAL_1hr","Up"
"Ago1",1.44502589449284e-06,1.11273813751586,0.295,0.107,0.0361935635793623,"Ago1","CGE","PTZvsSAL_1hr","Up"
"Dennd5b",2.13920852708951e-06,0.722227646016755,0.528,0.29,0.053580755978011,"Dennd5b","CGE","PTZvsSAL_1hr","Up"
"Nfkb1",2.5387126831376e-06,0.895029546971101,0.273,0.098,0.0635871365745474,"Nfkb1","CGE","PTZvsSAL_1hr","Up"
"Fam117b",2.71842531005079e-06,0.935255686201998,0.324,0.136,0.0680883987408421,"Fam117b","CGE","PTZvsSAL_1hr","Up"
"Ppm1l",3.1770779254338e-06,0.356106258757081,0.642,0.379,0.0795762707983405,"Ppm1l","CGE","PTZvsSAL_1hr","Up"
"Tfg",6.05524922629294e-06,0.765634599700706,0.298,0.121,0.151665827370959,"Tfg","CGE","PTZvsSAL_1hr","Up"
"Ola1",6.30242400390801e-06,0.701765967016448,0.366,0.164,0.157856814025884,"Ola1","CGE","PTZvsSAL_1hr","Up"
"2900097C17Rik",6.49023054836434e-06,0.654577524944687,0.332,0.145,0.162560804544882,"2900097C17Rik","CGE","PTZvsSAL_1hr","Up"
"Fhit",6.7140033524215e-06,1.28217747025065,0.366,0.192,0.168165641968101,"Fhit","CGE","PTZvsSAL_1hr","Up"
"Magi1",6.96767075484402e-06,0.419483126505656,0.906,0.729,0.174519249396578,"Magi1","CGE","PTZvsSAL_1hr","Up"
"Slc30a9",6.98987888336099e-06,0.793309024896625,0.278,0.107,0.175075496391543,"Slc30a9","CGE","PTZvsSAL_1hr","Up"
"Dzank1",9.50467515904165e-06,0.853655612296556,0.347,0.159,0.238063598708516,"Dzank1","CGE","PTZvsSAL_1hr","Up"
"Scg5",1.10066229498113e-05,0.51958149409209,0.557,0.313,0.275682885023923,"Scg5","CGE","PTZvsSAL_1hr","Up"
"Cep350",1.14729607694093e-05,0.42512153205908,0.349,0.159,0.287363248391394,"Cep350","CGE","PTZvsSAL_1hr","Up"
"Gm42418",1.24375620066129e-05,-0.230178939393629,1,1,0.311523615579632,"Gm42418","CGE","PTZvsSAL_1hr","Down"
"Pus10",1.25665935981953e-05,0.663584828620197,0.264,0.098,0.314755469853997,"Pus10","CGE","PTZvsSAL_1hr","Up"
"Babam2",1.27354348752453e-05,0.5855090891031,0.42,0.215,0.31898443732027,"Babam2","CGE","PTZvsSAL_1hr","Up"
"Cpeb4",1.3127751513503e-05,0.585802367524486,0.526,0.29,0.328810792158708,"Cpeb4","CGE","PTZvsSAL_1hr","Up"
"Syt4",1.58640323530497e-05,0.806687229069691,0.284,0.117,0.397346418346835,"Syt4","CGE","PTZvsSAL_1hr","Up"
"Tmem117",2.15009733244826e-05,0.659474402728793,0.381,0.196,0.538534878858317,"Tmem117","CGE","PTZvsSAL_1hr","Up"
"Mib1",2.17097140327133e-05,0.337108972081955,0.565,0.313,0.543763207377369,"Mib1","CGE","PTZvsSAL_1hr","Up"
"Pcf11",2.18396945434786e-05,0.481177714991372,0.324,0.14,0.547018829230508,"Pcf11","CGE","PTZvsSAL_1hr","Up"
"Crebzf",2.33442156623054e-05,0.719399300299991,0.432,0.234,0.584702569693763,"Crebzf","CGE","PTZvsSAL_1hr","Up"
"Ctif",2.33763493914096e-05,0.558400128520693,0.435,0.229,0.585507423206636,"Ctif","CGE","PTZvsSAL_1hr","Up"
"Itsn2",2.36393496124358e-05,0.40924621741264,0.466,0.243,0.59209478974268,"Itsn2","CGE","PTZvsSAL_1hr","Up"
"Rybp",2.45996876808908e-05,0.832726510413436,0.315,0.145,0.616148377343272,"Rybp","CGE","PTZvsSAL_1hr","Up"
"Hsd17b12",2.47487448795372e-05,0.486155396059656,0.372,0.178,0.619881812997768,"Hsd17b12","CGE","PTZvsSAL_1hr","Up"
"Adar",2.55347616760751e-05,0.517176853125916,0.44,0.229,0.639569175700653,"Adar","CGE","PTZvsSAL_1hr","Up"
"Focad",2.80745431257707e-05,0.480151498732938,0.653,0.439,0.703183081671177,"Focad","CGE","PTZvsSAL_1hr","Up"
"Usp32",2.84160063623945e-05,0.463620328056683,0.608,0.383,0.711735711358896,"Usp32","CGE","PTZvsSAL_1hr","Up"
"Cit",2.85281767547744e-05,0.325653068056364,0.509,0.285,0.714545243176836,"Cit","CGE","PTZvsSAL_1hr","Up"
"D930016D06Rik",2.89062098341688e-05,0.502293940311315,0.341,0.154,0.724013837716426,"D930016D06Rik","CGE","PTZvsSAL_1hr","Up"
"Gad1",2.98160532177685e-05,0.432272214262371,0.807,0.575,0.746802684945447,"Gad1","CGE","PTZvsSAL_1hr","Up"
"Slc6a6",3.09862322016765e-05,0.519459242945506,0.355,0.164,0.776112157955391,"Slc6a6","CGE","PTZvsSAL_1hr","Up"
"Lpin2",3.11107372026462e-05,0.560911908239293,0.281,0.117,0.779230634714678,"Lpin2","CGE","PTZvsSAL_1hr","Up"
"Arsb",3.73861669856518e-05,0.995246262737692,0.278,0.121,0.936411324489621,"Arsb","CGE","PTZvsSAL_1hr","Up"
"Cdc37l1",4.41657899257388e-05,0.781472918228775,0.347,0.173,1,"Cdc37l1","CGE","PTZvsSAL_1hr","Up"
"Ctnnal1",4.67175571114223e-05,0.745742397991168,0.327,0.154,1,"Ctnnal1","CGE","PTZvsSAL_1hr","Up"
"Shc3",4.74410929914409e-05,0.563248052654507,0.355,0.173,1,"Shc3","CGE","PTZvsSAL_1hr","Up"
"Dgkh",4.8316839455103e-05,0.294046939356344,0.449,0.243,1,"Dgkh","CGE","PTZvsSAL_1hr","Up"
"Ddx42",5.1544263969974e-05,0.676684913361137,0.298,0.136,1,"Ddx42","CGE","PTZvsSAL_1hr","Up"
"Cntn6",5.57143999439349e-05,0.562409950782665,0.651,0.491,1,"Cntn6","CGE","PTZvsSAL_1hr","Up"
"Sik2",6.31804940992594e-05,0.628646506709258,0.435,0.243,1,"Sik2","CGE","PTZvsSAL_1hr","Up"
"Gm45159",6.51663225155562e-05,0.55344287885274,0.327,0.154,1,"Gm45159","CGE","PTZvsSAL_1hr","Up"
"Mir670hg",6.5531097637948e-05,1.42741561537359,0.25,0.107,1,"Mir670hg","CGE","PTZvsSAL_1hr","Up"
"Eps15l1",6.66419903981191e-05,0.528163088968475,0.381,0.196,1,"Eps15l1","CGE","PTZvsSAL_1hr","Up"
"Lin28b",7.32340105284331e-05,0.793068786408147,0.341,0.173,1,"Lin28b","CGE","PTZvsSAL_1hr","Up"
"Ralgapb",7.76342228620775e-05,0.344461638159571,0.503,0.28,1,"Ralgapb","CGE","PTZvsSAL_1hr","Up"
"Serpine2",7.90748584373571e-05,0.980583107672311,0.256,0.112,1,"Serpine2","CGE","PTZvsSAL_1hr","Up"
"Dctn2",7.9264644443187e-05,0.420478696112166,0.304,0.14,1,"Dctn2","CGE","PTZvsSAL_1hr","Up"
"Naaladl2",8.1659504491517e-05,0.473148606173773,0.474,0.285,1,"Naaladl2","CGE","PTZvsSAL_1hr","Up"
"Ppp1r13b",8.37527074264261e-05,0.519100120504301,0.401,0.21,1,"Ppp1r13b","CGE","PTZvsSAL_1hr","Up"
"Picalm",8.40535949364006e-05,0.34806839599697,0.582,0.35,1,"Picalm","CGE","PTZvsSAL_1hr","Up"
"Hltf",8.46033633764148e-05,0.623056863638776,0.253,0.107,1,"Hltf","CGE","PTZvsSAL_1hr","Up"
"Dnm1",8.47164632233335e-05,0.478780767935742,0.426,0.229,1,"Dnm1","CGE","PTZvsSAL_1hr","Up"
"Pip5k1a",8.69915161244469e-05,0.508625757870599,0.324,0.154,1,"Pip5k1a","CGE","PTZvsSAL_1hr","Up"
"Rapgef4",8.89699345043716e-05,0.460209063752865,0.679,0.481,1,"Rapgef4","CGE","PTZvsSAL_1hr","Up"
