"","target","source","weight"
"1","Klf9","Rb1cc1",0.0119885252753099
"2","Bbx","Rb1cc1",0.015315862785123
"3","Klf8","Rb1cc1",0.0189367920272386
"4","Rora","Rb1cc1",0.0300987179732986
"5","Runx2","Rb1cc1",0.0137178649760599
"6","Tcf4","Rb1cc1",0.0475255331593443
"7","Neurod2","Rb1cc1",0.0120532570452845
"8","Bach2","Rb1cc1",0.0296991789478359
"9","Mef2c","Rb1cc1",0.023302031556746
"10","Nfia","Rb1cc1",0.0332495345751964
"11","Glis3","Rb1cc1",0.0117339957237207
"12","Rreb1","Rb1cc1",0.00865599239440467
"13","Smarca5","Rb1cc1",0.015144253820385
"14","Hivep2","Rb1cc1",0.0359975847126236
"15","Atf6","Rb1cc1",0.0177853792057912
"16","Cpeb1","Rb1cc1",0.0137686734452305
"17","Nfix","Rb1cc1",0.0275250994495449
"18","Nr3c2","Rb1cc1",0.0294761053365635
"19","Prox1","Rb1cc1",0.0163302948505577
"20","Zbtb16","Rb1cc1",0.0183274625567055
"21","Zfp536","Rb1cc1",0.0195032617987441
"22","Zbtb20","Rb1cc1",0.0406576893908553
"23","Myef2","Rb1cc1",0.0341506083972954
"24","Zeb2","Rb1cc1",0.0383942011579168
"25","Lcorl","Rb1cc1",0.0246405989656024
"26","Bclaf1","Rb1cc1",0.0314698870659991
"27","Foxn3","Rb1cc1",0.0273202583831572
"28","Zfp407","Rb1cc1",0.026732615225988
"29","Parp1","Rb1cc1",0.0127436720188788
"30","Canx","Rb1cc1",0.0243820120387566
"31","Celf4","Rb1cc1",0.0354187307761432
"32","Kdm4c","Rb1cc1",0.0305286098712356
"33","Kdm7a","Rb1cc1",0.0144674895512565
"34","Las1l","Rb1cc1",0.0257824303394117
"35","Mapk1","Rb1cc1",0.0254251783564207
"36","Msra","Rb1cc1",0.0384595651989617
"37","Pkm","Rb1cc1",0.0149865120432489
"38","Prnp","Rb1cc1",0.0208874913047651
"39","Snrnp70","Rb1cc1",0.0399363394664356
"40","Ywhaz","Rb1cc1",0.0277230682177292
"41","Zmat4","Rb1cc1",0.0157576406142334
"42","Klf9","St18",0.0119424187817308
"43","Bbx","St18",0.00948944587161524
"44","Klf8","St18",0.012007157993717
"45","Rora","St18",0.0217100771263158
"46","Runx2","St18",0.00985958355223111
"47","Tcf4","St18",0.0616292462858872
"48","Neurod2","St18",0.0131685095125044
"49","Bach2","St18",0.0211959867398135
"50","Mef2c","St18",0.0192131875533892
"51","Nfia","St18",0.0324601640286784
"52","Glis3","St18",0.0264314607555212
"53","Rreb1","St18",0.0174851772516487
"54","Smarca5","St18",0.00965634738307307
"55","Hivep2","St18",0.0239072766704121
"56","Atf6","St18",0.0149929926039633
"57","Cpeb1","St18",0.009432088621539
"58","Nfix","St18",0.018658786031342
"59","Nr3c2","St18",0.109952048206336
"60","Prox1","St18",0.0438957936991778
"61","Zbtb16","St18",0.0307107548021769
"62","Zfp536","St18",0.0235682879416265
"63","Zbtb20","St18",0.0922526458533098
"64","Myef2","St18",0.0189764345259408
"65","Zeb2","St18",0.0296203970181246
"66","Lcorl","St18",0.0494893544862908
"67","Bclaf1","St18",0.016735974233126
"68","Foxn3","St18",0.0184300990564045
"69","Zfp407","St18",0.0145465043492671
"70","Parp1","St18",0.0092202140178415
"71","Canx","St18",0.0128415527137036
"72","Celf4","St18",0.0230899120902334
"73","Kdm4c","St18",0.0155424299916997
"74","Kdm7a","St18",0.0120045788576715
"75","Las1l","St18",0.0143704203640265
"76","Mapk1","St18",0.0186765204850636
"77","Msra","St18",0.0341666890973124
"78","Pkm","St18",0.00925178540454488
"79","Prnp","St18",0.0120221259520879
"80","Snrnp70","St18",0.0221563592449125
"81","Ywhaz","St18",0.0153372970788955
"82","Zmat4","St18",0.0199019137668439
"83","Klf9","Sntg1",0.0085316856779683
"84","Bbx","Sntg1",0.0118015150953896
"85","Klf8","Sntg1",0.0142368146217344
"86","Rora","Sntg1",0.0495350348530964
"87","Runx2","Sntg1",0.0126657854572442
"88","Tcf4","Sntg1",0.0427972520582542
"89","Neurod2","Sntg1",0.00798654981624484
"90","Bach2","Sntg1",0.022977313339148
"91","Mef2c","Sntg1",0.0243996145105871
"92","Nfia","Sntg1",0.0918989826653
"93","Glis3","Sntg1",0.0147066606664287
"94","Rreb1","Sntg1",0.00881628203301601
"95","Smarca5","Sntg1",0.0102129765249628
"96","Hivep2","Sntg1",0.0308194395637135
"97","Atf6","Sntg1",0.012068170643549
"98","Cpeb1","Sntg1",0.00911440476569267
