"","target","source","weight"
"1","Lhx2","Sntg1",0.0182575660903599
"2","Klf8","Sntg1",0.0277024928323943
"3","Foxp1","Sntg1",0.0535463197367805
"4","Tcf4","Sntg1",0.0891958264634808
"5","Bcl11a","Sntg1",0.0479098517991971
"6","Chd2","Sntg1",0.0456732855373092
"7","Zbtb16","Sntg1",0.0405571003871027
"8","Cnot3","Sntg1",0.0208647313371469
"9","Ncoa1","Sntg1",0.0587015804826001
"10","Cers6","Sntg1",0.0520675873709011
"11","Ncald","Sntg1",0.0621974893909556
"12","Snd1","Sntg1",0.0373384877207081
"13","Lcor","Sntg1",0.0375050248472863
"14","Zfp462","Sntg1",0.0510215077959393
"15","Jazf1","Sntg1",0.059528453014187
"16","Las1l","Sntg1",0.0403235467012569
"17","Lrrfip1","Sntg1",0.032906729237718
"18","Msra","Sntg1",0.0651316606282783
"19","Noc2l","Sntg1",0.0218040106341635
"20","Prnp","Sntg1",0.0320712987727877
"21","Rufy3","Sntg1",0.0361385289094786
"22","Supt20","Sntg1",0.0279276635603758
"23","Zmat4","Sntg1",0.0416292567495925
"24","Lhx2","Kcnq5",0.00900245559984316
"25","Klf8","Kcnq5",0.0299499911765594
"26","Foxp1","Kcnq5",0.0986691863722362
"27","Tcf4","Kcnq5",0.0829690891312797
"28","Bcl11a","Kcnq5",0.112187195608003
"29","Chd2","Kcnq5",0.0309970988401662
"30","Zbtb16","Kcnq5",0.0282190380808138
"31","Cnot3","Kcnq5",0.0152434718610777
"32","Ncoa1","Kcnq5",0.0490119895378298
"33","Cers6","Kcnq5",0.0546901135257374
"34","Ncald","Kcnq5",0.033828027661789
"35","Snd1","Kcnq5",0.0285773304045477
"36","Lcor","Kcnq5",0.028999362558873
"37","Zfp462","Kcnq5",0.075119262794924
"38","Jazf1","Kcnq5",0.0541805821512325
"39","Las1l","Kcnq5",0.0428892650338788
"40","Lrrfip1","Kcnq5",0.0290413255449792
"41","Msra","Kcnq5",0.0743216410157781
"42","Noc2l","Kcnq5",0.0153450362262593
"43","Prnp","Kcnq5",0.024717917368048
"44","Rufy3","Kcnq5",0.0311016353949901
"45","Supt20","Kcnq5",0.0194084272140426
"46","Zmat4","Kcnq5",0.0315305568971111
"47","Lhx2","2010300C02Rik",0.0124041566529898
"48","Klf8","2010300C02Rik",0.0291373904090465
"49","Foxp1","2010300C02Rik",0.0554956473380756
"50","Tcf4","2010300C02Rik",0.0817082681108424
"51","Bcl11a","2010300C02Rik",0.0439566878225694
"52","Chd2","2010300C02Rik",0.0387311126830676
"53","Zbtb16","2010300C02Rik",0.0810417278317176
"54","Cnot3","2010300C02Rik",0.0214089601676693
"55","Ncoa1","2010300C02Rik",0.0515777896715952
"56","Cers6","2010300C02Rik",0.0656576072609434
"57","Ncald","2010300C02Rik",0.0403782837358453
"58","Snd1","2010300C02Rik",0.0354770773620013
"59","Lcor","2010300C02Rik",0.0378301680269683
"60","Zfp462","2010300C02Rik",0.0321674898538547
"61","Jazf1","2010300C02Rik",0.0400238139590066
"62","Las1l","2010300C02Rik",0.0470684587605354
"63","Lrrfip1","2010300C02Rik",0.0341558825297866
