"","target","source","weight"
"1","Mef2c","Kcnq5",0.130825925834162
"2","Zfp536","Kcnq5",0.155509997774917
"3","Zbtb20","Kcnq5",0.36061137134734
"4","Zeb2","Kcnq5",0.173332499920982
"5","Rufy3","Kcnq5",0.179720205122599
"6","Mef2c","Dpp10",0.185288048997242
"7","Zfp536","Dpp10",0.058927273904092
"8","Zbtb20","Dpp10",0.548961085482189
"9","Zeb2","Dpp10",0.126470624514623
"10","Rufy3","Dpp10",0.0803529671018539
"11","Mef2c","Atp1b1",0.154586034802444
"12","Zfp536","Atp1b1",0.112659299290771
"13","Zbtb20","Atp1b1",0.362859079567048
"14","Zeb2","Atp1b1",0.214119382549813
"15","Rufy3","Atp1b1",0.155776203789923
"16","Mef2c","Akt3",0.147211178389749
"17","Zfp536","Akt3",0.206861810794846
"18","Zbtb20","Akt3",0.256032627115122
"19","Zeb2","Akt3",0.237819178787982
"20","Rufy3","Akt3",0.152075204912301
"21","Mef2c","Zeb2",0.227654698642843
"22","Zfp536","Zeb2",0.171505433098793
"23","Zbtb20","Zeb2",0.400905329066758
"24","Zeb2","Zeb2",0
"25","Rufy3","Zeb2",0.199934539191606
"26","Mef2c","Cwc22",0.163210449202579
"27","Zfp536","Cwc22",0.125888519719956
"28","Zbtb20","Cwc22",0.262366108627757
"29","Zeb2","Cwc22",0.26141656033194
"30","Rufy3","Cwc22",0.187118362117767
"31","Mef2c","Pde1a",0.141717083206475
"32","Zfp536","Pde1a",0.260816781268107
"33","Zbtb20","Pde1a",0.245084144768261
"34","Zeb2","Pde1a",0.192591596440236
"35","Rufy3","Pde1a",0.15979039431692
"36","Mef2c","Snhg11",0.0991569991971815
"37","Zfp536","Snhg11",0.108327591219786
"38","Zbtb20","Snhg11",0.515054195099394
"39","Zeb2","Snhg11",0.1295177398557
"40","Rufy3","Snhg11",0.147943474627939
"41","Mef2c","Fat4",0.161489665447892
"42","Zfp536","Fat4",0.136699372819872
"43","Zbtb20","Fat4",0.332859480872319
"44","Zeb2","Fat4",0.227970129016218
"45","Rufy3","Fat4",0.1409813518437
"46","Mef2c","Ptbp2",0.155459144839479
"47","Zfp536","Ptbp2",0.129521282819297
"48","Zbtb20","Ptbp2",0.30270888517356
"49","Zeb2","Ptbp2",0.260250561195409
"50","Rufy3","Ptbp2",0.152060125972256
"51","Mef2c","Unc5c",0.122859314990479
"52","Zfp536","Unc5c",0.109520711653929
"53","Zbtb20","Unc5c",0.391587244095881
"54","Zeb2","Unc5c",0.194672454131448
"55","Rufy3","Unc5c",0.181360275128263
"56","Mef2c","Igfbpl1",0.0701473122452992
"57","Zfp536","Igfbpl1",0.121090995470995
"58","Zbtb20","Igfbpl1",0.579055797079433
"59","Zeb2","Igfbpl1",0.163696337254511
"60","Rufy3","Igfbpl1",0.0660095579497613
"61","Mef2c","Brinp1",0.148307876022017
"62","Zfp536","Brinp1",0.121884056420378
"63","Zbtb20","Brinp1",0.363987624044565
"64","Zeb2","Brinp1",0.185117523144338
"65","Rufy3","Brinp1",0.180702920368703
"66","Mef2c","Rufy3",0.216463536010998
"67","Zfp536","Rufy3",0.154169746924021
"68","Zbtb20","Rufy3",0.305794035207608
"69","Zeb2","Rufy3",0.323572681857374
"70","Rufy3","Rufy3",0
"71","Mef2c","Tafa1",0.193602858048379
"72","Zfp536","Tafa1",0.142661883499709
"73","Zbtb20","Tafa1",0.30824896113035
"74","Zeb2","Tafa1",0.19586259639833
"75","Rufy3","Tafa1",0.159623700923233
"76","Mef2c","Zfp536",0.229200578953767
"77","Zfp536","Zfp536",0
"78","Zbtb20","Zfp536",0.382023793687196
"79","Zeb2","Zfp536",0.260472341815508
"80","Rufy3","Zfp536",0.12830328554353
"81","Mef2c","Cpt1c",0.162101005280308
"82","Zfp536","Cpt1c",0.124823724700179
"83","Zbtb20","Cpt1c",0.274153450180179
"84","Zeb2","Cpt1c",0.269624776643185
"85","Rufy3","Cpt1c",0.169297043196148
"86","Mef2c","Cpe",0.175543343202522
