"","target","source","weight"
"1","Sox5","Map2",0.166784366473885
"2","Nr3c1","Map2",0.0982991988517487
"3","Nfib","Map2",0.234872472650172
"4","Glis3","Map2",0.0957598673115215
"5","Thrb","Map2",0.134897017251447
"6","Snrnp70","Map2",0.269387077461225
"7","Sox5","Camk1d",0.174100302822991
"8","Nr3c1","Camk1d",0.0946298677226518
"9","Nfib","Camk1d",0.279615181736754
"10","Glis3","Camk1d",0.0600710149540232
"11","Thrb","Camk1d",0.147988998119053
"12","Snrnp70","Camk1d",0.243594634644527
"13","Sox5","Cacna1b",0.130343533407088
"14","Nr3c1","Cacna1b",0.0964673201667872
"15","Nfib","Cacna1b",0.273636673286012
"16","Glis3","Cacna1b",0.0862492829447513
"17","Thrb","Cacna1b",0.168231129028169
"18","Snrnp70","Cacna1b",0.245072061167193
"19","Sox5","Cwc22",0.164868660888759
"20","Nr3c1","Cwc22",0.0981354322679423
"21","Nfib","Cwc22",0.243739663184715
"22","Glis3","Cwc22",0.0796977547770025
"23","Thrb","Cwc22",0.15769384680154
"24","Snrnp70","Cwc22",0.255864642080041
"25","Sox5","Pde1a",0.203809705397204
"26","Nr3c1","Pde1a",0.0956304472881825
"27","Nfib","Pde1a",0.299892141854003
"28","Glis3","Pde1a",0.0613938249309537
"29","Thrb","Pde1a",0.137951115556617
"30","Snrnp70","Pde1a",0.201322764973039
"31","Sox5","Snhg11",0.154079217621679
"32","Nr3c1","Snhg11",0.0701289507418949
"33","Nfib","Snhg11",0.317184551752924
"34","Glis3","Snhg11",0.166713315955452
"35","Thrb","Snhg11",0.132068334039778
"36","Snrnp70","Snhg11",0.159825629888272
"37","Sox5","Egfem1",0.206719576908578
"38","Nr3c1","Egfem1",0.103394604956463
"39","Nfib","Egfem1",0.299852065394046
"40","Glis3","Egfem1",0.059958457200503
"41","Thrb","Egfem1",0.135840616873547
"42","Snrnp70","Egfem1",0.194234678666863
"43","Sox5","Lekr1",0.172874695117214
"44","Nr3c1","Lekr1",0.110241821334242
"45","Nfib","Lekr1",0.241616205452608
"46","Glis3","Lekr1",0.0573786894855235
"47","Thrb","Lekr1",0.183286929279927
"48","Snrnp70","Lekr1",0.234601659330486
"49","Sox5","Gm20754",0.23240250014465
"50","Nr3c1","Gm20754",0.0778957091495805
"51","Nfib","Gm20754",0.307391908677308
"52","Glis3","Gm20754",0.0518717858450283
"53","Thrb","Gm20754",0.134931034540099
"54","Snrnp70","Gm20754",0.195507061643335
"55","Sox5","Gria2",0.161673251701643
"56","Nr3c1","Gria2",0.0863048329248211
"57","Nfib","Gria2",0.277853751918914
"58","Glis3","Gria2",0.0865317421261118
"59","Thrb","Gria2",0.163280670585506
"60","Snrnp70","Gria2",0.224355750743004
"61","Sox5","Unc5c",0.231802890448344
"62","Nr3c1","Unc5c",0.0828167842935073
"63","Nfib","Unc5c",0.287709461266776
"64","Glis3","Unc5c",0.0542070778944374
