"","target","source","weight"
"1","Peg3","Gm28376",0.159818249677118
"2","Bcl11a","Gm28376",0.177511287194958
"3","Smarcc2","Gm28376",0.119966580368276
"4","Msra","Gm28376",0.257783597521624
"5","Rufy3","Gm28376",0.153315107250623
"6","Ywhae","Gm28376",0.1316051779874
"7","Peg3","Itm2c",0.1688407594471
"8","Bcl11a","Itm2c",0.174318992569334
"9","Smarcc2","Itm2c",0.129432745359597
"10","Msra","Itm2c",0.248362042553473
"11","Rufy3","Itm2c",0.14851440687701
"12","Ywhae","Itm2c",0.130531053193485
"13","Peg3","Gm4258",0.166512801917823
"14","Bcl11a","Gm4258",0.188099799984738
"15","Smarcc2","Gm4258",0.127422854119197
"16","Msra","Gm4258",0.199902646921481
"17","Rufy3","Gm4258",0.186575990133415
"18","Ywhae","Gm4258",0.131485906923347
"19","Peg3","Atp1b1",0.220910402715414
"20","Bcl11a","Atp1b1",0.167609981865698
"21","Smarcc2","Atp1b1",0.116613846471191
"22","Msra","Atp1b1",0.226825900990338
"23","Rufy3","Atp1b1",0.143114691202831
"24","Ywhae","Atp1b1",0.124925176754529
"25","Peg3","Akt3",0.142925129464406
"26","Bcl11a","Akt3",0.22018719779245
"27","Smarcc2","Akt3",0.112459659540952
"28","Msra","Akt3",0.274901478634596
"29","Rufy3","Akt3",0.134549669226526
"30","Ywhae","Akt3",0.11497686534107
"31","Peg3","Frmd4a",0.168793325434243
"32","Bcl11a","Frmd4a",0.180159270277923
"33","Smarcc2","Frmd4a",0.0975020820769559
"34","Msra","Frmd4a",0.291699942419176
"35","Rufy3","Frmd4a",0.151651000724608
"36","Ywhae","Frmd4a",0.110194379067093
"37","Peg3","Tubb4b",0.175236452589522
"38","Bcl11a","Tubb4b",0.17559692868171
"39","Smarcc2","Tubb4b",0.125525741494941
"40","Msra","Tubb4b",0.239378058307912
"41","Rufy3","Tubb4b",0.152326007082431
"42","Ywhae","Tubb4b",0.131936811843484
"43","Peg3","Mbd5",0.175732137009505
"44","Bcl11a","Mbd5",0.168491911647909
"45","Smarcc2","Mbd5",0.127339804935664
"46","Msra","Mbd5",0.221493277923973
"47","Rufy3","Mbd5",0.16078045942481
"48","Ywhae","Mbd5",0.146162409058139
"49","Peg3","Upp2",0.172930795247627
"50","Bcl11a","Upp2",0.189414315324517
"51","Smarcc2","Upp2",0.126819306506657
"52","Msra","Upp2",0.211665090269327
"53","Rufy3","Upp2",0.167537923755165
"54","Ywhae","Upp2",0.131632568896706
"55","Peg3","Rapgef4",0.20303607806777
"56","Bcl11a","Rapgef4",0.162876911870768
"57","Smarcc2","Rapgef4",0.109254795224855
"58","Msra","Rapgef4",0.246573716895313
"59","Rufy3","Rapgef4",0.159461748505393
"60","Ywhae","Rapgef4",0.118796749435902
"61","Peg3","Atp5g3",0.169096762991528
"62","Bcl11a","Atp5g3",0.173533771540041
"63","Smarcc2","Atp5g3",0.131679327216997
"64","Msra","Atp5g3",0.234494560230522
"65","Rufy3","Atp5g3",0.15877218339398
"66","Ywhae","Atp5g3",0.132423394626932
"67","Peg3","Cwc22",0.169198160242754
"68","Bcl11a","Cwc22",0.169835990392195
"69","Smarcc2","Cwc22",0.135244206440861
"70","Msra","Cwc22",0.225649058367691
"71","Rufy3","Cwc22",0.161336496726221
"72","Ywhae","Cwc22",0.138736087830278
"73","Peg3","Mir670hg",0.191277552193072
"74","Bcl11a","Mir670hg",0.165061766643246
"75","Smarcc2","Mir670hg",0.124643219441665
"76","Msra","Mir670hg",0.234656349842217
"77","Rufy3","Mir670hg",0.153270369876568
"78","Ywhae","Mir670hg",0.131090742003233
"79","Peg3","Pcsk2",0.171512041914534
