"","target","source","weight"
"1","Pknox2","Sgk3",0.0353354336458757
"2","Pbx1","Sgk3",0.0868110667364587
"3","Rora","Sgk3",0.0691225906871881
"4","Runx2","Sgk3",0.0209101430431326
"5","Npas2","Sgk3",0.02373276004329
"6","Nr3c1","Sgk3",0.0382391153472901
"7","Nfib","Sgk3",0.0812736222363853
"8","Thrb","Sgk3",0.0461321137017928
"9","Zbtb18","Sgk3",0.0280929824023628
"10","Hivep2","Sgk3",0.0653639147937857
"11","Ctnnb1","Sgk3",0.0327599167491677
"12","Scmh1","Sgk3",0.0464412257369102
"13","Clk1","Sgk3",0.0449907172868746
"14","Hivep3","Sgk3",0.0498167434033555
"15","Kdm2a","Sgk3",0.0434011589122441
"16","Mkx","Sgk3",0.0126869130223679
"17","Prkaa2","Sgk3",0.028583763717154
"18","Prnp","Sgk3",0.0364285480962508
"19","R3hdm2","Sgk3",0.0529923001290607
"20","Snrnp70","Sgk3",0.0724408472684183
"21","Ywhaz","Sgk3",0.0436044800377936
"22","Zfp949","Sgk3",0.016047333314201
"23","Zmat4","Sgk3",0.0247923096886397
"24","Pknox2","Kcnq5",0.0257971103452295
"25","Pbx1","Kcnq5",0.0959456689461182
"26","Rora","Kcnq5",0.0512602301622217
"27","Runx2","Kcnq5",0.0138232254930053
"28","Npas2","Kcnq5",0.0174128930125901
"29","Nr3c1","Kcnq5",0.0172553316929462
"30","Nfib","Kcnq5",0.129374571465202
"31","Thrb","Kcnq5",0.0360526947081091
"32","Zbtb18","Kcnq5",0.0293338636909894
"33","Hivep2","Kcnq5",0.110572373283146
"34","Ctnnb1","Kcnq5",0.0255920457459363
"35","Scmh1","Kcnq5",0.0509370530036734
"36","Clk1","Kcnq5",0.0322596814333512
"37","Hivep3","Kcnq5",0.0565800801654475
"38","Kdm2a","Kcnq5",0.0287379554873703
"39","Mkx","Kcnq5",0.0130654445068971
"40","Prkaa2","Kcnq5",0.0257892973539633
"41","Prnp","Kcnq5",0.0265741643574167
"42","R3hdm2","Kcnq5",0.0609943569108164
"43","Snrnp70","Kcnq5",0.0501978826980629
"44","Ywhaz","Kcnq5",0.0623782606759844
"45","Zfp949","Kcnq5",0.00988092092060623
"46","Zmat4","Kcnq5",0.0301848939409166
"47","Pknox2","Adgrb3",0.0281505603456193
"48","Pbx1","Adgrb3",0.0948212674293884
"49","Rora","Adgrb3",0.0732488158423035
"50","Runx2","Adgrb3",0.0210630391431832
"51","Npas2","Adgrb3",0.023263928408138
"52","Nr3c1","Adgrb3",0.0271212637496974
"53","Nfib","Adgrb3",0.187279756758547
"54","Thrb","Adgrb3",0.0338223930798447
"55","Zbtb18","Adgrb3",0.0288602077070636
"56","Hivep2","Adgrb3",0.0942377549519785
"57","Ctnnb1","Adgrb3",0.0328323090544355
"58","Scmh1","Adgrb3",0.0371576574351341
"59","Clk1","Adgrb3",0.0322248337052055
"60","Hivep3","Adgrb3",0.0407691439523909
"61","Kdm2a","Adgrb3",0.0304169268174036
"62","Mkx","Adgrb3",0.00692227837372502
"63","Prkaa2","Adgrb3",0.0165875968685802
