"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","direction"
"MA0879.1",7,27,33.3333333333333,5.4,6.17283950617284,4.17251599380042e-05,"Dlx1",0.00442286695342844,"down"
"MA0851.1",9,103,42.8571428571429,20.6,2.08044382801664,0.0153575883529324,"Foxj3",0.813952182705415,"down"
"MA0602.1",6,64,28.5714285714286,12.8,2.23214285714286,0.0397747096559733,"Arid5a",1,"down"
"MA0614.1",5,51,23.8095238095238,10.2,2.33426704014939,0.0520777631223651,"Foxj2",1,"down"
"MA1623.1",12,196,57.1428571428571,39.2,1.45772594752187,0.0692885621123553,"Stat2",1,"down"
"MA1615.1",6,74,28.5714285714286,14.8,1.93050193050193,0.0741287893252643,"Plagl1",1,"down"
"MA0483.1",6,78,28.5714285714286,15.6,1.83150183150183,0.0917572577798476,"Gfi1b",1,"down"
"MA0152.1",9,138,42.8571428571429,27.6,1.5527950310559,0.0919822290610768,"NFATC2",1,"down"
"MA1625.1",7,98,33.3333333333333,19.6,1.70068027210884,0.0949524146193688,"Stat5b",1,"down"
"MA0742.1",4,45,19.047619047619,9,2.11640211640212,0.110032338025515,"Klf12",1,"down"
"MA0519.1",6,88,28.5714285714286,17.6,1.62337662337662,0.145578501445157,"Stat5a::Stat5b",1,"down"
"MA0857.1",4,50,19.047619047619,10,1.9047619047619,0.147829918588521,"Rarb",1,"down"
"MA0493.1",6,89,28.5714285714286,17.8,1.60513643659711,0.151699022075751,"Klf1",1,"down"
"MA1607.1",6,93,28.5714285714286,18.6,1.53609831029186,0.177435421329658,"Foxl2",1,"down"
"MA0135.1",5,78,23.8095238095238,15.6,1.52625152625153,0.217295652929894,"Lhx3",1,"down"
"MA0728.1",4,58,19.047619047619,11.6,1.64203612479475,0.217704143613039,"Nr2f6(var.2)",1,"down"
"MA0518.1",6,104,28.5714285714286,20.8,1.37362637362637,0.257390498469706,"Stat4",1,"down"
"MA0881.1",2,24,9.52380952380952,4.8,1.98412698412698,0.266805226201952,"Dlx4",1,"down"
"MA0160.1",3,45,14.2857142857143,9,1.58730158730159,0.290675964986071,"NR4A2",1,"down"
"MA0880.1",2,27,9.52380952380952,5.4,1.7636684303351,0.315298171684164,"Dlx3",1,"down"
"MA0087.1",5,92,23.8095238095238,18.4,1.29399585921325,0.339568703574655,"Sox5",1,"down"
"MA0067.1",1,10,4.76190476190476,2,2.38095238095238,0.351486565100701,"Pax2",1,"down"
"MA1603.1",3,51,14.2857142857143,10.2,1.40056022408964,0.363781588363257,"Dmrt1",1,"down"
"MA0142.1",5,96,23.8095238095238,19.2,1.24007936507936,0.376609904840696,"Pou5f1::Sox2",1,"down"
"MA0601.1",4,74,19.047619047619,14.8,1.28700128700129,0.378265748236971,"Arid3b",1,"down"
"MA0885.1",2,31,9.52380952380952,6.2,1.53609831029186,0.37913412665135,"Dlx2",1,"down"
"MA0859.1",3,53,14.2857142857143,10.6,1.34770889487871,0.388184915187947,"Rarg",1,"down"
"MA1153.1",3,54,14.2857142857143,10.8,1.32275132275132,0.400343589354827,"Smad4",1,"down"
"MA1624.1",4,77,19.047619047619,15.4,1.23685837971552,0.409484900406963,"Stat5a",1,"down"
"MA0520.1",4,78,19.047619047619,15.6,1.22100122100122,0.419873508378696,"Stat6",1,"down"
"MA0480.1",5,103,23.8095238095238,20.6,1.15580212667591,0.442012302469485,"Foxo1",1,"down"
