"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","direction"
"MA0860.1",7,47,24.1379310344828,9.4,2.56786500366838,0.012976585402066,"Rarg(var.2)",0.647665880903296,"down"
"MA0720.1",6,37,20.6896551724138,7.4,2.79589934762349,0.0146116500300641,"Shox2",0.647665880903296,"down"
"MA1627.1",13,132,44.8275862068966,26.4,1.69801462904911,0.0212363149358987,"Wt1",0.647665880903296,"down"
"MA0705.1",5,31,17.2413793103448,6.2,2.78086763070078,0.0269123139594364,"Lhx8",0.647665880903296,"down"
"MA0885.1",5,32,17.2413793103448,6.4,2.69396551724138,0.0305974715331474,"Dlx2",0.647665880903296,"down"
"MA0160.1",6,45,20.6896551724138,9,2.29885057471264,0.0366603328813186,"NR4A2",0.647665880903296,"down"
"MA0816.1",8,87,27.5862068965517,17.4,1.585414189457,0.111024236198837,"Ascl2",0.947568565928914,"down"
"MA0631.1",3,21,10.3448275862069,4.2,2.46305418719212,0.115151057690933,"Six3",0.947568565928914,"down"
"MA0898.1",7,74,24.1379310344828,14.8,1.6309412861137,0.119872806521302,"Hmx3",0.947568565928914,"down"
"MA0897.1",7,75,24.1379310344828,15,1.60919540229885,0.126749309381227,"Hmx2",0.947568565928914,"down"
"MA0483.1",8,90,27.5862068965517,18,1.53256704980843,0.129746310505805,"Gfi1b",0.947568565928914,"down"
"MA1630.1",8,90,27.5862068965517,18,1.53256704980843,0.129746310505805,"Znf281",0.947568565928914,"down"
"MA1615.1",5,48,17.2413793103448,9.6,1.79597701149425,0.133880210879207,"Plagl1",0.947568565928914,"down"
"MA0883.1",4,35,13.7931034482759,7,1.97044334975369,0.135881955338585,"Dmbx1",0.947568565928914,"down"
"MA0880.1",3,24,10.3448275862069,4.8,2.1551724137931,0.155962205489188,"Dlx3",0.947568565928914,"down"
"MA0709.1",3,25,10.3448275862069,5,2.06896551724138,0.170505540305756,"Msx3",0.947568565928914,"down"
"MA0728.1",5,53,17.2413793103448,10.6,1.62654521795706,0.182433505143682,"Nr2f6(var.2)",0.947568565928914,"down"
"MA0467.1",5,54,17.2413793103448,10.8,1.59642401021711,0.192911736371677,"Crx",0.947568565928914,"down"
"MA1619.1",5,54,17.2413793103448,10.8,1.59642401021711,0.192911736371677,"Ptf1a(var.2)",0.947568565928914,"down"
"MA0146.2",4,41,13.7931034482759,8.2,1.6820857863751,0.206294236818557,"Zfx",0.947568565928914,"down"
"MA0704.1",4,41,13.7931034482759,8.2,1.6820857863751,0.206294236818557,"Lhx4",0.947568565928914,"down"
"MA0853.1",4,41,13.7931034482759,8.2,1.6820857863751,0.206294236818557,"Alx4",0.947568565928914,"down"
"MA0603.1",2,15,6.89655172413793,3,2.29885057471264,0.213891808987367,"Arntl",0.947568565928914,"down"
"MA0676.1",5,56,17.2413793103448,11.2,1.53940886699507,0.214543826248056,"Nr2e1",0.947568565928914,"down"
"MA0896.1",5,58,17.2413793103448,11.6,1.48632580261593,0.236993258662651,"Hmx1",0.979928340675645,"down"
"MA0519.1",8,106,27.5862068965517,21.2,1.30123617436565,0.255814037598908,"Stat5a::Stat5b",0.979928340675645,"down"
"MA0614.1",4,45,13.7931034482759,9,1.53256704980843,0.258538225630843,"Foxj2",0.979928340675645,"down"
"MA1153.1",5,61,17.2413793103448,12.2,1.41322781232335,0.271971090573374,"Smad4",0.979928340675645,"down"
"MA0859.1",4,46,13.7931034482759,9.2,1.49925037481259,0.272071470717472,"Rarg",0.979928340675645,"down"
"MA0854.1",4,47,13.7931034482759,9.4,1.46735143066764,0.285751680662125,"Alx1",0.979928340675645,"down"
"MA1624.1",7,94,24.1379310344828,18.8,1.28393250183419,0.29259057548493,"Stat5a",0.979928340675645,"down"
"MA0004.1",4,49,13.7931034482759,9.8,1.40745953553835,0.313470565707514,"Arnt",0.979928340675645,"down"
"MA0494.1",4,49,13.7931034482759,9.8,1.40745953553835,0.313470565707514,"Nr1h3::Rxra",0.979928340675645,"down"
"MA0514.1",10,147,34.4827586206897,29.4,1.17288294628196,0.33374038095954,"Sox3",0.979928340675645,"down"
"MA0832.1",4,51,13.7931034482759,10.2,1.35226504394861,0.341533201838019,"Tcf21",0.979928340675645,"down"
"MA0608.1",2,21,6.89655172413793,4.2,1.64203612479475,0.347409603412474,"Creb3l2",0.979928340675645,"down"
"MA0006.1",6,84,20.6896551724138,16.8,1.23152709359606,0.357168289375803,"Ahr::Arnt",0.979928340675645,"down"
"MA0851.1",8,117,27.5862068965517,23.4,1.17889773062187,0.361675725494394,"Foxj3",0.979928340675645,"down"
"MA0622.1",2,22,6.89655172413793,4.4,1.56739811912226,0.369326276202899,"Mlxip",0.979928340675645,"down"
"MA1604.1",4,53,13.7931034482759,10.6,1.30123617436565,0.369784279500243,"Ebf2",0.979928340675645,"down"
"MA0739.1",4,56,13.7931034482759,11.2,1.23152709359606,0.412194313394757,"Hic1",1,"down"
"MA0111.1",3,40,10.3448275862069,8,1.29310344827586,0.414674404002826,"Spz1",1,"down"
"MA0521.1",7,107,24.1379310344828,21.4,1.12794070254592,0.430142675207245,"Tcf12",1,"down"
