"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","direction"
"MA0146.2",10,57,33.3333333333333,11.4,2.92397660818713,0.000836222935959035,"Zfx",0.0886396312116577,"down"
"MA0631.1",5,17,16.6666666666667,3.4,4.90196078431372,0.00205979740134126,"Six3",0.109169262271087,"down"
"MA0897.1",8,52,26.6666666666667,10.4,2.56410256410256,0.00768466916877648,"Hmx2",0.271479576591959,"down"
"MA0483.1",10,78,33.3333333333333,15.6,2.13675213675214,0.0102445123242249,"Gfi1b",0.271479576591959,"down"
"MA0007.3",5,29,16.6666666666667,5.8,2.8735632183908,0.0235295556878958,"Ar",0.498826580583392,"down"
"MA0480.1",9,83,30,16.6,1.80722891566265,0.044166756029979,"Foxo1",0.608136161664566,"down"
"MA0720.1",5,34,16.6666666666667,6.8,2.45098039215686,0.0444108148975987,"Shox2",0.608136161664566,"down"
"MA0608.1",4,24,13.3333333333333,4.8,2.77777777777778,0.0481789059852267,"Creb3l2",0.608136161664566,"down"
"MA0111.1",6,47,20,9.4,2.12765957446809,0.051634202405482,"Spz1",0.608136161664566,"down"
"MA0677.1",6,51,20,10.2,1.96078431372549,0.0727417076022579,"Nr2f6",0.771062100583934,"down"
"MA1628.1",12,137,40,27.4,1.45985401459854,0.0860602462974961,"Zic1::Zic2",0.801848544836799,"down"
"MA0705.1",4,30,13.3333333333333,6,2.22222222222222,0.0963692967717283,"Lhx8",0.801848544836799,"down"
"MA0898.1",6,55,20,11,1.81818181818182,0.0983399158762112,"Hmx3",0.801848544836799,"down"
"MA0006.1",8,86,26.6666666666667,17.2,1.55038759689922,0.123669751559387,"Ahr::Arnt",0.936356690378213,"down"
"MA1630.1",8,90,26.6666666666667,18,1.48148148148148,0.151463775820461,"Znf281",0.957333693687541,"down"
"MA1619.1",6,62,20,12.4,1.61290322580645,0.153642707560272,"Ptf1a(var.2)",0.957333693687541,"down"
"MA1627.1",13,167,43.3333333333333,33.4,1.29740518962076,0.160823242876413,"Wt1",0.957333693687541,"down"
"MA1622.1",6,63,20,12.6,1.58730158730159,0.162566098928073,"Smad2::Smad3",0.957333693687541,"down"
"MA0854.1",4,37,13.3333333333333,7.4,1.8018018018018,0.172994704294729,"Alx1",0.965128350275854,"down"
"MA0853.1",4,38,13.3333333333333,7.6,1.75438596491228,0.185418550334133,"Alx4",0.981551013879868,"down"
"MA0851.1",8,97,26.6666666666667,19.4,1.3745704467354,0.207239910445484,"Foxj3",0.981551013879868,"down"
"MA1620.1",6,70,20,14,1.42857142857143,0.23120703303209,"Ptf1a(var.3)",0.981551013879868,"down"
"MA0160.1",4,42,13.3333333333333,8.4,1.58730158730159,0.237942766961629,"NR4A2",0.981551013879868,"down"
"MA0519.1",7,88,23.3333333333333,17.6,1.32575757575758,0.263410749364743,"Stat5a::Stat5b",0.981551013879868,"down"
"MA1624.1",6,74,20,14.8,1.35135135135135,0.274481765935027,"Stat5a",0.981551013879868,"down"
"MA1603.1",4,45,13.3333333333333,9,1.48148148148148,0.279656983887047,"Dmrt1",0.981551013879868,"down"
"MA1629.1",9,121,30,24.2,1.2396694214876,0.28502997587656,"Zic2",0.981551013879868,"down"
"MA0879.1",3,32,10,6.4,1.5625,0.299510404810895,"Dlx1",0.981551013879868,"down"
"MA0604.1",1,6,3.33333333333333,1.2,2.77777777777778,0.311460044721132,"Atf1",0.981551013879868,"down"
"MA0521.1",9,124,30,24.8,1.20967741935484,0.31315312285195,"Tcf12",0.981551013879868,"down"
"MA1607.1",5,64,16.6666666666667,12.8,1.30208333333333,0.335482074248012,"Foxl2",0.981551013879868,"down"
"MA0611.1",2,20,6.66666666666667,4,1.66666666666667,0.340586461421955,"Dux",0.981551013879868,"down"
"MA0150.2",4,51,13.3333333333333,10.2,1.30718954248366,0.366368153582618,"Nfe2l2",0.981551013879868,"down"
"MA0859.1",4,51,13.3333333333333,10.2,1.30718954248366,0.366368153582618,"Rarg",0.981551013879868,"down"
"MA0728.1",4,52,13.3333333333333,10.4,1.28205128205128,0.380991183354284,"Nr2f6(var.2)",0.981551013879868,"down"
"MA0709.1",2,22,6.66666666666667,4.4,1.51515151515152,0.385815298604067,"Msx3",0.981551013879868,"down"
"MA0739.1",4,53,13.3333333333333,10.6,1.25786163522013,0.395608884033469,"Hic1",0.981551013879868,"down"
"MA0858.1",3,38,10,7.6,1.31578947368421,0.403236837297994,"Rarb(var.2)",0.981551013879868,"down"
"MA0896.1",3,38,10,7.6,1.31578947368421,0.403236837297994,"Hmx1",0.981551013879868,"down"
"MA0067.1",1,9,3.33333333333333,1.8,1.85185185185185,0.429663556464735,"Pax2",0.981551013879868,"down"
"MA0622.1",2,24,6.66666666666667,4.8,1.38888888888889,0.429814217901309,"Mlxip",0.981551013879868,"down"
"MA0704.1",3,40,10,8,1.25,0.437287019455708,"Lhx4",0.981551013879868,"down"
"MA0816.1",6,89,20,17.8,1.12359550561798,0.449962316238798,"Ascl2",0.981551013879868,"down"
"MA0880.1",2,25,6.66666666666667,5,1.33333333333333,0.451246532192462,"Dlx3",0.981551013879868,"down"
"MA0676.1",4,57,13.3333333333333,11.4,1.16959064327485,0.453660016217986,"Nr2e1",0.981551013879868,"down"
"MA0643.1",3,41,10,8.2,1.21951219512195,0.45409124569901,"Esrrg",0.981551013879868,"down"
"MA1618.1",6,90,20,18,1.11111111111111,0.461825012392206,"Ptf1a",0.981551013879868,"down"
"MA0607.1",3,42,10,8.4,1.19047619047619,0.470718051755732,"Bhlha15",0.981551013879868,"down"
"MA0870.1",2,26,6.66666666666667,5.2,1.28205128205128,0.472255840280499,"Sox1",0.981551013879868,"down"
"MA0591.1",4,59,13.3333333333333,11.8,1.12994350282486,0.482198507745561,"Bach1::Mafk",0.981551013879868,"down"
"MA1604.1",5,76,16.6666666666667,15.2,1.09649122807018,0.490493232260935,"Ebf2",0.981551013879868,"down"
"MA0626.1",2,27,6.66666666666667,5.4,1.23456790123457,0.492814822271122,"Npas2",0.981551013879868,"down"
"MA0518.1",6,93,20,18.6,1.0752688172043,0.497151562611815,"Stat4",0.981551013879868,"down"
"MA0004.1",4,61,13.3333333333333,12.2,1.09289617486339,0.510251983143889,"Arnt",0.981551013879868,"down"
"MA0614.1",3,45,10,9,1.11111111111111,0.519338129175706,"Foxj2",0.981551013879868,"down"
"MA0512.2",3,45,10,9,1.11111111111111,0.519338129175706,"Rxra",0.981551013879868,"down"
"MA1608.1",2,30,6.66666666666667,6,1.11111111111111,0.551582334338865,"Isl1",0.981551013879868,"down"
"MA0029.1",4,65,13.3333333333333,13,1.02564102564103,0.564500464668893,"Mecom",0.981551013879868,"down"
"MA0869.1",4,67,13.3333333333333,13.4,0.995024875621891,0.590525797583252,"Sox11",0.981551013879868,"down"
"MA1615.1",4,67,13.3333333333333,13.4,0.995024875621891,0.590525797583252,"Plagl1",0.981551013879868,"down"
"MA0494.1",3,50,10,10,1,0.595239277503428,"Nr1h3::Rxra",0.981551013879868,"down"
"MA0885.1",2,33,6.66666666666667,6.6,1.01010101010101,0.605704904026128,"Dlx2",0.981551013879868,"down"
"MA0152.1",7,120,23.3333333333333,24,0.972222222222222,0.608852070116188,"NFATC2",0.981551013879868,"down"
"MA0603.1",1,15,3.33333333333333,3,1.11111111111111,0.610078122729274,"Arntl",0.981551013879868,"down"
"MA0874.1",2,34,6.66666666666667,6.8,0.980392156862745,0.62267989218796,"Arx",0.981551013879868,"down"
"MA0602.1",3,53,10,10.6,0.943396226415094,0.637212406444309,"Arid5a",0.981551013879868,"down"
"MA0461.2",2,35,6.66666666666667,7,0.952380952380952,0.63911840979142,"Atoh1",0.981551013879868,"down"
"MA0503.1",4,71,13.3333333333333,14.2,0.938967136150235,0.640047028426099,"Nkx2-5(var.2)",0.981551013879868,"down"
"MA0151.1",16,274,53.3333333333333,54.8,0.97323600973236,0.640423153216888,"Arid3a",0.981551013879868,"down"
"MA0857.1",3,55,10,11,0.909090909090909,0.663593575267223,"Rarb",0.981551013879868,"down"
"MA1623.1",11,195,36.6666666666667,39,0.94017094017094,0.674466502717247,"Stat2",0.981551013879868,"down"
"MA1625.1",4,74,13.3333333333333,14.8,0.900900900900901,0.674787488515963,"Stat5b",0.981551013879868,"down"
