"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","direction"
"MA1620.1",3,67,17.6470588235294,13.4,1.31694468832309,0.403921916871087,"Ptf1a(var.3)",1,"down"
"MA0896.1",2,42,11.7647058823529,8.4,1.40056022408964,0.426319577773628,"Hmx1",1,"down"
"MA1624.1",3,74,17.6470588235294,14.8,1.19236883942766,0.472552912478925,"Stat5a",1,"down"
"MA1153.1",2,46,11.7647058823529,9.2,1.27877237851662,0.475081155832902,"Smad4",1,"down"
"MA0259.1",1,19,5.88235294117647,3.8,1.54798761609907,0.488079353814047,"ARNT::HIF1A",1,"down"
"MA0611.1",1,21,5.88235294117647,4.2,1.40056022408964,0.52366191847964,"Dux",1,"down"
"MA0840.1",1,21,5.88235294117647,4.2,1.40056022408964,0.52366191847964,"Creb5",1,"down"
"MA0880.1",1,21,5.88235294117647,4.2,1.40056022408964,0.52366191847964,"Dlx3",1,"down"
"MA1616.1",3,81,17.6470588235294,16.2,1.08932461873638,0.538376571246664,"Prdm15",1,"down"
"MA0152.1",5,140,29.4117647058824,28,1.05042016806723,0.541372171378891,"NFATC2",1,"down"
"MA0851.1",4,111,23.5294117647059,22.2,1.05988341282459,0.543560901419069,"Foxj3",1,"down"
"MA1629.1",4,112,23.5294117647059,22.4,1.05042016806723,0.551620088952173,"Zic2",1,"down"
"MA0494.1",2,56,11.7647058823529,11.2,1.05042016806723,0.58676337039578,"Nr1h3::Rxra",1,"down"
"MA0709.1",1,25,5.88235294117647,5,1.17647058823529,0.587959429736732,"Msx3",1,"down"
"MA0493.1",3,88,17.6470588235294,17.6,1.00267379679144,0.600207803355957,"Klf1",1,"down"
"MA1608.1",1,26,5.88235294117647,5.2,1.13122171945701,0.602706144882996,"Isl1",1,"down"
"MA0883.1",1,27,5.88235294117647,5.4,1.08932461873638,0.616955080615041,"Dmbx1",1,"down"
"MA0622.1",1,28,5.88235294117647,5.6,1.05042016806723,0.630722022749384,"Mlxip",1,"down"
"MA0608.1",1,29,5.88235294117647,5.8,1.01419878296146,0.644022288879173,"Creb3l2",1,"down"
"MA0004.1",2,64,11.7647058823529,12.8,0.919117647058823,0.664129616253296,"Arnt",1,"down"
"MA0029.1",2,64,11.7647058823529,12.8,0.919117647058823,0.664129616253296,"Mecom",1,"down"
"MA0601.1",2,65,11.7647058823529,13,0.904977375565611,0.673022298158156,"Arid3b",1,"down"
"MA0125.1",1,32,5.88235294117647,6.4,0.919117647058823,0.681269452910768,"Nobox",1,"down"
"MA1621.1",2,67,11.7647058823529,13.4,0.877963125548727,0.690290818108556,"Rbpjl",1,"down"
"MA1604.1",2,69,11.7647058823529,13.8,0.852514919011083,0.706875088547973,"Ebf2",1,"down"
"MA0518.1",3,103,17.6470588235294,20.6,0.85665334094803,0.715943752865804,"Stat4",1,"down"
"MA0591.1",2,71,11.7647058823529,14.2,0.828500414250207,0.72278293740294,"Bach1::Mafk",1,"down"
"MA0135.1",2,72,11.7647058823529,14.4,0.816993464052288,0.73048620355862,"Lhx3",1,"down"
"MA0503.1",2,72,11.7647058823529,14.4,0.816993464052288,0.73048620355862,"Nkx2-5(var.2)",1,"down"
"MA0626.1",1,38,5.88235294117647,7.6,0.773993808049536,0.745035975371745,"Npas2",1,"down"
"MA1625.1",2,74,11.7647058823529,14.8,0.794912559618442,0.745398391829507,"Stat5b",1,"down"
"MA0467.1",1,40,5.88235294117647,8,0.735294117647059,0.76347394622057,"Crx",1,"down"
"MA0122.3",1,40,5.88235294117647,8,0.735294117647059,0.76347394622057,"Nkx3-2",1,"down"
"MA0870.1",1,41,5.88235294117647,8.2,0.717360114777618,0.77221512646894,"Sox1",1,"down"
"MA0629.1",1,43,5.88235294117647,8.6,0.683994528043776,0.788793355983574,"Rhox11",1,"down"
"MA0742.1",1,46,5.88235294117647,9.2,0.639386189258312,0.811545529717058,"Klf12",1,"down"
"MA1623.1",6,215,35.2941176470588,43,0.820793433652531,0.815636388802285,"Stat2",1,"down"
"MA0633.1",1,49,5.88235294117647,9.8,0.600240096038415,0.831976070471522,"Twist2",1,"down"
"MA0739.1",1,49,5.88235294117647,9.8,0.600240096038415,0.831976070471522,"Hic1",1,"down"
"MA0505.1",2,88,11.7647058823529,17.6,0.668449197860963,0.832457282707489,"Nr5a2",1,"down"
"MA1606.1",2,91,11.7647058823529,18.2,0.646412411118293,0.847499326608782,"Foxf1",1,"down"
"MA0614.1",1,52,5.88235294117647,10.4,0.565610859728507,0.850308509328655,"Foxj2",1,"down"
"MA0512.2",1,52,5.88235294117647,10.4,0.565610859728507,0.850308509328655,"Rxra",1,"down"
"MA1603.1",1,53,5.88235294117647,10.6,0.554938956714761,0.855988766787166,"Dmrt1",1,"down"
"MA0111.1",1,54,5.88235294117647,10.8,0.544662309368192,0.861465704068191,"Spz1",1,"down"
"MA0164.1",1,54,5.88235294117647,10.8,0.544662309368192,0.861465704068191,"Nr2e3",1,"down"
"MA0677.1",1,59,5.88235294117647,11.8,0.498504486540379,0.886032523569514,"Nr2f6",1,"down"
"MA1622.1",1,61,5.88235294117647,12.2,0.482160077145612,0.894659375217685,"Smad2::Smad3",1,"down"
"MA0092.1",1,67,5.88235294117647,13.4,0.438981562774363,0.916999531588218,"Hand1::Tcf3",1,"down"
"MA0150.2",1,72,5.88235294117647,14.4,0.408496732026144,0.932127332436523,"Nfe2l2",1,"down"
"MA0151.1",7,290,41.1764705882353,58,0.709939148073022,0.952652893892571,"Arid3a",1,"down"
"MA0514.1",2,131,11.7647058823529,26.2,0.449034575662326,0.962177800650874,"Sox3",1,"down"
"MA1618.1",1,92,5.88235294117647,18.4,0.319693094629156,0.970390890857816,"Ptf1a",1,"down"
"MA0520.1",1,101,5.88235294117647,20.2,0.29120559114735,0.979891273266612,"Stat6",1,"down"
"MA0078.1",0,47,0,9.4,0,1,"Sox17",1,"down"
"MA0087.1",0,93,0,18.6,0,1,"Sox5",1,"down"
