"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","direction"
"MA0146.2",6,72,42.8571428571429,14.4,2.97619047619048,0.00845582288673944,"Zfx",0.896317225994381,"up"
"MA0505.1",6,95,42.8571428571429,19,2.25563909774436,0.0327937727410702,"Nr5a2",1,"up"
"MA1627.1",8,164,57.1428571428571,32.8,1.74216027874564,0.0501516108014065,"Wt1",1,"up"
"MA0742.1",4,59,28.5714285714286,11.8,2.42130750605327,0.0707730116800331,"Klf12",1,"up"
"MA1607.1",5,88,35.7142857142857,17.6,2.02922077922078,0.0808882921747149,"Foxl2",1,"up"
"MA0840.1",2,22,14.2857142857143,4.4,3.24675324675325,0.122128947122148,"Creb5",1,"up"
"MA0897.1",3,53,21.4285714285714,10.6,2.02156334231806,0.177095074493215,"Hmx2",1,"up"
"MA1615.1",4,81,28.5714285714286,16.2,1.7636684303351,0.177287613977148,"Plagl1",1,"up"
"MA0493.1",4,82,28.5714285714286,16.4,1.74216027874564,0.183183229900109,"Klf1",1,"up"
"MA1629.1",5,117,35.7142857142857,23.4,1.52625152625153,0.210450828698541,"Zic2",1,"up"
"MA0461.2",2,33,14.2857142857143,6.6,2.16450216450216,0.234396009156907,"Atoh1",1,"up"
"MA0896.1",2,35,14.2857142857143,7,2.04081632653061,0.255935001600591,"Hmx1",1,"up"
"MA0067.1",1,11,7.14285714285714,2.2,3.24675324675325,0.270655194757326,"Pax2",1,"up"
"MA1618.1",4,98,28.5714285714286,19.6,1.45772594752187,0.286544199190527,"Ptf1a",1,"up"
"MA0087.1",3,68,21.4285714285714,13.6,1.57563025210084,0.29391332774215,"Sox5",1,"up"
"MA1604.1",3,73,21.4285714285714,14.6,1.46771037181996,0.335219126534647,"Ebf2",1,"up"
"MA1628.1",5,140,35.7142857142857,28,1.27551020408163,0.34976544903977,"Zic1::Zic2",1,"up"
"MA1616.1",3,80,21.4285714285714,16,1.33928571428571,0.393539600053726,"Prdm15",1,"up"
"MA0643.1",2,49,14.2857142857143,9.8,1.45772594752187,0.406487972613537,"Esrrg",1,"up"
"MA0117.2",2,49,14.2857142857143,9.8,1.45772594752187,0.406487972613537,"Mafb",1,"up"
