"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","direction"
"MA1604.1",2,83,18.1818181818182,16.6,1.09529025191676,0.569326180440837,"Ebf2",1,"up"
"MA0601.1",1,42,9.09090909090909,8.4,1.08225108225108,0.622945509165465,"Arid3b",1,"up"
"MA1608.1",1,43,9.09090909090909,8.6,1.05708245243129,0.632001403050137,"Isl1",1,"up"
"MA1620.1",2,93,18.1818181818182,18.6,0.977517106549365,0.637525961560068,"Ptf1a(var.3)",1,"up"
"MA0029.1",1,45,9.09090909090909,9,1.01010101010101,0.64952262305348,"Mecom",1,"up"
"MA0643.1",1,45,9.09090909090909,9,1.01010101010101,0.64952262305348,"Esrrg",1,"up"
"MA1615.1",2,99,18.1818181818182,19.8,0.918273645546373,0.674897750427325,"Plagl1",1,"up"
"MA0512.2",1,49,9.09090909090909,9.8,0.927643784786642,0.682309916621348,"Rxra",1,"up"
"MA0859.1",1,49,9.09090909090909,9.8,0.927643784786642,0.682309916621348,"Rarg",1,"up"
"MA0860.1",1,51,9.09090909090909,10.2,0.89126559714795,0.697634804112243,"Rarg(var.2)",1,"up"
"MA0897.1",1,53,9.09090909090909,10.6,0.857632933104631,0.712284676840936,"Hmx2",1,"up"
"MA0607.1",1,54,9.09090909090909,10.8,0.841750841750842,0.719364919692725,"Bhlha15",1,"up"
"MA0832.1",1,66,9.09090909090909,13.2,0.68870523415978,0.7928233910025,"Tcf21",1,"up"
"MA0152.1",2,126,18.1818181818182,25.2,0.721500721500722,0.810114608123068,"NFATC2",1,"up"
"MA0514.1",2,144,18.1818181818182,28.8,0.631313131313131,0.872911604292434,"Sox3",1,"up"
"MA1624.1",1,85,9.09090909090909,17,0.53475935828877,0.874130466897915,"Stat5a",1,"up"
"MA0142.1",1,88,9.09090909090909,17.6,0.516528925619835,0.88389936472967,"Pou5f1::Sox2",1,"up"
"MA1621.1",1,90,9.09090909090909,18,0.505050505050505,0.890023492917104,"Rbpjl",1,"up"
"MA0851.1",1,93,9.09090909090909,18.6,0.488758553274682,0.89866042728123,"Foxj3",1,"up"
"MA1616.1",1,93,9.09090909090909,18.6,0.488758553274682,0.89866042728123,"Prdm15",1,"up"
"MA0002.2",1,106,9.09090909090909,21.2,0.428816466552316,0.929412458815639,"RUNX1",1,"up"
"MA0065.2",1,111,9.09090909090909,22.2,0.40950040950041,0.938775990229113,"Pparg::Rxra",1,"up"
"MA1629.1",1,144,9.09090909090909,28.8,0.315656565656566,0.977216277246208,"Zic2",1,"up"
"MA1623.1",1,168,9.09090909090909,33.6,0.270562770562771,0.989546970477785,"Stat2",1,"up"
"MA0151.1",2,240,18.1818181818182,48,0.378787878787879,0.992166195485682,"Arid3a",1,"up"
"MA0006.1",0,101,0,20.2,0,1,"Ahr::Arnt",1,"up"
"MA0067.1",0,19,0,3.8,0,1,"Pax2",1,"up"
"MA0078.1",0,44,0,8.8,0,1,"Sox17",1,"up"
"MA0087.1",0,80,0,16,0,1,"Sox5",1,"up"
"MA0111.1",0,61,0,12.2,0,1,"Spz1",1,"up"
"MA0135.1",0,47,0,9.4,0,1,"Lhx3",1,"up"
"MA0160.1",0,43,0,8.6,0,1,"NR4A2",1,"up"
"MA0164.1",0,47,0,9.4,0,1,"Nr2e3",1,"up"
"MA0467.1",0,42,0,8.4,0,1,"Crx",1,"up"
"MA0483.1",0,87,0,17.4,0,1,"Gfi1b",1,"up"
"MA0515.1",0,93,0,18.6,0,1,"Sox6",1,"up"
"MA0602.1",0,35,0,7,0,1,"Arid5a",1,"up"
"MA0603.1",0,24,0,4.8,0,1,"Arntl",1,"up"
"MA0608.1",0,25,0,5,0,1,"Creb3l2",1,"up"
"MA0611.1",0,22,0,4.4,0,1,"Dux",1,"up"
"MA0615.1",0,4,0,0.8,0,1,"Gmeb1",1,"up"
"MA0622.1",0,30,0,6,0,1,"Mlxip",1,"up"
"MA0631.1",0,26,0,5.2,0,1,"Six3",1,"up"
"MA0633.1",0,49,0,9.8,0,1,"Twist2",1,"up"
"MA0676.1",0,48,0,9.6,0,1,"Nr2e1",1,"up"
"MA0704.1",0,24,0,4.8,0,1,"Lhx4",1,"up"
"MA0705.1",0,21,0,4.2,0,1,"Lhx8",1,"up"
"MA0709.1",0,27,0,5.4,0,1,"Msx3",1,"up"
"MA0124.2",0,31,0,6.2,0,1,"Nkx3-1",1,"up"
"MA0720.1",0,26,0,5.2,0,1,"Shox2",1,"up"
"MA0117.2",0,53,0,10.6,0,1,"Mafb",1,"up"
"MA0853.1",0,20,0,4,0,1,"Alx4",1,"up"
"MA0854.1",0,27,0,5.4,0,1,"Alx1",1,"up"
"MA0858.1",0,50,0,10,0,1,"Rarb(var.2)",1,"up"
"MA0874.1",0,27,0,5.4,0,1,"Arx",1,"up"
"MA0883.1",0,18,0,3.6,0,1,"Dmbx1",1,"up"
"MA0885.1",0,28,0,5.6,0,1,"Dlx2",1,"up"
"MA0898.1",0,56,0,11.2,0,1,"Hmx3",1,"up"
"MA0911.1",0,12,0,2.4,0,1,"Hoxa11",1,"up"
"MA1603.1",0,48,0,9.6,0,1,"Dmrt1",1,"up"
"MA1618.1",0,81,0,16.2,0,1,"Ptf1a",1,"up"
