"motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust","direction"
"MA0742.1",4,48,36.3636363636364,9.6,3.78787878787879,0.0149463960367586,"Klf12",1,"up"
"MA0493.1",6,118,54.5454545454545,23.6,2.31124807395994,0.0247536911682434,"Klf1",1,"up"
"MA1622.1",4,73,36.3636363636364,14.6,2.4906600249066,0.0617479667350849,"Smad2::Smad3",1,"up"
"MA1630.1",5,108,45.4545454545455,21.6,2.1043771043771,0.0653224951692401,"Znf281",1,"up"
"MA0591.1",4,88,36.3636363636364,17.6,2.06611570247934,0.109858204687067,"Bach1::Mafk",1,"up"
"MA0840.1",2,27,18.1818181818182,5.4,3.36700336700337,0.114337567934516,"Creb5",1,"up"
"MA1627.1",6,166,54.5454545454545,33.2,1.64293537787514,0.117566130894959,"Wt1",1,"up"
"MA0259.1",1,6,9.09090909090909,1.2,7.57575757575758,0.125544215438551,"ARNT::HIF1A",1,"up"
"MA0604.1",1,6,9.09090909090909,1.2,7.57575757575758,0.125544215438551,"Atf1",1,"up"
"MA0629.1",2,32,18.1818181818182,6.4,2.84090909090909,0.15211039318752,"Rhox11",1,"up"
"MA1153.1",2,34,18.1818181818182,6.8,2.67379679144385,0.16794635058021,"Smad4",1,"up"
"MA0004.1",3,67,27.2727272727273,13.4,2.03527815468114,0.172435188007499,"Arnt",1,"up"
"MA0870.1",2,37,18.1818181818182,7.4,2.45700245700246,0.192305862431632,"Sox1",1,"up"
"MA0896.1",2,37,18.1818181818182,7.4,2.45700245700246,0.192305862431632,"Hmx1",1,"up"
"MA0150.2",3,71,27.2727272727273,14.2,1.92061459667093,0.195575778202411,"Nfe2l2",1,"up"
"MA0007.3",2,39,18.1818181818182,7.8,2.33100233100233,0.208875522522961,"Ar",1,"up"
"MA0480.1",3,74,27.2727272727273,14.8,1.84275184275184,0.213543081803829,"Foxo1",1,"up"
"MA0520.1",3,74,27.2727272727273,14.8,1.84275184275184,0.213543081803829,"Stat6",1,"up"
"MA1625.1",3,76,27.2727272727273,15.2,1.79425837320574,0.225780946048453,"Stat5b",1,"up"
"MA0728.1",2,42,18.1818181818182,8.4,2.16450216450216,0.234108065492351,"Nr2f6(var.2)",1,"up"
"MA1607.1",3,80,27.2727272727273,16,1.70454545454545,0.250803714968553,"Foxl2",1,"up"
"MA0519.1",3,88,27.2727272727273,17.6,1.5495867768595,0.302569181149262,"Stat5a::Stat5b",1,"up"
"MA0518.1",3,89,27.2727272727273,17.8,1.53217568947906,0.309161123559292,"Stat4",1,"up"
"MA0869.1",2,52,18.1818181818182,10.4,1.74825174825175,0.319846664038675,"Sox11",1,"up"
"MA0677.1",2,54,18.1818181818182,10.8,1.68350168350168,0.337031805696116,"Nr2f6",1,"up"
"MA0857.1",2,55,18.1818181818182,11,1.65289256198347,0.345604297041332,"Rarb",1,"up"
"MA0092.1",2,58,18.1818181818182,11.6,1.56739811912226,0.371202143174977,"Hand1::Tcf3",1,"up"
"MA0879.1",1,21,9.09090909090909,4.2,2.16450216450216,0.379279998024956,"Dlx1",1,"up"
"MA0494.1",2,59,18.1818181818182,11.8,1.54083204930663,0.379684678647856,"Nr1h3::Rxra",1,"up"
"MA0505.1",3,100,27.2727272727273,20,1.36363636363636,0.382591672051517,"Nr5a2",1,"up"
"MA0739.1",2,60,18.1818181818182,12,1.51515151515152,0.388137367057144,"Hic1",1,"up"
"MA1606.1",2,62,18.1818181818182,12.4,1.46627565982405,0.40494245922544,"Foxf1",1,"up"
"MA0880.1",1,23,9.09090909090909,4.6,1.97628458498024,0.407490846727153,"Dlx3",1,"up"
"MA0816.1",3,105,27.2727272727273,21,1.2987012987013,0.41611363547522,"Ascl2",1,"up"
"MA1628.1",4,148,36.3636363636364,29.6,1.22850122850123,0.41857535235858,"Zic1::Zic2",1,"up"
"MA0881.1",1,24,9.09090909090909,4.8,1.89393939393939,0.421154579821495,"Dlx4",1,"up"
"MA0125.1",1,25,9.09090909090909,5,1.81818181818182,0.43453125969957,"Nobox",1,"up"
"MA0521.1",4,151,36.3636363636364,30.2,1.20409391932571,0.436363404203169,"Tcf12",1,"up"
"MA0503.1",2,68,18.1818181818182,13.6,1.33689839572193,0.454381203057904,"Nkx2-5(var.2)",1,"up"
"MA0626.1",1,27,9.09090909090909,5.4,1.68350168350168,0.460445123623264,"Npas2",1,"up"
"MA0146.2",2,69,18.1818181818182,13.8,1.31752305665349,0.462455808552378,"Zfx",1,"up"
"MA0614.1",1,32,9.09090909090909,6.4,1.42045454545455,0.520576000098622,"Foxj2",1,"up"
"MA1619.1",2,79,18.1818181818182,15.8,1.15074798619102,0.540064372939147,"Ptf1a(var.2)",1,"up"
"MA0461.2",1,34,9.09090909090909,6.8,1.33689839572193,0.54287172995732,"Atoh1",1,"up"
"MA0122.3",1,35,9.09090909090909,7,1.2987012987013,0.553662311439015,"Nkx3-2",1,"up"
