"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0007612","GO:0007612",1,"GO:0007612",3.56999940269517,192,"learning","learning",0.531416666666667,0.2935,0
"GO:0008306","GO:0008306",1,"GO:0007612",2.74980918200432,123,"associative learning","learning",0.54075,0.3135,0.958
"GO:0001964","GO:0001964",2,"GO:0001964",2.64532990041202,38,"startle response","startle response",0.765916666666667,1,0
"GO:0007611","GO:0007611",1,"GO:0007612",2.44898393646927,331,"learning or memory","learning",0.527666666666667,0.2935,0.939
"GO:0050890","GO:0050890",1,"GO:0007612",2.22252382103399,371,"cognition","learning",0.61975,0.2985,0.929
"GO:0034765","GO:0034765",3,"GO:0034765",1.75076023503207,490,"regulation of monoatomic ion transmembrane transport","regulation of monoatomic ion transmembrane transport",0.841333333333333,1,0
"GO:0008542","GO:0008542",4,"GO:0008542",1.71483594838732,75,"visual learning","visual learning",0.524333333333333,0.446666666666667,0
"GO:0007632","GO:0007632",4,"GO:0008542",1.66241912629658,81,"visual behavior","visual learning",0.668666666666667,0.445666666666667,0.995
"GO:0007626","GO:0007626",4,"GO:0008542",1.45296948165989,273,"locomotory behavior","visual learning",0.6765,0.555666666666667,0.665
"GO:0032412","GO:0032412",5,"GO:0032412",1.42625911892244,283,"regulation of monoatomic ion transmembrane transporter activity","regulation of monoatomic ion transmembrane transporter activity",0.759333333333333,0.337666666666667,0
"GO:0022898","GO:0022898",5,"GO:0032412",1.37413326711897,294,"regulation of transmembrane transporter activity","regulation of monoatomic ion transmembrane transporter activity",0.758833333333333,0.336666666666667,0.995
"GO:0032409","GO:0032409",5,"GO:0032412",1.30511741365145,307,"regulation of transporter activity","regulation of monoatomic ion transmembrane transporter activity",0.826166666666667,0.337666666666667,0.992
