"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0016358","GO:0016358",1,"GO:0016358",5.63806523968087,327,"dendrite development","dendrite development",0.727666666666667,0.3475,0
"GO:0007409","GO:0007409",1,"GO:0016358",4.10544886760411,501,"axonogenesis","dendrite development",0.750533333333333,0.45875,0.762
"GO:0032409","GO:0032409",2,"GO:0032409",3.29950576246968,307,"regulation of transporter activity","regulation of transporter activity",0.8256,0.337666666666667,0
"GO:0022898","GO:0022898",2,"GO:0032409",3.02606010230566,294,"regulation of transmembrane transporter activity","regulation of transporter activity",0.7814,0.336666666666667,0.995
"GO:0099173","GO:0099173",3,"GO:0099173",2.84243392666232,252,"postsynapse organization","postsynapse organization",0.733666666666667,0.436666666666667,0
"GO:0048167","GO:0048167",4,"GO:0048167",2.24862000935385,393,"regulation of synaptic plasticity","regulation of synaptic plasticity",0.817133333333333,0.648333333333333,0
"GO:0032412","GO:0032412",2,"GO:0032409",2.08210831195465,283,"regulation of monoatomic ion transmembrane transporter activity","regulation of transporter activity",0.781866666666667,0.337666666666667,0.992
"GO:0050773","GO:0050773",1,"GO:0016358",2.06450844435566,145,"regulation of dendrite development","dendrite development",0.666866666666667,0.37875,0.924
"GO:0050807","GO:0050807",4,"GO:0048167",2.05126176585655,309,"regulation of synapse organization","regulation of synaptic plasticity",0.5932,0.492666666666667,0.527
"GO:0050803","GO:0050803",4,"GO:0048167",1.85753350869347,317,"regulation of synapse structure or activity","regulation of synaptic plasticity",0.801,0.492333333333333,0.528
"GO:1901888","GO:1901888",3,"GO:0099173",1.62129496866456,246,"regulation of cell junction assembly","postsynapse organization",0.7048,0.513,0.753
"GO:0060996","GO:0060996",1,"GO:0016358",1.56419946166224,134,"dendritic spine development","dendrite development",0.7432,0.3785,0.924
"GO:0007214","GO:0007214",5,"GO:0007214",1.42441818785354,31,"gamma-aminobutyric acid signaling pathway","gamma-aminobutyric acid signaling pathway",0.916466666666667,1,0
"GO:0099175","GO:0099175",3,"GO:0099173",1.37819017472075,139,"regulation of postsynapse organization","postsynapse organization",0.6088,0.451666666666667,0.937
"GO:0006836","GO:0006836",6,"GO:0006836",1.37719298755642,230,"neurotransmitter transport","neurotransmitter transport",0.948866666666667,1,0
