pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,0.06,0.0781758957654723,0.237793834423688,0.8,1.66388704992439,5,mt-Nd1|mt-Cytb|mt-Nd4|mt-Co3|mt-Co2
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,0.0781758957654723,0.0781758957654723,0.204294756516886,0.75,1.55413226751422,6,mt-Nd1|mt-Cytb|mt-Nd4|mt-Co3|mt-Co2|mt-Atp6
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.0781758957654723,0.0781758957654723,0.204294756516886,0.75,1.55413226751422,6,mt-Nd1|mt-Cytb|mt-Nd4|mt-Co3|mt-Co2|mt-Atp6
